SA3_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
11502,354,383,317,200,71,14,1487,12,44,66,110,101,100,34,3,469,298,688,747,993,750,490,208,57,4231,133,237,395,660,530,371,173,43,2541,380,525,610,857,773,476,280,70,3975,33,31,22,44,45,44,12,10,237,42,22,63,136,157,135,79,15,660,459,579,693,1035,977,659,370,95,4872,11,17,17,38,45,42,43,11,228,130,116,155,218,166,170,177,140,1268,1040,1830,2426,3439,2882,2031,1083,367,15102
11503,118,168,167,114,40,10,780,8,41,68,85,90,90,8,0,397,145,386,452,485,453,310,90,15,2332,128,274,372,541,427,286,88,27,2138,529,1015,922,1094,980,480,184,41,5252,36,38,36,64,51,29,11,0,266,25,53,59,90,124,86,38,8,484,591,1106,1017,1249,1158,597,232,50,5998,11,18,21,22,18,23,24,0,132,141,153,154,188,201,147,122,30,1130,1030,2122,2206,2736,2519,1562,598,134,12912
11504,1942,806,383,146,35,3,4244,25,180,309,226,96,59,17,8,925,557,2345,3461,1916,901,497,140,25,9842,296,787,1269,1193,646,326,107,22,4644,724,1224,1329,1435,902,462,209,30,6320,69,51,68,85,59,36,8,0,372,51,74,155,225,167,111,36,4,833,847,1352,1549,1742,1132,613,256,36,7520,25,43,90,68,48,44,16,6,335,214,317,403,291,210,212,145,103,1890,1988,5931,9019,6250,3424,1899,715,186,29416
11601,3419,1219,689,383,105,19,9075,53,398,462,379,268,160,51,0,1770,1585,6322,5895,3042,2254,1512,453,75,21139,900,2392,2594,2015,1493,885,316,73,10677,1411,2819,2978,2827,2393,1453,657,202,14732,224,179,243,210,202,116,40,0,1216,123,235,378,445,429,344,137,42,2129,1757,3226,3595,3474,3027,1918,835,249,18082,73,187,213,176,140,125,59,12,989,1307,1958,1616,1201,1021,955,656,342,9059,5876,17533,17802,11510,8885,5944,2463,770,70787
11602,6820,2148,907,459,108,10,13459,60,449,854,462,217,126,25,0,2193,1575,7340,10170,4576,2210,1192,269,49,27379,680,2228,3051,2244,1244,610,166,24,10251,1366,2762,2811,2431,1527,799,294,51,12038,185,165,190,188,120,55,14,3,914,128,196,347,443,320,220,88,13,1752,1683,3116,3342,3063,1970,1074,390,70,14708,33,176,317,162,114,99,41,5,940,941,1676,1743,926,601,467,262,97,6712,5074,17893,26289,13576,7259,4019,1274,255,75640
11603,1552,547,310,158,42,6,3620,38,209,279,151,101,51,21,0,851,918,3192,3087,1946,1574,873,203,61,11843,513,1586,1735,1332,982,462,148,37,6789,1334,2697,2402,2346,1875,935,338,82,12008,191,205,225,184,156,72,25,0,1065,137,214,279,349,315,191,59,15,1555,1654,3122,2909,2878,2342,1198,418,98,14623,32,97,151,109,93,86,26,0,605,1444,1692,1552,1231,996,899,644,461,8920,4650,10848,11268,8195,6404,3729,1505,665,47259
11701,1510,670,349,161,37,0,5144,36,234,226,180,95,58,6,0,842,1293,4782,2689,1420,850,416,143,25,11607,571,1481,1149,955,607,293,146,19,5215,574,1463,1061,977,793,448,249,81,5648,71,66,58,75,55,27,8,0,365,71,130,145,180,184,89,38,4,845,716,1648,1263,1232,1028,568,301,85,6852,50,128,76,63,65,58,15,7,461,570,1139,660,397,398,364,285,140,3955,3349,11706,7576,4913,3390,1923,935,293,34076
11702,1862,1257,717,400,96,6,6082,13,377,384,355,250,146,32,5,1548,1085,5623,3401,2204,1131,562,141,32,14180,276,1025,996,894,535,267,91,32,4115,363,979,855,737,554,301,136,41,3969,47,57,65,85,67,30,5,0,363,39,78,119,182,157,95,42,3,715,448,1120,1035,1005,778,425,188,46,5047,11,71,64,54,27,30,13,4,279,326,700,481,398,357,283,256,121,2932,2205,10617,8226,6170,3795,2112,816,245,34189
11703,9107,4410,2894,1754,575,98,32585,130,1811,1431,958,775,504,144,10,5760,7170,29970,14899,7017,4559,2653,975,276,67527,1946,6291,4300,2781,1968,1182,502,168,19142,1225,3984,2430,1770,1457,805,350,92,12121,182,303,218,164,143,111,24,7,1159,171,517,406,464,438,327,135,52,2506,1576,4798,3055,2399,2045,1242,512,155,15781,216,524,349,211,191,154,91,27,1762,2417,5702,3174,1939,1596,1247,788,387,17246,14119,62171,36315,19710,14022,8745,3597,1125,159798
11801,4158,3266,2150,1490,693,145,15689,32,589,652,690,551,424,156,37,3134,2105,13102,8399,6268,4244,2918,1409,424,38880,416,1895,1792,1788,1475,1198,669,237,9473,390,1512,1081,980,856,693,471,181,6163,39,97,87,88,106,77,39,9,541,74,247,199,281,316,325,190,68,1705,499,1856,1372,1348,1281,1099,698,251,8402,29,228,170,143,139,178,142,47,1086,737,1949,1347,955,750,784,923,864,8311,3912,23311,17906,14454,10599,8103,4696,2005,84979
11802,4260,3043,1912,1031,411,88,14866,43,608,720,626,443,366,113,15,2931,2331,10671,7157,5166,3148,1924,765,222,31376,632,1878,2093,2167,1683,1059,485,191,10193,782,2314,1907,1781,1733,1027,671,240,10458,126,115,114,140,125,97,43,13,770,96,218,240,392,467,331,172,57,1970,1002,2645,2253,2316,2322,1452,886,306,13190,73,232,182,135,166,134,102,32,1060,1022,1866,1502,1200,920,933,896,845,9189,5269,21853,18171,14650,10601,6900,3653,1705,82803
11901,2277,1264,780,359,97,20,7529,69,392,451,357,281,194,50,8,1806,2314,7278,5364,3404,2335,1274,420,123,22511,1007,2710,3286,2736,1924,998,354,124,13134,1554,3175,3339,3300,2828,1627,943,347,17108,214,189,278,293,264,139,37,17,1420,196,327,454,616,658,424,175,60,2913,1959,3692,4069,4205,3755,2189,1149,424,21440,92,222,215,196,187,162,64,19,1166,1854,2361,2196,1711,1586,1354,1109,941,13118,7469,19225,17855,13880,10843,6535,3242,1656,80700
11902,2471,1193,650,268,81,13,7940,54,367,404,319,236,116,52,4,1546,1942,6674,4931,2910,1874,864,320,110,19622,948,2227,2614,2260,1459,706,221,80,10513,966,2125,2142,2294,1751,881,530,165,10863,149,159,179,224,167,72,16,10,979,148,245,345,492,460,245,85,37,2054,1267,2531,2663,3006,2382,1199,636,211,13897,64,231,217,174,170,83,40,20,1001,1426,2347,1909,1480,1282,987,842,658,10918,5828,17500,15206,11341,8047,4214,2188,1100,65439
11903,2927,1662,1100,547,165,36,10107,79,409,446,400,353,298,94,19,2097,2318,7054,5571,3905,3083,1738,679,228,24577,1205,1950,2185,2322,1975,1163,510,160,11467,981,1851,1744,2067,2008,1332,714,296,10993,128,119,148,180,234,127,41,11,995,118,171,280,473,545,440,207,90,2324,1226,2143,2170,2721,2786,1905,955,406,14316,74,153,149,162,175,156,87,38,1005,906,1402,1031,885,861,846,836,821,7592,5979,16608,14479,12066,10342,6644,3331,1707,71155
11904,3451,1678,926,484,130,25,11396,59,523,537,401,309,205,49,17,2098,2387,10226,6833,3639,2616,1360,509,168,27747,1260,2723,2775,2605,1873,1066,409,130,12841,1004,2474,2265,2385,2065,1263,771,265,12481,119,175,189,230,177,95,32,9,1023,129,282,351,525,576,380,171,70,2488,1250,2928,2801,3141,2823,1738,972,334,15995,71,263,200,178,180,132,67,22,1117,1118,2221,1557,1146,1064,981,1004,869,9959,6333,23417,18159,12784,9790,5965,3145,1570,81161
12001,2685,1605,1147,710,205,34,9245,32,367,452,437,362,273,101,23,2039,1248,5718,4948,3514,2329,1467,536,129,19882,405,1184,1590,1679,1345,896,356,92,7537,477,1137,1130,1291,1312,843,464,126,6783,64,60,88,108,114,60,28,10,534,54,138,178,316,391,323,141,54,1591,601,1335,1394,1713,1815,1232,636,192,8917,28,81,100,103,98,121,58,17,614,423,826,642,474,477,523,477,458,4309,2836,12279,11809,9527,7564,5222,2364,944,52544
12002,2163,1745,1209,803,266,32,7489,17,284,443,466,338,281,71,5,1906,728,3756,3931,3142,1806,1229,414,59,15061,170,639,910,1072,750,521,181,35,4286,252,647,637,658,571,348,185,51,3348,57,42,42,79,50,32,17,0,314,24,44,108,184,167,144,68,14,746,328,732,787,919,792,519,267,70,4412,13,52,62,71,40,56,33,9,331,227,443,464,393,335,301,263,194,2617,1524,7140,8756,7806,5272,3719,1493,400,36108
12003,4775,2709,1943,1023,304,80,17997,127,837,809,731,561,399,110,27,3597,3724,13885,8236,5278,3937,2082,840,249,38232,2389,3177,2526,2464,1931,1054,421,195,14153,1071,2190,1754,1848,1688,968,511,217,10257,149,162,154,163,157,88,37,3,917,132,270,289,437,495,327,151,60,2175,1362,2617,2195,2456,2349,1388,696,286,13348,134,258,214,144,205,165,89,52,1256,1374,2589,1468,975,926,879,778,736,9733,9424,30208,20223,14752,11851,6993,3239,1617,98313
12101,5457,3534,2065,1368,520,113,16467,34,473,801,792,553,420,178,36,3277,1862,7929,8484,6205,4034,2469,1217,401,32605,419,1242,1742,1824,1515,1153,572,255,8725,387,980,948,929,834,567,330,143,5114,73,61,84,87,95,84,37,12,538,45,107,196,296,351,352,206,85,1639,509,1154,1226,1312,1282,1005,570,242,7283,39,119,147,157,114,158,95,48,886,409,879,921,643,517,539,439,469,4802,3363,15110,18769,14472,10076,7107,3587,1563,74048
12102,3502,2117,1147,633,252,51,9374,30,262,536,574,439,309,106,17,2279,1019,3855,5507,3950,2507,1496,712,207,19249,403,898,1437,1677,1406,991,517,170,7489,676,1097,1226,1530,1351,836,500,173,7386,122,55,81,107,99,98,51,8,613,65,86,139,307,357,342,217,65,1574,859,1237,1445,1944,1805,1276,764,248,9575,19,58,116,111,117,123,68,34,643,278,369,505,419,314,431,399,368,3091,2654,8304,13053,10790,7730,5266,2821,1089,51708
12103,5014,4654,3032,1719,909,226,17566,36,253,661,971,755,562,251,68,3567,1885,4401,7048,7615,5465,3475,1965,753,32620,343,671,1200,1978,1868,1562,1150,548,9328,403,574,653,853,870,613,446,215,4624,83,40,49,114,100,91,56,27,556,61,70,138,326,392,427,350,149,1916,551,684,843,1291,1363,1126,850,393,7103,32,44,149,165,142,189,178,78,976,381,340,477,518,503,493,604,606,3928,3326,8316,15393,17206,13132,9127,5910,2672,75087
12104,3804,2913,2130,1506,742,117,14333,29,624,702,581,574,466,195,34,3207,1646,8446,6525,4761,3643,2780,1434,420,29657,258,1114,1434,1493,1349,1186,781,234,7855,288,943,771,640,627,442,288,105,4103,35,57,54,63,72,64,46,13,402,34,105,158,239,296,304,195,83,1416,352,1107,979,946,992,811,532,201,5924,23,105,124,116,114,119,126,36,761,331,806,731,580,575,571,612,357,4567,2732,15258,14304,11384,9378,7442,4413,1399,66304
12201,1370,1196,806,369,189,39,4907,8,152,236,288,242,157,62,6,1147,564,3066,2789,2539,1814,927,434,112,12240,110,464,642,782,669,476,292,81,3508,151,449,402,426,419,264,182,64,2356,17,22,18,60,52,44,26,6,247,25,40,83,131,179,155,110,30,748,191,510,510,611,657,461,314,101,3358,7,47,57,53,48,55,56,21,346,163,335,313,283,233,209,209,125,1882,1074,5483,5916,5753,4470,2663,1558,479,27384
12202,734,1020,870,612,250,47,3872,9,106,188,306,357,290,83,22,1369,572,1724,2332,2669,2182,1642,758,181,12057,205,564,1031,1575,1379,1071,603,171,6601,568,975,1197,1442,1441,897,568,182,7269,59,35,62,90,84,86,30,10,463,49,62,136,264,388,350,210,69,1536,675,1068,1402,1796,1915,1329,810,263,9266,19,25,47,81,92,102,83,36,488,305,259,368,436,421,459,570,445,3262,1799,4065,6107,7879,7217,5508,3167,1165,36911
12203,3168,2791,1588,775,328,75,10537,50,433,773,960,647,455,176,32,3519,1652,6871,7924,7333,3977,2213,1084,378,31435,683,2070,2794,3643,2599,1660,998,326,14771,1283,2833,2890,3338,2852,1732,1136,409,16476,169,112,178,236,241,196,68,30,1226,127,214,326,640,714,627,460,159,3276,1576,3158,3392,4217,3805,2557,1663,594,20969,37,152,168,200,186,159,171,61,1135,549,924,988,981,816,873,899,806,6844,4595,15386,19214,20117,13613,8691,5316,2271,89200
12301,728,493,271,148,53,9,2330,29,205,266,256,163,103,23,6,1052,501,1857,2095,1568,715,422,153,42,7355,428,1226,1521,1407,858,466,142,29,6087,1241,2732,2729,2534,1674,934,365,83,12285,126,138,119,134,107,58,11,3,695,112,154,209,305,259,226,64,18,1338,1472,3020,3056,2973,2039,1215,442,104,14319,27,40,57,71,76,67,14,8,354,316,437,450,377,316,314,300,255,2758,2806,7389,8172,7139,4441,2735,1124,442,34252
12302,3156,1383,769,388,95,23,7863,60,400,519,340,260,195,41,8,1822,1420,5620,5634,2863,1992,1233,353,62,19172,819,2739,3132,2281,1946,1150,316,62,12443,2202,4778,4496,3749,3662,2316,883,140,22230,296,368,370,275,268,186,43,3,1804,169,300,443,540,646,494,173,38,2800,2671,5444,5307,4565,4571,2996,1099,186,26833,69,172,226,170,176,147,71,15,1044,1581,1994,1995,1482,1347,1273,1011,466,11152,6693,18339,19971,13083,11054,7388,2983,821,80328
12303,258,202,183,130,29,0,1048,25,85,98,108,109,86,19,3,523,211,837,862,685,439,349,91,26,3503,224,605,679,765,611,416,119,25,3441,931,1960,1851,1870,1320,883,342,73,9228,92,88,79,90,71,53,14,0,484,61,71,118,163,211,176,65,11,875,1078,2119,2051,2120,1607,1115,424,84,10592,4,15,27,38,34,34,32,7,200,335,341,371,380,325,349,339,225,2667,1889,4231,4348,4301,3310,2479,1048,375,21978
12401,1195,1280,1203,1038,309,54,5782,15,180,366,531,597,571,146,18,2426,438,1859,2593,2656,2304,2015,754,173,12793,239,739,1238,1515,1616,1355,600,155,7455,902,1724,1988,2075,2018,1431,622,173,10934,118,106,109,109,147,104,49,10,757,60,68,135,238,374,412,239,63,1585,1081,1894,2231,2418,2541,1954,908,242,13271,16,22,48,62,82,115,101,29,470,283,325,394,466,470,529,555,362,3379,2107,5696,8056,8928,8811,7579,3370,1040,45581
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
12403,2082,962,558,295,92,12,5689,75,422,495,380,277,224,52,3,1925,1240,4626,4352,2486,1498,1041,321,68,15619,756,2575,2854,2427,1685,987,317,70,11660,2948,6375,5406,4527,3514,2040,793,157,25762,330,342,327,284,237,138,26,3,1701,197,296,424,502,519,387,167,23,2514,3473,7010,6156,5324,4275,2567,984,190,29971,51,112,163,135,144,124,62,14,800,1167,1588,1497,1182,989,943,897,560,8824,6849,17932,17590,12887,9423,6178,2721,915,74496
12404,195,147,126,81,24,5,1022,21,103,73,89,83,62,23,0,461,225,841,608,479,327,220,110,29,2829,208,587,503,531,496,266,132,32,2741,716,1631,1225,1188,1045,545,247,67,6674,79,85,68,83,67,56,3,3,447,47,78,80,142,122,123,46,7,650,846,1789,1372,1413,1239,722,299,81,7766,10,22,24,31,34,32,25,5,187,447,723,667,474,355,323,318,211,3519,1778,4489,3438,3165,2656,1701,938,367,18528
12405,490,175,135,86,14,5,1380,11,100,113,76,68,40,5,0,423,347,1424,1142,661,577,384,95,19,4652,228,854,876,703,581,274,67,4,3590,830,1906,1678,1465,1410,732,236,36,8288,99,131,136,103,73,54,8,0,606,64,115,170,184,227,124,32,15,935,992,2151,1981,1755,1709,913,277,47,9830,17,40,57,43,33,39,11,10,253,622,813,682,593,515,434,250,166,4083,2249,5848,5341,4007,3613,2171,709,249,24206
12501,2478,887,512,226,68,11,8836,72,419,337,212,112,80,10,4,1244,1823,7884,4355,2019,1380,731,262,53,18518,1437,2368,1847,1199,859,483,166,41,8404,653,1505,1147,921,883,441,160,66,5768,74,124,110,114,87,42,3,0,566,95,181,202,239,204,136,42,16,1115,821,1812,1461,1278,1173,621,203,80,7452,79,227,159,121,90,61,29,9,774,1278,2710,1770,1085,842,566,305,203,8764,5683,19888,12414,6806,4970,2773,1049,399,53992
12502,2486,1345,851,372,154,21,6706,32,200,315,264,220,175,61,9,1279,1029,3413,3968,2764,1925,1072,478,129,14764,254,873,1331,1242,1115,661,329,98,5900,512,985,995,1118,1053,569,365,157,5752,89,69,81,100,97,66,24,9,538,52,89,135,244,233,234,138,36,1171,651,1144,1206,1464,1387,870,530,209,7458,15,80,80,82,110,80,65,27,542,349,634,681,477,505,453,333,234,3670,2392,7761,10074,7633,6115,3683,1945,726,40331
12503,1890,839,546,279,66,7,6376,73,388,334,253,200,111,29,3,1395,1955,6348,4211,2520,1696,929,345,90,18097,1208,2659,2809,2163,1433,711,281,80,11349,1402,2805,2916,2560,2043,1283,610,192,13814,201,240,229,233,204,109,22,9,1242,195,304,444,478,455,286,123,40,2320,1797,3342,3592,3264,2707,1685,752,234,17376,84,237,202,127,136,107,51,16,959,2171,3152,2667,1886,1529,1163,879,636,14086,7443,18733,15693,11058,8250,4990,2405,1069,69642
12504,7221,2119,1149,551,161,33,19110,63,635,885,480,331,234,68,15,2705,2291,11576,10034,3905,2379,1528,594,168,32476,1081,2362,2572,2100,1498,868,413,117,11007,964,1942,2075,2058,1659,1004,627,184,10507,164,135,154,166,145,95,46,5,919,96,192,289,389,380,328,175,66,1910,1224,2268,2522,2606,2180,1424,854,263,13335,89,315,356,185,159,158,69,25,1368,1143,2483,2027,1007,925,781,662,477,9494,6279,27147,25605,12406,8616,5537,2821,1094,89510
12601,2633,1704,1195,686,243,60,8260,24,160,300,317,296,252,82,14,1445,928,3002,3394,2551,2012,1355,560,177,13979,226,454,625,873,803,616,327,122,4051,248,383,371,493,496,337,216,86,2638,43,25,25,47,58,39,32,9,272,35,34,50,137,161,189,114,48,756,322,440,447,675,717,569,362,135,3664,17,44,82,71,65,67,57,20,421,183,315,347,221,236,216,226,175,1919,1766,6104,7825,6408,5321,3750,1863,711,33743
12602,5888,2923,1952,1082,394,90,18376,68,613,702,642,548,382,139,35,3125,2653,10677,8860,5521,4024,2497,1025,355,35618,772,1944,2353,2367,2009,1369,609,264,11685,799,1717,1614,1749,1803,1194,644,303,9824,122,127,113,134,198,115,50,18,869,90,168,275,428,529,460,234,120,2308,1011,2018,1998,2308,2530,1765,929,439,12999,71,215,204,161,159,189,112,44,1145,693,1428,1189,825,878,801,792,863,7468,5488,22725,21195,14744,12095,8087,4001,2078,90422
12701,1666,664,315,129,33,4,4560,74,383,391,224,131,57,14,5,1268,1405,5370,4251,2061,1250,698,176,24,15239,731,2638,2949,2141,1297,531,164,27,10484,1589,4154,3681,3025,2160,1098,434,76,16212,194,215,258,214,155,58,13,6,1108,188,269,465,517,413,199,56,16,2121,1975,4638,4398,3760,2726,1351,502,93,19439,53,107,165,122,109,83,24,5,683,1148,1407,1438,1044,1009,732,484,227,7482,5467,16198,15261,10015,6835,3582,1399,392,59154
12702,734,414,307,207,51,7,3139,57,288,204,197,163,92,31,5,1042,2259,6008,3360,2337,1606,1209,381,68,17224,940,2491,2615,2460,1812,910,312,65,11601,1604,2985,2987,3111,2869,1701,770,202,16228,265,257,308,354,288,114,29,4,1625,168,322,424,571,581,361,109,26,2559,2039,3563,3725,4030,3740,2184,909,231,20410,58,184,151,173,196,145,67,10,982,1717,1914,1903,1854,1913,1508,1117,772,12696,7208,15717,12684,11460,9738,6247,2866,1162,67091
12703,2079,1050,589,265,63,6,6013,62,299,420,262,157,112,23,6,1342,1531,5343,4469,2712,1615,843,236,45,16784,766,2251,2675,2269,1555,674,242,44,10485,1330,2972,2968,2767,2081,1127,532,117,13885,189,205,247,234,177,83,18,3,1158,117,277,398,458,402,239,100,22,2013,1634,3457,3612,3453,2656,1448,646,149,17055,60,133,163,154,142,93,33,13,793,1306,1868,1785,1238,1128,889,744,537,9500,5471,15195,15204,11144,7843,4327,1987,801,61972
12801,1599,1328,940,645,223,55,5944,40,306,456,450,495,400,107,22,2280,1342,4778,4363,3524,2453,1766,647,185,19056,544,1637,2325,2687,2125,1364,651,248,11574,1310,2929,2702,3160,2953,1867,1154,480,16570,121,118,137,188,211,144,79,25,1019,127,168,310,514,632,584,352,141,2825,1559,3208,3151,3870,3803,2594,1579,652,20403,34,68,107,127,158,182,134,51,872,502,791,792,808,678,744,824,717,5850,4056,11901,12793,12794,10641,7699,4173,1926,65982
12802,1785,1242,877,486,165,25,5703,55,360,521,505,469,364,75,9,2353,1158,4077,4432,3348,2224,1478,458,120,17291,534,1393,2247,2684,1923,1262,480,135,10651,1479,2628,2976,3257,2930,1933,1045,314,16560,131,122,153,196,201,146,53,18,1011,120,144,294,535,618,595,294,76,2671,1725,2886,3425,3984,3751,2669,1386,408,20237,22,61,106,122,150,155,99,34,750,312,435,527,545,539,559,629,531,4058,3847,10289,13041,12420,9927,6960,3291,1267,61047
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,73,47,50,36,6,0,327,3,24,22,18,19,18,0,0,109,51,361,166,157,120,90,21,0,969,39,125,105,108,138,83,15,0,614,111,276,223,220,279,167,31,6,1326,30,30,17,12,19,9,0,0,127,11,24,27,22,45,34,16,0,176,153,327,268,253,347,211,51,6,1621,3,10,3,8,11,13,7,0,56,461,784,802,685,483,232,73,22,3543,718,1736,1449,1281,1165,680,173,28,7237
