SA3_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
11401,7,5,16,27,31,58,10,0,12,0,0,0,17,28,44,14287,12628,26909,902,1039,1940,467,12,478,169,14,189,152,52,210,169,67,232,568,596,1165,16771,14481,31247,0,7,4,0,0,0,0,0,0,7,3,8,0,0,0,4,0,0,9,11,19,0,0,0,0,0,0,4,7,13,3,13,15,0,0,4,10,26,33,168,79,247,188,110,295,4,3,3,0,0,0,9,0,11,10,8,16,2268,3027,5293,2030,3018,5049,153,146,302,21417,20785,42205
11402,45,31,73,40,35,73,0,0,3,0,0,0,10,10,22,7056,5977,13034,434,511,950,327,9,339,41,8,51,28,8,34,66,38,102,343,343,677,8392,6969,15362,3,0,5,3,0,3,0,0,0,3,7,12,4,0,3,3,4,6,16,12,27,0,0,0,0,0,0,0,4,9,3,4,9,0,0,3,4,20,21,68,39,105,87,66,154,7,3,5,0,0,0,4,0,4,10,0,12,2681,2918,5594,1040,1618,2663,85,72,157,12294,11653,23949
11501,427,337,765,527,473,999,0,0,0,4,4,12,20,12,31,14212,10307,24519,593,1031,1621,243,4,252,108,11,115,72,7,77,172,113,287,265,299,569,16642,12602,29244,225,196,421,0,0,0,6,4,6,99,53,149,9,26,36,19,10,23,355,293,642,0,0,0,10,10,15,38,27,64,15,24,41,17,9,25,79,64,141,91,80,170,527,431,959,77,71,147,4,8,16,4,0,3,85,80,170,18097,18020,36118,3691,5348,9032,100,96,193,39143,36569,75717
11502,21,10,37,8,15,22,0,0,0,0,0,0,3,0,3,3304,2250,5550,144,162,301,254,0,254,31,0,33,9,0,11,39,23,66,171,120,296,3992,2587,6581,4,6,14,0,0,0,0,0,0,10,14,21,3,0,3,0,0,0,18,22,41,0,0,0,0,0,0,8,0,11,0,4,3,3,0,0,9,4,13,49,16,61,77,37,113,7,6,12,0,0,0,3,0,3,9,6,16,2328,2723,5054,784,1021,1800,38,23,62,7232,6391,13622
11503,18,8,32,4,3,10,0,0,0,0,0,0,0,0,0,3788,2619,6410,177,155,335,370,5,378,34,3,40,6,3,12,27,19,49,118,75,194,4555,2903,7459,4,0,4,0,0,0,0,0,0,14,19,34,0,4,6,0,4,4,17,30,47,0,0,0,0,0,0,0,0,6,0,4,5,0,0,3,6,3,10,59,19,82,83,55,137,4,4,8,0,0,0,0,0,0,3,5,9,1335,2178,3511,795,1061,1855,32,21,48,6802,6212,13010
11504,155,137,297,58,85,146,0,0,0,4,0,9,4,4,8,6696,4533,11227,308,382,688,300,0,301,50,0,54,18,6,24,75,61,138,93,112,208,7770,5321,13094,73,73,143,0,0,0,0,0,0,54,46,100,10,10,16,3,3,7,141,134,275,0,0,0,0,0,3,14,11,33,6,14,21,4,4,8,27,31,60,66,30,98,233,197,430,40,33,72,3,0,5,0,0,5,45,34,81,5806,6487,12289,1485,2295,3785,46,39,82,15380,14376,29760
11601,852,1011,1866,250,444,691,0,0,5,0,3,5,61,73,133,15734,9722,25456,754,1413,2171,412,11,417,152,17,170,70,15,84,220,114,336,247,335,591,18766,13158,31920,311,515,825,0,0,0,9,4,9,158,93,246,25,52,77,21,22,47,522,690,1209,0,0,0,3,0,3,23,14,35,17,48,69,15,18,26,59,83,138,192,97,291,769,867,1640,126,161,286,6,16,18,0,4,3,139,178,314,8765,9869,18636,4864,4615,9484,185,133,322,33488,28820,62308
11602,760,819,1576,204,273,478,0,0,0,8,5,11,32,19,52,13788,10297,24082,548,1140,1689,291,0,292,135,11,141,44,8,51,166,119,291,139,169,307,16109,12860,28972,244,361,602,0,0,0,5,6,14,210,97,305,24,73,97,30,10,42,515,545,1061,0,0,0,0,4,3,24,24,46,10,35,46,5,9,13,37,70,105,123,81,203,673,701,1373,145,170,314,3,15,22,3,5,5,154,186,343,15351,15283,30640,4638,4968,9609,157,126,280,37090,34131,71216
11603,504,473,982,147,206,351,6,0,3,3,0,5,56,56,110,12581,8474,21049,931,1384,2315,325,13,333,99,8,108,62,3,65,145,100,245,159,206,363,14998,10926,25926,202,289,494,0,0,0,0,3,7,107,76,184,19,51,69,16,7,27,349,424,775,0,0,0,0,0,0,13,14,22,18,36,52,3,9,8,32,54,87,147,80,223,528,557,1087,89,113,200,9,9,11,3,0,8,104,126,225,4071,5457,9527,3294,3102,6401,133,118,250,23120,20282,43405
11701,493,492,982,433,590,1019,0,0,0,7,3,16,36,39,76,6260,3762,10023,340,685,1027,138,0,142,285,39,321,176,45,225,119,80,196,555,543,1098,8840,6287,15125,218,252,473,0,0,0,10,14,22,35,11,46,4,16,26,15,3,24,289,305,590,4,0,4,8,16,19,21,13,33,6,40,48,11,15,33,56,81,135,117,41,155,455,423,883,44,66,105,10,10,23,3,3,6,54,78,134,4745,5647,10396,1616,2185,3804,76,55,130,15795,14679,30467
11702,679,563,1243,227,264,490,0,4,5,14,13,27,31,41,72,3903,2482,6382,187,282,462,72,3,80,156,27,190,325,125,448,80,53,132,589,582,1171,6264,4445,10706,177,151,323,0,0,3,16,13,28,21,13,29,4,21,26,20,14,38,243,208,448,0,0,0,10,3,14,3,0,11,3,12,22,3,7,14,22,28,52,60,28,90,328,265,592,37,30,62,0,0,4,0,0,0,35,35,67,7292,8801,16094,1552,2116,3667,52,47,99,15518,15712,31229
11703,2751,2076,4825,1752,1964,3715,17,7,25,285,272,556,231,211,448,10788,6083,16870,572,1056,1630,126,5,133,882,157,1032,1565,519,2086,530,315,848,6551,5409,11955,26043,18079,44119,902,848,1756,11,12,23,64,54,117,47,30,83,24,37,60,128,58,191,1190,1040,2230,8,0,9,82,74,152,32,19,48,18,52,72,67,63,132,204,206,412,244,118,363,1646,1359,3002,257,175,430,32,34,68,17,12,29,303,218,526,35741,32976,68713,6538,7752,14294,250,206,460,70521,60591,131114
11801,587,445,1032,564,686,1246,105,41,142,7,5,10,86,78,162,8395,5344,13739,437,659,1100,161,0,164,560,124,679,418,159,581,192,154,351,1301,1701,2998,12818,9394,22212,432,380,812,7,5,13,6,4,7,31,20,48,3,7,17,18,14,34,507,434,937,9,0,12,7,0,7,20,10,30,12,22,33,26,27,49,67,59,128,129,67,200,704,558,1264,93,49,144,9,4,7,8,0,8,112,53,168,18448,20376,38822,2643,4130,6776,171,154,327,34902,34664,69570
11802,89,42,136,1107,1439,2546,5,0,3,198,153,341,60,89,144,11138,7557,18697,564,967,1529,315,5,317,539,109,646,478,205,685,174,138,315,1072,1731,2805,15738,12445,28182,183,203,390,0,0,0,50,28,78,15,0,16,4,3,4,4,4,9,256,241,494,0,5,4,57,72,132,46,26,68,28,48,73,42,49,89,171,193,369,174,96,276,605,531,1139,77,86,158,20,25,47,3,6,10,100,114,218,14168,17047,31217,3181,4859,8035,167,117,284,33964,35110,69070
11901,839,803,1638,161,239,400,0,0,0,0,0,0,56,44,99,15460,10099,25564,758,1402,2155,460,6,472,111,10,122,87,20,104,227,135,362,383,506,887,18543,13257,31798,219,308,522,0,0,0,7,16,24,119,66,178,20,38,54,28,14,45,388,440,827,0,0,0,0,0,0,9,8,21,11,43,53,6,5,16,30,60,93,156,112,272,575,613,1190,95,75,166,4,3,10,9,4,11,105,79,186,9320,11629,20951,6132,5443,11573,239,147,390,34918,31169,66090
11902,1143,920,2065,193,330,524,6,0,4,8,8,4,54,37,101,11248,6500,17749,532,1042,1568,239,5,244,228,28,249,93,22,117,191,132,321,384,546,934,14317,9567,23880,324,458,776,5,0,4,10,19,25,101,57,152,21,51,69,33,14,44,488,592,1079,0,0,0,0,6,3,11,14,26,3,27,36,9,6,15,24,53,84,142,70,213,657,717,1370,99,138,238,5,8,14,3,4,9,109,142,252,7358,8683,16043,5122,4331,9451,227,133,363,27788,23567,51357
11903,1855,1958,3811,141,279,416,0,0,0,5,4,3,39,36,70,10918,7087,18006,455,1120,1569,198,3,201,154,7,157,75,15,88,149,118,262,477,702,1179,14456,11322,25780,488,636,1125,6,0,6,19,31,52,111,58,165,26,63,86,34,20,56,683,806,1494,0,0,0,0,0,0,10,0,5,9,29,34,3,10,15,16,43,59,119,73,194,821,924,1745,76,132,204,0,6,11,4,0,0,78,143,217,10235,11576,21806,4771,4906,9685,159,119,278,30517,28993,59506
11904,2413,2385,4798,236,318,561,3,0,5,4,0,4,68,66,133,14250,8444,22690,621,1312,1932,362,7,369,309,28,339,139,30,170,240,151,388,672,1015,1691,19309,13760,33073,601,817,1416,4,0,3,22,40,67,158,85,240,33,79,108,38,32,73,859,1054,1909,0,0,0,0,0,4,10,9,27,10,30,45,3,10,13,33,54,81,139,80,220,1032,1183,2210,125,154,280,0,4,5,3,0,4,125,157,286,10766,12711,23476,4168,5085,9249,201,153,354,35601,33048,68647
12001,468,522,988,235,331,565,62,36,97,3,5,6,25,19,47,8123,5160,13284,292,639,932,168,3,172,149,11,156,129,31,162,135,76,214,363,459,817,10139,7300,17443,127,173,308,3,4,3,7,10,16,44,26,71,11,24,31,10,7,25,203,246,449,10,8,15,6,3,8,12,11,26,6,20,28,5,10,15,44,57,94,70,59,126,317,352,671,43,35,71,6,8,11,10,3,8,50,41,97,9807,11476,21286,2042,3124,5166,89,74,164,22449,22377,44829
12002,69,30,98,316,346,662,58,25,80,32,26,59,26,27,53,3521,2594,6120,153,287,442,71,0,74,173,31,201,257,93,349,73,44,122,485,578,1063,5229,4091,9319,91,75,160,0,8,7,4,4,9,4,4,11,3,3,0,0,0,0,100,92,191,9,18,32,14,9,28,9,6,19,5,5,12,14,7,25,54,48,107,52,35,88,208,176,386,29,11,42,12,10,25,0,0,0,40,19,62,8312,9747,18058,1281,2025,3309,43,41,81,15120,16100,31218
12003,3149,3001,6149,405,541,948,0,0,7,44,44,87,75,97,174,13014,7823,20833,556,1222,1779,245,7,251,422,48,471,283,103,383,243,154,403,798,1111,1909,19240,14150,33386,946,1158,2102,7,8,17,39,51,88,146,64,212,29,97,127,76,41,111,1243,1420,2664,0,0,0,10,21,34,9,12,22,9,41,48,20,17,33,44,88,135,151,81,231,1440,1587,3028,193,206,398,6,4,11,4,8,8,204,215,425,16349,18165,34512,4752,5853,10603,175,130,302,42159,40097,82256
12101,695,715,1409,580,680,1253,5,0,7,0,0,0,38,41,74,7565,5139,12710,329,810,1133,103,5,100,220,35,256,197,45,239,127,100,228,1108,1316,2426,10964,8879,19846,204,246,454,4,3,6,5,5,10,32,21,52,13,21,34,26,15,46,283,314,605,0,0,0,8,7,11,32,21,46,20,33,54,18,18,37,77,82,157,77,53,127,441,456,889,47,44,88,9,5,11,0,5,3,55,52,102,17026,16532,33557,2451,3829,6279,90,85,176,31027,29834,60858
12102,886,855,1740,57,80,136,0,0,3,0,0,5,16,17,35,7464,5842,13310,290,657,946,168,4,170,100,13,112,46,18,61,99,65,169,505,668,1166,9639,8214,17852,199,233,430,0,0,0,12,5,14,144,67,208,26,56,79,17,12,30,388,374,763,0,0,0,0,0,0,6,3,14,4,3,12,0,0,0,11,16,28,81,59,145,487,449,939,56,67,120,0,0,4,5,0,5,61,70,127,10285,9695,19977,2085,3213,5294,74,61,132,22624,21697,44327
12103,699,684,1381,98,106,204,0,0,0,0,0,0,15,13,31,8291,6603,14894,377,745,1131,122,3,127,96,13,104,89,16,107,119,103,214,346,439,785,10253,8735,18983,99,145,236,0,0,0,6,3,6,91,70,164,27,38,59,21,11,34,239,263,502,0,0,0,0,0,0,16,13,24,7,7,20,3,0,4,23,20,46,63,42,107,327,325,655,46,30,72,5,7,5,0,0,0,51,32,86,16783,15431,32224,2541,4088,6624,80,72,149,30031,28682,58719
12104,424,416,841,634,693,1327,82,38,119,4,0,3,36,42,79,5347,3879,9231,245,510,758,62,0,62,205,36,243,177,58,239,132,110,238,1099,1254,2350,8451,7032,15485,152,163,316,13,15,30,0,10,10,20,13,38,10,3,12,18,11,23,215,220,435,17,10,28,5,9,18,22,15,32,8,18,28,12,21,29,69,78,142,72,46,112,354,340,696,42,42,81,14,7,17,7,0,7,59,56,110,15495,16760,32253,1859,3044,4904,64,66,126,26273,27298,53568
12201,9,7,13,230,258,486,145,56,198,0,0,3,11,16,23,2852,2124,4976,127,216,342,60,0,63,151,23,169,135,48,183,47,33,83,346,354,700,4104,3134,7236,12,11,25,12,11,29,0,0,0,3,0,3,0,0,0,0,0,0,31,20,57,23,19,35,0,0,0,4,8,14,4,6,11,8,3,10,39,33,69,57,37,93,126,90,219,22,14,35,9,5,15,5,3,7,38,25,59,6640,6554,13192,901,1495,2392,41,19,66,11843,11318,23163
12202,6,0,6,185,169,360,9,4,11,6,0,3,14,10,19,6892,4869,11758,313,357,673,211,3,212,125,21,141,111,16,128,121,52,173,354,376,735,8337,5880,14219,15,12,23,0,0,0,0,0,0,10,0,8,0,0,0,0,3,3,25,12,39,0,6,4,5,3,3,15,17,36,8,13,23,6,5,9,40,40,74,67,55,118,130,103,238,8,3,8,4,7,16,5,4,8,14,14,29,6018,6711,12732,1523,2412,3930,56,50,108,16079,15176,31253
12203,31,15,45,1196,1278,2475,23,13,36,0,0,0,44,38,75,16353,11808,28159,795,1160,1955,475,10,480,544,75,622,344,94,438,185,133,326,817,943,1765,20814,15572,36384,88,79,166,0,0,0,0,0,0,23,8,25,0,0,0,4,0,4,115,80,205,12,9,23,10,6,18,63,50,111,37,80,117,28,25,52,153,166,315,206,94,301,478,337,815,32,21,53,26,23,45,3,0,5,64,43,107,16219,17815,34032,3846,6336,10182,155,131,284,41581,40226,81804
12301,128,82,207,34,48,80,3,3,6,0,0,3,12,12,19,11028,7343,18374,540,528,1066,398,5,397,98,3,106,45,8,57,76,52,127,120,128,242,12473,8212,20688,30,26,59,0,0,0,0,0,0,83,46,130,7,13,19,0,0,0,119,83,204,0,0,0,0,0,0,3,6,11,11,5,17,0,0,0,11,11,24,106,36,147,247,135,379,26,17,44,3,0,3,5,0,4,35,15,51,4006,6397,10398,2378,3529,5902,60,59,121,19196,18344,37536
12302,1127,1125,2250,159,228,387,0,4,5,0,0,0,62,58,119,18945,13411,32353,1157,1758,2917,492,11,503,199,11,213,65,9,76,199,141,339,313,387,705,22724,17150,39873,287,362,650,0,0,0,9,12,15,218,151,369,40,79,123,36,19,53,588,628,1217,0,0,0,0,0,0,11,7,23,14,27,38,4,8,17,32,40,72,159,112,274,780,784,1566,126,152,281,8,4,16,7,3,10,144,162,304,8466,10374,18835,6373,5923,12294,209,138,344,38696,34524,73224
12303,59,28,90,4,8,13,0,0,0,0,0,0,6,0,5,7012,4706,11719,392,328,724,492,6,497,45,3,48,10,0,10,47,27,71,177,140,317,8247,5242,13491,8,0,8,0,0,0,0,0,0,37,14,49,6,4,7,0,0,0,47,16,66,0,0,0,0,0,0,3,3,3,0,0,6,0,0,3,8,3,12,68,23,91,121,45,170,10,0,8,0,0,0,3,0,4,15,0,17,1879,3279,5168,1316,1916,3228,53,63,113,11630,10550,22179
12401,290,157,451,11,23,30,3,0,3,0,0,0,7,22,31,8050,6123,14173,350,445,789,273,6,274,81,9,90,62,20,75,69,68,140,315,278,589,9509,7146,16659,28,19,52,0,0,0,0,0,0,45,18,58,12,11,25,23,5,31,110,58,167,0,0,0,0,0,0,0,4,9,0,0,4,0,0,0,0,12,11,96,26,121,205,96,302,9,12,25,0,0,3,7,3,6,18,15,28,6038,7216,13257,2382,3460,5848,70,68,138,18233,17993,36231
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,627,464,1093,93,166,263,7,0,8,3,0,3,49,42,95,21977,14642,36620,1186,1331,2510,1023,23,1043,234,17,245,72,19,87,171,140,309,450,487,936,25882,17325,43210,169,175,349,0,0,0,12,3,11,148,93,245,22,27,51,28,13,43,379,316,696,0,0,0,0,0,0,14,10,18,7,23,32,7,6,14,33,40,69,224,100,327,635,453,1088,88,74,155,8,6,9,9,4,10,102,80,179,8402,12920,21324,4879,6650,11529,171,129,297,40065,37562,77628
12404,91,71,160,8,12,23,5,0,5,0,0,0,4,8,13,5325,3747,9078,276,300,569,371,10,379,65,11,72,41,3,44,39,27,66,204,159,363,6431,4342,10775,17,26,40,0,0,0,0,0,0,25,15,38,4,3,7,3,3,5,56,42,99,0,0,0,0,0,0,0,0,3,4,5,7,0,0,0,10,6,16,56,21,82,125,68,194,9,5,14,0,0,0,0,0,4,13,8,15,1478,2490,3972,1047,1394,2445,44,36,77,9138,8346,17486
12405,155,124,283,65,66,128,0,0,0,0,0,0,24,20,43,7574,4847,12422,453,552,1008,284,3,290,74,8,84,34,8,40,75,39,112,71,93,166,8819,5759,14578,88,113,200,0,0,0,0,4,4,51,32,82,12,15,25,11,0,10,158,169,327,0,0,0,0,0,0,3,4,8,7,5,11,3,3,9,7,16,25,60,30,93,232,210,445,29,32,60,0,5,7,0,0,0,32,34,69,2025,3526,5551,1908,1899,3807,76,52,128,13091,11483,24575
12501,1644,1726,3369,129,167,301,9,13,29,3,10,10,54,53,105,9230,4666,13894,438,959,1402,148,0,152,177,4,184,108,34,142,146,115,258,491,530,1023,12583,8287,20867,492,769,1256,3,4,7,29,16,46,97,53,149,44,70,113,30,23,53,683,938,1622,0,3,5,0,0,0,9,4,15,9,14,20,8,5,12,25,28,50,124,61,186,838,1023,1862,152,155,307,0,3,9,4,0,8,158,161,315,6712,6953,13667,3236,2961,6194,203,99,305,23727,19483,43211
12502,116,127,243,159,219,371,0,0,0,0,0,0,13,13,32,6585,4805,11392,243,575,814,113,0,114,81,14,92,50,9,61,102,61,160,144,148,287,7603,5970,13575,155,139,297,0,0,0,0,0,3,51,36,83,13,7,25,9,4,10,227,185,414,0,0,0,0,0,0,27,20,46,14,16,29,0,5,6,45,37,84,70,50,119,344,270,614,57,54,111,4,0,9,0,0,0,58,57,119,6637,6912,13555,2373,2445,4821,78,68,147,17103,15722,32822
12503,1055,1049,2104,150,216,363,5,0,3,0,0,0,52,52,108,13332,8171,21502,732,1293,2022,392,7,398,109,8,114,81,17,93,195,120,317,335,334,671,16426,11266,27693,367,515,881,0,0,0,7,14,22,108,53,163,36,65,94,27,15,42,542,654,1199,0,0,0,0,0,0,11,16,25,5,30,35,10,7,20,24,51,80,127,97,226,699,805,1503,95,110,205,3,5,7,0,3,3,95,120,217,6703,8479,15180,4786,3974,8763,241,158,400,28953,24798,53754
12504,1479,1478,2953,500,700,1202,6,0,3,4,0,4,61,57,115,13099,7481,20581,516,1346,1859,261,0,260,227,26,251,154,42,194,195,144,342,839,1036,1877,17332,12317,29651,511,721,1230,0,0,0,18,27,44,92,56,147,17,53,72,33,23,60,666,876,1544,0,0,0,3,0,3,36,21,65,17,62,76,12,16,32,64,105,169,138,100,238,864,1086,1951,164,186,345,9,13,21,0,3,7,171,200,370,16656,14424,31083,4342,4677,9016,233,118,347,39605,32815,72415
12601,507,521,1025,73,72,145,0,0,0,6,0,6,8,4,13,3708,2956,6662,136,403,537,61,0,59,52,5,63,22,9,35,46,39,86,149,199,349,4769,4206,8980,108,142,247,0,0,0,5,6,7,41,37,74,12,31,34,19,11,29,177,223,403,0,0,0,0,0,0,12,0,16,8,5,6,0,4,3,19,9,26,39,23,69,237,255,494,30,41,66,0,0,4,6,0,6,31,41,71,7292,6619,13908,1313,1826,3137,46,38,79,13685,12993,26674
12602,807,892,1701,672,774,1442,28,26,54,3,9,14,25,45,73,12874,8614,21493,449,1121,1571,234,3,236,228,27,256,137,31,169,183,121,305,800,867,1664,16440,12534,28972,319,418,742,11,0,16,5,13,23,69,35,101,18,52,75,25,19,44,442,542,989,7,4,7,12,7,19,31,26,55,21,41,68,12,27,41,79,103,185,147,92,240,670,747,1421,96,119,222,14,16,30,5,3,6,113,140,256,16904,17284,34182,3651,5178,8831,152,113,258,37928,35993,73919
12701,335,281,623,110,149,255,3,0,4,0,0,0,21,12,37,16300,10900,27202,829,1156,1984,644,13,656,87,7,98,40,4,45,164,146,313,199,184,381,18740,12852,31589,92,128,215,0,0,0,0,0,0,156,88,241,21,34,54,7,6,13,270,257,527,0,0,0,0,0,0,16,7,24,20,21,37,4,3,7,34,36,73,178,84,262,482,377,860,57,73,129,4,4,11,4,3,10,66,80,145,6999,9784,16782,4572,4695,9263,167,136,305,31017,27931,58947
12702,497,545,1042,154,228,376,6,0,6,4,0,4,34,34,73,17529,11285,28813,921,1718,2635,594,9,606,75,15,86,68,16,84,184,138,315,323,444,771,20386,14423,34814,202,220,426,0,0,0,4,3,10,131,92,225,23,49,72,15,10,18,377,378,753,0,0,0,0,0,0,9,24,28,6,32,37,4,0,6,21,54,75,218,157,377,611,592,1207,80,101,182,9,5,13,11,0,9,93,110,203,5984,8293,14273,5143,4584,9730,227,153,376,32448,28152,60601
12703,534,591,1129,145,203,345,3,0,4,0,6,0,53,32,85,13155,8750,21906,625,1107,1733,301,4,304,110,8,122,103,19,114,194,123,314,571,524,1102,15807,11362,27167,175,184,359,0,0,0,7,3,15,129,90,216,18,47,65,16,9,23,346,335,677,0,0,0,0,0,0,11,10,20,8,27,35,5,10,9,22,40,66,115,73,185,484,454,936,78,81,161,3,4,12,4,0,4,89,89,177,7251,9067,16323,4579,4023,8602,163,110,273,28371,25100,53471
12801,535,459,997,48,63,106,5,4,14,0,0,0,21,22,45,14507,9590,24098,586,861,1444,388,7,390,188,11,198,142,38,179,131,114,244,462,730,1192,17012,11903,28912,82,66,144,3,0,5,9,5,14,88,34,123,21,22,40,17,6,20,206,137,348,0,0,0,0,0,0,3,7,11,0,0,5,0,0,0,4,7,9,128,63,191,344,211,555,22,23,43,0,0,0,4,0,4,26,27,53,9358,12171,21525,3312,5056,8360,94,78,173,30146,29440,59583
12802,732,530,1267,30,31,61,0,0,0,0,0,0,9,18,28,13229,9061,22289,575,685,1262,397,0,402,118,14,130,73,13,92,118,86,202,278,378,658,15564,10822,26383,93,80,179,0,0,0,7,9,22,134,69,208,22,31,49,27,4,32,290,197,489,0,0,0,0,0,0,0,6,3,0,3,3,4,5,10,7,9,21,90,53,147,392,263,650,41,32,68,0,3,3,0,0,5,40,34,75,9815,12166,21978,3221,5079,8299,72,55,129,29099,28415,57516
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,27,11,35,21,16,34,0,0,0,0,0,0,0,6,5,580,380,961,75,87,164,23,3,24,10,4,16,9,5,18,29,27,54,89,76,166,872,616,1485,16,9,24,0,0,0,0,3,3,5,0,5,0,0,0,0,0,0,13,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,25,16,41,10,0,6,0,0,0,0,0,0,6,5,11,233,279,514,213,213,428,35,6,39,1388,1128,2511
