POA_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
POA2040,898,1560,355,37,2848,632,152,3626,392,510,148,10,1062,313,70,1451,318,446,130,6,903,237,75,1214,710,958,273,23,1965,551,153,2664,218,179,100,8,503,440,51,992,130,82,68,18,287,380,44,716,146,59,37,9,258,303,54,617,70,21,15,0,110,54,10,171,4,3,0,0,10,3,0,11,562,348,218,40,1170,1182,164,2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,0,13,14,11,42,9,4,4,0,13,14,11,42,3,3,0,3,13,4,0,15,2185,2876,849,96,6008,2377,477,8865
POA2041,439,614,115,13,1178,255,22,1459,268,275,71,7,629,252,24,899,625,654,166,13,1466,406,61,1932,897,934,245,20,2092,658,89,2831,112,76,30,0,222,238,12,471,231,107,58,7,402,541,43,977,179,72,40,9,299,322,33,648,43,13,3,0,62,48,6,110,7,0,0,0,7,3,0,11,564,270,127,24,987,1142,88,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,6,8,0,11,4,0,0,0,9,10,0,24,3,0,0,0,4,4,0,13,1903,1825,489,50,4276,2070,202,6544
POA2042,181,179,45,10,414,115,98,620,682,433,138,22,1271,506,286,2062,582,506,139,25,1260,438,404,2104,1263,940,277,52,2534,941,691,4165,166,44,19,3,236,312,75,626,292,75,39,18,418,603,102,1120,297,35,46,6,390,687,76,1152,47,7,0,0,52,124,25,197,4,0,0,0,9,10,3,29,808,162,103,34,1107,1734,279,3121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,13,18,8,85,90,63,242,48,13,18,8,85,90,63,242,0,0,0,0,4,20,3,23,2301,1303,442,97,4143,2902,1136,8179
POA2043,55,36,17,0,110,26,14,146,179,100,37,5,320,161,48,532,341,260,52,11,662,220,147,1034,524,359,85,11,984,385,197,1566,27,16,15,0,61,109,13,191,40,17,6,0,67,62,11,143,608,184,48,5,853,558,121,1538,383,108,32,8,531,315,86,932,0,0,0,0,0,0,0,0,1070,322,104,17,1512,1050,237,2801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,6,7,19,6,0,0,0,3,6,7,19,3,0,0,0,4,10,0,10,1648,721,209,36,2613,1478,454,4540
POA2044,331,438,170,18,957,228,135,1325,238,202,61,16,513,171,68,758,114,114,29,11,267,49,50,372,351,312,90,26,782,221,117,1124,19,6,6,0,40,48,9,97,69,23,8,3,100,88,16,211,162,41,4,3,217,87,41,343,0,0,0,0,0,0,0,0,5,3,3,4,20,16,0,35,259,82,25,6,375,239,66,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,17,10,3,37,10,6,0,0,17,10,3,37,0,0,0,0,8,0,0,4,957,839,287,53,2134,707,333,3176
POA2045,425,844,174,18,1470,282,23,1773,50,79,27,0,162,65,5,236,10,14,5,0,34,5,0,38,65,94,36,0,194,73,5,274,10,11,9,0,29,26,7,57,17,0,5,0,27,46,8,77,5,0,0,0,9,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,39,14,8,4,68,80,15,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,4,0,12,0,8,0,0,4,4,0,12,0,0,0,0,0,0,0,5,530,961,226,23,1735,441,44,2224
POA2046,1190,2276,449,57,3978,794,87,4854,108,170,42,9,329,95,6,431,236,267,117,11,633,224,17,867,348,438,162,12,960,317,26,1303,380,297,162,23,861,631,60,1547,350,192,108,23,674,477,57,1202,473,351,125,10,961,547,45,1546,4,6,4,0,13,16,0,27,0,5,0,0,11,6,0,15,1216,847,394,53,2513,1668,161,4341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,25,21,4,88,41,13,137,45,25,21,4,88,41,13,137,0,0,0,0,0,3,0,3,2798,3589,1023,128,7534,2823,290,10643
POA2047,355,723,146,18,1245,227,24,1496,94,134,41,5,278,89,9,377,53,47,16,0,117,29,7,159,153,180,57,11,399,117,15,533,319,170,84,9,583,360,42,987,277,122,67,13,479,319,49,842,272,96,63,12,444,258,40,737,77,39,17,0,135,89,12,234,3,3,0,0,4,0,0,7,953,433,223,34,1648,1020,145,2810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,5,0,31,31,4,70,16,10,5,0,31,31,4,70,0,0,0,0,3,5,0,13,1477,1351,441,59,3322,1410,188,4919
POA2048,152,217,49,14,432,89,63,587,256,279,84,17,643,161,90,894,93,131,24,0,248,70,45,360,347,410,107,21,889,235,135,1258,147,30,19,12,200,289,48,543,111,34,16,0,166,179,36,377,70,26,11,4,116,119,13,252,0,0,0,0,0,0,0,0,8,8,0,0,15,11,3,31,335,99,51,14,494,603,105,1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,6,0,27,22,20,68,14,6,6,0,27,22,20,68,0,5,0,0,7,5,0,8,852,734,209,54,1857,952,321,3127
POA2049,327,462,127,14,931,215,103,1252,156,202,49,13,415,139,38,594,134,202,52,11,390,96,42,531,293,395,101,22,806,231,80,1123,250,105,70,12,432,540,117,1093,130,35,22,6,195,260,43,495,264,108,45,8,426,353,69,847,31,16,5,0,48,39,11,100,10,4,3,0,19,16,6,45,688,266,146,25,1118,1207,250,2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,11,6,56,47,25,124,29,13,11,6,56,47,25,124,0,4,0,0,6,10,0,19,1339,1147,375,64,2924,1715,457,5099
POA2050,44,35,10,0,90,17,15,126,147,93,32,9,285,113,73,464,132,125,36,9,305,76,72,449,277,222,70,17,583,189,140,919,42,17,3,0,64,63,19,146,164,53,23,9,242,247,55,543,376,100,38,11,527,671,147,1346,310,60,34,6,410,493,49,953,0,0,0,0,0,0,0,0,892,238,95,28,1243,1476,268,2987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,10,7,3,19,5,3,0,0,10,7,3,19,3,0,0,0,4,5,0,9,1218,496,173,43,1941,1694,424,4057
POA2060,229,237,64,0,538,132,19,686,75,74,28,6,186,54,7,249,312,238,66,13,621,255,54,942,387,309,95,18,812,312,71,1188,119,46,26,5,196,176,31,407,260,115,41,12,425,362,49,831,387,126,47,14,576,594,75,1246,872,322,123,29,1346,1333,137,2815,0,0,0,0,0,0,0,3,1642,607,237,53,2540,2465,296,5295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,3,0,0,0,3,0,0,8,5,0,4,0,9,10,6,18,2269,1157,394,78,3897,2920,384,7201
POA2061,44,26,6,0,83,23,0,105,3,0,5,0,7,6,0,14,45,37,5,0,85,28,10,120,44,39,7,0,94,34,5,136,57,17,13,0,84,92,19,193,148,33,17,10,201,203,21,432,145,35,15,0,199,176,24,397,612,168,97,17,892,918,62,1869,0,0,0,0,0,0,0,0,960,253,141,28,1381,1384,125,2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,15,1048,325,151,29,1554,1459,135,3147
POA2062,196,367,75,10,647,104,6,759,30,50,13,0,95,34,0,133,97,108,33,3,239,82,6,324,129,157,43,5,333,123,10,465,199,119,58,8,378,229,24,631,179,125,63,3,365,361,32,760,113,56,26,9,199,138,9,353,22,9,0,0,34,28,9,69,0,0,0,0,0,0,0,0,509,304,148,15,981,763,75,1819,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,4,0,3,0,6,3,0,8,4,0,3,0,6,7,0,14,0,0,0,0,0,4,0,7,834,826,271,31,1969,995,95,3054
POA2063,412,863,111,10,1398,181,11,1588,13,29,0,0,47,12,0,56,23,27,4,0,58,14,3,81,36,56,10,0,107,25,3,136,48,23,17,3,87,92,4,180,34,27,11,0,71,41,4,115,33,16,14,0,66,43,0,105,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,109,73,39,3,226,178,12,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,552,993,161,17,1725,396,25,2142
POA2064,183,451,60,5,699,110,14,820,7,9,0,0,24,9,0,26,57,151,24,3,238,44,12,295,65,166,28,3,264,53,12,320,91,79,21,15,204,140,36,380,267,300,110,13,687,300,82,1071,112,168,74,5,356,222,30,611,103,160,37,7,297,89,29,414,0,0,0,0,0,0,0,0,570,705,235,43,1554,754,173,2483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,3,3,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,819,1321,325,48,2517,914,197,3629
POA2065,711,1207,186,19,2126,403,80,2607,157,225,45,6,426,167,25,619,331,351,86,4,782,288,44,1116,488,575,134,12,1208,454,65,1732,315,242,84,14,658,394,78,1133,742,348,132,39,1253,1010,175,2434,878,389,136,28,1434,1164,164,2757,1155,553,177,40,1925,1355,205,3484,8,10,0,0,24,4,0,30,3103,1536,532,120,5284,3933,624,9837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,20,6,10,31,10,3,3,0,20,7,10,37,5,0,0,0,11,15,0,25,4318,3324,852,150,8651,4821,780,14244
POA2066,1265,2820,418,49,4551,584,55,5186,39,60,4,0,110,36,5,150,124,245,57,0,430,187,7,633,166,310,61,0,541,222,12,781,137,118,58,13,326,308,27,662,666,517,246,25,1459,1081,147,2682,862,635,214,30,1733,993,129,2860,286,187,44,5,518,222,38,773,4,10,3,0,19,5,3,30,1956,1465,563,73,4053,2605,344,7004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,12,0,0,13,5,3,4,0,7,0,0,11,3,5,0,0,8,11,0,23,3395,4606,1049,123,9173,3421,410,13006
POA2067,787,1452,327,45,2609,401,121,3130,53,79,21,6,161,60,5,227,46,105,20,3,170,31,9,216,100,183,44,7,335,95,18,444,71,80,20,5,179,106,22,310,306,332,117,21,779,366,98,1236,428,450,155,25,1060,439,123,1616,854,892,357,65,2163,955,136,3254,8,9,3,0,22,3,4,26,1669,1765,652,110,4201,1861,381,6440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,7,0,0,0,0,6,0,0,8,2553,3399,1021,168,7149,2356,523,10028
POA2068,947,2159,376,29,3512,500,57,4068,90,142,36,0,265,76,7,345,47,102,33,4,186,37,5,229,131,241,69,3,447,107,13,574,63,56,37,9,156,102,11,273,121,89,68,10,284,181,28,495,109,92,53,4,262,168,7,441,6,8,7,0,22,5,0,30,4,4,0,0,6,5,3,17,300,254,162,18,737,453,49,1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,4,0,29,17,7,52,16,6,4,0,29,17,7,52,0,0,0,0,5,0,0,3,1395,2665,618,62,4737,1083,124,5940
POA2069,884,2015,303,18,3215,392,53,3664,11,11,9,0,35,12,0,42,33,31,11,0,75,39,0,121,46,47,15,0,107,55,6,166,35,24,9,0,70,61,7,138,63,51,28,10,143,101,24,265,179,172,59,11,420,155,27,598,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,13,277,253,102,18,643,320,55,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,3,1203,2314,418,34,3970,767,113,4848
POA2070,670,1764,270,17,2722,273,29,3023,3,3,0,0,9,0,0,12,22,51,5,0,81,36,0,115,26,59,9,0,90,36,0,129,52,31,17,3,109,161,5,268,49,51,25,6,128,130,8,263,332,352,128,12,826,287,39,1153,49,38,16,0,101,44,0,142,0,0,0,0,3,4,0,7,479,481,183,25,1164,628,48,1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,6,0,4,0,0,0,0,4,5,0,8,1177,2302,462,40,3985,938,77,5003
POA2071,653,1629,271,28,2575,295,21,2893,3,0,0,0,5,3,0,6,13,20,3,0,39,57,0,97,22,20,3,0,44,60,4,107,33,35,17,0,83,81,3,166,60,85,39,7,186,98,9,298,315,325,156,11,804,271,24,1103,0,0,0,0,0,0,0,0,0,3,0,0,8,3,0,9,407,440,209,23,1082,452,45,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,1075,2089,487,51,3700,803,66,4578
POA2072,355,779,140,10,1281,146,17,1448,0,0,4,0,7,3,0,11,20,49,13,0,87,17,0,106,24,53,18,0,91,15,0,111,38,41,24,0,106,62,5,181,58,56,26,0,137,66,5,218,251,280,130,10,666,243,25,928,50,72,28,4,152,57,3,216,0,0,0,0,0,3,0,3,405,441,210,13,1067,435,47,1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,11,0,65,28,0,93,26,27,11,0,65,28,0,93,0,0,0,0,0,0,0,0,804,1302,378,27,2509,627,70,3199
POA2073,1059,2547,367,23,3991,441,28,4458,0,9,0,0,16,18,0,32,43,21,8,0,76,25,3,103,50,34,10,0,92,38,3,136,41,33,13,0,87,46,4,132,12,15,7,0,33,30,3,65,145,140,71,6,367,142,12,518,70,88,32,5,188,63,10,261,0,15,0,0,8,7,0,22,268,282,121,10,684,282,27,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,1378,2860,503,33,4772,755,64,5595
POA2074,1468,3122,445,35,5062,671,44,5776,15,10,0,0,24,11,0,37,104,101,43,6,249,67,3,323,115,111,40,6,275,80,3,358,136,26,21,4,184,213,9,410,98,50,34,4,185,237,4,428,270,213,108,9,608,240,22,870,48,38,13,3,105,40,5,145,5,0,0,0,14,3,0,16,552,335,178,26,1092,730,43,1870,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,9,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,6,4,0,0,0,4,8,0,12,0,0,0,0,4,0,0,7,2144,3574,663,62,6442,1493,89,8022
POA2075,1254,2926,396,20,4598,484,37,5120,28,5,3,0,36,27,0,57,172,104,50,0,326,120,0,445,198,105,49,0,359,137,0,503,116,9,23,0,146,134,3,284,18,17,4,0,41,5,0,45,322,402,171,8,908,392,23,1318,0,0,0,0,0,0,0,0,4,7,0,0,11,3,0,18,460,438,196,11,1104,532,24,1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,1916,3481,643,36,6068,1157,69,7291
POA2076,1521,3489,531,30,5566,687,73,6329,15,26,15,0,62,17,3,79,137,167,69,0,370,169,7,545,154,192,82,4,431,184,13,632,75,31,16,4,114,136,7,257,56,31,15,0,93,90,3,185,211,165,78,7,461,231,19,708,18,21,4,0,41,26,4,71,4,13,4,0,16,6,0,27,361,254,113,8,738,482,29,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,4,0,0,0,0,3,4,0,10,2043,3931,729,44,6744,1362,108,8218
POA2077,1557,3096,634,57,5344,820,120,6292,11,28,10,3,60,67,0,127,118,293,80,4,499,116,17,625,134,326,95,3,553,181,17,756,156,118,68,7,357,308,19,687,661,586,330,58,1636,1152,132,2922,645,1048,263,37,1996,705,72,2776,659,911,205,36,1808,612,102,2525,12,9,7,0,31,19,0,51,2140,2676,873,144,5834,2798,330,8961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,12,13,0,27,7,3,0,0,9,13,0,24,4,0,0,0,8,4,4,14,3835,6106,1606,207,11754,3820,469,16044
POA2079,569,1117,214,18,1915,283,37,2236,7,6,8,0,18,11,0,26,14,39,15,0,66,8,0,77,17,44,18,0,80,19,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,97,24,8,209,100,4,316,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,10,84,94,26,8,212,108,4,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,5,0,4,0,0,5,0,0,5,0,0,0,0,0,0,0,0,666,1263,259,26,2217,411,40,2664
POA2080,155,268,52,0,474,77,3,555,0,6,9,0,13,7,0,18,0,3,0,0,8,3,0,8,0,9,9,0,20,11,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,277,59,0,491,86,3,585
POA2081,426,846,165,3,1431,228,15,1675,0,4,3,0,3,0,0,9,25,27,4,0,62,16,0,75,23,34,13,0,67,20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,10,0,4,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,453,878,171,3,1508,247,16,1769
POA2082,475,836,151,9,1466,251,17,1734,7,6,0,0,10,0,0,15,12,25,13,0,46,22,0,70,15,28,12,0,60,28,0,79,0,5,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,9,0,5,4,0,16,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,869,168,8,1541,277,20,1838
POA2083,213,174,51,3,442,169,16,627,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,3,3,0,0,4,0,0,9,3,4,0,0,8,10,0,17,0,4,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,10,3,0,0,13,13,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,6,0,0,0,4,7,0,10,0,0,0,0,0,5,0,10,224,183,54,7,470,193,16,679
POA2084,315,515,67,4,901,122,23,1047,0,5,0,0,4,0,0,4,11,14,3,0,23,11,0,35,11,16,6,0,30,11,0,39,5,3,4,0,6,9,0,20,0,0,0,0,0,0,0,0,34,0,3,0,33,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,10,35,3,4,0,45,20,0,66,0,0,0,0,3,4,0,11,3,0,4,0,6,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,10,31,0,39,4,0,0,0,3,0,0,3,373,535,79,4,989,182,23,1192
POA2085,829,1677,293,15,2813,325,28,3167,15,6,0,0,17,28,0,48,64,60,35,3,157,78,0,238,76,64,35,3,179,111,0,289,78,8,9,3,96,183,0,284,0,0,0,0,4,18,3,26,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,5,4,0,14,84,9,13,4,108,216,3,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,986,1758,335,19,3091,654,36,3780
POA2086,914,2281,360,25,3579,431,58,4070,9,10,4,0,24,12,0,35,32,59,20,0,116,33,0,147,47,75,22,0,136,45,0,184,17,15,3,0,45,55,0,104,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,19,6,0,29,34,35,7,0,73,60,5,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,992,2388,387,27,3792,539,62,4401
POA2087,800,2027,354,25,3205,431,37,3673,15,14,5,0,33,94,0,128,50,45,24,0,119,171,0,291,67,60,25,4,149,268,0,423,11,10,5,0,29,29,0,56,34,22,16,0,64,56,3,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,8,0,23,7,0,29,53,36,22,4,117,89,3,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,9,921,2121,405,33,3480,789,38,4307
POA2088,1112,2051,278,37,3483,511,38,4028,205,303,71,7,583,170,4,755,247,184,54,4,484,137,9,629,448,490,123,13,1068,306,18,1389,409,282,111,7,810,487,56,1353,768,354,221,18,1363,1388,98,2847,331,131,72,11,547,573,21,1144,170,46,26,3,252,320,21,589,24,5,12,0,37,26,0,67,1701,823,440,45,3001,2799,199,6001,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,32,19,11,3,57,25,8,91,33,19,9,3,59,25,8,96,10,6,0,0,11,19,0,29,3293,3383,853,92,7620,3658,261,11544
POA2089,165,193,40,3,406,75,8,485,50,82,26,0,157,48,18,220,116,104,26,3,245,70,14,329,164,180,54,4,408,120,28,547,243,192,80,14,524,390,67,976,496,209,117,19,839,740,107,1693,355,141,66,18,576,557,84,1217,100,40,18,5,170,224,19,412,0,0,0,0,0,0,0,0,1184,591,280,57,2115,1914,275,4308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,13,0,0,0,0,3,9,3,13,8,0,0,0,10,7,4,19,1519,970,381,67,2939,2124,318,5375
