POA_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
POA2390,30,27,13,24,16,3,9,0,0,124,48,39,20,62,31,15,13,4,0,235,144,58,332,129,145,56,172,81,17,1143,7,8,4,5,15,11,6,13,0,65,11,6,8,10,21,10,13,17,0,94,0,0,0,0,6,0,0,3,0,16,23,9,8,12,5,10,14,12,13,104,401,560,411,289,291,116,240,158,38,2500
POA2395,8,3,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,12,13,4,11,9,6,5,8,11,0,61,0,0,0,3,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,9,44,24,10,21,6,5,7,18,6,135
POA2396,0,0,0,0,0,0,0,0,0,7,6,0,0,5,0,0,0,0,0,13,17,5,12,6,10,0,5,9,0,72,4,0,0,0,7,0,0,6,0,7,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,4,0,11,31,41,12,25,16,0,8,15,6,159
POA2397,0,0,0,0,0,0,0,0,0,8,9,4,0,0,0,0,0,0,0,11,12,0,0,0,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,33,11,0,5,10,4,11,5,0,66
POA2398,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,8,0,0,0,3,0,9,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,3,0,7,0,11,0,0,53
POA2399,7,0,0,5,0,0,0,0,0,13,4,0,0,5,0,0,0,0,0,18,9,0,20,14,5,4,4,16,0,67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,13,43,20,23,17,13,3,14,21,0,159
POA2400,47,35,8,27,24,3,0,3,0,156,43,40,23,56,51,22,6,9,5,262,136,44,302,120,106,58,104,90,19,983,11,6,3,8,24,9,6,18,0,75,12,3,0,10,20,9,3,10,0,66,3,0,0,0,0,0,4,7,0,15,24,5,11,8,17,12,12,6,8,110,441,595,376,304,308,119,147,168,44,2490
POA2401,0,0,0,3,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,8,11,0,8,5,0,3,9,3,0,45,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,14,9,4,7,3,10,4,0,90
POA2402,8,7,5,8,3,3,0,0,0,27,4,5,0,7,10,8,0,0,0,36,29,12,46,19,17,9,18,23,0,174,0,0,0,4,0,0,0,0,0,12,3,0,0,4,5,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,3,17,69,90,59,51,46,19,21,34,8,386
POA2403,3,3,0,0,0,0,0,0,0,8,4,0,0,0,4,0,0,0,0,10,27,6,14,7,7,10,4,13,0,84,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,12,53,39,16,18,13,8,6,19,0,173
POA2404,12,11,0,0,4,0,0,4,0,33,6,5,0,11,7,0,0,0,0,34,30,8,29,24,17,10,10,24,0,154,0,0,0,4,0,3,0,4,0,13,7,0,0,5,4,0,0,3,0,19,3,0,0,0,0,0,0,0,0,4,6,3,5,3,0,0,0,4,0,15,97,74,40,50,39,16,16,41,0,366
POA2405,4,0,0,4,0,0,0,0,0,10,9,0,0,5,0,0,0,0,0,12,11,0,3,8,5,0,0,7,3,32,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,16,8,11,9,0,4,12,3,98
POA2406,0,0,0,6,0,0,0,0,0,9,6,3,3,4,6,0,4,6,0,27,14,7,17,7,4,0,4,12,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,13,45,34,15,32,17,0,12,21,3,182
POA2408,10,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,3,0,9,6,0,0,0,0,0,0,6,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,9,0,5,5,0,3,8,0,85
POA2409,4,0,0,0,0,0,0,0,0,9,10,0,0,4,0,0,0,0,0,19,11,4,11,4,5,3,7,9,0,51,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,6,36,21,14,23,16,3,13,17,0,143
POA2410,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8,6,0,3,3,0,0,6,7,0,23,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,5,34,7,3,4,7,0,5,6,0,61
POA2411,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,0,0,4,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,0,0,3,0,0,4,0,42
POA2415,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,19,10,5,15,7,6,3,8,9,0,63,0,0,3,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,31,14,20,17,8,4,8,17,0,114
POA2420,15,15,10,12,9,0,0,6,0,70,25,18,12,25,17,6,3,4,0,110,79,13,178,73,44,30,55,51,7,539,3,0,3,9,9,0,0,7,0,30,0,0,0,13,16,6,3,3,0,40,0,4,0,0,0,0,0,0,0,10,8,3,5,5,0,0,7,7,5,40,201,240,211,154,118,52,74,84,11,1150
POA2421,13,11,3,10,4,3,0,0,0,51,11,12,9,15,13,5,0,0,0,68,54,6,133,29,47,16,36,24,9,346,4,3,3,0,7,0,0,4,0,18,0,0,0,4,4,5,3,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,3,3,0,17,132,155,154,72,98,28,41,40,14,742
POA2422,17,21,5,13,14,5,6,4,0,85,15,10,8,25,18,8,0,7,0,93,94,23,177,96,52,30,77,87,12,649,7,0,4,4,6,6,0,4,0,41,10,0,7,3,17,7,5,5,0,62,3,0,3,0,5,0,0,0,0,11,3,7,4,8,3,5,9,13,15,58,237,244,221,177,122,68,102,140,35,1339
POA2423,18,10,0,6,5,0,6,7,0,51,11,12,4,19,6,3,3,0,0,63,43,19,115,46,27,20,27,49,6,354,0,0,7,3,0,6,0,0,0,19,7,3,0,4,4,0,0,3,3,23,0,3,0,0,0,0,0,0,0,7,3,5,0,3,5,3,5,3,3,32,118,146,134,99,71,41,40,76,15,752
POA2424,0,5,0,0,0,0,0,0,0,8,4,3,4,0,3,0,0,3,0,12,11,0,11,3,0,0,3,7,0,45,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,7,0,0,3,0,0,0,0,0,9,15,26,12,12,10,3,3,19,5,106
POA2425,9,5,3,4,7,0,0,5,0,36,10,10,4,13,12,0,0,8,0,53,46,9,101,30,23,13,25,29,9,281,0,0,0,0,3,3,3,0,0,11,6,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,3,4,3,0,3,0,0,7,5,23,104,97,115,66,57,20,33,55,14,564
POA2426,0,5,0,0,4,0,0,0,0,12,5,4,3,11,3,0,0,0,0,29,23,4,34,25,6,9,3,0,3,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,12,40,41,40,41,22,9,7,12,11,210
POA2427,11,15,5,4,5,0,0,7,0,49,9,9,3,11,14,5,0,0,0,60,34,21,75,43,28,23,24,35,0,280,4,0,0,4,0,0,4,3,0,15,5,0,0,3,6,3,0,0,0,22,0,0,0,0,4,0,0,0,0,4,0,0,0,10,3,0,0,3,0,24,71,159,90,83,74,40,35,53,4,606
POA2428,47,77,33,68,64,30,3,13,4,336,80,94,62,179,89,54,3,31,3,594,239,157,762,483,234,170,96,254,40,2428,16,0,14,36,30,30,6,18,0,167,27,18,13,49,44,24,13,16,0,198,9,8,4,7,9,0,0,9,0,48,22,30,21,62,17,30,16,28,29,257,645,1449,964,1013,609,381,150,408,104,5720
POA2429,24,38,7,24,18,3,3,3,3,122,20,52,12,85,40,20,0,10,3,246,143,40,348,221,89,67,94,150,21,1187,5,0,5,7,15,11,6,9,3,74,24,8,6,18,19,8,6,4,0,95,4,6,0,0,4,3,0,3,0,27,22,11,9,22,0,12,8,10,10,99,370,492,401,436,221,142,139,208,42,2453
POA2430,78,148,44,108,78,31,12,9,9,513,107,150,79,314,129,70,10,40,7,915,438,220,1112,773,398,298,239,405,55,3934,26,9,22,47,53,41,12,42,0,257,31,32,32,53,73,24,12,36,4,302,9,18,5,11,13,7,0,10,0,66,23,41,30,65,35,32,23,43,38,322,998,2274,1391,1567,924,540,328,631,143,8804
POA2431,14,14,3,23,15,3,0,6,0,72,29,25,9,36,18,3,0,6,0,121,57,29,177,106,67,45,31,72,16,579,0,0,0,5,6,0,5,9,0,31,10,0,0,9,3,11,0,6,0,47,0,0,0,0,0,0,0,0,0,5,10,10,3,4,6,6,5,6,0,44,171,286,204,222,142,85,37,116,19,1281
POA2439,14,14,0,9,9,4,0,0,0,47,16,16,11,32,18,10,0,4,0,112,58,22,181,72,67,39,40,50,8,528,3,0,0,10,4,3,3,0,0,28,7,7,0,11,7,0,0,4,0,36,0,0,0,0,3,0,0,0,0,14,0,0,3,4,5,4,0,4,0,24,130,216,212,160,137,64,51,68,8,1042
POA2440,40,91,5,60,28,13,4,11,0,251,81,76,38,167,71,21,9,19,7,479,281,149,658,567,259,149,176,266,42,2550,12,10,7,42,44,25,10,25,3,183,23,8,4,54,37,14,13,26,8,202,3,3,3,10,11,5,0,5,0,48,19,26,28,46,14,25,29,42,30,257,623,1130,774,1050,546,288,246,432,104,5198
POA2441,25,15,5,14,11,0,0,9,0,73,25,17,18,30,23,3,4,6,0,128,65,30,150,82,43,27,42,66,11,500,3,0,0,9,3,4,0,9,0,32,5,8,0,3,4,3,4,5,0,44,0,0,0,4,0,0,0,3,0,9,6,0,0,9,0,5,3,5,4,50,189,251,184,183,119,51,59,108,21,1163
POA2443,21,31,8,18,13,8,0,8,0,105,25,23,17,37,20,11,5,6,0,141,99,41,285,154,59,58,50,94,17,852,9,0,0,10,7,7,6,5,0,50,5,5,0,15,11,0,7,17,0,63,3,5,5,0,0,0,0,6,0,14,5,5,5,12,7,8,4,12,11,76,228,412,335,311,140,106,76,150,30,1784
POA2444,137,251,101,145,176,50,16,33,16,925,229,255,147,417,305,125,20,88,14,1601,592,298,1690,1082,700,434,238,440,85,5566,27,28,24,68,72,59,21,51,0,354,55,40,29,94,117,50,24,58,3,467,11,38,16,24,29,8,0,8,0,131,42,48,31,55,44,31,24,29,54,347,1888,4763,2233,2333,1892,886,370,806,215,15390
POA2445,27,43,3,23,25,3,3,6,4,123,35,47,20,47,45,12,5,11,5,233,96,41,276,163,121,70,55,90,11,922,0,3,0,17,13,9,0,9,0,48,8,4,6,14,17,11,0,11,0,74,6,0,5,3,4,0,0,0,0,21,5,8,4,13,6,8,0,6,4,56,258,610,343,329,264,115,70,143,28,2162
POA2446,39,60,14,41,31,19,4,9,0,217,64,73,37,131,114,29,7,18,6,474,221,99,693,358,244,125,144,157,34,2076,10,5,11,20,29,18,10,27,3,130,23,12,17,48,33,15,9,23,3,178,6,0,0,7,7,8,0,0,5,30,16,8,14,19,15,6,16,26,16,129,536,887,813,717,571,248,197,270,72,4304
POA2447,13,16,3,22,17,3,0,5,0,86,25,23,21,60,38,15,4,12,0,194,122,28,247,151,88,53,53,100,11,856,13,0,3,13,12,4,3,15,0,60,15,8,10,17,10,4,0,4,0,67,0,3,0,0,0,4,0,5,0,17,12,0,9,10,12,9,3,19,14,79,277,424,302,310,205,99,67,181,31,1903
POA2448,28,33,9,32,17,6,5,4,0,139,33,28,16,67,35,13,0,17,3,213,76,39,261,191,95,46,51,105,11,880,15,9,7,14,12,13,0,11,0,68,6,7,9,16,15,6,3,12,0,82,6,9,0,5,3,3,0,8,0,19,11,0,9,17,4,3,11,15,13,88,270,540,323,396,229,111,78,179,35,2156
POA2449,9,9,3,0,12,5,0,0,0,26,10,7,0,14,0,0,0,4,0,35,31,7,56,47,12,10,17,26,0,215,0,0,4,6,5,3,0,3,0,16,0,0,0,8,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,4,3,0,0,10,0,0,3,5,4,29,72,87,72,93,45,27,21,43,8,463
POA2450,152,194,56,139,152,52,20,40,8,809,244,222,136,418,284,111,32,76,20,1536,544,277,1633,894,717,413,275,565,65,5381,25,8,25,59,76,56,26,50,3,316,76,20,30,86,97,47,23,51,5,435,10,33,12,13,27,9,3,13,7,113,39,45,36,48,56,29,20,62,44,387,1769,3920,2096,2053,1831,859,419,981,190,14125
POA2452,27,60,9,44,47,11,8,4,3,215,56,59,42,141,75,34,9,25,7,452,166,66,527,345,202,137,100,191,21,1755,12,5,11,20,28,22,4,16,0,110,20,6,11,33,20,22,13,29,4,153,3,5,0,9,8,3,0,5,0,32,11,14,16,19,12,4,9,22,16,125,487,1171,652,747,502,283,145,322,65,4385
POA2453,24,18,0,9,5,3,0,3,0,57,17,5,5,7,11,3,0,8,0,54,72,13,57,33,25,12,23,38,0,270,3,0,0,3,5,7,0,8,0,21,0,0,0,0,3,9,3,3,0,18,0,0,0,0,4,0,0,3,0,13,8,3,3,3,0,4,0,7,6,36,186,160,76,72,68,41,27,70,9,714
POA2454,26,43,7,34,22,5,7,10,4,163,36,50,11,73,38,23,3,11,0,254,97,34,253,112,70,50,40,85,15,765,6,0,6,11,7,5,0,3,0,41,13,4,6,16,19,4,5,7,0,72,3,4,6,3,3,0,0,0,0,21,11,10,10,12,9,4,9,6,4,69,328,868,356,353,245,118,67,152,35,2511
POA2455,11,10,0,14,9,5,0,0,0,48,14,11,3,19,14,6,3,3,4,72,46,15,118,55,33,20,30,48,0,357,5,0,5,0,0,5,0,4,0,15,0,0,0,3,6,5,0,3,0,25,0,0,0,0,0,0,0,0,0,4,0,5,4,7,3,0,3,0,5,30,110,210,146,126,82,45,37,54,8,817
POA2456,58,65,25,56,48,11,9,19,0,295,90,70,44,156,99,40,18,66,8,592,217,84,622,303,219,108,89,200,20,1875,9,0,7,15,20,12,7,13,0,87,16,13,10,26,27,10,4,17,0,128,11,3,0,4,7,7,0,20,0,45,15,24,12,33,10,17,7,45,21,190,696,1318,780,762,576,246,151,509,68,5111
POA2460,63,106,23,80,75,20,8,13,4,390,107,122,42,215,127,43,15,38,10,724,352,177,932,791,423,211,293,379,57,3618,28,11,25,44,55,45,17,44,3,271,27,11,16,65,51,38,21,40,3,280,4,14,9,4,10,3,4,11,0,54,30,19,24,38,29,16,16,43,28,246,878,1613,1103,1404,933,402,388,616,125,7464
POA2462,5,5,0,8,7,4,0,3,0,27,9,7,6,16,3,0,0,4,0,50,30,13,92,59,29,21,22,34,3,309,4,0,3,9,7,3,3,5,0,29,0,7,0,7,9,0,0,3,0,30,0,5,0,0,0,0,0,0,0,3,4,0,4,0,0,6,0,3,5,31,75,114,104,112,71,40,34,62,17,622
POA2463,21,30,3,29,22,8,3,5,3,119,19,41,17,46,26,12,3,13,0,181,123,31,256,160,87,49,83,119,25,929,5,0,3,5,11,16,0,17,0,54,12,6,5,20,26,8,4,17,3,94,0,8,0,8,5,0,0,3,0,20,9,8,3,8,8,5,5,13,4,64,287,480,314,317,212,103,100,190,47,2064
POA2464,16,25,10,22,16,4,3,8,0,98,27,36,20,64,28,13,0,6,0,196,85,25,217,87,62,55,29,78,12,651,5,4,3,9,11,9,0,10,0,50,8,9,3,17,11,3,0,13,0,66,4,3,7,5,0,0,0,0,0,10,15,4,0,5,5,4,9,11,8,58,250,495,286,255,187,99,46,145,25,1796
POA2465,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,4,9,4,16,9,0,5,4,6,0,46,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,14,26,10,10,3,4,10,0,93
POA2466,0,11,0,3,3,0,0,0,0,15,5,4,3,11,4,3,0,4,0,35,8,9,55,16,8,7,5,21,0,130,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,4,0,11,0,3,0,0,0,0,0,0,0,4,4,0,0,4,0,8,0,8,0,19,26,64,63,46,27,19,17,39,0,295
POA2469,17,10,4,9,5,0,0,4,0,55,24,11,5,18,10,0,0,3,3,74,71,18,79,62,27,19,31,69,11,392,4,0,5,0,12,0,4,3,0,32,9,0,0,10,3,4,6,7,0,32,5,0,0,0,0,0,0,0,0,5,8,3,0,8,0,3,0,14,11,52,192,147,100,129,81,37,49,119,29,886
POA2470,28,21,9,35,22,3,5,11,0,138,61,36,11,88,65,15,10,16,6,300,190,66,511,350,221,125,146,274,15,1898,15,5,11,12,25,17,14,28,0,117,18,6,9,40,30,21,6,24,0,145,0,4,0,5,10,4,0,9,0,35,12,11,10,20,17,16,17,36,13,153,436,565,584,610,437,221,197,431,41,3521
POA2471,6,7,3,11,6,0,0,0,0,41,20,7,3,18,12,5,0,4,0,67,58,19,113,57,20,10,28,45,3,357,4,3,0,6,0,3,0,0,0,21,5,3,0,3,8,0,0,3,0,20,0,0,0,0,3,0,0,3,0,11,6,0,0,9,0,0,6,0,11,32,120,124,127,121,61,21,32,62,16,692
POA2472,6,4,4,4,6,0,0,0,0,19,9,8,7,16,11,5,5,0,0,53,28,9,86,41,23,13,24,34,9,258,0,3,5,3,0,0,0,7,0,27,0,0,4,8,5,0,0,4,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,6,3,16,70,105,108,78,51,22,31,68,15,555
POA2473,3,17,0,12,5,0,0,0,0,40,11,14,8,26,11,0,0,3,0,85,37,14,88,54,41,19,21,39,8,321,0,5,0,4,7,4,0,9,0,26,4,0,0,7,0,0,6,0,0,18,0,0,0,0,0,0,0,0,0,3,7,6,4,0,0,3,0,0,0,24,100,211,110,132,86,39,36,66,12,795
POA2474,21,18,7,19,10,8,0,3,0,87,18,25,17,46,25,6,6,12,0,154,91,29,203,96,64,37,43,82,8,659,0,0,6,8,6,3,5,8,0,38,7,5,0,6,11,3,3,3,3,50,6,6,0,6,0,0,0,4,0,16,12,6,4,11,6,4,0,6,12,52,248,349,247,228,169,64,62,130,36,1537
POA2475,0,5,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,7,4,0,0,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,6,16,7,10,3,0,6,4,0,52
POA2476,0,4,0,3,0,0,0,0,0,12,4,3,0,6,3,0,0,0,0,18,13,9,17,6,3,5,3,15,9,76,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,7,0,0,0,3,0,16,41,38,20,26,15,6,11,25,10,187
POA2477,69,58,26,50,42,11,11,13,0,267,65,78,38,123,58,22,7,22,8,414,188,74,476,201,175,90,92,142,12,1452,8,0,5,13,23,18,0,20,0,91,20,6,17,27,33,14,8,19,0,145,4,10,0,6,3,0,0,0,0,27,7,16,11,18,21,6,3,15,14,109,613,1182,636,579,482,185,143,270,52,4142
POA2478,111,154,43,105,99,38,8,27,10,597,166,151,113,260,157,93,13,52,11,1015,391,154,1183,514,363,260,172,300,40,3377,30,9,15,22,23,34,4,27,0,176,43,37,25,60,71,37,15,23,4,304,19,20,9,9,8,9,0,9,4,89,31,44,26,43,26,20,14,36,28,267,1434,3131,1555,1399,1083,619,260,575,126,10177
POA2479,43,42,11,21,18,9,0,3,0,149,52,34,19,32,19,19,0,15,3,184,88,16,134,48,36,26,17,46,9,429,4,5,4,3,3,4,0,0,0,22,6,11,3,8,5,7,0,10,0,57,0,4,3,5,0,0,0,0,0,15,19,8,11,4,3,0,0,8,12,69,464,716,213,186,160,106,33,101,49,2022
POA2480,138,181,60,139,100,41,12,34,9,719,205,246,127,387,243,91,34,86,20,1440,579,231,1509,823,630,328,322,588,61,5072,28,16,28,55,81,50,19,64,4,350,57,44,31,92,94,58,17,57,13,453,21,19,8,15,23,12,0,13,3,114,38,45,31,44,39,38,19,39,40,331,1830,4111,2024,2097,1662,753,481,1073,196,14229
POA2481,74,91,43,52,37,18,4,22,0,349,85,78,66,129,43,49,8,40,13,499,159,62,400,126,59,75,43,96,30,1058,19,4,5,14,8,11,0,10,0,78,23,19,7,22,25,18,0,14,3,135,15,16,9,12,5,6,4,6,6,71,26,27,20,29,10,11,0,11,34,162,966,1558,699,668,353,303,91,352,135,5121
POA2482,23,43,12,25,16,12,0,13,5,141,38,47,17,61,18,15,6,11,3,206,64,27,197,57,45,43,26,59,6,533,5,0,3,10,3,4,0,3,0,30,14,7,8,17,4,10,0,6,0,57,0,8,5,0,0,0,0,5,0,21,10,13,6,6,6,10,3,9,6,59,314,714,313,283,155,125,40,137,42,2114
POA2483,40,74,20,47,31,24,0,21,4,260,48,67,48,110,51,30,11,25,8,386,137,54,468,149,85,63,62,138,16,1176,5,3,3,9,12,13,5,13,0,70,23,16,15,12,16,9,6,15,3,116,4,10,4,6,5,3,0,4,3,35,11,11,5,14,9,7,3,8,24,99,537,1175,641,510,331,211,102,255,86,3849
POA2484,49,105,30,57,38,23,4,21,3,339,75,60,57,154,74,47,18,34,3,522,269,76,779,330,198,126,183,251,25,2235,13,5,10,22,20,7,3,27,3,115,23,13,9,30,35,23,14,27,3,180,6,13,3,4,10,0,0,5,0,42,27,20,13,30,22,11,10,32,26,195,758,1371,971,803,564,281,254,463,98,5558
POA2485,42,43,31,46,34,20,4,11,7,228,63,69,45,131,53,41,16,33,8,455,126,75,563,258,152,107,86,170,30,1557,10,5,7,14,13,14,0,12,0,82,11,8,15,34,16,16,5,15,0,126,0,10,3,8,3,0,4,4,0,40,14,20,13,22,11,5,11,31,12,154,425,1019,750,697,383,261,160,343,84,4135
POA2486,82,121,45,108,83,34,15,28,4,512,163,136,110,314,168,83,26,64,14,1081,372,162,1290,551,393,237,201,369,52,3626,24,7,22,40,44,34,16,36,0,228,37,26,26,70,77,37,10,38,3,333,8,13,6,13,19,10,6,8,0,78,10,36,29,32,28,26,24,27,30,251,1073,2169,1637,1417,1049,552,335,645,154,9029
POA2487,54,96,26,55,43,22,3,13,4,322,113,84,61,130,92,31,10,22,3,540,196,82,487,188,168,77,66,123,27,1419,6,3,10,17,12,19,3,11,4,85,31,16,8,19,32,9,14,16,5,149,9,9,3,9,6,0,0,5,0,38,20,28,16,14,17,9,8,16,22,138,825,1594,672,550,548,232,115,248,86,4876
POA2488,8,14,9,13,7,9,5,0,0,61,18,16,17,38,24,6,0,11,0,127,47,19,173,65,43,35,19,44,6,454,0,0,0,9,3,3,0,9,0,22,7,0,7,0,12,9,0,11,0,42,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,3,0,5,3,24,154,358,224,155,118,72,24,82,12,1212
POA2489,16,44,15,28,14,0,0,5,0,129,35,42,28,82,49,14,5,11,3,267,97,35,310,112,84,47,38,75,13,821,6,4,3,10,7,5,0,4,0,30,8,4,12,10,15,6,0,3,0,58,3,5,0,0,3,0,0,5,0,17,0,7,6,8,6,0,0,6,5,40,314,698,409,329,256,92,46,124,31,2290
POA2490,3,0,0,0,3,0,0,0,0,14,0,8,6,11,10,3,3,3,0,36,15,3,47,5,13,5,8,15,3,116,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,29,53,56,28,31,11,12,26,7,256
POA2500,124,174,86,112,113,32,22,30,9,702,212,216,167,321,243,98,46,79,24,1401,357,221,1171,535,413,226,247,263,66,3498,20,12,16,66,63,34,17,42,0,271,37,38,27,44,107,29,17,22,10,330,5,28,9,7,10,8,4,14,0,96,27,44,18,43,28,20,20,29,37,255,2034,6196,1861,1934,1779,872,633,730,239,16272
POA2502,26,23,14,32,22,3,11,8,0,141,43,36,39,86,56,19,11,19,8,318,83,57,390,177,134,47,103,132,19,1143,7,0,5,11,15,7,7,20,3,74,12,6,12,30,23,15,3,11,0,113,4,3,5,0,3,3,0,0,0,30,7,11,12,9,8,4,7,22,14,94,265,547,516,433,357,144,163,244,51,2708
