CED_CODE_2021,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
CED136,5,0,0,5,12,0,0,0,13,0,0,0,12,0,0,12,658,89,28,4,780,7,0,11,785,37,0,826,91,21,8,0,115,0,0,3,123,31,0,155,0,0,0,0,0,0,0,0,0,0,3,3,749,110,32,6,899,11,3,9,911,70,7,989,146,24,5,0,177,8,0,8,186,16,0,203,121,22,5,0,145,0,0,0,143,12,0,158,5,0,8,0,16,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,275,45,9,0,335,11,0,8,348,27,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,4,5,0,0,0,6,0,0,0,6,4,0,5,279,48,10,0,344,11,0,8,350,29,0,378,38,8,4,0,52,0,0,0,52,23,0,74,0,0,0,0,0,0,0,0,0,0,0,0,316,58,19,3
CED137,28,7,0,35,25,8,0,0,40,14,0,14,55,4,0,60,1176,275,112,11,1578,40,3,47,1626,151,0,1777,228,67,46,10,348,3,0,9,359,146,0,501,0,0,0,0,5,0,0,0,7,0,4,11,1403,344,162,23,1934,46,3,55,1984,296,10,2292,371,56,22,0,448,13,4,17,467,54,0,523,204,97,14,5,321,7,0,9,330,34,0,361,35,16,25,0,73,0,0,0,79,8,0,86,0,0,0,0,3,0,0,0,3,0,0,6,611,169,67,0,848,22,3,26,872,94,0,977,4,5,0,0,9,3,0,3,9,0,0,14,11,5,0,0,13,3,3,7,20,4,0,22,17,4,0,0,22,11,3,10,33,3,0,39,626,173,65,0,871,32,8,39,908,101,0,1015,133,45,23,0,206,4,3,5,210,149,0,362,0,0,0,0,0,0,0,0,0,0,3,3,759,224,89,8
CED138,8,0,0,3,3,3,0,0,4,0,0,0,8,5,0,9,468,113,17,5,611,12,7,15,622,48,3,673,46,16,3,0,65,3,6,7,68,16,0,88,3,0,0,0,3,0,0,0,3,0,0,3,518,131,21,8,678,13,6,19,695,66,3,766,89,21,3,0,110,0,0,0,112,5,0,118,58,26,5,0,88,0,0,0,87,8,0,101,3,0,6,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,149,49,11,0,210,0,0,4,210,13,0,229,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,4,149,49,11,0,214,7,0,3,217,15,0,233,20,8,0,0,26,0,0,0,32,9,0,41,0,0,0,0,0,0,0,0,0,0,0,0,173,52,11,0
CED139,4,0,0,4,6,0,0,0,4,0,0,0,9,0,0,9,549,60,13,6,627,4,0,4,631,27,0,662,48,12,0,0,63,6,0,7,63,52,0,116,0,0,0,0,0,0,0,0,0,0,0,0,599,69,13,6,688,9,0,7,699,82,3,782,79,9,0,0,89,3,0,3,88,6,0,98,60,10,0,0,71,0,0,0,67,0,0,67,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,144,18,0,0,168,3,0,4,166,6,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,18,0,0,165,4,0,6,170,6,0,175,12,5,0,0,14,0,0,0,18,35,0,51,0,0,0,0,0,0,0,0,0,0,0,0,158,24,0,0
CED140,15,0,0,15,13,4,0,0,17,0,0,0,17,3,0,19,775,137,56,7,971,14,0,14,983,79,4,1065,104,33,5,0,139,5,0,5,146,36,0,175,0,0,0,0,0,0,0,0,0,0,0,0,880,165,62,7,1114,12,0,12,1129,115,0,1245,161,23,3,0,196,0,0,0,194,25,0,220,150,36,10,0,197,6,0,6,198,22,0,219,17,10,0,0,26,0,0,0,26,0,0,35,0,0,0,0,3,0,0,0,3,0,0,4,332,64,17,3,422,6,0,6,427,46,0,473,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,9,0,0,0,9,0,0,9,336,67,17,3,425,6,0,6,433,46,0,479,54,10,8,0,71,0,0,0,75,31,0,106,0,0,0,0,0,0,0,0,0,0,0,0,395,77,28,3
CED141,10,0,0,11,12,6,0,0,11,0,0,0,11,4,0,15,785,109,33,6,934,10,0,14,947,66,0,1007,95,12,8,0,110,4,0,4,117,21,0,141,0,0,0,0,0,0,0,0,0,0,0,5,874,121,39,10,1047,17,0,16,1057,85,4,1147,205,16,3,0,224,0,0,0,227,19,0,243,152,21,4,0,178,0,0,0,181,21,0,198,10,3,10,0,18,0,0,0,18,6,0,28,0,0,0,0,3,0,0,0,3,0,0,3,364,38,14,4,422,6,0,6,426,43,0,469,0,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,7,0,0,0,7,0,0,7,4,0,0,0,7,0,0,0,7,0,0,7,367,37,15,4,428,6,0,6,432,43,0,475,45,12,3,0,62,0,0,0,62,21,0,83,0,0,0,0,0,0,0,0,0,0,0,0,417,53,15,3
CED142,6,0,0,3,15,0,0,0,14,3,0,3,20,0,0,18,313,90,27,3,431,15,0,18,444,37,0,482,60,24,6,0,85,3,0,3,87,51,0,142,0,0,0,0,0,0,0,0,0,0,0,0,373,115,30,3,515,14,0,17,536,90,0,622,98,17,0,0,117,0,0,0,122,10,0,138,34,25,6,0,60,0,0,0,65,5,0,72,4,0,0,3,12,0,0,0,12,0,0,10,0,0,0,0,5,0,0,0,5,0,0,0,136,47,11,0,198,3,0,3,198,24,0,226,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,9,0,0,0,9,0,0,5,5,0,0,0,11,0,0,0,9,0,0,12,140,49,11,0,206,3,0,3,213,22,0,235,37,13,0,0,49,0,0,0,45,32,0,75,0,0,0,0,0,0,0,0,0,0,0,0,180,59,11,0
CED143,18,0,0,20,25,3,0,0,26,5,0,4,35,4,0,34,1277,243,47,18,1582,23,7,31,1609,117,0,1723,359,57,13,3,427,8,3,14,441,61,0,506,0,0,0,0,3,0,0,0,3,0,0,4,1638,298,55,21,2014,31,5,38,2057,181,0,2231,258,42,4,0,311,11,0,11,324,40,0,363,262,63,5,0,333,7,0,7,340,23,0,366,21,7,14,0,39,0,0,0,40,0,0,46,0,0,0,4,7,0,0,0,7,0,0,11,548,117,29,6,695,19,0,19,711,66,4,782,0,0,0,0,0,4,0,4,6,0,0,4,12,0,0,0,8,0,0,0,8,3,0,12,9,0,0,0,14,4,0,4,16,6,0,19,561,116,27,6,706,22,0,22,726,67,4,802,169,57,5,8,232,7,0,7,235,47,0,283,0,0,0,0,0,0,0,0,0,0,0,0,729,176,30,15
CED144,41,17,0,57,18,6,8,0,42,20,6,25,67,24,0,91,765,236,224,16,1233,45,21,62,1297,256,3,1553,284,126,118,25,559,36,7,44,601,496,3,1102,3,0,0,4,9,0,0,0,9,4,8,20,1056,361,341,44,1794,81,30,110,1906,757,11,2679,222,36,33,3,292,6,3,11,299,68,0,371,140,74,31,4,248,4,5,7,256,68,0,322,24,20,50,0,92,0,0,0,92,23,0,119,0,0,0,5,9,0,0,0,8,4,5,14,387,127,118,10,641,15,6,20,659,161,0,822,3,6,0,0,9,6,0,6,16,8,0,20,5,0,0,0,4,8,3,10,15,7,0,25,9,6,0,0,15,15,3,19,35,15,0,48,395,132,119,10,653,26,8,38,694,174,0,872,160,100,74,8,334,17,7,24,354,339,3,692,0,0,0,7,4,0,0,0,4,0,7,14,558,227,188,21
CED145,18,0,0,18,22,6,0,0,30,0,0,0,29,0,0,29,857,178,31,18,1084,4,0,5,1087,72,0,1163,248,68,0,8,321,8,7,13,336,58,0,391,5,0,0,3,7,0,0,0,7,0,0,10,1106,248,31,28,1415,12,5,18,1432,131,6,1572,227,44,4,5,276,5,0,9,284,14,0,296,204,55,7,0,261,6,0,6,268,28,0,296,17,9,11,0,33,0,0,0,33,0,0,38,4,0,0,3,3,0,0,0,3,0,0,3,446,101,18,6,581,8,0,14,593,50,0,640,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,11,0,0,0,11,0,0,10,9,4,0,0,7,0,0,0,7,0,0,8,455,107,18,6,586,8,0,14,598,45,0,650,118,30,3,7,156,5,0,3,162,47,0,211,0,0,0,0,8,0,0,0,8,0,0,6,573,135,25,13
CED146,65,8,0,73,48,11,16,0,80,19,8,28,110,17,0,122,1244,289,233,23,1796,66,18,83,1878,258,0,2144,338,140,101,13,596,29,9,36,631,618,3,1256,0,0,0,6,8,0,0,0,8,0,11,16,1583,434,337,42,2393,90,30,122,2515,876,12,3407,388,50,43,4,478,13,0,15,498,62,0,562,199,61,40,4,304,3,0,7,308,67,0,373,58,17,42,0,118,5,0,5,116,19,0,140,3,0,0,7,14,0,0,0,14,3,0,20,644,129,124,17,911,20,6,29,933,153,3,1089,6,3,8,0,19,8,0,8,20,3,0,27,9,12,0,0,20,6,5,9,30,17,0,41,16,14,3,0,35,12,5,19,53,15,0,65,664,136,126,17,947,32,7,43,987,167,3,1161,196,100,72,16,380,14,8,21,396,374,0,775,0,0,6,8,10,0,0,0,8,0,4,23,858,232,206,32
CED147,13,3,0,11,8,0,0,0,9,7,0,7,20,6,0,19,750,133,40,9,935,11,3,14,949,69,0,1015,122,29,12,0,158,3,0,8,160,56,0,219,5,0,0,0,6,0,0,0,6,0,0,6,873,160,54,5,1095,13,4,19,1112,120,6,1240,137,19,9,0,165,0,0,0,168,14,0,185,130,31,6,3,173,0,0,0,174,25,0,193,21,5,0,0,28,0,0,0,31,5,0,37,0,0,0,0,0,0,0,0,0,0,0,3,297,52,16,7,368,0,0,5,374,39,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,297,55,16,7,373,8,0,5,381,39,0,422,58,15,5,0,73,3,0,8,74,30,0,105,0,0,0,0,0,0,0,0,0,0,0,0,352,66,27,7
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
