CED_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
CED135,12,32,3,3,4,5,0,5,0,61,66,527,15,11,15,3,7,6,8,655,1405,4589,538,286,771,524,576,413,182,9275,34,139,4,8,26,20,18,10,11,273,109,313,34,27,38,17,19,18,4,592,41,78,15,5,14,3,6,6,4,162,2300,7748,1200,650,1331,731,932,791,261,15938,3,5,3,3,0,5,8,6,4,39,306,254,342,133,155,113,235,188,31,1755,471,397,529,266,235,224,404,335,42,2905,536,300,2252,310,344,255,614,495,102,5214,40,20,40,37,20,20,44,38,0,258,65,64,103,44,63,51,82,68,8,554,62,193,59,29,35,28,76,47,21,551,76,114,91,33,53,39,88,96,194,788,5534,14765,5219,1857,3121,2036,3102,2519,884,39026,7,43,0,11,18,5,0,0,0,83,31,365,9,3,24,7,3,5,5,451,744,3593,198,621,1216,403,135,224,127,7254,23,103,7,21,31,5,3,7,0,216
CED136,9,14,0,0,0,0,0,0,0,21,27,142,4,3,5,0,0,0,0,183,245,462,46,61,41,23,24,20,11,926,7,17,0,0,0,0,0,0,0,29,56,139,14,20,19,6,0,3,4,257,42,55,9,8,10,0,0,3,0,132,600,1858,298,244,176,104,110,123,42,3555,0,0,3,0,0,0,0,3,0,19,277,288,256,144,77,49,48,46,9,1203,471,381,503,331,178,100,160,131,34,2283,1461,508,7427,834,569,515,2197,1268,282,15064,48,18,101,70,37,54,97,106,0,542,95,40,106,65,29,35,118,95,3,580,22,29,32,19,7,8,22,26,8,168,57,45,82,38,26,37,124,103,81,590,3416,3998,8874,1830,1171,930,2918,1923,484,25542,5,35,0,0,4,0,0,0,0,45,23,120,0,4,12,0,0,0,0,158,180,766,22,76,97,22,3,12,10,1193,0,30,0,0,4,0,0,0,0,38
CED137,16,49,0,0,9,0,0,0,0,74,121,750,10,5,19,8,8,5,8,933,1777,4373,385,197,697,467,225,349,138,8611,46,114,8,0,27,11,12,8,4,232,156,406,41,15,57,15,17,18,12,733,52,87,14,7,20,9,4,10,6,204,3478,8628,1195,681,1488,980,559,792,254,18069,5,6,12,0,5,5,5,5,5,39,513,386,383,169,163,213,140,309,28,2296,636,550,681,249,295,292,206,369,62,3331,898,342,2437,296,346,328,380,459,117,5606,50,29,43,39,31,27,24,31,8,285,149,104,96,47,65,101,64,69,24,712,95,148,70,21,29,34,43,55,17,505,100,112,104,29,59,59,48,98,197,804,8085,16077,5452,1758,3304,2553,1742,2577,881,42426,14,70,0,6,11,3,0,0,0,104,81,602,9,11,23,4,0,0,3,737,1319,4622,169,396,1248,448,38,156,127,8519,38,127,3,16,25,10,0,7,6,233
CED138,3,25,0,5,6,0,0,0,0,42,50,231,7,4,3,3,0,5,8,311,343,723,45,62,40,27,23,29,16,1315,10,20,0,0,0,0,0,0,0,39,74,264,20,31,17,11,9,13,11,443,26,71,6,4,6,4,0,6,0,128,1232,2961,426,429,256,210,114,272,86,5989,6,4,3,8,0,0,4,0,0,28,310,319,216,173,58,73,42,87,9,1299,424,328,421,382,115,135,78,189,28,2105,1491,370,5373,635,300,475,856,1281,189,10971,61,20,59,46,18,32,26,79,5,344,112,62,93,63,27,59,65,112,14,600,36,54,43,15,5,12,10,25,10,210,109,83,114,62,10,34,66,107,100,684,4302,5537,6822,1926,862,1081,1301,2205,480,24512,3,55,0,4,5,0,0,0,0,72,40,251,4,3,8,3,0,0,4,315,292,1299,37,162,142,32,7,32,17,2025,14,52,0,8,11,0,0,0,0,85
CED139,3,15,0,0,0,0,0,0,0,18,40,212,5,3,4,0,0,3,0,275,203,452,64,31,41,18,17,22,7,864,8,28,4,0,3,0,0,6,0,43,64,188,12,17,10,9,6,7,0,304,26,47,6,16,8,0,4,3,0,116,946,1890,279,285,146,127,77,163,30,3948,5,4,3,3,0,0,0,0,0,17,335,176,117,143,55,37,49,48,15,977,454,230,284,263,112,81,84,102,19,1622,2356,455,5269,701,421,502,1548,1344,183,12777,116,28,65,46,19,46,79,114,3,517,168,31,69,41,24,55,77,106,10,592,32,32,28,8,4,13,16,38,3,173,171,42,95,44,29,43,105,160,94,777,4926,3821,6305,1618,877,934,2063,2114,378,23034,11,38,0,3,0,0,0,0,0,46,27,173,7,6,5,0,0,0,0,222,183,774,18,69,73,23,4,16,14,1171,9,38,0,0,0,0,0,0,0,56
CED140,4,24,0,0,0,0,0,0,0,29,36,284,3,4,6,0,0,4,7,352,444,958,56,62,79,49,31,40,15,1736,20,33,0,0,3,0,0,0,0,59,69,192,25,24,22,7,4,0,3,349,48,72,3,8,16,0,0,6,0,155,1261,3163,357,356,350,239,111,161,72,6064,5,0,8,4,0,0,4,0,0,23,364,367,181,177,115,88,59,78,13,1431,516,470,339,266,179,152,85,116,36,2159,1407,527,4728,596,420,438,749,965,182,10009,43,36,55,28,31,36,27,61,4,325,126,99,101,73,35,43,59,74,15,637,44,61,32,13,17,14,13,16,11,218,61,63,78,36,28,25,65,59,60,471,4448,6343,5964,1632,1311,1094,1217,1588,418,24007,6,40,0,3,6,0,0,0,0,53,24,231,3,7,14,3,0,0,8,289,346,1305,34,115,185,40,4,13,20,2049,10,60,0,3,11,0,0,0,3,88
CED141,8,15,0,3,4,0,0,0,0,35,24,239,0,7,6,0,0,0,0,279,320,688,41,35,67,31,19,6,12,1216,8,17,0,0,0,0,0,0,0,30,63,180,7,18,12,4,5,3,0,288,47,61,13,6,17,4,7,5,3,161,939,2768,293,299,266,149,103,119,40,4974,0,0,4,0,0,0,0,0,0,4,279,310,187,167,73,51,54,46,15,1174,399,450,396,304,147,95,112,93,29,2028,1312,482,5962,688,490,425,1300,1138,169,11972,37,15,62,49,34,33,42,84,6,376,86,50,81,50,47,41,85,75,7,511,28,32,12,12,9,5,12,19,4,132,60,55,75,45,16,26,56,70,52,451,3612,5367,7146,1686,1181,859,1793,1655,335,23629,4,36,0,3,6,0,0,0,0,48,26,213,6,3,10,0,0,0,3,266,235,1127,21,57,101,14,0,5,7,1574,10,39,0,0,3,0,0,0,0,57
CED142,23,85,5,7,9,4,0,3,0,129,238,1720,14,7,23,11,0,10,21,2053,2472,6164,344,235,736,359,115,109,137,10682,71,105,3,7,23,9,0,3,5,220,281,816,41,47,95,26,15,20,14,1352,129,225,15,11,31,14,8,3,6,441,5238,13500,1339,1066,1935,1161,539,768,391,25947,7,7,7,8,0,3,4,6,0,45,561,681,452,216,182,189,98,185,31,2602,804,831,699,399,292,291,154,290,54,3824,835,546,2179,440,342,294,207,415,102,5369,48,53,36,44,26,36,28,45,8,320,131,143,100,77,74,84,40,64,11,723,83,181,64,38,46,30,32,44,14,532,133,178,87,51,50,40,66,76,183,865,11061,25244,5384,2660,3860,2562,1297,2041,982,55099,32,113,4,6,7,3,0,0,0,161,208,1256,19,8,39,4,0,3,12,1557,2107,5965,197,338,1132,389,27,84,151,10387,50,120,7,15,22,13,0,8,4,236
CED143,21,46,4,0,3,4,0,0,0,75,150,548,6,9,8,5,0,4,8,735,1989,2909,95,71,316,173,50,37,101,5746,59,91,0,0,9,5,3,0,4,174,257,435,34,26,40,33,10,9,15,849,69,79,4,10,10,9,0,3,0,181,4424,7121,576,469,842,782,205,227,247,14888,0,3,0,0,0,0,0,5,0,12,515,540,215,111,118,140,65,62,25,1783,519,521,341,137,142,184,64,86,27,2021,909,336,2399,253,216,242,249,329,57,4987,36,29,33,16,14,26,10,20,5,189,159,118,66,46,48,63,43,35,8,578,101,99,39,21,27,31,9,11,13,340,108,124,55,26,18,25,29,24,98,511,9307,12999,3865,1193,1800,1714,737,854,610,33081,22,64,0,4,6,0,0,0,0,98,88,462,12,4,26,8,0,0,0,603,1467,3139,69,164,481,139,9,21,68,5559,60,120,3,3,14,7,0,0,0,214
CED144,3,19,3,0,4,0,3,0,0,35,37,321,9,4,19,4,0,5,6,400,609,1670,247,228,335,278,273,202,80,3915,19,40,4,13,13,8,11,6,5,114,62,205,24,15,23,8,14,12,3,361,29,30,7,5,12,6,4,8,9,104,1391,3707,788,553,893,555,640,510,147,9192,0,0,5,3,4,0,5,8,0,28,276,227,267,155,124,145,175,137,26,1536,369,298,465,234,191,200,257,255,44,2299,576,215,2281,253,326,250,560,460,116,5022,34,20,27,34,28,23,32,39,3,240,90,55,80,57,53,58,92,85,10,575,44,65,38,27,25,23,56,28,9,319,84,84,95,35,52,45,71,76,135,672,3618,6954,4325,1622,2087,1606,2192,1829,593,24825,4,30,0,3,4,0,0,0,0,40,31,208,3,5,13,4,0,0,0,271,407,1778,69,308,414,162,22,64,43,3281,12,42,0,5,6,3,0,4,0,70
CED145,31,61,0,0,3,0,0,6,6,101,149,921,6,4,21,12,0,0,16,1121,1942,3446,124,80,309,197,33,34,138,6306,49,96,0,0,8,3,0,5,4,162,192,472,14,16,44,19,3,9,14,786,57,107,12,9,12,8,3,0,0,208,4619,8885,549,407,977,936,183,248,377,17183,3,11,6,0,0,0,0,0,3,19,449,464,129,104,75,140,30,50,29,1465,437,412,265,168,117,153,46,70,32,1690,615,245,1468,230,138,187,117,226,63,3301,31,24,12,18,14,20,11,15,3,138,124,115,66,35,35,71,29,40,6,516,98,154,21,29,18,23,14,21,11,374,127,183,43,41,30,45,18,35,106,631,8915,15580,2720,1138,1801,1818,480,756,809,34012,21,95,0,4,9,5,0,0,4,134,118,705,7,6,21,4,0,0,13,871,1525,3769,83,166,483,178,10,18,93,6322,48,129,0,9,19,3,0,0,5,215
CED146,5,8,0,5,9,0,0,0,0,26,27,182,4,4,8,0,10,5,5,237,514,1332,129,138,242,94,107,62,48,2665,26,44,11,7,7,0,0,0,0,99,58,120,13,24,19,7,9,4,3,255,22,40,4,7,7,0,3,0,0,99,1290,3133,659,417,816,363,496,337,121,7634,5,4,4,5,0,0,4,5,3,28,260,266,350,125,154,88,221,122,25,1611,475,364,473,245,299,168,311,178,42,2555,846,312,3540,347,476,331,1176,722,145,7897,29,10,51,37,30,29,75,44,7,314,79,48,79,49,62,46,167,91,14,639,42,55,59,28,27,17,53,32,8,309,85,79,105,39,56,28,119,86,130,733,3772,5993,5484,1475,2220,1181,2755,1684,545,25112,0,22,0,4,0,0,0,0,0,32,8,134,4,4,7,6,0,0,0,166,250,1673,57,207,352,100,22,33,36,2735,0,58,0,3,15,4,0,3,0,89
CED147,5,11,0,0,0,0,0,0,0,21,33,207,8,3,6,0,0,0,4,266,357,740,63,67,70,34,29,29,16,1401,6,15,0,3,0,0,0,0,0,27,48,214,19,24,22,4,7,15,0,345,35,54,6,11,10,4,4,4,0,129,857,2251,346,370,282,165,120,141,63,4591,0,3,4,3,0,0,0,0,0,15,288,265,252,219,77,60,82,73,14,1330,455,431,541,342,170,119,134,148,36,2376,1398,452,6701,672,534,471,1796,1364,234,13629,31,20,78,49,24,44,59,97,4,399,105,63,93,55,44,48,94,93,21,618,24,30,24,19,8,6,28,29,7,181,55,38,98,39,27,31,105,92,73,557,3697,4808,8240,1864,1274,990,2458,2076,472,25877,11,44,0,0,4,0,0,0,0,61,28,146,7,5,7,0,0,0,5,200,261,1125,23,106,135,40,3,20,13,1716,9,30,0,5,8,4,0,0,0,52
CED194,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,12,12,36,5,3,9,4,4,0,0,70,0,3,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,37,105,12,19,10,6,17,21,7,238,0,0,0,0,0,0,0,0,0,0,9,10,7,0,0,3,4,0,4,43,5,9,16,9,7,5,3,11,0,68,26,13,124,35,12,12,55,49,8,332,0,4,0,0,0,0,0,9,0,17,0,4,5,4,0,0,8,4,0,25,5,4,0,4,0,0,0,0,0,10,5,0,7,4,5,4,12,16,16,57,103,214,175,81,38,34,99,120,26,885,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,11,11,55,0,5,7,4,0,5,0,92,0,0,0,0,0,0,0,0,0,3
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
