CED_CODE_2021,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
CED134,5790,71,0,0,75,3,5870,138,561,9,0,568,0,707,5,26,0,0,23,0,29,0,0,0,0,0,0,0,143,588,5,0,596,0,733,5,5,0,0,5,8,12,5933,657,5,0,673,8,6620,5716,57,0,0,60,18,5786,141,396,8,0,401,0,544,9,16,3,0,20,0,27,0,0,0,0,0,0,0,150,407,14,0,422,0,571,9,4,0,0,4,12,22,5870,469,14,0,488,25,6381,3460,32,0,0,32,6,3497,49,160,0,0,160,0,210,0,8,5,0,12,0,12,0,0,0,0,0,0,0,49,171,5,0,174,0,225,4,0,0,0,0,5,12,3512,206,5,0,208,13,3735,2085,24,0,0,24,0,2111,34,77,3,0,80,0,111,5,5,0,0,4,0,4,0,0,0,0,0,0,0,36,81,3,0,85,0,124,9,0,0,0,0,0,9,2129,104,3,0,110,10,2242,2236,18,0,0
CED135,1901,301,14,0,309,4,2217,517,7810,325,8,8140,9,8665,11,589,304,0,892,0,901,0,5,4,0,6,0,11,525,8399,627,10,9030,11,9572,0,25,0,0,27,11,35,2429,8715,635,7,9367,32,11822,1722,241,4,0,242,8,1976,379,7237,385,6,7630,4,8011,10,617,358,0,978,4,988,0,8,3,5,14,0,17,382,7866,746,10,8624,11,9013,11,17,0,0,20,11,41,2115,8124,755,11,8887,29,11032,1092,96,5,0,100,0,1198,170,3267,213,0,3482,0,3657,11,306,218,0,529,0,538,0,0,7,3,9,0,8,182,3579,432,6,4016,4,4204,5,10,0,0,10,7,19,1280,3688,439,4,4128,4,5423,676,64,0,0,64,5,742,109,1581,147,4,1728,0,1840,5,197,138,0,337,4,344,0,0,0,0,0,0,6,114,1779,287,3,2071,5,2189,3,3,0,0,3,3,6,786,1846,287,3,2136,9,2933,895,84,0,0
CED136,6849,143,4,4,147,13,7005,222,498,15,0,509,4,736,4,22,8,0,29,0,33,0,0,0,0,0,0,0,225,514,24,0,540,4,768,6,0,0,0,0,3,16,7079,658,26,4,689,18,7785,6847,108,5,0,113,6,6975,196,458,22,0,482,0,676,0,24,5,0,33,0,31,0,0,0,0,0,0,0,197,482,31,0,517,0,709,6,0,0,0,0,13,17,7050,588,37,0,626,25,7699,4167,54,0,0,59,3,4229,116,199,7,0,203,0,321,5,0,9,0,12,0,13,4,0,0,0,0,0,4,118,198,13,0,211,0,333,4,0,0,0,0,5,5,4286,256,14,0,267,9,4562,2750,37,0,0,40,0,2794,55,119,0,0,124,0,180,0,3,0,0,5,0,8,0,0,0,0,0,0,0,54,124,9,0,134,0,188,4,0,0,0,0,3,11,2811,162,9,0,169,4,2986,3010,34,0,0
CED137,2777,386,13,0,397,0,3170,738,4526,317,7,4845,6,5586,10,412,190,0,600,0,617,0,0,0,0,3,0,3,745,4938,507,7,5447,4,6202,7,18,0,0,18,13,33,3526,5342,520,7,5864,14,9400,2624,281,5,0,290,0,2916,521,3608,232,0,3838,0,4359,15,353,241,0,599,6,614,0,0,0,0,0,0,0,531,3962,469,3,4440,4,4978,7,6,0,0,7,10,27,3163,4256,479,3,4735,17,7917,1779,165,7,0,175,0,1947,268,1682,109,0,1784,0,2051,4,167,126,0,296,4,302,0,0,0,0,0,0,0,269,1845,234,0,2085,4,2354,4,7,0,0,6,5,11,2048,2021,238,0,2265,0,4315,1145,105,5,0,109,0,1249,164,951,70,0,1028,0,1188,5,96,103,0,201,0,211,0,0,0,0,0,0,0,162,1051,183,0,1230,0,1396,3,0,0,0,0,0,9,1316,1158,181,0,1343,4,2654,1565,105,0,0
CED138,5062,162,0,0,164,8,5241,304,433,8,0,442,5,751,3,13,17,0,29,0,35,0,0,0,0,0,0,0,307,450,26,0,473,5,789,12,0,3,0,0,8,22,5383,613,27,0,640,25,6048,5660,143,0,0,143,3,5815,281,347,3,0,349,6,636,5,12,15,0,30,0,33,0,0,0,0,0,0,0,290,359,17,0,381,6,669,6,0,0,0,0,15,18,5958,504,17,0,524,16,6494,3502,77,0,0,77,5,3576,157,180,3,0,182,0,340,4,6,8,0,12,0,15,0,0,0,0,0,0,0,159,184,10,0,189,0,357,3,0,0,0,0,8,5,3664,259,10,0,268,13,3944,2290,50,0,0,50,0,2344,96,84,6,0,93,0,183,4,0,4,0,3,0,5,0,0,0,0,0,0,0,96,88,6,0,96,0,193,0,0,0,0,0,3,3,2388,140,6,0,144,6,2545,2574,54,0,0
CED139,6177,86,5,0,93,3,6268,123,586,20,0,608,0,734,4,59,81,0,137,0,140,0,0,0,0,3,0,3,130,646,102,0,749,0,879,7,0,0,0,0,7,13,6311,738,108,0,842,10,7166,6104,69,4,0,68,3,6175,105,537,25,0,571,0,670,0,76,111,0,182,0,182,0,0,0,0,0,0,0,105,615,139,0,753,0,857,11,0,0,0,0,13,27,6218,679,144,0,824,19,7060,3916,34,0,0,34,4,3954,46,264,4,0,270,0,313,0,27,65,0,94,0,94,0,0,0,0,0,0,0,46,287,72,0,364,0,412,5,0,0,0,0,13,14,3969,326,72,0,401,14,4380,2562,24,0,0,24,0,2585,28,160,11,0,171,0,201,0,16,37,0,60,0,60,0,0,0,0,0,0,0,28,181,46,0,226,0,258,4,0,0,0,0,5,9,2595,204,46,0,249,0,2844,2822,20,0,0
CED140,5131,167,5,0,173,4,5312,316,630,18,0,654,0,969,6,26,15,0,45,0,54,0,0,0,0,0,0,0,324,657,35,0,698,0,1022,0,0,0,0,0,8,8,5456,825,46,5,873,9,6340,5471,164,0,0,162,6,5636,311,603,20,0,618,0,925,3,43,18,0,60,0,63,3,0,0,0,0,0,3,311,645,36,0,678,0,993,7,0,0,0,0,0,8,5788,805,34,0,846,9,6638,3225,80,0,0,76,5,3305,134,313,8,0,326,0,455,5,19,7,0,24,0,34,0,0,0,0,0,0,0,144,330,19,0,351,0,490,3,0,0,0,0,0,8,3369,407,22,0,428,5,3804,2232,40,0,0,40,0,2275,92,152,7,0,159,0,253,0,13,5,0,27,0,27,0,0,0,0,0,0,0,92,167,17,0,188,0,276,0,0,0,0,0,4,8,2326,212,17,0,222,9,2556,2720,64,6,0
CED141,5619,137,3,3,143,9,5764,229,293,13,0,305,0,538,0,17,13,0,30,0,31,0,0,0,0,0,0,0,231,311,23,0,336,0,571,8,0,0,0,0,6,9,5859,452,30,3,479,11,6346,6045,127,0,0,127,7,6173,180,273,7,0,278,0,461,6,6,10,0,17,0,22,0,0,0,0,0,0,0,183,280,18,0,300,0,477,7,0,0,0,0,0,9,6228,405,18,0,426,9,6662,3558,65,0,0,65,6,3627,95,153,0,0,156,0,249,0,11,0,0,17,0,12,0,0,0,0,0,0,0,97,166,8,0,171,0,263,3,0,0,0,0,4,4,3658,225,8,0,235,7,3895,2338,45,0,0,45,4,2385,60,77,9,0,88,0,142,3,5,4,0,9,0,13,0,0,0,0,0,0,0,62,86,10,0,95,0,154,0,0,0,0,0,0,0,2401,129,10,0,136,5,2548,2784,22,0,0
CED142,2845,291,0,0,292,0,3139,648,1926,97,0,2026,5,2676,6,91,53,0,149,3,160,0,0,0,0,0,0,0,655,2018,152,0,2175,6,2831,3,5,0,0,5,3,11,3506,2316,151,0,2468,12,5984,1659,124,0,0,123,0,1787,351,1051,68,0,1118,0,1471,4,64,49,0,113,0,117,0,0,0,0,0,0,0,356,1111,118,0,1228,0,1586,0,0,0,0,0,5,3,2016,1235,115,0,1354,5,3381,848,57,0,7,57,0,904,115,394,28,0,423,0,541,7,26,43,0,73,0,72,0,0,0,0,0,0,0,120,421,70,0,494,0,615,0,0,0,0,0,0,4,963,481,70,7,551,0,1520,511,30,0,0,29,0,539,75,202,13,0,222,0,294,4,12,21,0,37,0,38,0,0,0,0,0,0,0,79,217,37,0,251,0,334,0,0,0,0,0,0,0,589,246,35,0,280,0,874,662,23,0,6
CED143,5097,271,3,0,272,5,5372,531,1167,21,0,1187,0,1718,0,40,10,0,49,0,54,0,0,0,0,0,0,0,529,1208,30,0,1242,0,1766,4,0,0,0,0,4,9,5636,1479,33,0,1513,8,7154,5592,207,0,0,210,4,5806,533,1082,33,0,1113,3,1642,7,41,22,0,58,0,63,0,0,0,0,0,0,0,538,1123,48,0,1172,3,1706,13,0,0,0,0,6,21,6140,1334,48,0,1381,12,7533,3913,118,3,0,123,3,4038,284,582,26,0,613,0,892,4,22,12,0,32,0,39,0,0,0,0,0,0,0,287,606,40,0,646,0,928,9,0,0,0,0,9,13,4202,726,40,0,766,13,4973,2616,62,0,0,62,4,2679,161,334,11,0,344,0,502,0,12,11,0,23,0,21,0,0,0,0,0,0,0,162,347,16,0,363,0,527,0,0,0,0,0,4,4,2780,403,16,0,425,6,3210,3337,78,0,0
CED144,1724,406,7,0,410,0,2133,430,5449,368,11,5823,6,6255,15,695,326,0,1025,3,1047,0,9,5,3,13,0,13,445,6151,699,11,6866,9,7319,0,19,0,0,19,20,40,2166,6575,710,11,7299,29,9492,1626,372,8,0,377,0,2006,335,5123,385,3,5510,6,5857,16,750,429,0,1182,3,1203,4,6,4,8,14,0,15,357,5877,821,10,6709,8,7072,5,24,0,0,25,22,46,1990,6273,829,10,7113,30,9133,1030,210,8,0,218,0,1249,168,2849,264,6,3117,0,3282,9,401,250,0,659,0,665,0,0,0,0,7,0,3,173,3254,521,6,3774,0,3953,0,5,0,0,5,7,14,1207,3472,522,6,4000,15,5219,688,111,4,0,118,0,808,128,1670,171,0,1843,3,1972,5,278,173,0,452,0,466,0,0,0,3,0,0,0,136,1949,346,4,2300,3,2440,0,6,0,0,6,8,8,824,2066,357,4,2424,5,3258,834,149,4,0
CED145,4507,306,0,0,311,6,4821,529,957,12,0,965,0,1494,3,15,7,0,24,0,30,0,0,0,0,0,0,0,532,973,19,0,991,0,1525,4,0,0,0,0,0,12,5053,1273,23,0,1302,8,6359,4019,210,0,0,210,0,4235,439,871,24,0,896,6,1337,8,20,10,0,28,0,36,0,0,0,0,0,0,6,445,892,34,0,925,6,1373,4,0,0,0,0,5,10,4467,1109,34,0,1137,8,5615,2633,104,0,0,104,5,2741,196,459,13,0,472,0,671,0,13,11,0,21,0,23,0,0,0,0,0,0,0,195,472,25,0,496,0,694,0,0,0,0,0,5,6,2829,576,25,0,598,5,3440,1711,54,0,0,58,5,1778,123,247,5,0,253,0,379,0,10,13,0,21,0,21,0,0,0,0,0,0,0,123,256,16,0,272,0,399,0,3,0,0,3,0,3,1838,313,15,0,330,5,2179,2273,62,0,0
CED146,2497,500,17,3,521,6,3016,607,6096,401,7,6509,3,7124,25,533,370,0,901,0,925,3,4,0,0,12,0,16,631,6635,770,12,7418,10,8058,10,21,5,0,31,15,48,3144,7160,788,11,7960,25,11131,2473,387,18,6,412,3,2887,508,6475,444,4,6925,3,7442,17,643,555,0,1204,3,1229,3,5,0,6,11,0,18,530,7130,1001,6,8141,5,8679,7,15,4,0,18,16,41,3018,7535,1022,14,8570,23,11614,1475,222,13,0,236,0,1717,251,3660,285,4,3953,4,4208,9,438,391,4,832,0,844,0,3,0,3,8,0,12,259,4101,677,10,4789,4,5059,0,6,0,0,6,8,16,1741,4328,686,11,5030,20,6786,1002,138,5,0,141,0,1145,165,2335,200,0,2540,6,2712,4,284,308,0,595,0,594,0,0,0,0,0,0,0,172,2620,514,0,3136,6,3307,4,8,0,0,8,3,11,1174,2763,515,6,3279,6,4464,1361,172,12,0
CED147,6205,187,5,0,184,5,6393,289,739,31,0,766,0,1056,4,36,25,0,60,0,63,0,0,0,0,3,0,5,289,777,56,0,830,0,1123,3,6,0,0,6,9,13,6499,959,57,0,1020,16,7527,6214,175,0,0,180,5,6405,253,745,24,0,765,0,1017,8,34,25,0,57,0,64,3,0,0,4,4,0,7,264,777,48,4,822,0,1085,8,6,0,0,6,14,23,6481,955,47,3,1010,22,7511,3778,129,0,0,128,6,3912,136,431,22,0,448,0,582,4,22,15,0,38,0,39,0,0,0,0,0,0,0,139,449,32,0,481,0,619,5,0,0,0,0,4,13,3918,586,32,0,613,11,4539,2470,75,0,0,75,4,2542,89,293,16,0,307,0,392,5,9,14,0,22,0,27,0,0,0,0,0,0,0,88,305,27,0,327,0,415,0,0,0,0,0,0,0,2556,377,27,0,404,4,2962,2971,83,0,0
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
