CED_CODE_2021,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
CED135,6074,423,22,6518,263,17,10,6,303,21,0,24,327,5,0,333,133,25,15,0,173,26,3,27,201,20,0,217,402,44,27,11,482,45,3,48,530,28,0,560,4937,897,466,131,6431,141,29,172,6605,446,27,7077,1773,450,252,71,2542,116,39,153,2692,1079,7,3782,25,4,4,46,79,0,0,0,79,9,89,179,6731,1354,717,250,9054,251,66,320,9375,1536,118,11032,1343,157,64,3,1569,39,5,44,1611,120,0,1734,768,220,87,4,1086,23,6,24,1115,110,0,1225,122,35,87,5,240,3,0,3,246,21,0,269,10,5,6,30,47,0,0,0,47,5,8,53,2248,412,246,40,2945,63,12,75,3018,258,8,3286,100,8,5,3,119,16,0,17,140,4,0,141,60,16,5,0,83,14,0,14,94,16,0,108,159,24,10,3,203,26,0,31,232,13,0,257,2409,438,255,50,3149,93,14,104,3251,270,11,3536,723,210,140,25
CED136,5579,248,17,5847,37,0,6,0,44,5,0,7,49,4,0,58,90,6,3,0,102,6,0,7,103,6,0,115,125,14,6,0,142,10,3,14,158,6,0,167,4789,634,162,64,5649,79,13,86,5740,259,17,6011,1083,202,56,31,1368,52,11,58,1431,204,10,1637,11,3,0,3,14,0,0,0,14,0,31,42,5881,842,215,95,7037,129,19,145,7184,465,52,7699,1232,155,43,14,1447,25,4,25,1474,68,5,1547,1495,199,41,18,1747,15,6,22,1773,88,0,1862,79,22,18,4,123,0,0,3,123,6,0,132,22,7,0,18,46,0,0,0,46,0,8,48,2828,384,105,49,3358,42,7,52,3408,165,10,3588,29,4,0,0,37,7,0,4,43,0,0,43,48,0,3,5,54,0,0,0,54,4,0,55,73,4,3,4,90,7,0,4,97,4,0,101,2902,385,106,53,3451,49,11,57,3504,169,10,3686,506,94,30,7
CED137,5207,289,17,5514,60,12,5,7,84,12,3,15,96,6,0,107,86,12,6,0,104,10,12,21,122,10,0,137,149,23,7,4,189,21,13,31,221,20,0,240,4117,794,285,85,5284,116,28,140,5428,304,17,5754,1141,272,124,36,1576,44,13,59,1632,438,13,2086,11,0,0,19,36,0,0,0,40,0,36,74,5276,1074,419,138,6897,161,36,196,7098,749,65,7917,1281,156,45,13,1488,38,3,42,1534,110,3,1649,886,284,44,4,1218,17,4,21,1241,49,0,1291,105,37,56,0,201,3,0,3,206,22,0,224,9,0,0,15,29,3,0,3,29,8,0,38,2286,474,142,34,2936,62,9,71,3009,181,5,3204,33,3,0,0,35,6,0,6,41,5,0,47,35,3,8,0,53,11,6,15,59,4,0,65,69,12,6,0,90,13,6,20,101,6,0,108,2353,485,150,29,3022,76,12,87,3113,189,5,3310,520,135,60,10
CED138,4941,234,13,5190,9,16,0,0,30,0,0,0,31,0,0,39,67,6,4,0,84,9,8,14,96,10,0,100,81,26,8,0,113,3,8,16,129,9,0,139,3800,957,159,68,4979,47,31,83,5068,246,13,5326,696,181,30,30,928,25,0,23,957,162,3,1123,8,0,0,4,17,0,0,0,17,3,31,46,4502,1137,181,99,5925,71,37,114,6040,412,46,6494,928,206,42,3,1174,5,0,10,1189,79,0,1265,1321,334,40,7,1704,10,10,22,1730,73,3,1808,61,20,19,5,111,0,0,0,110,8,0,117,16,0,0,9,33,0,0,3,32,12,3,50,2324,563,104,33,3022,24,16,34,3061,168,15,3241,12,7,0,0,21,0,0,0,21,4,0,25,32,6,0,0,43,4,0,3,48,6,0,57,45,13,0,0,65,4,0,3,70,15,0,83,2370,580,103,33,3088,24,16,39,3132,184,20,3326,310,103,14,12
CED139,5378,148,11,5534,23,3,3,0,27,15,0,15,39,0,0,45,46,5,5,0,53,6,3,8,68,5,0,68,64,7,4,0,81,21,3,26,108,6,0,112,4785,473,78,75,5413,59,17,69,5485,154,11,5650,821,147,27,41,1039,32,15,46,1084,276,6,1365,6,7,0,9,21,0,0,0,21,3,23,42,5613,628,104,127,6470,88,30,122,6588,428,41,7060,1491,146,21,10,1670,12,4,16,1681,65,0,1745,1407,142,25,20,1590,8,0,9,1600,57,0,1656,76,10,23,0,112,0,0,0,112,5,0,113,12,4,0,28,33,0,0,0,33,3,0,37,2985,301,68,53,3402,21,3,26,3427,119,3,3555,24,0,0,0,23,3,0,3,26,6,0,30,30,3,0,3,38,3,3,5,39,4,0,47,50,3,0,3,61,3,3,8,66,10,0,72,3031,307,66,57,3460,26,4,36,3493,130,3,3631,412,67,17,15
CED140,4980,220,11,5210,18,10,0,0,38,5,5,9,41,0,0,42,61,11,0,4,75,0,4,3,80,4,0,84,83,24,0,9,110,8,4,9,116,5,0,128,3857,820,283,74,5038,51,18,65,5101,224,11,5333,846,172,58,24,1099,18,5,21,1123,147,4,1269,9,0,0,0,13,0,0,0,13,0,21,35,4719,991,339,100,6150,70,19,89,6236,379,28,6638,953,173,43,8,1180,9,3,13,1193,85,0,1274,1134,262,56,10,1462,15,3,17,1482,64,3,1544,148,35,37,0,223,0,0,0,225,11,0,235,6,3,0,20,34,0,0,5,36,3,0,42,2246,470,139,37,2896,28,6,30,2928,167,6,3101,16,0,0,0,17,3,4,8,21,0,0,21,19,8,5,0,38,0,0,0,35,0,0,38,36,14,5,0,55,3,4,6,59,0,0,61,2285,481,146,36,2948,31,9,42,2990,167,6,3162,393,82,23,7
CED141,5357,220,16,5589,16,3,0,0,23,7,0,7,29,8,0,33,55,8,5,5,66,4,0,4,70,8,0,75,72,15,0,5,89,10,0,10,101,9,0,108,4497,662,178,47,5383,61,8,71,5452,228,16,5703,614,121,34,16,782,20,5,25,810,135,0,940,4,0,0,5,12,0,0,0,12,0,6,16,5113,779,212,72,6176,80,16,101,6274,363,28,6662,1071,150,36,6,1265,5,3,14,1273,67,3,1349,1413,216,41,11,1685,14,4,21,1699,64,3,1766,84,23,22,0,132,6,0,0,129,13,0,144,5,0,0,10,18,0,0,0,18,0,5,18,2576,390,98,24,3095,22,6,32,3122,147,12,3277,12,0,0,0,12,6,0,6,17,0,0,19,28,6,3,4,38,8,0,8,42,0,0,39,38,6,4,4,52,11,0,11,54,5,0,63,2617,396,100,26,3138,33,6,39,3181,152,12,3338,352,46,17,10
CED142,2443,127,8,2581,31,3,4,0,42,4,0,4,43,6,0,50,25,10,0,3,41,0,3,3,36,4,5,44,56,14,4,3,80,4,3,3,83,10,5,95,1958,393,106,8,2467,39,15,58,2527,138,9,2676,371,91,19,6,489,16,8,22,510,169,0,677,5,8,0,5,13,0,0,0,13,0,10,27,2340,490,128,19,2978,57,23,77,3053,305,18,3381,493,94,27,0,610,14,6,21,631,42,0,668,294,78,12,0,387,4,0,4,393,26,0,422,41,4,13,0,63,0,0,0,63,4,0,65,0,3,0,3,3,0,0,0,6,0,0,4,831,176,49,4,1063,13,9,23,1092,74,0,1166,9,0,3,0,16,4,0,4,25,0,0,20,10,0,0,0,10,3,0,3,15,3,0,16,23,0,3,0,26,4,0,7,34,4,0,36,854,181,54,4,1096,22,10,34,1127,75,0,1204,151,38,5,3
CED143,5682,216,14,5904,42,5,0,3,43,0,0,0,47,8,0,54,48,4,0,0,56,4,0,4,55,3,0,63,90,8,0,3,101,4,0,4,106,11,0,116,4940,603,126,33,5708,64,10,80,5784,230,14,6023,1197,123,29,20,1370,18,4,18,1391,94,0,1479,6,4,0,4,17,0,0,0,17,0,13,34,6143,732,157,63,7093,85,14,96,7187,319,33,7533,1634,191,34,8,1864,32,8,43,1901,95,0,2001,1379,192,25,5,1601,21,3,27,1627,44,0,1672,152,19,19,0,188,0,0,0,189,15,0,201,10,0,0,13,25,0,0,0,29,0,0,31,3179,399,79,22,3675,54,11,70,3743,159,0,3904,32,0,0,4,32,5,0,5,45,0,0,42,44,7,0,0,49,0,0,0,54,0,0,53,74,7,0,4,85,6,0,6,91,3,0,98,3253,406,78,25,3762,63,11,70,3835,166,0,4001,738,84,18,12
CED144,3644,424,20,4083,34,15,8,0,62,10,0,10,72,23,0,90,70,23,14,3,105,26,11,37,145,21,0,166,98,40,18,6,163,37,11,47,207,45,0,252,2420,706,517,64,3701,120,35,160,3857,463,20,4342,1367,653,420,101,2542,218,44,260,2804,1825,32,4645,7,5,5,31,50,0,0,0,50,14,80,145,3795,1363,942,196,6292,336,82,415,6713,2299,127,9133,685,121,81,4,891,30,9,37,930,117,5,1051,613,245,105,8,977,23,9,33,1007,154,0,1163,102,53,98,4,259,3,0,3,260,42,0,302,7,0,0,7,19,0,0,0,19,15,0,35,1411,417,287,29,2144,59,13,79,2221,322,7,2549,22,6,0,0,30,5,0,11,43,13,0,49,38,17,14,0,65,13,7,24,89,17,0,111,65,16,13,0,96,25,9,32,131,34,0,160,1472,437,303,30,2239,86,25,110,2347,358,7,2714,662,348,206,57
CED145,4126,159,3,4287,34,5,0,0,39,11,0,11,52,0,0,49,56,3,0,6,63,4,0,4,62,0,0,69,88,11,0,6,100,13,0,15,114,3,0,114,3552,485,88,50,4177,59,7,63,4241,156,3,4406,899,118,14,25,1058,17,0,17,1076,93,6,1173,20,0,0,6,18,0,0,0,18,0,16,41,4464,604,103,81,5258,74,7,86,5336,255,26,5615,1027,145,20,10,1198,22,0,23,1221,90,0,1308,923,166,7,4,1094,19,0,15,1109,34,0,1144,85,24,16,0,121,0,0,0,121,0,0,125,13,5,0,19,35,0,0,0,35,0,0,40,2044,332,44,28,2443,40,5,36,2487,130,5,2616,23,8,0,0,31,0,0,0,34,0,0,34,28,5,0,0,31,0,0,0,28,0,0,33,49,14,0,0,62,5,0,5,66,0,0,67,2097,338,44,28,2509,39,5,40,2552,130,5,2680,560,71,10,14
CED146,5474,571,19,6067,58,15,9,0,84,20,3,24,104,13,0,119,99,25,14,9,149,16,6,28,172,30,0,212,160,41,26,11,230,37,14,47,280,50,0,331,3935,906,652,108,5594,136,29,165,5758,613,20,6396,1568,679,413,92,2749,177,67,242,2990,2037,30,5064,22,7,4,48,75,0,0,0,75,14,67,156,5520,1582,1070,243,8418,310,89,404,8821,2670,123,11614,1214,151,131,9,1509,31,0,33,1545,188,3,1742,827,235,143,11,1223,23,10,29,1254,194,3,1444,163,48,125,3,343,3,4,3,347,33,0,381,14,5,9,26,49,0,0,0,54,6,3,67,2223,445,403,60,3118,61,17,76,3203,420,10,3632,50,7,12,0,72,18,0,15,88,9,0,100,43,20,8,0,76,20,11,28,104,17,0,122,98,31,21,4,151,36,10,44,200,28,0,223,2314,471,421,60,3269,99,27,120,3395,450,10,3857,807,409,200,46
CED147,5530,224,16,5773,30,0,0,0,37,7,0,7,42,0,0,48,54,14,3,6,75,6,0,6,84,8,0,90,81,15,9,6,116,12,0,12,126,10,0,136,4434,768,303,80,5583,66,8,74,5657,231,16,5903,900,205,95,38,1240,36,11,49,1285,274,4,1570,4,0,0,7,10,0,0,0,10,0,29,39,5337,975,400,122,6831,103,22,122,6955,508,49,7511,1149,191,71,5,1414,13,0,13,1428,67,0,1495,1325,274,83,16,1703,10,0,10,1712,75,0,1790,174,34,36,3,252,3,0,3,254,16,0,266,13,4,0,17,33,0,0,0,36,3,3,44,2658,506,188,46,3399,24,4,28,3420,162,9,3592,7,4,0,0,9,4,0,4,15,4,0,17,35,10,0,0,49,0,0,0,49,3,0,51,45,15,3,0,56,8,0,8,64,5,0,65,2699,517,191,45,3450,30,4,33,3486,162,9,3663,470,130,42,18
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
