CED_CODE_2021,A75_84_L_PinE_NS_19,A75_84_L_PinE_NS_20,A75_84_L_PinE_NS_21,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B_05,A75_84_T_05_10,A75_84_T_11_15,A75_84_T_16,A75_84_T_17,A75_84_T_18,A75_84_T_19,A75_84_T_20,A75_84_T_21,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B_05,A85ov_SEO_05_10,A85ov_SEO_11_15,A85ov_SEO_16,A85ov_SEO_17,A85ov_SEO_18,A85ov_SEO_19,A85ov_SEO_20,A85ov_SEO_21,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_UOLSE_VWW_B_05,A85ov_UOLSE_VWW_05_10,A85ov_UOLSE_VWW_11_15,A85ov_UOLSE_VWW_16,A85ov_UOLSE_VWW_17,A85ov_UOLSE_VWW_18,A85ov_UOLSE_VWW_19,A85ov_UOLSE_VWW_20,A85ov_UOLSE_VWW_21,A85ov_UOLSE_VWW_YNS,A85ov_UOLSE_VWW_T,A85ov_UOLSE_NWNAA_B_05,A85ov_UOLSE_NWNAA_05_10,A85ov_UOLSE_NWNAA_11_15,A85ov_UOLSE_NWNAA_16,A85ov_UOLSE_NWNAA_17,A85ov_UOLSE_NWNAA_18,A85ov_UOLSE_NWNAA_19,A85ov_UOLSE_NWNAA_20,A85ov_UOLSE_NWNAA_21,A85ov_UOLSE_NWNAA_YNS,A85ov_UOLSE_NWNAA_T,A85ov_UOLSE_PinE_NS_B_05,A85ov_UOLSE_PinE_NS_05_10,A85ov_UOLSE_PinE_NS_11_15,A85ov_UOLSE_PinE_NS_16,A85ov_UOLSE_PinE_NS_17,A85ov_UOLSE_PinE_NS_18,A85ov_UOLSE_PinE_NS_19,A85ov_UOLSE_PinE_NS_20,A85ov_UOLSE_PinE_NS_21,A85ov_UOLSE_PinE_NS_YNS,A85ov_UOLSE_PinE_NS_T,A85ov_UOLSE_T_B_05,A85ov_UOLSE_T_05_10,A85ov_UOLSE_T_11_15,A85ov_UOLSE_T_16,A85ov_UOLSE_T_17,A85ov_UOLSE_T_18,A85ov_UOLSE_T_19,A85ov_UOLSE_T_20,A85ov_UOLSE_T_21,A85ov_UOLSE_T_YNS,A85ov_UOLSE_T_T,A85ov_L_PinE_NS_B_05,A85ov_L_PinE_NS_05_10,A85ov_L_PinE_NS_11_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_17,A85ov_L_PinE_NS_18,A85ov_L_PinE_NS_19,A85ov_L_PinE_NS_20,A85ov_L_PinE_NS_21,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B_05,A85ov_T_05_10,A85ov_T_11_15,A85ov_T_16,A85ov_T_17,A85ov_T_18,A85ov_T_19,A85ov_T_20,A85ov_T_21,A85ov_T_YNS,A85ov_T_T,T_SEO_B_05,T_SEO_05_10,T_SEO_11_15,T_SEO_16,T_SEO_17,T_SEO_18,T_SEO_19,T_SEO_20,T_SEO_21,T_SEO_YNS,T_SEO_T,T_UOLSE_VWW_B_05,T_UOLSE_VWW_05_10,T_UOLSE_VWW_11_15,T_UOLSE_VWW_16,T_UOLSE_VWW_17,T_UOLSE_VWW_18,T_UOLSE_VWW_19,T_UOLSE_VWW_20,T_UOLSE_VWW_21,T_UOLSE_VWW_YNS,T_UOLSE_VWW_T,T_UOLSE_NWNAA_B_05,T_UOLSE_NWNAA_05_10,T_UOLSE_NWNAA_11_15,T_UOLSE_NWNAA_16,T_UOLSE_NWNAA_17,T_UOLSE_NWNAA_18,T_UOLSE_NWNAA_19,T_UOLSE_NWNAA_20,T_UOLSE_NWNAA_21,T_UOLSE_NWNAA_YNS,T_UOLSE_NWNAA_T,T_UOLSE_PinE_NS_B_05,T_UOLSE_PinE_NS_05_10,T_UOLSE_PinE_NS_11_15,T_UOLSE_PinE_NS_16,T_UOLSE_PinE_NS_17,T_UOLSE_PinE_NS_18,T_UOLSE_PinE_NS_19,T_UOLSE_PinE_NS_20,T_UOLSE_PinE_NS_21,T_UOLSE_PinE_NS_YNS,T_UOLSE_PinE_NS_T,T_UOLSE_T_B_05,T_UOLSE_T_05_10,T_UOLSE_T_11_15,T_UOLSE_T_16,T_UOLSE_T_17,T_UOLSE_T_18,T_UOLSE_T_19,T_UOLSE_T_20,T_UOLSE_T_21,T_UOLSE_T_YNS,T_UOLSE_T_T,T_L_PinE_NS_B_05,T_L_PinE_NS_05_10,T_L_PinE_NS_11_15,T_L_PinE_NS_16,T_L_PinE_NS_17,T_L_PinE_NS_18,T_L_PinE_NS_19,T_L_PinE_NS_20,T_L_PinE_NS_21,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B_05,T_T_05_10,T_T_11_15,T_T_16,T_T_17,T_T_18,T_T_19,T_T_20,T_T_21,T_T_YNS,T_T_T
CED125,0,0,0,42,51,2921,91,62,17,9,12,34,20,0,121,3288,303,0,0,0,0,0,0,0,0,13,329,178,4,5,0,0,0,0,0,0,7,195,201,18,13,0,0,0,3,0,0,8,241,0,0,0,0,0,0,0,0,0,0,0,377,23,15,0,0,0,0,0,0,17,432,6,0,0,0,0,0,0,0,0,25,20,688,24,16,0,0,0,4,0,0,55,787,13012,1742,1483,273,297,230,222,126,37,463,17881,18677,9673,7160,1254,1205,1038,1094,409,124,535,41174,2877,794,816,177,176,185,397,167,45,180,5805,32,7,5,0,0,3,8,5,0,11,74,21591,10480,7984,1438,1387,1227,1491,578,168,720,47055,23,9,15,5,6,11,5,4,0,252,324,34625,12225,9486,1708,1689,1467,1719,709,209,1434,65264
CED126,0,0,0,46,48,3550,105,51,8,9,11,18,10,0,164,3932,788,12,16,0,0,0,10,3,0,68,895,280,6,0,0,0,0,0,0,0,12,301,173,5,7,0,0,0,3,0,0,8,203,0,0,0,0,0,0,0,0,0,0,8,463,12,9,0,0,0,0,0,0,24,510,3,0,0,0,0,0,0,0,0,51,57,1251,26,24,4,0,7,8,5,0,142,1469,17739,3567,2686,453,362,372,450,268,93,438,26425,7079,2342,2051,610,649,696,724,227,49,182,14594,970,200,229,74,60,95,127,67,9,61,1894,21,0,3,0,0,0,0,4,0,11,46,8070,2547,2279,679,703,793,854,299,61,249,16535,22,4,9,0,0,4,3,0,0,169,208,25828,6112,4975,1139,1066,1166,1306,567,153,860,43166
CED127,0,0,0,12,16,2507,32,19,0,0,3,12,0,0,113,2689,515,6,4,0,4,0,0,0,0,54,575,132,0,0,0,0,0,0,0,0,18,152,38,5,0,0,0,0,0,0,0,7,55,4,0,0,0,0,0,0,0,0,5,4,177,5,0,0,0,0,0,0,0,24,210,5,0,0,0,0,0,0,0,0,11,18,694,6,4,0,7,0,0,0,0,87,810,13281,1122,841,146,119,104,97,31,28,395,16157,3184,685,716,226,215,251,213,62,13,103,5676,317,74,74,31,20,29,33,11,0,29,617,18,0,0,0,0,0,0,0,0,5,24,3524,762,792,259,240,280,245,69,11,139,6316,22,0,0,0,0,0,0,0,0,46,74,16828,1880,1634,397,361,380,348,108,32,574,22544
CED128,0,0,0,73,76,4635,172,202,96,83,40,69,14,0,194,5515,275,0,0,0,0,0,0,0,0,22,297,549,5,3,0,0,0,0,0,0,21,584,779,37,44,19,5,0,15,0,0,92,994,3,0,0,0,0,0,0,0,0,4,10,1335,48,51,18,5,0,14,5,0,107,1585,8,0,0,0,0,0,0,0,0,111,120,1611,47,51,18,7,0,14,5,0,245,1998,8645,996,783,165,175,122,136,55,29,293,11398,24363,6587,6378,2592,1919,1588,1913,574,104,738,46753,8543,2185,2987,1793,1322,855,1547,432,89,548,20304,78,10,18,11,5,12,16,4,0,28,183,32986,8782,9383,4395,3245,2453,3476,1013,190,1313,67242,29,9,10,12,3,3,5,0,0,315,394,41660,9786,10178,4575,3425,2579,3613,1072,220,1925,79034
CED129,0,0,0,23,31,3308,196,163,27,28,20,70,38,0,116,3967,410,0,3,0,0,0,0,0,0,24,443,352,11,11,0,0,0,4,0,0,16,400,308,31,20,4,11,0,4,0,0,17,399,3,0,0,0,0,0,0,0,0,0,9,672,46,31,5,11,0,13,6,0,31,809,3,0,0,0,0,0,0,0,0,71,77,1088,52,32,9,11,4,11,6,0,133,1331,13358,2556,2083,483,519,441,458,261,98,309,20577,23484,10403,7610,1750,1795,1545,1387,626,237,463,49294,2807,1289,1431,301,272,269,577,270,68,158,7443,40,12,5,4,3,5,4,5,0,13,96,26327,11706,9045,2056,2070,1812,1963,901,306,631,56834,22,0,9,3,0,0,0,3,0,170,210,39710,14272,11133,2543,2597,2264,2423,1167,408,1106,77622
CED130,0,0,0,3,15,1059,10,8,3,6,0,6,5,0,68,1153,271,0,0,0,0,0,0,0,0,24,295,36,0,0,0,0,0,0,0,0,6,45,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,6,50,0,0,0,0,0,0,0,0,0,5,5,317,0,0,0,0,0,0,0,0,31,350,5309,630,564,107,159,97,150,88,37,291,7448,886,824,1142,370,474,704,928,266,120,118,5831,87,76,85,51,101,204,361,74,28,35,1115,0,0,0,0,0,0,3,4,5,13,32,975,905,1226,421,582,908,1292,352,147,169,6976,20,0,0,0,0,0,4,0,0,74,89,6299,1536,1791,536,741,1007,1443,444,190,530,14513
CED131,0,0,0,35,37,1576,21,15,3,0,4,3,3,0,86,1714,304,8,0,0,0,0,0,0,0,30,340,228,0,0,0,0,0,0,0,0,19,255,137,0,3,0,0,0,0,0,0,19,161,9,0,0,0,0,0,0,0,0,0,10,369,0,5,0,0,0,0,0,0,40,417,0,0,0,0,0,0,0,0,0,37,39,677,4,5,0,0,0,5,0,0,109,798,7446,1362,1219,234,243,271,335,182,95,259,11636,3368,1723,2237,714,820,897,902,350,85,180,11269,641,146,233,109,133,130,205,82,27,93,1800,21,4,3,3,4,0,0,0,3,3,49,4033,1871,2470,823,960,1027,1107,435,115,278,13116,14,3,0,0,0,0,3,0,0,116,137,11493,3237,3691,1053,1203,1297,1444,613,215,656,24893
CED132,0,0,0,63,73,3451,92,81,17,16,11,28,13,0,112,3823,562,13,5,0,0,0,0,0,0,10,591,427,3,0,0,0,0,0,0,0,9,439,393,28,6,0,3,0,3,0,0,8,444,3,0,0,0,0,0,0,0,0,0,3,826,34,9,0,3,0,3,0,0,14,889,6,0,0,0,0,0,0,0,0,164,171,1395,43,14,0,3,0,3,0,0,190,1653,17271,3552,3350,726,815,749,755,427,182,371,28201,14188,5276,5616,1655,1761,1831,1957,828,318,335,33768,2269,592,739,206,215,250,485,227,111,130,5220,16,7,3,0,9,3,0,7,8,7,69,16478,5877,6362,1861,1989,2084,2444,1067,432,469,39059,22,4,10,0,0,0,4,0,0,337,377,33769,9436,9711,2590,2804,2831,3198,1497,622,1175,67639
CED133,0,0,0,4,15,1650,29,11,0,0,0,0,3,0,76,1775,378,0,0,0,0,0,0,0,0,39,426,88,0,0,0,0,0,0,0,0,11,97,36,3,0,0,0,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,123,3,0,0,0,0,0,0,0,10,132,8,0,0,0,0,0,0,0,0,8,13,511,3,0,0,0,0,0,0,0,54,575,8835,941,692,131,125,121,133,67,42,464,11553,1486,801,714,208,208,270,376,117,49,102,4330,156,72,107,25,45,61,115,52,7,25,670,6,0,6,0,0,0,7,0,0,6,24,1648,875,827,238,253,334,497,173,56,132,5025,24,3,4,0,0,0,3,0,0,208,240,10505,1823,1520,371,379,451,634,243,100,804,16823
CED134,0,0,0,6,12,700,11,0,0,4,0,8,4,0,47,771,148,3,0,0,0,0,0,0,0,16,169,37,0,0,0,0,0,0,0,0,3,40,18,4,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,56,4,0,0,0,0,0,0,0,4,61,0,0,0,0,0,0,0,0,0,0,0,205,3,0,0,0,0,0,0,0,24,232,3146,441,435,93,80,99,125,61,43,213,4748,849,910,1183,382,457,466,413,170,100,88,5010,113,46,48,19,12,31,67,40,18,15,411,4,0,0,0,0,0,0,0,0,8,19,972,955,1233,400,472,495,479,204,125,107,5448,6,0,0,0,0,0,0,0,4,33,49,4126,1404,1672,493,555,597,604,269,167,349,10241
CED135,0,0,0,22,25,3610,270,189,26,30,24,63,24,0,125,4364,252,0,0,0,0,0,0,4,0,15,282,371,7,3,0,0,0,0,0,0,24,416,618,45,32,3,3,0,9,5,0,38,757,5,0,0,0,0,0,0,0,0,0,3,1000,55,36,3,3,0,12,0,0,63,1179,0,0,0,0,0,0,0,0,0,38,41,1246,56,36,3,3,0,15,4,3,118,1495,8145,1594,1690,590,542,711,755,299,106,353,14787,24906,12891,13984,4794,5892,7298,7280,2495,643,1078,81266,7148,2457,2684,627,747,774,1157,491,168,397,16648,50,18,30,5,13,26,33,29,17,18,246,32104,15377,16690,5427,6651,8103,8477,3009,833,1497,98159,35,9,18,10,11,21,10,15,4,212,344,40281,16975,18401,6027,7206,8833,9240,3325,941,2058,113291
CED136,0,0,0,16,18,1975,41,21,10,9,5,6,3,0,83,2156,370,9,3,0,0,0,0,0,0,38,418,83,0,0,0,0,0,0,0,0,3,88,22,0,0,0,0,0,0,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,8,119,0,0,0,0,0,0,0,0,0,22,23,479,11,4,4,0,0,0,0,0,62,558,8794,1079,898,146,99,151,144,111,44,342,11807,1804,1100,1112,218,231,271,267,82,38,76,5196,191,93,132,25,42,58,66,30,12,16,675,3,0,0,0,0,0,0,0,0,3,7,2002,1200,1241,239,280,331,337,114,52,100,5882,13,0,0,0,0,0,0,0,0,76,97,10811,2281,2137,388,378,485,481,222,96,520,17791
CED137,0,0,0,37,41,4759,177,125,29,17,22,44,17,0,174,5362,313,11,0,0,0,0,0,0,0,19,351,802,0,0,0,0,0,5,0,0,56,869,1037,33,19,0,0,0,3,7,0,96,1199,7,0,0,0,0,0,0,0,0,5,10,1848,30,19,0,0,0,10,5,0,158,2080,8,0,0,0,0,0,0,0,0,89,92,2167,39,27,5,0,0,10,5,0,269,2522,11347,2082,2102,553,519,604,593,228,101,385,18511,25073,9901,10709,3592,4268,5675,5364,1597,328,1051,67551,7389,2225,2543,773,1055,1138,1368,471,112,621,17696,57,11,11,11,8,13,26,13,8,32,197,32516,12136,13265,4380,5329,6833,6754,2077,448,1706,85439,26,0,12,3,0,7,14,0,3,520,589,43885,14217,15376,4936,5847,7447,7359,2307,552,2604,104540
CED138,0,0,0,46,53,2681,70,40,5,0,9,3,4,0,185,2992,879,9,4,3,0,0,0,0,0,81,987,94,0,0,0,0,0,0,0,0,15,114,31,0,0,0,0,0,0,0,0,8,36,0,0,0,0,0,0,0,0,0,5,5,125,0,0,0,0,0,0,0,0,27,154,9,0,0,0,0,0,0,0,0,54,62,1016,9,4,3,0,0,0,0,0,166,1199,14255,2154,1608,316,265,295,359,271,70,745,20342,2117,1086,1293,381,338,419,476,214,32,157,6511,160,58,64,17,24,26,62,22,6,22,455,9,0,3,0,0,3,0,0,0,3,28,2281,1146,1356,399,358,447,534,237,36,185,6985,20,0,6,0,0,0,5,0,0,132,169,16559,3303,2967,716,623,746,900,507,108,1063,27493
CED139,0,0,0,6,15,905,13,10,3,0,0,7,3,0,54,996,219,5,0,0,0,0,0,0,0,23,250,57,0,0,0,0,0,0,0,0,0,60,13,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,7,78,0,0,0,0,0,0,0,0,0,7,7,287,5,0,0,0,0,0,0,0,33,336,4484,569,497,83,110,104,100,67,30,264,6305,1082,979,1450,422,462,498,586,205,146,73,5898,133,110,128,103,111,132,343,97,21,27,1201,5,3,0,0,0,4,9,0,5,3,34,1223,1093,1581,528,572,635,933,302,171,99,7140,17,5,0,0,0,0,0,0,3,116,137,5713,1662,2079,613,679,737,1041,365,206,478,13574
CED140,0,0,0,23,33,2851,123,54,4,10,3,10,4,0,131,3187,745,14,6,0,0,0,4,0,0,73,853,151,0,5,0,0,0,0,0,0,22,179,59,0,6,0,0,0,0,0,0,3,74,0,0,0,0,0,0,0,0,0,0,5,215,0,7,0,0,0,0,0,0,27,256,12,0,0,0,0,0,0,0,0,58,77,982,14,13,0,0,0,6,0,0,156,1180,13822,2459,1633,287,234,181,213,133,56,499,19535,3587,1517,1527,377,363,347,326,153,38,127,8354,446,165,188,52,39,50,92,27,10,32,1105,24,4,3,0,0,0,0,0,0,5,34,4057,1687,1724,424,406,392,421,178,45,158,9498,32,0,0,0,0,0,0,0,3,111,153,17909,4143,3358,717,641,582,634,315,104,779,29181
CED141,0,0,0,25,34,2027,17,13,3,4,0,6,0,0,81,2154,468,0,4,0,0,0,0,0,0,25,499,131,0,0,0,0,0,0,0,0,14,149,54,0,0,0,0,0,0,0,0,3,57,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,5,0,0,23,210,12,0,0,0,0,0,0,0,0,19,26,665,0,8,0,0,0,5,0,0,66,738,8487,1041,762,118,92,99,108,56,23,245,11036,2044,729,659,199,194,161,177,49,25,93,4327,268,50,69,25,26,25,31,10,10,28,542,8,0,0,0,0,0,0,0,0,0,11,2319,783,732,223,220,186,209,55,33,119,4880,21,0,0,0,0,0,0,0,0,67,90,10828,1826,1497,346,312,286,317,113,57,429,16013
CED142,0,0,0,51,63,2523,113,75,13,10,8,20,12,0,110,2888,208,0,3,0,0,0,0,0,0,12,236,172,0,0,0,0,0,0,0,0,9,193,441,14,13,0,0,0,9,0,0,7,489,5,0,0,0,0,0,0,0,0,0,5,620,21,13,0,0,0,9,0,0,19,681,5,0,0,0,0,0,0,0,0,26,35,831,20,21,0,4,0,11,4,0,64,948,16859,4658,6007,1710,1786,2145,2612,1203,502,592,38073,12524,6618,10214,3803,4194,4702,6123,2404,520,796,51899,3114,929,1554,520,642,673,1195,473,96,307,9511,42,5,13,0,7,4,10,16,3,18,118,15685,7546,11782,4331,4848,5378,7325,2893,621,1121,61534,32,9,15,3,10,12,13,5,0,249,346,32576,12219,17804,6044,6642,7530,9954,4102,1119,1960,99956
CED143,0,0,0,24,36,2818,100,63,10,20,9,17,9,0,86,3127,595,17,10,0,0,0,0,0,0,65,684,268,3,0,0,0,0,0,0,0,32,310,137,12,6,5,0,0,4,0,0,32,185,6,0,0,0,0,0,0,0,0,3,8,412,15,5,5,0,0,4,0,0,71,509,5,0,0,0,0,0,0,0,0,14,15,1008,33,15,5,0,5,3,0,0,143,1206,17945,5009,4548,923,973,984,1002,578,209,489,32652,6873,2671,2880,898,979,985,1161,515,119,197,17271,800,190,225,67,53,82,144,74,20,70,1730,24,0,0,0,0,0,0,6,3,10,40,7695,2858,3110,971,1034,1067,1303,589,139,279,19038,25,0,3,0,5,0,7,0,0,94,135,25658,7864,7658,1895,2010,2053,2305,1165,352,864,51825
CED144,0,0,0,136,140,5721,167,105,17,8,15,37,7,0,349,6430,203,0,0,0,0,0,0,0,0,19,226,730,3,0,0,0,0,0,6,0,61,800,1379,45,17,5,4,0,12,0,0,102,1565,8,0,0,0,0,0,0,0,0,5,12,2112,48,20,5,4,0,12,6,0,164,2377,6,0,0,0,0,0,0,0,0,162,165,2316,48,20,5,4,0,12,6,0,349,2761,7102,1184,1041,228,253,238,259,123,35,323,10775,27921,8177,7368,2004,2417,2907,2768,753,177,1086,55577,12355,2416,2672,583,1127,806,946,276,100,820,22106,82,11,37,7,19,18,39,12,3,46,283,40357,10607,10082,2599,3563,3731,3749,1043,284,1946,77964,30,11,11,4,3,8,11,0,0,601,682,47488,11799,11129,2828,3817,3977,4021,1159,318,2875,89426
CED145,0,0,0,102,107,3374,103,56,8,9,8,19,16,4,210,3806,851,24,6,5,6,0,0,0,0,40,923,435,0,5,0,0,0,0,0,0,20,462,162,0,0,0,0,0,4,0,0,20,186,4,0,0,0,0,0,0,0,0,0,5,594,5,5,0,0,0,4,0,4,48,654,6,0,0,0,0,0,0,0,0,304,309,1457,27,11,5,6,0,0,4,4,387,1889,18939,3876,4593,1302,1293,1522,1761,883,254,614,35033,7512,2092,2768,847,995,1191,1423,570,110,270,17764,711,121,142,43,36,66,139,88,19,69,1441,18,0,3,3,0,0,0,3,0,13,45,8235,2216,2912,890,1030,1256,1566,661,132,349,19251,29,3,6,0,7,4,5,0,3,485,544,27198,6099,7507,2196,2335,2781,3337,1541,385,1450,54825
CED146,0,0,0,126,132,3705,212,115,22,20,18,26,19,0,240,4374,202,0,0,0,0,0,0,0,0,11,221,316,4,5,0,0,0,0,0,0,9,337,587,37,26,16,11,3,7,0,0,16,690,5,0,0,0,0,0,0,0,0,11,20,908,40,30,16,4,4,7,0,0,41,1053,5,0,0,0,0,0,0,0,0,168,173,1116,41,31,16,4,4,7,3,0,221,1444,8764,1269,1053,226,180,172,169,95,26,342,12295,33684,10608,7317,1945,1445,1143,1154,391,114,879,58681,9369,2139,1992,672,485,384,660,260,85,385,16437,102,25,14,0,6,10,14,0,3,56,227,43154,12770,9324,2627,1936,1537,1826,656,194,1327,75346,45,7,12,4,5,10,0,0,0,512,592,51959,14053,10389,2854,2120,1713,1990,749,221,2181,88235
CED147,0,0,0,39,54,4027,43,15,9,3,7,3,4,0,188,4298,841,6,5,0,0,0,0,0,0,65,924,328,0,0,0,0,0,0,0,0,20,349,210,0,0,0,0,0,0,0,0,14,232,5,0,0,0,0,0,0,0,0,3,8,553,0,0,0,0,0,4,0,0,38,591,3,0,0,0,0,0,0,0,0,41,42,1392,9,6,0,0,0,0,0,4,146,1559,14712,1157,791,123,134,124,121,91,31,542,17829,5663,1236,1359,279,259,303,269,102,28,145,9643,1322,114,140,34,22,51,71,29,4,70,1857,32,8,5,5,0,3,4,0,0,9,61,7018,1360,1504,318,282,357,342,129,30,220,11560,28,0,0,0,0,0,0,0,0,124,159,21756,2517,2300,447,421,479,468,218,63,888,29550
CED194,0,0,0,4,4,51,0,3,0,0,0,0,0,0,3,63,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,13,569,75,78,12,13,30,51,42,70,29,964,198,74,84,23,40,58,140,47,64,18,755,33,5,15,4,11,13,32,13,10,7,144,3,0,0,0,0,0,0,0,0,0,9,233,80,103,29,49,76,173,62,79,23,902,0,0,0,0,0,0,0,0,0,39,41,803,151,179,39,56,102,223,107,148,91,1908
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
