CED_CODE_2021,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
CED125,210,8014,515,8740,1129,13712,961,15803,359,5708,369,6436,205,6003,365,6576,360,13912,792,15066,348,14641,870,15860,438,10615,629,11684,673,8828,450,9952,930,6074,312,7314,738,2225,233,3202,301,295,69,657,5697,90030,5562,101285,97,7706,499,8307,517,13599,925,15039,197,5629,333,6162,162,5840,365,6368,301,15855,915,17070,356,14749,816,15925,584,10598,547,11729,910,9488,469,10863,1156,6609,370,8136,1040,2190,284,3517,558,381,161,1104,5883,92638,5693,104213,307,15723,1008,17040,1643,27307,1884,30837,556,11338,704,12600,369,11844,730,12938,662,29763,1709,32135,704,29392,1684,31773,1029,21213,1176,23413,1584,18315,917,20815,2085,12680,683,15452,1784,4422,516,6723,858,671,237,1764,11573,182664,11255,205501
CED126,43,3967,133,4142,336,9741,344,10426,119,4876,172,5169,92,4125,153,4372,107,6827,306,7233,100,8802,334,9236,152,10665,374,11194,222,9163,331,9715,375,6879,271,7528,700,4197,249,5144,692,946,168,1803,2942,70190,2836,75968,28,3751,138,3917,144,9318,318,9785,75,4444,151,4669,51,3687,147,3886,80,6983,304,7365,111,9763,362,10239,201,11426,383,12007,236,9600,321,10156,426,7616,283,8328,978,4698,332,6012,1458,1284,318,3058,3792,72575,3056,79420,76,7714,268,8055,475,19059,667,20211,193,9324,327,9840,144,7817,302,8252,190,13805,603,14602,212,18562,701,19477,349,22092,759,23204,453,18769,655,19874,803,14499,553,15853,1682,8892,580,11157,2149,2227,483,4854,6727,142763,5894,155387
CED127,89,3870,169,4119,690,8437,377,9506,248,4298,194,4747,159,3719,184,4063,226,7330,374,7928,176,7900,392,8472,325,8962,407,9694,363,8822,358,9549,574,7229,311,8113,657,3154,209,4028,427,593,93,1112,3942,64319,3070,71325,52,3714,154,3913,322,8258,361,8934,152,3978,179,4313,114,3361,134,3608,202,7507,323,8032,234,8453,344,9029,297,9770,375,10441,508,9445,351,10309,624,7841,297,8759,897,3630,264,4791,964,720,190,1872,4360,66669,2978,74011,135,7585,318,8035,1011,16692,735,18446,400,8281,381,9058,272,7081,315,7669,425,14836,700,15957,411,16350,742,17502,626,18736,782,20142,875,18268,714,19851,1201,15067,615,16878,1560,6787,475,8817,1392,1311,277,2981,8299,130984,6043,145330
CED128,108,5240,476,5829,556,10808,955,12312,183,5429,380,5987,153,5451,436,6039,258,11394,913,12567,383,10504,895,11774,617,9375,646,10631,1029,8474,548,10050,1259,5627,410,7297,1176,2342,263,3787,619,416,119,1157,6329,75057,6041,87426,67,5133,459,5660,268,10714,898,11881,109,5026,332,5472,94,5142,326,5565,230,11138,871,12238,375,10789,806,11970,753,9658,614,11026,1197,8864,545,10610,1616,5722,391,7734,1610,2306,289,4202,1142,473,242,1859,7466,74969,5791,88217,173,10370,940,11486,823,21514,1858,24198,290,10453,716,11462,249,10593,762,11602,484,22536,1785,24808,758,21288,1695,23745,1369,19033,1258,21659,2224,17339,1093,20657,2881,11352,805,15028,2786,4650,552,7987,1761,894,360,3016,13799,150022,11828,175649
CED129,85,5631,176,5884,470,14142,428,15034,171,6062,162,6397,123,5291,147,5558,155,8922,295,9373,164,14603,400,15170,202,12401,298,12905,224,9024,216,9462,499,6564,228,7293,655,3281,163,4102,493,563,133,1187,3238,86486,2649,92376,46,5392,159,5593,237,13568,369,14175,108,5761,140,6010,74,5019,125,5214,129,9882,339,10358,177,15850,434,16461,237,12914,307,13461,349,9438,258,10045,669,7416,212,8297,1006,3358,166,4522,937,607,161,1707,3963,89213,2662,95838,128,11017,333,11482,706,27709,794,29213,281,11835,296,12409,191,10312,274,10772,287,18805,636,19730,345,30456,830,31629,434,25315,614,26366,572,18462,473,19508,1169,13981,436,15586,1657,6644,329,8628,1435,1168,292,2888,7205,175694,5310,188212
CED130,88,4160,370,4622,681,8964,961,10609,223,4398,491,5111,167,3638,486,4285,227,7789,845,8865,269,7382,757,8401,367,7981,807,9159,619,8787,784,10196,915,7918,688,9525,870,4075,461,5412,571,809,188,1572,5008,65907,6840,77752,50,3733,351,4142,312,8928,946,10185,140,4417,537,5093,109,3732,444,4288,216,8466,792,9473,254,7967,726,8942,425,8568,739,9735,636,9430,734,10798,812,8066,630,9509,1137,4499,499,6138,1246,1040,316,2596,5331,68852,6713,80894,137,7896,726,8759,999,17892,1906,20795,362,8816,1025,10205,278,7367,928,8576,443,16257,1633,18332,521,15343,1483,17346,785,16547,1549,18887,1255,18213,1520,20989,1724,15994,1313,19028,2013,8579,959,11547,1813,1852,507,4170,10336,134758,13553,158649
CED131,90,4194,170,4455,532,8610,399,9542,234,4352,262,4851,201,6374,469,7046,262,12331,682,13278,263,9996,523,10781,398,9100,504,10005,540,8301,438,9281,700,6161,322,7182,826,2749,224,3802,697,612,140,1453,4740,72790,4148,81680,49,4021,164,4236,256,8338,334,8921,138,4395,298,4831,144,6671,375,7187,238,12259,585,13086,273,10219,443,10934,373,9701,397,10478,594,8778,370,9747,796,6565,338,7705,1151,3155,310,4621,1482,883,378,2746,5505,74984,3991,84482,142,8211,339,8693,784,16944,729,18465,375,8749,558,9686,343,13045,844,14233,504,24592,1273,26362,535,20217,964,21715,770,18808,903,20481,1139,17078,805,19021,1497,12732,662,14886,1981,5905,538,8421,2183,1494,520,4195,10245,147776,8136,166162
CED132,42,4322,164,4527,234,9122,319,9683,66,3986,133,4189,50,4068,157,4271,89,11940,594,12630,95,12924,579,13602,140,10312,413,10863,177,8089,328,8585,295,6158,288,6738,489,3209,206,3911,541,674,170,1384,2217,74802,3356,80375,25,4140,166,4332,120,8731,310,9159,48,3624,137,3812,40,3933,141,4116,98,13279,631,14003,118,14166,600,14883,132,11361,414,11905,220,8881,328,9436,433,7171,328,7939,790,3554,313,4658,1196,950,446,2591,3230,79786,3815,86835,66,8463,330,8856,353,17850,630,18836,121,7610,268,8001,90,8001,296,8384,191,25219,1226,26637,213,27097,1182,28485,272,21673,826,22770,401,16968,653,18016,724,13333,622,14675,1281,6759,522,8564,1744,1620,614,3978,5449,154586,7169,167209
CED133,84,3786,354,4223,779,8963,865,10611,305,4205,348,4855,215,3325,443,3985,291,6977,1041,8308,284,7519,970,8773,489,8885,928,10301,870,10740,965,12575,1110,10165,702,11974,990,4593,365,5958,742,951,154,1846,6161,70110,7142,83408,42,3670,318,4032,345,8758,846,9952,175,3905,349,4428,138,3276,309,3725,239,7640,760,8636,314,8344,790,9447,554,9707,723,10985,770,11416,731,12912,993,10256,638,11886,1261,4784,397,6444,1498,1150,269,2922,6333,72907,6128,85376,126,7455,670,8258,1126,17720,1709,20556,480,8105,694,9286,352,6604,752,7703,528,14615,1796,16948,593,15858,1764,18220,1040,18593,1651,21285,1639,22152,1694,25491,2102,20418,1346,23867,2253,9381,761,12398,2239,2106,422,4765,12494,143018,13267,168784
CED134,76,4562,635,5273,592,8794,1428,10814,200,3659,579,4438,140,3402,564,4108,213,8401,1193,9813,226,7111,1084,8423,400,7431,1097,8933,614,8439,1189,10240,861,6734,925,8527,873,3286,550,4706,546,704,215,1461,4744,62538,9470,76753,46,4265,606,4919,282,8713,1349,10344,111,3572,503,4186,86,3401,504,3990,177,9154,1233,10566,189,7675,1114,8984,385,7773,1080,9238,618,8590,1073,10281,714,6626,788,8120,1014,3659,610,5280,1087,888,351,2320,4704,64306,9212,78220,123,8826,1238,10186,867,17508,2781,21158,305,7232,1082,8622,228,6807,1071,8098,392,17556,2430,20378,418,14786,2202,17408,786,15209,2180,18177,1233,17026,2264,20522,1573,13355,1716,16652,1884,6948,1159,9984,1637,1592,564,3784,9447,126837,18681,154967
CED135,101,6502,509,7112,434,11275,924,12639,158,4346,301,4802,126,7217,652,7999,216,19307,1700,21228,277,17534,1299,19107,388,9730,712,10828,617,8108,610,9335,802,5178,357,6336,817,2200,207,3224,547,480,136,1157,4476,91871,7406,103754,61,6215,483,6748,197,10908,849,11951,87,3966,306,4363,81,6246,467,6792,208,18512,1403,20127,249,15393,1130,16769,444,9882,619,10946,745,8315,525,9578,1011,5455,378,6847,1309,2221,269,3800,940,483,176,1594,5329,87586,6606,99517,164,12709,991,13866,633,22184,1773,24586,244,8312,612,9165,209,13463,1119,14787,426,37824,3109,41351,527,32921,2427,35876,830,19606,1331,21774,1359,16421,1133,18912,1811,10630,732,13183,2123,4422,472,7022,1482,957,311,2750,9806,179458,14015,203278
CED136,124,5086,234,5440,1189,10170,621,11981,379,4683,243,5297,256,4529,246,5030,345,10058,583,10986,330,9376,502,10214,465,9287,469,10225,704,9116,492,10316,1069,8150,448,9657,955,4143,336,5433,511,696,129,1345,6335,75282,4307,85927,77,4995,233,5307,596,10270,540,11402,208,4478,210,4896,156,4533,218,4909,298,10791,506,11589,386,9934,463,10778,535,9881,412,10834,833,9944,426,11206,1059,8966,462,10493,1202,4436,358,5994,1120,862,262,2242,6472,79084,4088,89647,200,10076,475,10744,1789,20440,1164,23388,588,9151,460,10202,413,9060,461,9935,640,20845,1089,22578,718,19309,964,20994,1009,19167,881,21056,1540,19066,917,21520,2126,17114,908,20148,2155,8580,688,11427,1634,1556,390,3585,12813,154373,8394,175578
CED137,61,5188,272,5519,270,8554,421,9245,95,3843,183,4115,57,8229,716,8999,138,20976,1773,22893,151,14860,1115,16131,179,10178,590,10942,293,8988,434,9713,532,6191,327,7053,770,2834,227,3829,794,629,180,1608,3344,90472,6233,100054,21,4847,268,5132,141,8723,415,9278,61,3978,166,4206,62,7552,437,8055,119,20652,1272,22044,149,14410,752,15313,215,11355,468,12039,424,10014,396,10831,789,6824,300,7913,1291,2993,252,4531,1359,713,353,2428,4628,92054,5085,101763,85,10036,530,10650,416,17270,843,18522,156,7825,349,8326,119,15781,1156,17054,262,41634,3045,44942,301,29271,1873,31446,392,21533,1058,22985,722,19002,828,20547,1321,13017,630,14966,2059,5820,477,8357,2154,1344,539,4033,7969,182533,11314,201820
CED138,70,3700,296,4071,539,8668,817,10023,211,3795,325,4329,136,3032,296,3465,222,6959,727,7907,241,8535,820,9598,347,9104,808,10254,601,9818,782,11198,949,9608,724,11272,990,4689,400,6081,879,1108,253,2246,5185,69014,6242,80437,28,3566,314,3910,274,8334,756,9362,118,3764,290,4172,98,3093,283,3474,178,8077,747,9000,234,9615,825,10680,374,10185,796,11362,620,11336,791,12748,873,10311,662,11840,1305,5106,493,6900,1710,1403,443,3549,5808,74787,6400,86993,100,7268,610,7978,809,17002,1571,19386,325,7561,620,8502,243,6119,580,6937,401,15035,1474,16911,478,18153,1646,20279,721,19287,1607,21616,1222,21156,1571,23944,1818,19916,1380,23116,2290,9794,894,12984,2587,2512,692,5793,10994,143798,12644,167436
CED139,93,4658,314,5058,697,9420,726,10846,188,4618,398,5198,182,4176,493,4852,267,8459,890,9615,241,7730,847,8826,368,7990,790,9152,619,8774,750,10145,862,7707,592,9161,848,3987,394,5231,682,881,137,1702,5045,68404,6328,79774,54,4502,295,4847,334,9378,755,10471,156,4380,339,4875,135,4387,318,4842,222,8852,615,9687,261,8287,589,9133,464,8508,537,9516,603,9154,598,10358,855,7932,511,9295,1131,4255,390,5771,1405,1135,235,2773,5622,70761,5191,81571,145,9155,610,9907,1026,18801,1482,21313,348,8988,736,10076,317,8564,810,9694,491,17308,1502,19302,498,16014,1440,17955,836,16502,1332,18668,1215,17928,1351,20494,1717,15644,1098,18454,1975,8243,786,10999,2090,2008,373,4472,10666,139168,11518,161349
CED140,82,3853,177,4113,642,8274,451,9363,223,3955,198,4377,158,3578,190,3931,211,7043,448,7703,214,8197,407,8815,269,8942,496,9696,464,8808,479,9751,629,7535,407,8574,836,4320,303,5463,656,911,234,1804,4389,65419,3788,73596,42,3592,198,3825,297,7985,421,8699,124,3842,172,4136,98,3531,182,3808,183,7269,396,7848,225,8910,458,9598,346,9446,405,10200,586,9818,453,10855,730,8805,480,10015,1163,4702,442,6305,1375,1290,433,3093,5160,69178,4033,78375,123,7447,372,7939,939,16254,873,18063,348,7797,366,8514,257,7109,371,7741,388,14312,845,15546,441,17110,858,18415,609,18385,900,19900,1050,18626,929,20601,1360,16343,886,18589,2001,9024,743,11769,2029,2197,667,4904,9552,134603,7822,151973
CED141,85,4036,128,4258,691,8678,414,9782,270,4111,199,4577,177,3847,186,4208,255,7468,414,8141,242,8058,386,8684,366,8710,405,9487,583,8514,375,9472,831,7324,350,8509,961,4109,295,5367,660,870,138,1667,5120,65739,3287,74146,45,3750,163,3961,306,8406,452,9162,136,3856,150,4144,97,3593,161,3858,205,7882,359,8448,232,8771,352,9352,387,9145,332,9862,617,9387,360,10362,895,8417,396,9706,1272,4654,355,6275,1316,1129,191,2632,5514,68989,3270,77775,132,7795,291,8212,999,17081,861,18944,406,7969,351,8720,279,7444,351,8066,464,15351,777,16592,477,16827,733,18037,756,17856,733,19352,1202,17899,733,19836,1729,15742,749,18216,2233,8764,651,11649,1973,1997,332,4300,10637,134725,6556,151922
CED142,41,3546,210,3800,166,3841,303,4307,58,2197,179,2433,57,9322,868,10251,141,31238,2506,33884,203,19311,1477,20990,276,11196,950,12424,375,8250,740,9368,475,5011,490,5974,519,1961,264,2749,321,335,80,735,2628,96218,8062,106905,12,3307,195,3516,76,3784,274,4134,31,2564,192,2788,65,10175,816,11057,173,29905,2131,32205,201,15832,1094,17131,226,8648,601,9484,412,6846,481,7743,516,4683,358,5557,661,1818,237,2712,492,374,122,985,2863,87943,6503,97307,53,6851,404,7314,244,7625,576,8438,85,4762,364,5221,127,19497,1684,21303,311,61140,4639,66085,405,35146,2568,38113,501,19852,1553,21905,783,15104,1217,17105,997,9695,849,11536,1177,3777,505,5460,811,712,205,1726,5494,184155,14563,204215
CED143,35,3895,129,4064,201,9245,275,9728,58,4176,138,4371,57,3554,146,3751,77,8919,386,9384,83,9989,396,10472,111,10503,349,10966,159,8302,327,8789,221,5508,237,5972,422,3165,191,3780,533,777,91,1406,1963,68039,2671,72669,15,3837,118,3970,105,8835,285,9228,66,3975,120,4161,59,3581,112,3746,63,10049,413,10524,95,11103,371,11576,99,11494,379,11972,199,8720,294,9210,286,6379,229,6898,711,3726,235,4672,1083,912,196,2188,2782,72612,2754,78145,52,7735,249,8034,313,18082,562,18957,122,8148,263,8534,111,7132,258,7500,138,18969,799,19905,184,21092,771,22047,211,22000,730,22937,356,17018,622,17994,513,11891,464,12869,1135,6892,425,8447,1618,1690,286,3588,4747,140646,5419,150819
CED144,93,5458,457,6008,527,10567,965,12050,148,4927,357,5430,122,6182,535,6840,219,14166,1292,15677,263,11960,1046,13263,356,9952,742,11052,708,8685,642,10043,1083,5336,412,6830,1246,2468,303,4011,887,544,169,1598,5643,80242,6924,92809,41,5092,456,5588,203,10117,794,11112,90,4711,301,5102,82,5584,422,6084,177,12740,1064,13979,247,11393,894,12533,463,10341,705,11507,873,8762,566,10202,1354,5597,393,7345,1741,2375,339,4453,1509,607,316,2431,6778,77321,6244,90349,134,10553,911,11596,730,20681,1751,23166,234,9638,662,10532,198,11767,956,12922,393,26907,2357,29658,509,23353,1938,25802,818,20292,1451,22568,1587,17446,1210,20243,2434,10930,804,14172,2988,4841,638,8469,2392,1153,487,4030,12421,157561,13175,183154
CED145,32,3499,166,3689,154,6918,307,7384,50,3005,183,3233,47,3091,207,3343,62,12689,932,13674,71,10502,650,11224,93,8820,445,9365,112,6816,362,7288,238,5230,289,5753,454,2831,281,3567,449,713,330,1494,1750,64117,4151,70021,25,3391,171,3587,97,6767,314,7184,45,2930,149,3124,33,3825,204,4052,75,14812,947,15835,81,10999,593,11670,132,9247,439,9818,163,7083,319,7561,275,5865,307,6450,662,3310,415,4388,930,809,670,2412,2528,69024,4532,76081,54,6884,341,7281,257,13686,623,14565,97,5932,331,6356,73,6915,410,7399,133,27501,1875,29509,147,21500,1242,22889,227,18071,893,19184,274,13894,682,14854,515,11092,604,12206,1119,6142,693,7953,1377,1520,1003,3903,4273,133144,8686,146102
CED146,124,6647,541,7310,709,14077,1097,15884,271,6855,428,7550,206,6637,375,7219,285,11816,770,12879,392,12650,800,13833,508,11114,627,12241,1008,9420,612,11035,1212,5119,369,6694,969,1809,283,3070,407,304,225,938,6091,86436,6124,98652,79,6214,509,6793,324,13634,1014,14971,132,6523,397,7047,102,6278,353,6732,249,13089,837,14177,415,13532,901,14845,711,11592,673,12970,1266,9315,537,11107,1484,5222,371,7078,1330,1748,327,3399,795,319,276,1394,6881,87454,6188,100525,198,12861,1046,14104,1031,27710,2112,30854,394,13376,824,14596,307,12914,727,13950,540,24906,1610,27054,805,26175,1700,28678,1217,22702,1296,25218,2270,18729,1145,22144,2700,10339,736,13772,2294,3558,616,6466,1208,627,501,2331,12969,173890,12308,199172
CED147,108,4619,256,4984,789,9766,574,11127,269,4719,238,5231,221,4277,236,4727,314,8795,426,9538,305,8924,464,9699,410,9308,462,10181,613,9117,424,10150,891,7650,392,8936,978,4251,359,5585,681,880,316,1873,5576,72312,4156,82035,53,4475,217,4751,377,9517,556,10451,184,4629,222,5037,126,4247,190,4560,243,9363,477,10083,305,9534,458,10295,528,9979,413,10917,723,9961,407,11092,1006,8739,394,10147,1423,4725,406,6556,1301,934,379,2620,6268,76109,4128,86507,163,9097,470,9736,1164,19281,1130,21580,454,9353,469,10265,344,8519,425,9290,554,18152,906,19618,610,18455,926,19998,943,19286,875,21099,1336,19078,831,21244,1896,16394,787,19079,2403,8980,765,12146,1983,1814,697,4497,11845,148414,8280,168545
CED194,6,157,87,258,24,200,167,382,8,156,91,253,12,267,136,411,25,723,414,1164,34,586,480,1108,42,531,433,1010,73,569,308,949,39,476,130,648,20,115,35,166,8,10,6,19,300,3791,2285,6375,3,113,90,203,9,218,182,412,9,180,91,279,13,274,135,418,26,667,333,1022,27,434,286,749,41,428,197,666,51,500,149,698,31,312,64,404,12,76,20,104,15,5,8,32,232,3220,1546,4997,11,276,181,460,35,413,344,798,20,337,174,532,17,542,267,829,52,1392,749,2187,65,1025,761,1859,83,960,629,1678,129,1069,460,1648,71,787,195,1055,35,192,53,277,15,14,14,49,537,7010,3831,11371
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
