UCL_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
UCL121026,0,0,0,6,5,4,0,0,0,0,0,0,0,0,0,94,89,181,3,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,105,105,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,14,19,31,0,0,0,118,135,256
UCL121027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,165,359,4,13,25,3,0,3,4,0,3,0,0,3,3,0,3,0,0,0,212,183,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,28,20,27,45,3,0,0,245,230,474
UCL121028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,59,143,3,8,11,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,92,69,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,20,14,17,34,3,0,4,123,97,222
UCL121029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,63,177,0,4,6,8,0,8,0,0,0,0,0,0,0,0,0,3,5,10,126,76,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,16,11,30,0,0,3,146,92,246
UCL121030,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,29,28,62,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,8,22,50,38,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,6,3,0,3,59,46,104
UCL121031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,122,278,14,8,18,3,0,4,0,0,0,0,0,0,3,0,0,9,6,12,183,144,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,21,17,31,6,3,6,207,165,373
UCL121032,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,125,124,251,4,6,13,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,143,142,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,30,21,24,49,3,3,8,184,185,369
UCL121033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,70,160,3,0,3,8,0,8,0,0,3,0,0,0,7,0,7,11,18,23,107,93,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,8,12,27,0,3,3,124,113,237
UCL121034,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,111,123,232,10,6,14,3,0,3,0,0,0,3,3,3,3,0,3,6,6,11,132,137,274,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,9,0,0,3,0,0,0,0,0,0,0,0,3,7,19,23,20,19,41,0,3,3,161,186,347
UCL121035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,131,284,7,5,14,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,172,140,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,17,16,30,50,0,0,4,197,181,381
UCL121036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,151,278,5,18,24,7,0,7,3,0,3,0,0,0,3,0,3,4,0,8,152,175,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,3,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,22,33,28,23,49,0,0,3,200,213,417
UCL121037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,99,216,0,9,7,4,0,4,4,0,4,0,0,0,0,0,0,3,3,7,132,109,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,10,13,14,20,32,0,0,3,163,137,299
UCL121038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,59,134,6,5,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,88,59,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,19,28,3,7,11,105,87,190
UCL121039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,64,148,3,4,6,7,0,7,0,0,0,0,0,0,0,0,0,7,3,8,96,74,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,7,6,13,0,0,0,107,87,201
UCL121040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,76,153,9,7,14,3,0,3,0,0,0,0,0,4,0,0,0,0,7,11,103,92,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,35,8,16,23,0,3,0,122,132,250
UCL121041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,100,213,6,10,11,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,128,111,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,22,39,3,8,4,148,143,292
UCL121042,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,61,61,119,11,4,16,9,0,9,0,0,0,0,0,0,0,0,3,3,0,3,83,62,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,8,9,20,3,3,3,97,86,177
UCL121043,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,85,88,173,9,8,10,3,0,8,0,0,0,0,0,0,3,0,3,4,4,14,110,103,213,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,11,10,16,9,23,32,0,5,3,140,132,273
UCL121044,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,133,113,247,4,3,6,3,0,3,0,0,0,0,0,0,0,0,0,0,3,5,143,126,266,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,6,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,10,15,0,0,0,0,0,0,0,0,0,0,0,0,9,20,27,11,12,22,3,3,3,172,170,336
UCL121045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,76,153,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,85,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,9,18,24,0,0,0,97,108,202
UCL121046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,79,155,13,4,14,7,0,7,0,0,0,0,0,0,0,0,3,3,11,11,98,89,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,17,11,17,31,3,7,10,128,116,247
UCL121047,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,111,94,199,9,4,7,3,0,3,3,0,3,3,0,3,0,0,0,3,3,8,127,106,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,19,12,20,33,3,7,12,153,148,299
UCL121048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,123,268,9,16,22,0,0,0,0,0,0,0,0,3,3,0,3,0,4,3,162,138,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,9,24,0,0,0,171,153,331
UCL121049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,42,92,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,4,6,13,61,52,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,8,17,24,0,5,5,78,74,152
UCL121050,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,131,102,234,10,5,17,5,0,5,0,0,0,0,0,3,0,0,3,12,8,17,158,117,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,24,20,28,55,0,0,0,198,162,359
UCL121051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,70,167,7,10,9,7,0,7,0,0,0,0,0,0,0,0,0,15,3,18,128,81,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,12,20,18,24,44,5,5,9,161,126,290
UCL121052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85,182,8,10,16,0,0,0,0,0,0,3,0,9,0,0,0,7,14,25,124,114,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,13,20,18,26,40,0,7,6,152,156,305
UCL121053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,155,336,8,9,13,3,0,3,0,0,0,0,0,0,6,0,6,6,10,16,211,171,384,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,18,9,24,23,32,54,0,3,3,253,217,472
UCL121054,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,100,88,191,15,10,19,9,0,9,0,0,0,0,0,0,0,0,0,14,19,26,140,117,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,13,9,23,34,0,6,4,161,145,311
UCL121055,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,155,124,275,10,15,18,9,0,9,0,0,0,0,0,0,0,0,0,3,3,8,178,142,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,23,32,15,28,42,0,0,0,213,190,400
UCL121056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,91,202,4,5,10,4,0,4,0,0,0,3,0,3,0,0,0,7,3,8,130,103,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,11,12,17,16,22,40,0,0,5,154,143,297
UCL121057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,118,248,8,9,12,3,0,3,0,0,0,0,0,0,3,0,3,4,0,9,150,126,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,9,25,34,0,0,0,163,156,322
UCL121058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,122,282,4,5,16,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,179,131,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,20,37,4,3,8,197,155,354
UCL121059,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,255,248,505,10,11,25,21,0,21,7,0,11,0,0,0,5,0,3,8,5,13,302,271,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,26,33,30,60,91,3,4,10,354,363,715
UCL121060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,88,191,9,8,15,5,0,5,0,0,0,0,0,4,4,3,3,0,0,0,115,97,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,12,23,0,0,4,126,114,244
UCL121061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,174,362,12,8,23,13,0,13,3,0,3,3,0,3,0,0,0,0,0,0,212,189,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,16,21,21,24,45,9,0,9,245,226,473
UCL121062,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,191,179,368,3,8,14,10,0,10,4,0,4,0,0,0,4,0,5,4,0,4,211,195,409,0,0,0,0,0,0,0,0,0,7,4,13,3,0,3,0,0,0,12,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,4,23,3,0,5,0,0,0,0,0,0,3,0,5,12,22,30,21,28,46,0,3,0,266,253,518
UCL121063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,60,147,3,3,10,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,100,66,167,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,9,14,13,26,40,3,4,8,120,109,233
UCL121064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,79,149,3,6,13,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,87,89,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,8,8,12,12,20,40,0,3,3,106,127,235
UCL121065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,92,197,3,3,10,11,0,11,0,0,0,0,0,0,0,0,0,18,28,44,135,127,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,20,9,15,25,0,5,6,158,155,314
UCL121066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,210,441,9,20,30,8,0,8,0,0,0,0,0,0,0,0,0,4,3,3,252,233,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,26,24,40,61,0,0,0,288,293,580
UCL121067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,96,211,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,127,98,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,13,19,19,17,36,0,0,0,151,126,279
UCL121068,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,96,96,194,3,8,7,3,0,3,0,0,0,0,0,0,0,0,0,3,3,9,115,112,223,0,0,0,0,0,0,0,0,0,4,6,6,0,3,3,0,0,0,4,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,5,13,19,3,3,3,0,0,0,0,0,0,3,3,3,13,7,24,9,18,23,3,0,3,146,149,293
UCL121069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,82,195,10,4,14,8,0,8,0,0,0,0,0,0,3,0,3,0,5,4,133,89,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,10,23,36,4,0,6,155,118,277
UCL121070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,89,170,3,3,10,3,0,3,0,0,0,0,0,0,0,0,0,12,7,20,105,95,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,11,21,0,3,3,117,116,236
UCL121071,7,14,22,0,0,0,0,0,0,0,0,0,0,0,0,72,86,154,3,13,14,3,0,3,4,0,4,0,0,0,0,0,0,11,7,16,100,116,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,13,6,16,21,23,48,3,0,4,142,150,298
UCL121072,9,0,7,0,0,0,0,0,0,0,0,0,3,0,3,74,70,142,3,3,11,4,0,4,0,0,0,0,0,0,0,0,0,3,3,4,92,77,172,0,0,0,0,0,0,0,0,0,3,6,3,0,3,3,0,0,0,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,10,11,3,0,5,105,98,205
UCL121073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,105,211,16,13,23,10,0,10,3,0,3,0,0,0,0,0,3,21,21,39,159,134,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,17,26,3,4,7,176,164,338
UCL121074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,98,204,0,5,6,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,116,107,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,18,27,41,3,3,4,137,136,278
UCL121075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,110,219,3,3,7,3,0,3,4,0,4,0,0,0,0,0,0,12,14,24,125,123,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16,17,33,55,3,3,4,157,174,329
UCL121076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,125,276,10,9,15,3,0,3,0,0,0,0,0,0,0,0,0,3,3,7,165,134,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,10,7,26,31,3,0,3,184,167,353
UCL121077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,86,184,7,4,14,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,107,97,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,9,10,20,0,0,0,120,109,231
UCL121078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,132,299,3,10,13,6,0,6,0,0,0,3,0,5,0,0,0,5,6,8,185,143,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,14,9,29,37,0,0,0,203,182,386
UCL121079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,86,179,9,7,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,105,95,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,15,25,8,9,18,0,0,0,122,119,240
UCL121080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,151,275,8,12,22,4,0,4,0,0,0,0,0,0,3,0,5,3,3,3,149,164,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,27,17,36,53,3,3,7,188,217,405
