UCL_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
UCL113004,3,102,103,2219,52,2476,0,0,0,17,0,24,20,0,0,12,0,28,9,0,0,0,0,8,42,12,11,28,0,92,220,91,97,1833,45,2290,18,0,3,4,0,26,4,0,0,15,0,14,27,10,6,202,3,246,3,0,3,13,0,20,4,0,0,0,0,4,14,0,0,0,0,15,34,29,15,574,4,648,30,11,10,106,0,153,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,3,11,0,0,3,0,11,0,0,0,0,0,3,11,9,0,0,0,23,8,3,3,6,0,20,4,0,0,0,0,9,64,31,16,503,13,618,0,0,0,0,0,0,18,0,0,0,0,19,4,0,0,0,0,9,9,0,0,0,0,9,3,0,0,0,0,3,4,0,0,0,0,4,9,0,0,11,0,20,66,10,14,26,0,122,7,0,0,62,322,390,566,180,174,4275,434,5620
UCL113005,65,643,413,7219,209,8545,0,6,0,250,7,263,71,3,6,48,0,133,26,0,3,12,0,42,116,35,17,47,3,216,1090,659,429,6576,180,8934,64,0,17,4,8,92,26,9,14,63,0,112,140,38,27,528,16,747,24,15,0,34,0,71,17,6,3,7,0,33,36,3,0,4,0,39,155,119,84,1932,53,2342,105,42,10,190,9,359,13,0,0,0,0,13,9,7,5,23,0,40,4,0,0,0,0,3,49,14,9,44,3,109,22,10,6,3,0,35,35,19,9,12,4,81,51,8,0,13,0,69,24,0,0,7,0,27,279,164,100,1448,47,2038,5,0,0,5,0,9,31,5,0,3,0,35,29,0,3,14,3,43,7,3,0,0,0,10,3,0,0,0,0,3,10,0,0,0,0,10,35,32,4,65,0,136,327,74,62,155,10,617,37,12,9,193,1283,1533,2406,1178,736,13893,1716,19918
UCL113006,37,402,293,7000,173,7902,0,6,0,213,0,224,58,3,5,15,0,81,4,0,0,3,0,8,69,29,16,55,0,175,398,322,270,5826,151,6961,65,0,33,0,3,98,13,3,3,39,0,65,67,33,23,638,11,779,17,6,0,10,0,37,10,0,3,0,0,11,58,0,0,11,0,71,88,81,38,1798,40,2048,25,19,0,147,6,200,0,0,0,0,0,5,0,3,0,6,0,8,4,0,0,0,0,4,8,3,0,28,0,43,5,7,6,6,6,30,20,19,12,20,0,70,19,8,3,15,3,43,13,0,3,4,0,20,110,92,70,1420,20,1705,0,0,0,3,0,3,11,4,5,0,0,16,10,0,0,13,4,28,17,0,0,0,0,16,0,0,0,0,0,0,11,0,3,0,0,18,13,7,3,39,0,63,192,56,30,147,9,424,8,13,0,221,1226,1466,1092,666,500,12980,1549,16787
UCL113007,211,425,222,4571,122,5551,4,0,3,120,8,131,246,3,7,32,6,293,7,0,0,4,0,7,42,18,9,39,0,111,532,320,202,3855,82,4988,190,0,17,0,4,220,24,0,4,18,0,51,90,43,15,417,9,578,10,3,3,24,0,35,3,3,0,4,0,5,853,15,5,11,3,885,85,57,59,1340,16,1556,1861,451,154,1788,53,4314,23,0,0,0,0,20,15,4,3,5,0,27,9,0,4,0,0,12,4,3,0,6,0,14,54,4,3,0,3,72,70,17,9,13,3,108,13,4,11,5,0,33,12,0,0,4,0,13,104,84,67,967,14,1228,0,0,0,5,0,4,48,6,0,3,0,58,75,10,12,16,0,115,10,0,0,0,0,15,98,3,3,3,0,107,3,0,0,0,0,7,9,5,4,35,3,57,1850,131,50,92,67,2192,115,10,11,143,1526,1804,5908,1060,548,9503,1856,18874
UCL113008,23,237,144,4212,103,4712,0,4,8,514,24,547,57,0,4,14,3,79,3,3,0,0,0,7,26,13,3,13,0,53,244,194,107,3181,89,3823,47,0,16,4,3,71,8,3,0,19,0,30,29,23,12,238,11,318,9,3,0,17,0,26,7,5,0,3,0,16,37,0,0,0,0,43,34,38,22,844,12,954,16,15,3,62,0,98,0,0,0,0,0,4,9,6,0,11,0,25,3,0,0,3,0,3,18,3,3,34,0,59,12,9,5,8,0,27,7,12,9,7,0,33,10,0,0,3,0,10,7,0,0,3,0,10,54,49,33,550,12,687,0,0,0,0,0,3,0,0,3,3,0,5,15,0,0,7,0,17,3,0,0,0,0,3,3,0,0,7,0,9,0,0,0,0,0,0,16,0,0,30,0,43,120,32,32,88,4,272,5,5,3,155,1563,1735,671,390,230,7583,1775,10648
UCL113009,73,575,377,4323,85,5434,0,0,0,28,0,29,90,3,4,32,0,127,39,4,10,18,0,70,100,30,24,69,4,225,1132,555,389,3695,68,5842,26,3,5,3,0,39,33,0,3,40,0,72,147,61,29,306,3,549,55,12,0,30,0,94,14,8,0,7,0,32,10,4,9,13,0,35,260,121,110,1562,24,2080,149,55,20,173,0,390,7,3,0,0,0,12,17,0,0,4,0,25,37,4,0,16,0,59,45,12,11,39,3,111,31,3,7,0,3,47,57,25,18,10,0,108,55,15,3,23,0,89,17,0,0,8,0,24,287,126,108,1175,13,1709,17,4,0,10,0,25,42,10,10,0,0,58,41,0,3,19,0,67,3,0,0,0,0,6,3,0,3,0,0,7,11,0,0,0,0,14,39,18,3,53,0,114,390,104,82,128,4,715,21,8,0,69,582,679,2613,1027,715,8357,746,13453
UCL113010,49,478,309,7266,170,8271,0,6,0,106,7,116,22,3,0,12,0,43,6,3,0,4,0,14,43,18,14,58,0,130,465,421,314,6220,158,7575,77,4,31,3,3,123,9,0,3,26,0,38,74,37,27,472,15,641,3,10,0,16,3,29,7,0,3,0,0,10,35,3,0,3,0,43,75,80,40,1365,29,1582,20,19,4,117,3,166,4,0,0,0,0,7,0,0,0,3,0,3,3,7,0,7,4,22,9,3,5,18,0,36,18,9,3,4,0,38,36,20,19,19,0,93,53,21,9,36,3,117,4,0,0,12,0,19,160,115,97,1372,33,1778,0,0,0,0,0,3,14,6,3,3,0,26,15,10,0,24,3,49,0,0,0,0,0,3,3,0,0,0,0,3,8,0,4,0,0,6,16,19,11,109,0,154,183,65,35,147,9,435,11,3,3,173,900,1096,1166,824,557,13018,1235,16792
UCL113011,37,367,233,4254,135,5031,0,5,0,74,0,79,73,4,0,18,0,102,15,0,0,6,0,19,54,29,3,35,3,114,478,314,209,3636,121,4771,62,0,27,3,0,92,13,3,0,21,0,40,68,37,11,269,5,398,17,11,3,17,5,54,16,0,0,6,0,21,49,9,0,4,0,55,96,81,39,1128,36,1380,72,13,12,119,0,219,3,0,0,0,0,3,13,3,0,13,0,25,6,3,0,0,0,11,15,12,0,21,0,51,18,3,5,7,0,33,27,10,11,7,0,60,33,14,0,16,0,59,3,3,0,3,0,9,146,126,84,993,45,1394,10,0,0,0,0,10,7,5,3,0,0,14,24,0,3,4,0,32,7,0,0,0,0,5,0,3,0,3,0,6,24,0,5,0,0,38,28,15,5,41,0,83,272,51,53,90,9,469,22,3,4,127,778,945,1407,652,423,8001,1047,11530
UCL113012,113,751,590,6423,244,8128,0,3,0,83,0,84,87,6,14,33,0,146,33,11,5,9,0,60,147,33,26,66,3,276,1252,692,552,5792,160,8446,87,3,18,0,0,105,52,10,7,52,0,118,201,83,48,557,12,900,26,5,6,36,0,80,29,3,0,9,0,44,65,10,4,4,0,85,234,161,100,1571,34,2097,99,42,12,201,6,365,35,0,0,0,0,37,18,11,0,15,0,45,6,0,3,3,0,12,36,13,3,34,0,84,68,27,7,11,0,107,107,52,29,25,12,219,56,11,10,30,0,110,30,6,7,12,0,57,344,188,153,1467,27,2177,15,0,3,0,0,25,70,10,16,3,0,99,40,7,3,15,0,70,12,0,3,4,0,20,3,3,0,0,0,8,9,0,0,0,0,10,39,12,8,67,0,126,721,131,107,200,19,1182,29,5,11,118,740,900,3143,1349,1026,12042,1181,18741
UCL113013,34,284,211,4744,111,5384,0,0,0,50,7,59,36,0,4,21,0,62,16,0,0,4,0,26,46,17,12,52,0,127,360,254,185,3414,88,4306,50,0,7,4,3,68,6,0,0,20,0,26,61,13,21,357,10,464,23,8,3,24,0,57,7,0,0,9,3,18,46,0,0,6,0,49,53,58,41,1115,15,1285,35,18,6,102,0,166,10,0,0,4,0,13,0,3,0,5,0,9,0,0,0,0,0,0,11,3,6,16,0,34,15,11,8,3,0,35,35,21,8,11,0,78,8,14,3,10,0,33,3,0,0,10,0,13,84,54,47,728,20,923,6,0,0,0,0,7,28,0,0,0,0,32,10,0,3,9,0,24,0,0,0,0,0,3,3,0,0,0,0,8,17,0,0,0,0,17,9,3,6,33,0,54,158,34,28,84,4,308,24,3,3,121,822,974,1004,475,353,8090,1042,10966
UCL113014,24,231,192,4400,76,4925,0,0,0,77,0,77,61,3,0,19,0,88,9,0,0,3,0,9,42,11,8,37,3,97,295,213,157,3577,80,4319,99,0,20,6,0,124,14,0,0,15,0,32,30,21,11,355,5,431,10,4,0,17,0,32,3,0,0,0,0,3,77,3,0,13,0,96,67,55,22,948,9,1108,31,21,14,91,0,149,3,0,7,0,0,5,8,0,0,15,0,25,0,0,0,0,0,4,4,0,5,10,0,16,37,9,5,9,0,63,33,21,22,8,3,94,17,13,6,14,0,45,3,6,0,0,0,4,77,70,39,772,15,968,4,3,0,4,0,15,19,0,0,0,0,18,9,3,0,7,0,24,18,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,3,11,5,4,36,0,63,218,33,33,99,3,384,13,0,4,106,608,731,1025,423,321,7866,769,10404
UCL113015,71,496,349,4246,88,5250,3,3,0,53,0,60,86,0,4,14,0,112,85,7,0,44,3,137,107,22,27,39,3,202,1142,477,329,4053,77,6074,65,7,19,4,0,94,36,6,3,43,0,91,158,46,34,361,6,604,57,14,7,24,3,99,23,0,0,5,0,29,37,12,0,0,0,48,228,104,67,1305,24,1724,142,42,11,144,5,342,33,0,3,0,0,35,11,8,3,13,0,36,5,0,5,0,0,9,64,9,6,39,0,118,26,15,3,0,0,45,52,23,19,19,0,116,60,8,13,26,0,106,19,3,3,3,0,35,248,120,83,1037,19,1508,18,0,4,7,0,26,27,3,6,4,0,39,25,6,0,12,0,40,3,0,0,0,0,3,18,6,3,0,0,22,18,0,0,0,0,18,82,14,13,63,4,169,435,97,71,148,8,753,27,4,3,78,996,1105,2738,917,631,8505,1179,13966
UCL113016,29,387,302,5285,101,6096,0,11,0,139,0,156,63,0,4,14,0,83,19,0,0,9,0,40,55,23,18,74,0,172,458,348,280,4446,122,5658,55,8,14,8,0,85,10,3,0,35,3,62,71,44,21,404,10,554,19,4,3,21,0,51,8,0,8,7,0,24,44,3,0,0,0,49,63,59,39,1313,24,1503,51,33,17,134,4,233,0,0,0,0,0,0,3,0,0,6,0,7,8,3,0,5,0,13,12,6,0,21,0,38,22,3,4,10,0,46,29,13,21,11,0,73,48,7,3,37,3,99,10,0,0,8,0,23,138,104,67,989,18,1322,5,0,0,3,0,12,12,7,3,0,0,24,22,6,0,24,0,59,0,3,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,12,38,17,12,82,3,145,265,72,60,122,11,527,24,10,3,123,879,1031,1284,697,511,9690,1115,13302
UCL113017,46,351,290,5538,78,6296,0,9,0,59,0,72,73,0,6,16,0,99,3,0,3,0,0,9,79,32,15,47,0,180,522,280,245,4473,92,5615,98,0,27,0,0,128,12,3,4,47,0,63,77,27,29,521,12,662,7,4,0,23,0,41,12,4,3,4,0,20,30,3,3,8,3,40,115,44,63,1300,7,1524,32,13,0,98,3,152,6,0,5,0,0,11,11,0,0,10,0,18,0,0,0,0,0,0,16,3,5,17,0,43,63,14,5,13,0,94,49,28,23,24,7,130,17,5,5,36,0,59,12,0,5,5,0,24,155,88,64,1066,10,1386,3,0,0,0,0,3,37,0,6,3,0,55,18,0,0,14,0,33,10,0,0,0,0,10,4,0,0,0,0,4,23,0,3,0,0,26,10,5,3,46,0,66,202,55,29,106,8,396,16,6,3,116,706,848,1378,563,496,9903,875,13214
UCL113018,59,390,253,3711,88,4502,0,0,3,86,0,95,18,10,4,22,3,51,49,3,0,10,0,63,58,18,3,34,0,111,765,364,244,2967,80,4416,32,0,8,0,3,45,9,8,3,24,0,45,111,15,20,219,11,374,45,4,9,14,4,73,32,0,3,9,0,45,12,0,0,4,0,22,126,54,61,889,20,1141,72,33,12,120,5,241,0,0,0,0,0,3,8,3,0,3,0,13,4,0,0,0,0,4,63,19,8,46,3,126,22,3,10,15,0,48,36,18,10,6,3,76,46,4,3,16,0,68,24,7,0,4,0,35,163,95,49,677,15,1000,12,3,0,0,0,13,15,6,0,4,0,25,37,0,4,10,0,47,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,30,6,3,31,0,73,241,54,25,90,14,425,27,10,8,75,486,599,1752,664,440,6594,682,10143
UCL113019,59,463,294,7524,212,8549,0,7,5,187,3,197,83,7,11,34,0,128,9,3,7,7,0,26,81,25,13,44,0,169,640,435,254,6155,195,7666,94,3,21,0,0,124,18,7,5,33,0,61,88,47,15,550,13,708,16,5,4,24,0,57,18,5,0,7,0,27,123,10,0,7,4,135,113,89,48,1530,28,1811,38,18,12,182,3,248,22,0,0,0,0,19,13,3,6,16,0,40,0,0,0,0,0,3,19,13,3,26,4,58,14,13,0,16,0,43,24,22,21,16,0,79,22,5,3,19,0,50,17,0,0,3,0,15,156,112,58,1428,41,1793,3,0,0,3,0,6,15,4,3,3,0,24,13,0,0,9,0,25,20,0,0,4,0,22,3,0,0,0,0,3,9,0,0,0,0,9,17,7,3,25,0,52,319,60,55,137,6,570,8,13,4,191,1124,1337,1705,837,497,13548,1530,18117
UCL113020,53,458,348,4452,115,5426,3,3,0,63,3,67,52,7,12,46,3,106,28,5,7,0,0,42,76,25,14,41,3,159,938,420,320,4010,129,5816,36,7,14,3,0,65,16,3,8,32,0,61,143,39,24,286,0,490,34,4,5,31,0,70,19,6,0,5,0,29,34,4,0,3,0,39,168,75,62,1270,32,1612,149,50,19,211,6,443,3,0,3,0,0,3,6,0,0,3,0,11,4,0,0,3,4,12,47,11,3,25,0,89,6,0,3,3,0,16,35,25,11,14,0,87,34,8,8,10,0,63,18,4,6,3,0,31,219,118,103,1002,27,1473,21,0,0,0,0,21,30,0,5,5,0,38,22,0,0,13,0,37,3,0,0,0,0,3,0,0,0,0,0,3,24,0,4,3,0,32,37,8,15,51,0,105,263,61,61,142,5,529,26,6,10,116,686,839,2106,797,631,8562,961,13054
UCL114001,19,200,134,1730,22,2105,0,0,0,6,0,11,22,0,0,12,0,41,4,0,0,0,0,8,38,14,4,16,0,76,317,183,116,1804,33,2458,7,0,4,0,0,9,9,0,0,12,0,18,37,13,9,158,3,222,7,3,0,8,0,13,7,0,0,3,0,5,6,0,0,9,0,12,79,43,29,640,9,794,37,6,0,85,3,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,11,0,20,3,0,7,0,0,6,22,6,7,6,0,41,11,3,0,0,0,20,3,0,0,6,0,12,50,52,46,433,4,584,4,0,0,0,0,4,11,0,0,3,0,12,5,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,18,0,37,68,39,29,35,0,176,4,0,5,50,201,261,612,328,235,3618,266,5066
UCL114002,22,203,163,1741,39,2163,0,0,0,11,0,11,7,5,3,6,0,15,9,4,0,13,0,25,47,9,11,28,0,87,312,209,137,1512,40,2208,22,0,4,3,0,23,11,0,0,6,0,19,67,21,13,125,3,228,4,0,0,4,0,13,12,0,0,3,0,16,3,3,0,0,0,10,53,23,28,445,3,558,30,15,3,41,3,91,5,0,0,0,0,5,3,0,0,0,0,7,0,0,0,0,0,0,24,0,7,12,0,42,15,10,3,4,0,29,21,17,6,3,0,56,22,5,3,22,0,50,3,0,0,5,0,18,97,51,32,368,4,554,0,3,0,0,0,3,17,0,0,4,0,22,11,0,0,3,0,22,0,0,0,3,0,7,0,0,0,0,0,0,4,0,0,0,0,4,18,7,3,14,0,34,98,23,25,40,0,186,4,0,3,33,380,422,738,345,251,3258,462,5058
UCL114003,60,368,296,2040,62,2827,0,0,0,18,3,20,27,11,5,14,0,59,17,6,0,5,0,22,90,33,13,36,0,165,800,330,229,2071,52,3483,29,3,7,4,0,42,95,10,10,28,4,141,181,34,22,178,7,424,25,9,3,38,0,76,18,10,3,7,0,32,18,7,0,4,0,23,221,116,66,886,19,1314,146,22,19,106,7,298,13,0,0,0,0,13,7,4,0,9,0,20,3,3,0,0,0,6,10,6,5,5,0,30,21,9,0,0,3,29,58,17,10,9,3,90,39,13,9,20,3,83,20,4,3,3,0,35,205,91,54,601,12,962,3,0,4,0,0,10,28,10,3,0,0,37,54,9,3,6,0,74,6,0,0,0,0,14,13,7,0,0,0,18,11,0,0,0,0,15,32,0,3,34,0,66,478,97,86,109,11,787,21,6,3,53,1402,1479,2061,710,510,4426,1539,9246
UCL114004,20,221,178,2684,73,3174,0,0,0,18,0,14,23,4,4,19,0,49,0,4,0,0,0,8,49,12,3,19,0,80,572,256,172,2450,81,3529,8,0,7,0,0,19,14,0,4,17,3,31,64,14,6,164,7,257,11,0,0,6,0,23,9,4,0,14,0,24,9,0,0,3,0,12,92,46,22,747,13,928,21,8,3,54,0,89,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0,10,8,5,8,0,30,0,3,0,6,0,9,25,3,7,5,0,43,10,0,3,0,0,17,8,0,0,0,0,10,158,57,42,585,18,859,0,0,0,0,0,0,11,5,3,0,0,13,4,0,0,8,0,6,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,3,17,4,6,25,0,50,120,38,14,53,72,298,8,0,3,47,433,495,1028,419,298,5124,667,7532
UCL114005,19,221,137,4403,116,4892,0,7,0,170,7,183,17,3,3,9,0,27,0,0,0,3,0,7,34,4,5,25,0,71,216,188,122,3481,79,4092,55,0,12,8,0,80,5,3,0,25,0,26,39,17,17,316,10,402,7,3,3,19,0,36,8,0,0,0,0,11,8,11,0,9,0,26,42,39,30,1040,14,1162,28,12,3,169,5,220,3,0,0,0,0,3,3,3,0,10,0,14,0,0,0,0,0,0,3,7,3,0,0,18,12,0,0,19,0,29,17,8,10,9,3,43,3,0,3,3,0,12,3,3,0,0,0,6,52,52,27,713,19,851,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,11,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,21,0,28,129,34,23,84,12,273,7,3,5,136,619,773,611,371,255,7913,826,9982
UCL114006,40,189,116,2126,40,2512,0,0,0,13,0,16,46,0,3,25,6,79,12,3,0,3,0,17,77,16,3,24,3,124,287,180,131,1664,52,2321,13,0,7,3,0,20,15,3,5,11,0,32,142,24,24,177,3,372,21,0,4,3,0,33,17,0,0,9,0,23,19,0,0,4,3,30,53,42,26,602,11,738,93,20,8,53,5,180,3,0,0,0,0,10,34,12,0,15,3,67,0,0,3,0,0,8,8,3,3,4,0,19,6,5,3,0,0,20,27,12,10,4,0,56,30,4,3,11,0,44,4,0,3,8,0,17,86,37,57,468,7,657,11,0,4,0,0,17,11,0,0,0,0,13,15,0,0,0,0,14,9,0,0,0,0,9,4,0,0,0,0,4,12,0,0,0,0,12,8,5,3,15,0,30,241,36,13,77,6,372,9,0,3,62,669,748,1126,350,253,3872,770,6379
UCL114007,12,136,80,2439,65,2730,0,0,0,12,8,21,21,0,0,9,0,29,0,0,0,0,0,0,28,8,0,18,0,45,180,120,65,1916,52,2324,19,0,4,0,0,21,3,0,0,15,0,24,17,10,4,171,3,211,0,3,0,5,0,12,0,0,0,0,0,4,22,3,0,0,0,26,33,16,15,643,19,723,7,6,0,35,0,52,0,0,0,0,0,3,5,3,3,7,0,19,0,0,0,0,0,0,3,0,0,0,0,3,8,7,0,0,0,9,11,3,6,0,0,14,7,3,0,6,0,15,5,0,0,3,0,9,46,27,23,419,10,518,0,0,0,0,0,0,3,0,0,0,0,5,4,0,0,3,0,11,4,0,0,0,0,9,0,0,0,0,0,0,13,0,0,0,0,17,5,3,0,11,0,24,60,16,10,42,5,128,0,5,0,93,303,400,426,232,127,4458,433,5669
UCL114008,18,143,97,2006,47,2304,0,0,0,9,0,9,10,0,0,8,0,21,10,0,0,0,0,9,34,9,0,4,0,50,162,125,77,1813,57,2234,26,3,0,0,0,30,0,0,0,12,0,13,34,8,5,214,5,271,0,0,0,5,0,9,6,0,0,0,0,10,10,0,0,0,0,13,36,32,16,604,11,694,34,13,8,58,0,113,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,0,0,5,0,0,7,12,3,3,0,0,21,10,0,0,4,0,17,0,0,0,7,0,6,53,30,9,519,15,619,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,9,9,0,13,0,28,72,15,4,34,4,131,11,0,0,99,341,450,486,238,146,4019,442,5337
UCL114009,16,146,142,3542,85,3934,0,3,0,129,0,134,31,3,0,15,0,49,9,3,3,4,0,23,35,8,9,18,3,73,211,162,129,2898,75,3471,18,0,0,0,0,14,10,3,0,22,0,33,58,25,15,207,3,317,16,4,0,25,0,47,9,0,0,3,0,17,20,0,0,0,0,21,35,33,20,837,20,950,21,11,4,43,4,84,3,0,3,0,0,4,3,0,0,3,0,8,0,0,0,0,0,0,8,3,6,8,0,18,15,0,4,8,0,31,13,0,18,14,0,44,15,0,0,9,0,24,5,0,0,0,0,9,59,37,44,580,13,729,0,0,4,0,0,7,7,3,0,3,0,11,4,0,0,3,0,8,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,6,3,4,18,0,40,105,27,13,77,0,223,11,3,5,86,588,692,611,288,251,6315,763,8225
UCL114010,17,143,71,2896,70,3198,0,0,0,35,3,42,52,4,0,17,0,73,0,0,0,0,0,0,21,7,4,25,0,66,155,130,86,2128,63,2559,8,0,3,0,3,14,4,3,0,10,0,19,29,12,11,151,3,215,10,3,0,7,7,26,0,0,0,0,0,0,42,0,0,0,0,46,29,25,24,663,13,746,44,22,9,98,0,179,12,0,0,0,0,12,0,0,0,3,0,3,3,0,0,0,0,3,3,0,3,6,0,12,27,6,6,4,3,45,13,0,6,6,0,29,4,7,0,3,0,17,0,0,0,0,0,0,54,44,25,591,8,726,0,0,0,0,0,0,23,0,0,0,0,19,0,0,0,3,0,3,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,10,8,3,5,0,28,102,21,6,36,4,168,7,6,0,77,571,660,577,254,165,5117,719,6833
