UCL_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
UCL115064,3,0,0,12,6,19,48,54,40,187,0,0,0,3,0,0,0,0,0,5,4,8,14,16,10,34,41,40,26,195,43,103,197,208,277,343,362,250,124,1910
UCL115065,0,0,0,0,0,7,3,0,0,11,0,0,0,0,0,0,0,0,0,0,4,6,33,21,7,3,0,3,0,82,26,63,412,312,131,59,21,10,0,1029
UCL115066,0,0,3,3,8,10,26,23,11,86,0,0,0,0,0,0,0,0,0,3,0,3,7,13,12,16,25,27,6,108,17,44,99,108,142,225,260,127,46,1063
UCL115067,0,0,3,8,6,24,56,43,25,157,0,0,0,0,0,0,0,0,0,3,4,6,15,9,19,17,41,46,14,181,38,68,150,185,234,275,360,217,114,1637
UCL115068,0,3,9,3,19,28,31,12,8,120,0,0,0,0,0,0,0,0,4,6,6,6,26,23,14,16,34,8,0,138,87,166,417,397,309,269,234,63,20,1967
UCL115069,0,0,8,3,8,8,29,23,19,99,0,0,0,0,0,0,0,3,0,9,3,15,36,27,30,34,32,32,10,213,43,97,225,221,218,277,226,130,49,1482
UCL115070,0,0,0,0,0,11,31,15,4,67,0,0,0,0,0,0,0,0,0,0,10,0,6,9,14,12,19,8,3,78,44,54,96,186,204,280,275,83,11,1227
UCL115071,0,0,0,3,7,15,36,33,26,125,0,0,0,0,0,0,3,3,0,6,11,3,14,19,19,25,41,27,15,174,61,82,186,207,224,264,277,158,78,1531
UCL115072,0,3,5,6,14,23,39,33,15,148,0,0,0,0,0,0,0,4,0,4,11,14,14,28,20,23,43,28,3,183,60,99,212,208,247,260,254,119,72,1521
UCL115073,0,0,3,4,9,21,48,28,24,148,0,0,0,0,0,3,4,0,0,8,7,4,10,12,20,32,46,47,32,206,43,63,173,179,230,283,339,176,90,1572
UCL115074,0,0,0,0,7,33,73,42,19,178,0,0,0,0,0,0,4,0,0,4,14,8,9,12,18,29,66,40,25,236,55,75,136,227,300,581,778,312,97,2560
UCL115075,0,0,7,7,8,32,51,46,19,166,0,0,0,0,0,4,4,3,0,8,8,16,41,17,41,25,57,46,19,284,62,117,251,195,349,313,304,204,57,1855
UCL115076,0,0,3,3,7,21,18,11,7,60,0,0,0,0,3,4,0,0,0,7,6,4,19,11,17,12,23,10,3,100,73,140,334,278,297,217,148,65,12,1571
UCL115077,0,0,3,3,3,12,23,17,14,89,0,0,0,0,0,3,0,3,0,12,6,7,20,17,17,17,6,16,17,118,38,67,166,126,126,152,78,73,45,881
UCL115078,0,0,6,0,8,15,36,20,16,95,0,0,0,0,0,0,0,0,0,0,6,3,15,6,17,20,29,30,24,150,25,40,118,91,164,183,193,119,73,1009
UCL115079,0,0,0,0,7,24,39,42,19,143,0,0,0,0,0,0,0,0,0,3,17,13,23,27,30,53,36,30,16,241,64,100,205,261,261,377,387,192,84,1926
UCL115080,0,0,0,4,4,14,37,34,24,112,0,0,0,0,3,3,0,0,0,6,3,4,3,10,15,32,45,41,8,165,19,30,70,106,175,360,429,239,67,1489
UCL115081,0,0,3,0,0,3,12,9,4,23,0,0,3,0,0,0,0,0,0,3,12,27,48,16,33,13,7,8,4,160,47,219,375,238,258,166,108,43,16,1467
UCL115082,0,0,3,3,0,11,3,7,7,35,0,0,0,0,0,0,0,0,0,0,0,3,5,21,10,16,13,4,9,80,35,64,132,182,152,154,90,35,24,871
UCL115083,0,0,0,0,0,5,14,16,8,44,0,0,0,0,0,0,0,0,0,0,3,7,3,3,13,13,12,7,15,74,29,49,130,109,153,217,201,88,42,1027
UCL115084,3,0,6,9,25,45,47,44,30,211,0,0,0,3,0,4,0,3,3,19,29,132,315,318,181,142,84,47,17,1262,146,350,740,655,612,612,450,224,99,3883
UCL115085,0,4,3,4,15,28,44,29,7,136,0,0,0,0,0,4,0,0,0,3,5,6,15,19,32,34,35,31,5,184,23,44,88,118,192,205,199,122,31,1035
UCL115086,3,3,5,7,4,10,22,14,6,74,0,0,0,0,0,0,0,3,0,6,8,6,8,7,23,25,37,29,0,149,31,58,99,101,171,198,240,102,22,1023
UCL115087,0,0,3,4,5,17,22,22,16,85,0,0,0,0,0,0,0,0,0,0,4,3,17,6,14,19,25,23,28,139,49,75,195,192,180,191,193,116,83,1271
UCL115088,0,0,0,4,0,3,9,6,13,34,0,0,0,0,0,0,0,0,0,0,3,0,4,6,5,12,22,7,4,52,17,56,68,137,140,189,154,66,39,869
UCL115089,0,0,3,7,7,26,52,60,49,214,0,0,0,0,0,0,4,0,0,9,23,11,9,29,53,42,64,50,47,323,77,110,248,229,320,404,385,256,149,2193
UCL115090,0,0,0,4,3,18,22,28,15,98,0,0,0,0,0,0,3,0,0,3,13,7,27,25,17,20,30,22,3,170,41,79,158,139,111,149,133,89,38,931
UCL115091,0,0,0,4,7,19,22,13,11,77,0,0,0,3,0,0,0,0,0,6,3,8,8,6,19,23,36,25,9,143,75,101,189,312,433,445,485,193,65,2295
UCL115092,0,0,3,8,6,17,36,22,6,98,0,0,0,0,0,0,0,0,0,3,12,12,13,20,21,48,65,17,10,220,46,89,224,248,313,485,503,173,45,2127
UCL115093,0,3,8,6,4,26,32,29,3,109,0,0,0,0,6,6,5,5,0,24,10,15,21,26,37,32,51,29,0,214,28,68,152,161,183,198,213,136,18,1160
UCL115094,0,0,0,5,12,22,46,55,51,208,0,0,0,0,3,0,0,3,3,6,19,10,14,30,24,41,55,50,46,286,82,123,218,267,315,366,398,256,174,2200
UCL115095,6,0,3,4,9,23,46,58,57,199,0,0,0,0,0,0,7,3,3,12,10,7,16,16,35,33,58,63,28,268,72,79,156,228,310,387,457,351,189,2230
UCL115096,0,0,0,7,6,12,23,25,3,72,0,0,0,0,0,3,0,3,0,4,9,4,13,31,19,30,38,31,6,188,46,86,159,245,256,360,462,166,45,1828
UCL115097,0,0,3,9,15,30,55,46,23,182,0,0,0,0,0,0,0,3,0,7,9,0,18,22,35,52,47,52,20,259,45,84,181,220,242,297,306,222,83,1675
UCL115098,0,0,0,0,0,7,16,16,6,50,0,0,0,0,0,0,0,0,0,3,3,0,6,9,10,24,30,53,94,227,24,23,86,89,150,212,230,129,130,1072
UCL115099,4,0,0,3,3,16,24,26,20,102,0,0,0,0,0,0,0,0,0,0,13,7,12,11,20,16,14,21,11,123,65,76,178,176,166,196,186,131,66,1248
UCL115100,0,0,5,15,16,40,44,43,14,176,0,0,0,0,0,4,3,0,3,9,15,9,20,31,13,46,44,50,18,239,77,89,207,282,318,391,350,246,88,2043
UCL115101,0,0,0,3,10,16,11,32,37,112,0,0,0,3,4,0,3,3,0,14,13,9,34,51,70,60,51,28,21,329,64,113,219,421,567,490,329,183,133,2518
UCL115102,0,0,0,0,0,0,6,0,3,10,0,0,0,0,0,0,0,0,0,3,3,0,8,16,19,8,11,0,0,57,36,61,144,314,321,206,93,31,5,1198
UCL115103,3,3,4,3,11,31,55,38,36,188,0,0,0,0,0,0,0,0,0,4,9,16,11,28,32,69,82,68,37,355,56,96,219,262,367,701,681,374,134,2892
UCL115104,4,4,4,10,19,49,70,47,42,242,0,0,4,0,3,3,7,0,3,21,27,16,41,50,52,87,97,88,51,500,103,207,379,396,415,506,498,284,157,2947
UCL115105,0,0,8,7,14,40,58,46,23,201,0,0,0,0,0,3,9,0,0,11,16,21,42,32,38,82,53,42,21,337,103,192,390,330,366,479,407,256,109,2629
UCL115106,4,0,0,5,6,16,25,27,9,96,0,0,0,0,0,0,0,3,0,3,14,16,26,26,32,23,27,37,14,211,70,124,243,208,260,193,225,136,52,1518
UCL115107,0,3,3,6,10,25,43,33,25,148,0,0,0,0,0,3,0,3,0,9,19,14,22,38,42,28,47,32,12,248,83,139,250,273,294,316,334,159,80,1928
UCL115108,0,3,0,0,4,20,19,19,18,87,0,0,0,0,0,3,0,0,3,8,24,16,31,73,69,84,47,29,15,394,111,164,392,584,619,767,471,208,108,3424
UCL115109,0,0,3,10,11,23,36,48,26,154,0,0,0,0,0,0,0,0,0,3,0,15,27,17,23,33,67,69,68,316,63,138,365,368,432,543,566,388,155,3028
UCL115110,0,0,3,5,11,19,32,23,31,114,0,0,0,0,0,0,0,7,0,7,4,4,14,8,22,11,16,21,17,114,24,61,114,134,163,174,241,239,124,1275
UCL115111,0,0,0,4,4,13,19,15,8,62,0,0,0,0,0,0,0,3,0,3,7,0,3,11,16,19,25,43,33,158,30,50,92,156,215,269,224,139,84,1257
UCL115112,3,0,3,4,6,20,24,23,8,84,0,0,0,3,3,0,0,0,0,9,14,9,38,23,41,32,13,27,4,212,99,237,444,423,481,461,280,151,47,2618
UCL115113,0,0,0,3,3,12,5,14,4,47,0,0,0,0,0,0,0,0,0,0,6,10,16,8,17,17,10,3,0,84,82,111,387,388,323,228,172,74,21,1777
UCL115114,0,0,3,3,13,21,56,23,18,132,0,0,0,0,3,0,0,0,0,4,10,17,16,30,35,50,51,32,10,251,58,93,172,199,256,302,293,148,44,1566
UCL115115,0,0,8,6,10,31,34,39,19,154,0,0,0,0,3,0,3,5,0,13,12,8,18,25,33,31,43,48,20,240,74,128,278,285,304,360,323,250,99,2096
UCL115116,0,0,5,7,10,23,33,24,14,111,0,0,0,0,3,0,0,0,0,6,12,15,24,18,22,22,28,23,10,175,139,260,534,497,494,427,392,187,60,2987
UCL115117,0,0,0,0,3,3,8,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,15,16,20,12,17,7,3,78,28,44,128,175,214,174,170,54,10,994
UCL115118,0,0,6,3,5,14,19,10,9,68,0,0,0,0,0,0,0,0,0,3,15,17,14,26,37,29,16,18,6,177,92,168,384,474,526,558,332,127,44,2707
UCL115119,0,0,4,12,20,50,77,60,26,254,0,0,0,3,0,0,3,4,0,13,14,13,55,60,53,67,61,70,61,456,110,244,671,580,613,610,465,331,182,3806
UCL115120,0,0,0,0,10,21,27,42,20,121,0,0,0,0,0,0,0,0,0,3,10,3,6,16,15,39,72,70,32,266,47,94,244,326,294,499,575,376,128,2590
UCL115121,0,3,3,5,13,39,39,25,15,139,0,0,0,0,0,3,0,0,0,10,16,13,28,31,34,38,30,18,6,207,173,305,528,630,677,556,301,128,31,3337
UCL115122,0,0,0,0,0,4,9,7,3,27,0,0,0,0,0,0,0,0,0,3,0,0,4,5,10,8,14,9,0,50,29,33,72,114,184,162,172,71,17,846
UCL115123,0,0,0,0,3,3,8,0,0,23,0,0,0,0,0,0,0,0,0,0,7,3,8,9,7,9,22,10,7,77,37,37,78,156,155,194,195,69,19,942
UCL115124,0,0,0,0,3,5,7,6,4,20,0,0,0,0,0,0,0,0,0,0,10,3,22,25,28,29,14,9,3,140,39,61,196,326,336,294,184,57,18,1508
UCL115125,0,0,0,0,0,0,4,3,5,14,0,0,0,0,0,0,0,0,0,0,6,0,4,3,12,8,4,4,13,59,49,81,128,162,238,226,107,30,43,1065
UCL115126,0,0,6,3,13,56,65,51,54,242,0,0,0,0,0,0,0,3,0,4,3,8,11,17,26,35,85,72,42,309,45,91,197,240,340,575,813,455,202,2957
UCL115127,0,0,3,11,23,36,38,37,18,176,0,0,0,3,0,4,9,0,0,15,15,22,38,47,39,44,31,35,15,291,142,308,600,592,570,520,366,224,65,3392
UCL115128,3,4,10,5,15,27,46,55,29,184,0,0,0,0,0,3,3,0,0,3,9,12,30,37,33,56,63,35,23,298,87,180,407,390,509,618,581,296,111,3188
UCL115129,0,0,0,3,0,3,8,13,6,34,0,0,0,0,0,0,0,0,0,0,8,3,5,13,27,32,16,21,16,139,35,43,125,170,226,291,219,135,50,1291
UCL115130,0,0,0,0,7,21,32,40,17,113,0,0,0,3,0,3,3,0,0,10,5,3,7,4,12,32,60,51,10,177,40,49,104,139,201,379,677,419,127,2134
UCL115131,0,3,6,5,19,17,67,60,76,255,0,0,0,0,3,3,0,7,0,8,13,12,26,14,39,47,61,68,12,288,115,191,389,343,517,508,554,396,185,3209
UCL115132,0,3,4,10,6,24,58,50,19,176,0,0,0,0,0,0,5,3,0,12,17,7,24,34,36,72,88,76,57,416,66,110,211,279,274,479,536,300,122,2377
UCL115133,0,0,0,0,4,4,15,12,11,42,0,0,0,0,3,0,0,0,0,3,3,3,4,5,9,17,9,10,3,74,50,115,185,240,232,202,117,55,21,1213
UCL115134,0,0,4,0,3,13,21,23,21,90,0,0,0,3,0,0,3,3,0,8,5,12,36,29,29,21,37,32,15,221,102,157,372,382,412,356,277,135,88,2276
UCL115135,0,0,4,4,4,24,59,50,26,176,0,0,0,0,3,0,0,3,0,7,6,10,16,16,17,30,55,42,32,222,41,73,176,200,212,373,512,253,102,1934
UCL115136,0,0,0,0,0,13,15,6,3,43,0,0,0,0,0,0,0,0,0,4,3,5,6,9,7,27,31,21,8,125,8,27,71,109,107,227,190,93,29,851
UCL115137,0,3,0,0,13,17,28,25,17,100,0,0,0,0,0,0,0,3,0,3,3,8,21,11,18,33,15,22,17,148,37,82,162,163,181,212,151,114,65,1160
UCL115138,0,0,0,3,7,10,43,27,5,96,0,0,3,0,0,0,0,0,0,3,4,9,7,11,19,39,39,25,15,164,32,64,132,138,268,476,539,248,74,1969
UCL115139,0,0,3,3,6,26,45,22,19,125,0,0,0,3,0,0,6,4,0,12,10,3,12,23,15,30,46,34,18,205,72,107,230,279,298,352,333,157,70,1894
UCL115140,0,0,4,5,7,22,36,42,15,128,0,0,0,0,0,0,3,0,0,8,9,11,14,24,35,32,62,52,22,265,64,83,173,232,346,451,477,301,88,2217
UCL115141,0,0,0,3,0,10,18,8,0,39,0,0,0,0,0,0,0,0,0,3,3,8,4,3,13,11,24,16,9,84,15,41,131,93,165,225,250,124,19,1069
UCL115142,0,0,3,0,5,16,35,26,17,95,0,0,0,0,0,0,4,4,0,12,5,3,6,16,24,23,47,37,30,180,45,89,218,274,338,479,493,221,123,2272
UCL115143,0,0,3,4,7,15,24,36,14,102,0,0,0,0,0,0,5,0,0,5,9,3,13,11,14,21,52,37,44,204,42,66,120,123,167,212,233,156,82,1198
UCL115144,0,0,9,7,14,24,22,15,7,90,0,0,0,0,0,3,7,4,0,16,10,17,44,28,28,38,16,12,4,193,59,94,258,173,194,179,105,42,15,1125
UCL115145,0,0,0,0,8,14,13,3,5,48,0,0,0,0,0,0,0,0,0,0,11,9,19,11,11,13,13,4,5,90,34,64,134,116,149,161,128,46,14,854
UCL115146,0,3,3,8,18,30,26,16,5,105,0,0,0,0,0,0,0,3,0,3,16,3,40,33,42,43,31,12,7,227,57,103,242,263,262,290,223,75,30,1550
UCL115147,0,0,6,7,7,23,39,40,18,126,0,0,0,0,0,0,3,0,0,4,3,0,10,6,12,28,27,25,17,144,23,66,102,93,140,168,184,115,56,946
UCL115148,0,0,3,3,9,17,33,15,10,85,0,0,5,0,3,0,5,3,3,14,11,5,19,16,25,31,42,36,12,203,40,82,154,151,167,191,225,126,53,1190
UCL115149,0,0,0,7,13,18,27,19,8,92,0,0,0,0,0,0,3,3,0,6,18,8,23,25,34,30,33,18,22,212,50,74,204,185,210,197,161,80,29,1197
UCL115150,3,3,19,12,37,45,70,54,31,273,0,0,0,0,3,0,3,3,0,16,29,33,50,49,56,79,117,82,40,534,141,283,423,385,542,582,580,369,170,3483
UCL115151,0,0,3,0,9,18,38,29,18,117,0,0,0,0,0,0,0,0,3,7,0,3,12,13,11,27,48,24,28,158,25,52,69,86,135,227,234,126,79,1031
UCL115152,0,0,3,3,16,30,35,25,15,126,0,0,0,0,0,0,0,0,0,3,9,15,16,16,16,39,34,34,12,189,20,63,147,129,161,229,235,129,43,1160
UCL115153,0,0,3,5,7,24,28,38,31,130,0,0,0,0,3,0,0,0,0,5,21,8,34,35,41,46,43,61,59,353,75,123,327,287,270,353,301,259,149,2145
UCL115154,0,0,0,0,9,21,25,14,3,72,0,0,0,0,0,0,0,0,0,4,7,10,13,11,29,24,9,3,8,114,68,147,230,250,341,270,163,52,27,1544
UCL115155,0,0,0,0,3,7,4,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,9,3,3,0,37,28,67,190,220,188,120,81,21,3,930
UCL115156,0,3,3,14,24,56,69,77,40,286,0,0,0,0,0,3,0,0,5,13,13,9,29,31,51,46,62,73,46,357,131,208,454,404,588,662,567,376,192,3574
UCL115157,0,0,0,0,4,10,19,21,8,66,0,0,4,0,3,4,0,0,0,13,4,0,6,8,7,20,6,10,3,72,47,99,209,238,324,293,231,129,42,1615
UCL115158,0,3,8,13,24,47,57,58,51,265,0,6,9,7,16,15,3,10,4,74,14,28,80,41,52,93,82,79,34,497,103,225,607,503,541,782,640,443,192,4053
UCL115159,0,0,0,3,7,24,26,16,5,76,0,0,0,0,0,0,3,0,0,3,0,0,13,13,14,9,17,6,4,82,46,95,172,185,244,203,148,80,25,1186
UCL115160,0,0,0,0,4,12,16,10,3,39,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,11,16,8,5,57,40,63,99,122,151,171,182,96,13,926
UCL115161,0,0,0,3,4,13,21,15,10,67,0,0,0,0,0,0,3,3,0,6,3,4,7,9,15,14,20,8,5,86,31,49,117,122,147,134,108,61,22,786
UCL121001,0,0,0,0,4,11,15,7,4,49,0,0,0,0,0,0,4,0,0,3,0,0,3,10,8,15,20,12,0,70,18,36,71,96,104,125,114,60,18,642
UCL121002,0,0,0,4,3,10,18,10,6,61,0,0,0,0,0,0,0,0,0,0,0,3,8,8,0,9,19,7,9,55,17,30,63,63,73,81,95,61,30,507
UCL121003,0,0,0,0,0,3,11,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,11,8,3,39,10,17,50,40,95,146,139,54,6,560
UCL121004,0,0,0,0,3,9,7,8,7,40,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,8,8,3,0,37,8,27,40,68,94,99,85,30,9,459
UCL121005,0,0,0,0,7,6,5,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,7,5,0,0,24,17,27,72,60,89,96,58,7,8,443
UCL121006,0,0,0,0,0,3,5,4,3,19,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,3,5,3,32,8,24,48,49,82,110,94,49,21,487
UCL121007,0,0,3,0,0,3,15,6,5,35,0,0,0,0,0,0,0,3,0,4,0,0,8,7,6,9,11,14,7,60,13,39,114,112,143,138,103,49,18,734
UCL121008,0,0,0,0,3,12,19,14,15,64,0,0,0,0,0,0,0,0,0,3,4,3,3,10,13,18,26,14,18,125,23,42,56,88,119,135,171,103,56,782
UCL121009,0,4,0,3,8,14,23,8,3,70,0,0,0,0,0,0,3,0,0,3,4,6,9,7,3,8,3,0,0,36,28,42,58,57,74,69,53,21,3,406
UCL121010,0,0,0,0,6,16,7,21,4,52,0,0,0,0,0,0,0,0,0,0,5,10,5,17,11,21,13,14,5,105,40,53,62,108,101,85,97,71,28,650
UCL121011,0,3,0,3,9,12,17,12,4,62,0,0,0,0,0,0,3,0,0,9,6,6,9,9,16,11,13,11,3,76,25,55,90,94,117,113,105,58,24,684
UCL121012,0,0,0,0,0,4,3,8,3,17,0,0,0,0,0,0,0,0,0,0,3,3,0,4,10,10,4,0,0,34,33,54,62,71,175,177,73,26,3,672
UCL121013,0,3,4,4,14,13,16,9,6,71,0,0,0,0,0,3,0,0,0,4,9,28,25,7,19,15,4,3,0,112,36,72,129,76,138,102,50,29,16,646
UCL121014,0,0,0,0,3,3,3,3,0,15,0,0,0,0,0,0,0,0,0,3,3,4,7,9,8,11,9,4,3,51,24,47,53,79,129,133,84,40,15,599
UCL121015,0,0,0,0,6,0,10,5,0,21,0,0,0,0,0,0,0,0,0,0,0,4,5,4,9,11,3,3,0,37,20,27,50,51,106,95,46,18,8,417
UCL121016,0,0,0,0,6,7,24,6,0,51,0,0,0,0,0,0,0,0,0,0,4,5,9,5,5,8,17,3,6,63,30,55,104,108,116,124,106,43,13,697
UCL121017,0,0,0,3,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,7,0,3,3,7,3,0,0,0,20,9,18,43,74,111,109,82,31,3,483
UCL121018,0,0,0,0,5,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,0,7,5,0,28,13,21,40,62,102,77,34,19,3,373
UCL121019,0,0,0,0,8,9,8,11,4,42,0,0,0,0,0,0,0,0,0,3,5,4,10,3,16,12,3,9,0,57,19,26,76,67,91,76,62,57,24,500
UCL121020,0,0,0,0,6,14,12,14,3,53,0,0,0,0,0,0,0,0,0,0,3,6,5,4,19,18,16,18,5,99,19,39,53,74,103,135,110,83,24,632
UCL121021,0,0,5,3,4,20,11,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,22,17,12,0,81,8,9,15,41,62,141,130,44,5,460
UCL121022,0,0,0,4,10,19,15,28,26,106,0,0,0,0,0,0,0,0,0,0,10,3,12,13,24,22,12,12,0,112,36,59,81,121,165,159,122,82,38,858
UCL121023,0,0,0,0,0,5,12,7,3,35,0,0,0,0,0,0,0,0,0,0,0,3,3,7,6,6,7,6,0,35,15,21,48,70,49,79,65,27,8,387
UCL121024,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,4,3,22,17,33,62,82,103,70,59,31,9,451
UCL121025,0,0,0,3,0,11,12,4,4,39,0,0,0,0,0,0,0,0,0,0,3,3,4,8,9,20,15,5,7,76,19,37,76,83,116,237,119,45,26,751
UCL121026,0,0,0,0,3,3,5,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,16,8,27,48,73,75,85,44,19,10,386
UCL121027,0,0,0,0,3,3,3,5,0,15,0,0,0,0,0,0,0,0,0,0,4,0,9,7,9,13,0,0,0,42,22,34,80,148,163,125,70,27,4,675
UCL121028,0,0,0,0,0,3,7,7,3,25,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,9,20,3,3,51,20,17,44,56,91,124,131,41,10,524
UCL121029,0,0,3,0,6,10,12,7,0,43,0,0,0,0,0,3,0,0,0,7,3,4,3,3,6,3,5,3,0,35,24,44,69,56,86,86,65,31,3,469
UCL121030,3,0,0,5,7,11,23,18,8,70,0,0,0,0,0,0,0,0,0,0,0,0,24,4,9,11,5,5,0,56,9,26,55,46,65,64,66,38,13,398
UCL121031,3,0,0,0,15,25,25,12,8,92,0,0,0,0,0,0,0,0,0,0,6,4,6,12,14,14,24,16,0,89,25,54,103,115,131,120,100,50,9,714
UCL121032,0,0,0,0,0,6,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,16,14,3,3,49,23,35,56,89,113,204,128,32,16,695
UCL121033,0,0,0,0,3,15,19,20,7,60,0,0,0,0,0,0,0,0,0,0,0,3,6,0,9,9,17,25,10,77,6,42,57,54,91,100,119,92,36,589
UCL121034,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,10,6,3,7,3,0,0,29,4,31,56,99,99,97,44,20,10,457
UCL121035,0,0,0,0,5,13,5,4,0,32,0,0,0,0,0,0,0,0,0,0,0,3,13,10,5,17,3,0,0,61,26,57,109,105,141,137,69,27,8,676
UCL121036,0,0,0,0,0,3,12,4,0,24,0,0,0,0,0,0,0,0,0,3,0,0,3,7,4,12,3,3,0,36,25,33,67,128,148,154,129,35,8,724
UCL121037,0,0,0,0,3,4,23,11,3,47,0,0,0,0,0,0,5,0,0,5,4,0,3,5,9,4,12,3,0,47,22,25,48,99,107,120,145,45,11,629
UCL121038,0,0,0,0,3,3,13,15,5,44,0,0,0,0,0,0,0,0,0,3,3,0,3,3,10,8,6,11,0,46,12,24,48,46,75,85,77,60,21,437
UCL121039,0,0,0,0,0,8,9,9,3,33,0,0,0,0,0,0,0,0,0,0,5,6,14,19,9,19,10,8,0,80,12,37,51,65,42,95,36,17,5,368
UCL121040,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,5,5,13,19,15,12,0,0,74,13,16,59,77,109,88,56,15,0,435
UCL121041,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,3,7,4,3,3,0,0,27,21,24,33,74,107,76,50,9,0,391
UCL121042,3,0,3,0,3,8,16,6,4,36,0,0,0,0,3,0,0,0,0,3,6,0,4,11,9,8,13,12,0,61,13,15,52,45,72,77,99,74,11,461
UCL121043,0,0,0,3,0,0,9,11,0,21,0,0,0,0,0,0,0,3,0,4,10,0,10,5,8,10,18,20,0,81,25,43,57,57,76,92,118,70,18,548
UCL121044,0,0,0,0,0,3,7,0,0,9,0,0,0,0,0,0,0,0,0,3,3,6,3,3,12,10,3,0,0,49,23,33,66,98,103,85,54,22,7,488
UCL121045,0,0,0,0,3,3,3,7,0,16,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,5,11,8,5,35,12,20,37,52,80,110,74,35,6,437
UCL121046,0,0,0,0,8,0,4,3,8,21,0,0,0,0,0,0,0,0,0,3,0,3,3,11,4,8,11,4,0,34,11,28,61,78,81,68,59,25,6,418
UCL121047,0,0,0,0,3,3,15,9,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,25,11,3,52,13,24,36,76,87,149,276,122,36,823
UCL121048,0,0,0,0,3,3,6,9,7,27,0,0,0,0,4,0,3,3,0,10,0,0,6,3,3,11,3,0,0,31,23,46,101,83,73,72,37,19,9,451
UCL121049,0,0,0,3,0,6,31,19,13,71,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,15,14,16,9,65,4,11,28,29,59,106,208,117,38,598
UCL121050,0,3,0,3,4,7,9,8,11,46,0,0,0,0,0,0,0,0,0,4,3,3,4,7,9,18,17,22,7,91,25,44,66,95,135,201,251,149,81,1050
UCL121051,0,0,4,0,6,15,17,20,14,82,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,16,12,10,11,56,17,37,76,63,97,133,148,86,57,720
UCL121052,0,0,3,0,3,3,13,11,8,43,0,0,0,0,0,0,0,0,0,0,3,6,7,8,6,16,26,5,13,90,13,31,70,80,86,174,143,69,32,708
UCL121053,0,0,0,0,0,4,8,5,3,22,0,0,0,0,0,0,0,3,0,3,0,3,3,3,15,13,8,4,3,52,24,53,65,94,148,181,114,72,20,772
UCL121054,0,0,0,3,5,15,19,13,6,66,0,0,0,0,0,0,0,0,0,0,4,0,15,16,12,11,21,16,4,99,27,24,79,84,99,127,120,61,27,643
UCL121055,0,0,0,0,3,3,0,4,0,7,0,0,0,3,0,0,0,0,0,4,4,0,4,3,3,10,0,0,0,28,36,45,51,100,141,107,45,15,4,548
UCL121056,0,0,0,0,0,0,9,3,3,13,0,0,0,0,0,0,0,0,0,0,0,4,8,14,10,13,11,3,0,67,13,21,63,92,90,108,101,30,10,526
