CED_CODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
CED135,14,50,3,5,10,0,0,0,0,78,52,406,11,9,9,3,7,4,6,503,1062,3448,376,197,771,431,275,242,96,6907,36,127,5,6,19,8,15,3,4,226,72,294,27,26,63,14,26,11,4,538,22,59,16,4,6,3,0,5,3,120,1782,6134,1136,559,1080,769,765,703,218,13134,0,3,18,0,3,0,4,10,3,43,338,305,424,160,172,148,240,174,36,1998,461,388,574,226,296,222,287,248,52,2758,660,302,2997,327,403,279,665,626,121,6378,22,18,30,34,27,17,44,43,3,241,74,73,108,65,70,54,99,100,16,662,68,197,89,40,36,39,66,57,13,602,78,99,134,31,53,39,115,124,103,780,4760,11898,5948,1684,3021,2020,2608,2352,685,34981,14,37,3,4,12,0,0,0,0,65,29,272,9,7,17,4,0,0,0,338,465,2435,126,366,961,306,53,132,80,4921,16,71,0,14,29,9,0,3,3,146
CED136,0,12,0,0,0,0,0,0,0,10,22,92,3,0,0,0,0,0,0,122,178,319,29,13,36,12,13,11,11,630,3,22,0,0,0,0,0,0,0,27,53,117,12,9,11,3,4,4,3,211,20,27,7,5,7,0,0,3,0,68,468,1475,186,132,127,91,70,80,26,2654,0,3,3,3,0,0,0,0,0,13,246,286,247,128,69,50,55,38,21,1128,353,315,432,209,140,80,116,69,40,1751,1192,463,6787,631,432,432,1957,1164,232,13283,34,17,56,54,20,43,78,83,3,396,77,42,80,48,27,53,106,100,7,543,24,28,34,13,9,8,25,34,7,177,50,36,105,44,22,34,128,127,66,607,2711,3253,7972,1297,902,812,2551,1713,410,21624,4,22,0,0,0,0,0,0,0,25,14,77,0,3,8,0,0,0,0,103,106,476,13,26,63,7,3,3,8,702,4,24,0,0,3,0,0,0,0,38
CED137,17,50,0,0,8,3,0,0,0,71,90,556,5,15,12,7,3,12,11,706,1305,3189,246,163,628,372,115,167,94,6286,46,111,9,5,19,8,3,11,3,203,166,359,27,17,49,13,16,4,6,664,36,49,11,3,14,6,3,3,10,130,2827,6979,950,584,1174,952,422,636,232,14766,10,0,3,6,0,3,0,3,0,27,498,430,359,153,151,180,114,129,49,2070,539,481,549,258,244,236,129,188,47,2670,877,336,2565,288,336,342,326,446,109,5632,36,28,43,38,31,34,21,33,10,269,127,84,104,59,66,113,69,60,13,692,121,189,88,33,42,59,36,41,17,624,94,116,98,39,43,51,42,77,125,687,6784,12966,5045,1665,2820,2385,1305,1825,725,35515,14,50,0,3,10,0,0,0,0,79,44,424,0,8,18,3,0,0,4,511,891,3065,103,248,918,308,18,66,99,5711,34,107,0,12,31,8,0,4,4,198
CED138,4,21,0,0,0,0,0,0,0,27,28,181,3,7,4,4,0,4,0,223,209,494,23,31,38,12,4,15,14,836,6,30,7,0,3,4,0,0,3,47,61,279,22,21,18,8,7,6,4,421,17,46,4,5,3,5,0,3,0,81,835,2262,263,278,222,185,73,173,56,4343,9,0,3,9,0,3,0,3,0,28,235,321,193,156,61,61,41,71,19,1156,298,272,274,277,99,114,68,120,34,1555,1315,334,4984,559,330,458,848,1179,170,10175,31,16,35,33,7,27,24,82,3,267,101,47,82,79,20,60,82,115,10,600,25,43,42,19,12,13,9,28,3,204,98,55,124,61,34,65,96,138,70,742,3272,4404,6054,1531,849,1011,1253,1951,386,20706,8,38,0,3,3,3,0,0,0,61,15,181,0,6,3,0,0,0,3,212,128,731,10,61,91,29,0,21,9,1082,6,44,0,6,9,0,0,4,4,70
CED139,0,7,0,0,0,0,0,0,0,8,30,205,7,3,3,3,0,0,0,260,156,284,32,17,31,6,3,12,3,556,4,13,0,0,0,0,0,0,0,24,67,177,16,13,13,4,3,3,0,291,32,38,9,9,11,0,0,0,0,96,820,1653,229,207,145,108,48,147,30,3383,7,7,0,3,0,4,0,0,0,20,319,222,145,141,47,44,41,64,6,1032,386,202,200,218,90,65,64,85,16,1330,2233,434,5213,542,354,542,1354,1361,183,12211,94,21,61,49,27,53,62,106,10,473,176,32,79,63,28,54,108,110,8,667,36,33,33,3,3,14,17,21,8,170,225,52,148,35,25,74,162,176,63,953,4586,3380,6176,1307,772,986,1863,2079,339,21481,8,22,0,0,0,0,0,0,0,36,22,127,3,3,4,0,0,4,3,157,131,517,8,35,42,6,0,12,3,758,8,24,0,0,3,0,0,0,0,33
CED140,3,26,0,0,0,0,0,0,0,27,35,204,4,0,6,3,0,0,9,254,297,611,38,37,78,28,9,14,18,1126,9,27,0,3,7,3,0,0,0,42,53,221,14,19,21,9,0,3,3,337,36,47,3,9,9,0,0,0,0,114,885,2603,297,288,265,186,51,124,66,4759,5,3,3,3,0,0,0,0,0,19,326,376,214,188,127,94,53,54,25,1466,407,431,297,242,164,147,64,94,30,1871,1344,497,4874,567,467,505,770,984,160,10167,43,30,38,37,21,33,39,70,0,310,94,80,88,93,45,80,71,99,3,650,47,58,37,16,10,17,17,22,3,231,88,64,115,56,28,41,70,102,76,643,3663,5285,6023,1548,1241,1155,1143,1559,394,22023,5,30,0,0,3,0,0,0,0,38,14,140,3,0,11,3,0,0,6,168,170,826,27,42,99,26,5,11,19,1214,7,42,0,3,4,0,0,0,0,51
CED141,4,16,3,0,0,0,0,0,0,24,24,216,3,0,6,3,0,0,6,261,237,452,26,17,49,22,4,4,3,817,8,29,0,0,6,0,0,0,0,45,46,195,15,15,6,3,0,5,3,290,32,44,3,9,10,0,0,0,0,103,735,2241,221,231,208,115,83,75,36,3938,3,5,3,0,3,4,0,0,0,15,268,359,227,133,88,47,47,45,8,1223,353,370,358,218,151,88,81,70,19,1711,1158,449,5735,536,441,488,1248,1166,204,11434,26,12,36,39,29,42,39,71,0,291,93,39,104,51,32,65,93,76,10,561,32,46,29,16,9,14,15,33,3,194,37,47,97,41,19,41,89,104,49,530,3056,4528,6847,1309,1067,930,1705,1661,337,21440,4,25,0,3,0,0,0,0,0,38,11,159,3,3,5,0,0,0,3,186,145,662,16,27,80,18,0,4,7,950,8,40,0,3,10,0,0,0,0,60
CED142,25,60,0,4,3,7,0,0,0,101,173,1349,14,10,34,5,0,0,13,1604,1849,4482,261,210,646,332,72,122,138,8104,38,120,4,3,13,9,0,0,4,192,263,669,36,38,89,31,4,9,12,1160,87,145,13,13,24,9,0,3,5,298,4070,11125,1198,1151,1631,1124,303,861,305,21758,7,15,18,4,5,6,0,9,0,57,536,665,437,305,179,244,66,176,32,2640,629,743,689,441,280,284,79,295,52,3507,785,532,2429,458,344,297,196,384,85,5511,53,47,46,38,33,43,10,24,0,295,155,149,66,84,64,86,38,65,9,715,100,211,89,49,35,37,18,55,19,614,115,161,120,79,34,56,41,109,147,857,8890,20475,5415,2883,3399,2560,833,2118,832,47404,18,79,0,4,10,4,0,0,0,123,118,993,15,12,28,3,0,0,8,1174,1468,4323,147,377,1033,363,20,78,92,7895,36,125,3,9,26,3,0,3,3,215
CED143,25,45,0,0,6,3,0,0,0,75,134,489,0,5,19,0,0,0,4,647,1605,2431,83,85,298,168,23,43,86,4827,58,97,0,3,11,12,0,0,5,191,205,442,25,23,46,22,6,9,8,774,35,75,5,11,10,4,0,0,3,138,3828,6431,537,438,792,738,135,236,241,13370,5,0,7,6,0,3,0,0,0,25,603,660,206,128,116,152,44,74,29,2021,486,505,304,184,135,185,57,81,25,1973,884,364,2674,293,227,332,260,377,76,5480,31,31,25,22,17,24,13,30,0,193,130,144,76,60,50,86,36,48,9,632,98,146,37,28,35,30,20,17,6,418,85,143,53,32,31,38,30,36,67,513,8210,11995,4035,1312,1776,1800,635,951,565,31272,19,68,0,8,9,0,0,0,0,106,59,362,3,3,21,0,3,0,3,462,1098,2449,63,139,428,136,3,19,71,4396,50,120,3,9,16,4,0,3,4,210
CED144,9,11,0,3,4,4,0,0,3,34,35,244,4,6,7,9,11,3,0,330,478,1322,216,190,326,257,288,190,71,3335,16,60,19,8,6,17,14,3,3,144,51,176,17,26,25,12,14,11,3,336,22,36,8,3,12,4,8,3,0,87,1126,3076,817,531,740,647,745,626,152,8453,3,0,12,3,6,9,8,3,4,44,258,256,374,169,148,132,255,141,35,1746,335,280,472,247,204,211,277,207,43,2278,607,223,3147,321,329,302,666,685,121,6402,23,21,31,40,28,28,32,52,10,262,90,58,97,70,64,82,131,91,15,694,50,78,85,34,40,44,66,80,13,495,66,84,144,50,50,67,125,140,123,855,3155,5924,5441,1695,1988,1818,2643,2235,589,25495,3,25,3,0,5,4,0,0,0,37,19,159,0,0,6,3,0,0,0,189,281,1265,46,198,341,174,7,69,24,2413,15,39,0,3,7,11,0,0,0,80
CED145,27,53,3,0,6,3,0,3,3,96,127,811,10,4,15,11,0,0,10,994,1561,2945,93,95,332,155,22,31,86,5324,34,129,0,7,14,4,3,3,4,207,170,463,23,31,46,17,11,13,4,777,31,75,3,7,19,8,5,0,0,151,3957,8238,505,509,892,881,156,293,301,15734,4,3,3,3,4,0,0,3,0,21,485,531,184,120,96,164,38,58,26,1705,416,398,285,182,119,180,39,83,32,1732,595,261,1720,297,145,229,128,281,46,3698,29,30,15,17,7,20,8,14,0,141,113,126,49,69,46,96,20,49,18,593,91,182,33,25,22,37,6,36,19,448,128,181,74,55,31,43,26,57,78,668,7773,14425,2984,1417,1804,1864,464,928,628,32290,29,104,0,3,5,3,0,0,0,138,88,640,4,6,24,3,0,0,8,777,1142,3106,41,171,477,164,4,23,46,5173,30,98,6,6,21,6,0,3,0,172
CED146,9,13,0,0,0,0,0,0,0,19,18,119,7,3,10,0,3,0,0,166,306,736,91,73,158,72,87,41,16,1573,11,24,0,0,3,0,3,0,3,53,30,104,9,14,23,13,11,7,0,214,14,26,5,0,6,0,0,0,0,56,798,2170,474,286,611,265,356,249,98,5313,4,6,9,7,0,0,6,0,5,34,279,240,364,116,184,96,190,117,33,1613,316,336,434,192,245,156,243,142,56,2115,865,287,4440,333,491,379,1231,902,181,9108,45,15,52,34,35,24,73,63,9,358,89,51,115,69,71,63,157,124,16,753,46,81,61,19,38,28,81,32,7,390,73,68,170,34,42,48,159,137,114,836,2895,4261,6238,1182,1915,1131,2603,1826,545,22599,4,25,0,3,0,0,0,0,0,39,5,59,0,4,7,0,0,0,0,83,147,939,26,95,183,63,3,22,11,1502,12,45,0,0,13,3,0,0,0,71
CED147,3,13,0,0,0,0,0,0,0,22,24,169,3,0,3,0,4,0,3,208,234,433,34,30,44,21,12,11,9,819,5,18,0,0,0,0,0,0,0,32,44,181,10,21,14,3,7,5,3,283,20,28,3,3,9,3,3,0,0,70,609,1621,250,225,201,134,70,98,47,3253,4,6,8,6,3,3,0,0,0,31,233,298,213,161,61,56,59,71,26,1185,351,305,447,289,121,105,124,98,27,1877,1245,363,6231,545,444,459,1631,1277,184,12366,29,21,48,39,22,48,67,67,7,341,98,49,75,89,43,46,116,93,15,625,32,42,35,23,6,14,31,40,3,237,59,54,130,44,17,49,123,142,79,704,3004,3613,7484,1473,1000,941,2236,1914,396,22052,0,35,0,0,0,0,0,0,0,42,9,100,3,3,9,0,0,0,0,128,150,650,10,54,83,24,0,11,6,985,0,32,0,0,0,0,0,0,0,36
CED194,0,3,0,0,0,0,0,0,0,3,3,16,0,0,0,0,0,0,0,19,18,53,0,8,3,3,3,3,0,95,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,45,128,19,36,21,13,13,33,8,316,0,0,0,0,0,0,0,0,0,0,3,8,3,9,4,0,3,3,0,39,9,12,20,18,5,8,12,14,3,94,33,25,219,29,14,20,80,71,6,502,5,0,3,4,0,3,8,9,0,26,8,3,3,5,0,6,6,4,0,39,3,0,0,0,0,0,3,5,0,13,3,4,8,7,3,4,11,16,12,80,126,273,286,117,60,59,131,167,36,1251,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,10,48,0,4,12,3,0,9,0,84,0,0,0,0,0,0,0,0,0,3
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,4,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,13,0,0,0,7,6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
