CED_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
CED125,0,0,0,0,8,1979,57,52,7,10,8,7,6,3,57,2181,230,0,0,0,0,0,0,0,0,12,244,127,4,4,0,0,0,0,0,0,5,141,136,6,3,3,0,0,0,0,0,6,160,3,0,0,0,0,0,0,0,0,0,3,264,9,10,3,0,3,0,0,0,16,308,3,0,0,0,0,0,0,0,0,3,4,492,11,10,3,0,3,0,0,0,35,554,11028,1272,981,230,226,267,199,186,81,535,14994,12872,3803,4638,719,706,791,617,654,385,538,25720,2117,363,494,111,100,147,131,166,127,211,3968,143,25,31,6,6,9,9,3,6,14,257,15135,4188,5160,834,808,942,762,827,516,769,29943,40,6,4,0,3,3,0,0,4,24,94,26203,5468,6145,1063,1034,1216,960,1014,598,1327,45029
CED126,0,0,0,11,29,2519,91,47,3,11,9,6,15,3,123,2819,653,22,5,3,5,3,0,0,0,85,774,239,3,0,0,0,0,0,0,0,33,276,100,4,4,0,0,0,0,3,0,20,128,7,0,0,0,0,0,0,0,0,0,7,337,10,5,0,0,0,0,3,0,46,409,9,0,0,0,0,0,0,0,0,36,42,1003,28,9,3,5,4,3,5,0,168,1221,14797,3188,2876,557,519,486,411,322,187,651,23982,6298,1839,2278,368,447,499,623,523,260,320,13456,862,152,191,34,44,61,120,142,112,116,1842,61,10,12,0,3,6,3,3,0,5,102,7214,2003,2489,401,494,565,743,672,374,443,15396,35,8,5,3,0,0,3,0,0,80,131,22047,5199,5367,963,1011,1052,1157,991,556,1169,39510
CED127,0,0,0,13,22,1875,22,17,9,3,0,0,0,3,90,2016,457,10,6,0,0,0,0,0,0,55,524,139,3,0,0,0,0,0,0,0,8,148,38,0,0,0,0,0,0,3,0,11,50,0,0,0,0,0,0,0,0,0,0,0,184,5,0,0,0,0,0,3,0,19,201,5,0,0,0,0,0,0,0,0,8,10,644,10,6,0,0,0,0,3,0,76,736,12531,1007,756,131,175,95,86,97,52,447,15379,3028,456,507,94,99,99,149,182,135,109,4847,287,40,64,14,8,16,9,41,21,64,564,17,0,0,0,0,0,0,0,0,6,28,3329,489,571,109,108,116,160,228,158,178,5437,26,0,0,0,0,0,0,0,0,34,57,15885,1504,1324,246,279,212,246,326,208,655,20874
CED128,0,0,0,5,10,3715,146,113,13,29,26,30,23,15,158,4275,210,3,0,0,0,0,0,0,0,33,249,443,4,5,0,0,0,0,0,0,31,491,564,22,19,3,0,5,3,3,3,47,664,17,0,0,0,0,0,0,0,0,3,21,1024,27,19,3,0,5,3,7,5,77,1175,7,0,0,0,0,0,0,0,0,13,14,1239,27,21,3,0,5,3,4,5,126,1435,7880,1037,909,136,220,126,141,145,85,404,11083,22486,5977,6347,1134,1186,1781,1363,1102,511,1046,42929,7185,1682,2117,533,702,1293,922,882,942,669,16923,272,53,51,5,10,25,15,22,16,47,514,29946,7707,8514,1673,1901,3096,2302,2008,1465,1761,60366,37,6,4,0,0,3,3,0,5,66,121,37856,8745,9431,1808,2121,3227,2450,2147,1557,2226,71577
CED129,0,0,0,10,12,2212,131,91,31,24,12,9,10,4,88,2610,265,4,3,0,0,0,0,0,0,39,315,245,10,8,0,0,0,0,0,0,20,284,189,13,5,4,3,0,3,0,0,22,243,3,0,0,0,0,0,0,0,0,7,9,435,24,18,3,6,0,3,0,0,42,536,0,0,0,0,0,0,0,0,0,4,4,701,27,16,8,3,0,0,0,0,87,853,10992,2028,1871,380,412,362,387,391,241,405,17475,15934,6029,5277,841,839,791,769,732,447,499,32159,1940,601,828,206,240,239,260,290,218,352,5174,98,33,24,3,0,0,3,8,0,18,193,17972,6661,6131,1051,1082,1036,1035,1034,668,871,37522,16,4,3,0,0,4,0,0,0,29,61,28988,8698,8000,1429,1489,1401,1420,1422,907,1300,55059
CED130,0,0,0,4,9,770,7,9,0,0,0,0,0,4,62,850,201,7,0,0,0,0,0,0,0,9,221,30,0,0,0,0,0,0,0,0,0,38,6,0,3,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,41,0,3,0,0,0,0,0,0,7,48,0,0,0,0,0,0,0,0,0,0,0,245,7,4,0,0,0,0,0,0,14,269,4909,531,526,142,131,142,95,110,57,302,6959,803,328,871,174,275,313,384,498,232,133,4016,71,28,75,18,38,29,67,190,113,127,757,7,4,12,0,5,0,6,7,4,9,56,879,361,965,195,319,348,455,698,349,267,4832,16,3,0,0,0,0,0,0,0,40,59,5803,889,1489,336,448,494,551,802,409,615,11851
CED131,0,0,0,51,60,1308,3,14,4,3,0,0,3,3,101,1443,233,3,0,0,0,0,0,0,0,8,256,173,0,0,0,0,0,0,0,0,10,189,117,0,0,0,0,0,0,0,0,13,127,0,0,0,0,0,0,0,0,0,0,3,290,0,0,0,0,0,0,0,0,23,312,17,0,0,0,0,0,0,0,0,81,99,547,8,4,0,0,0,0,3,0,113,670,6323,874,980,238,279,220,222,292,156,327,9923,3065,882,1663,390,576,581,726,753,482,284,9402,691,75,139,35,75,105,179,199,219,173,1883,16,11,9,0,3,0,4,0,5,5,59,3774,962,1808,426,647,689,907,958,708,464,11339,45,0,3,0,0,0,4,0,0,166,218,10148,1836,2790,665,924,904,1134,1248,865,961,21483
CED132,0,0,0,0,3,2581,104,54,6,7,9,12,12,4,97,2881,502,7,5,0,0,0,0,0,0,74,592,354,7,3,0,0,0,0,0,0,67,429,210,13,8,0,3,0,0,3,0,58,296,8,0,0,0,0,0,0,0,0,5,13,565,18,13,0,3,0,0,5,0,127,735,3,0,0,0,0,0,0,0,0,3,6,1070,30,15,0,3,0,4,5,0,204,1334,14371,3035,3180,849,831,747,805,869,538,682,25912,11723,4162,5459,1192,1406,1562,1649,1948,1123,687,30917,1912,470,643,167,202,258,369,520,362,459,5370,79,15,28,8,8,0,5,8,8,21,182,13713,4645,6134,1371,1621,1819,2029,2474,1499,1168,36472,19,0,9,0,0,0,0,0,3,20,53,28101,7685,9322,2218,2449,2565,2834,3348,2040,1870,62439
CED133,0,0,0,0,9,1234,33,12,4,0,0,3,0,0,43,1332,355,4,4,5,0,0,0,0,0,28,387,77,0,0,0,0,0,0,0,0,8,86,28,3,0,0,0,0,0,0,0,4,34,5,0,0,0,0,0,0,0,0,3,6,108,4,0,0,0,0,0,0,0,15,131,0,0,0,0,0,0,0,0,0,3,4,460,5,6,5,3,0,0,0,0,49,523,8042,627,642,160,119,115,87,92,47,386,10313,1383,350,667,107,133,138,138,140,79,135,3271,134,32,85,12,25,41,39,54,49,62,530,26,5,6,3,0,3,0,0,3,12,53,1537,389,758,118,155,185,178,195,133,206,3855,27,0,4,0,0,0,0,0,0,44,79,9604,1014,1410,274,277,294,273,285,178,641,14246
CED134,0,0,0,3,9,559,8,5,0,0,0,0,3,0,32,614,127,0,0,0,0,0,0,0,0,9,142,36,0,0,0,0,0,0,0,0,7,42,12,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,3,50,0,0,0,0,0,0,0,0,10,62,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,19,199,3228,327,409,109,123,91,85,70,30,211,4694,797,292,1027,190,239,245,190,174,111,110,3365,107,14,44,13,21,18,28,49,41,44,373,11,3,6,0,3,0,0,0,0,5,31,907,308,1081,199,260,268,219,228,150,156,3773,17,0,3,0,0,3,0,0,3,39,63,4155,636,1497,310,389,361,307,300,178,406,8530
CED135,0,0,0,8,12,2837,198,160,26,26,32,10,19,18,192,3517,217,8,3,0,0,0,0,0,0,51,281,295,8,4,0,0,0,0,0,0,33,342,394,26,18,4,0,0,3,0,3,46,497,6,0,0,0,0,0,0,0,0,7,15,693,33,20,5,0,0,3,0,0,89,847,0,0,0,0,0,0,0,0,0,3,0,916,37,25,5,0,3,3,0,0,145,1134,7143,1355,1443,360,407,435,493,471,358,496,12956,20103,9845,15791,2666,3269,4103,4756,4716,2970,1511,69737,5765,1744,2313,585,844,1138,809,1038,896,1027,16170,174,69,101,26,27,26,31,53,27,33,566,26049,11657,18209,3278,4140,5262,5605,5805,3894,2574,86470,26,5,7,4,8,3,3,7,13,94,170,33215,13014,19662,3648,4549,5706,6098,6281,4260,3163,99602
CED136,0,0,0,13,19,1276,25,16,0,3,6,0,5,3,46,1380,303,3,0,0,0,0,0,0,0,17,321,71,0,0,0,0,0,0,0,0,10,79,28,0,0,0,0,0,0,0,0,7,33,3,0,0,0,0,0,0,0,0,0,3,107,0,0,0,0,0,0,0,0,12,115,0,0,0,0,0,0,0,0,0,6,7,411,3,0,0,0,0,0,0,0,34,446,7423,749,901,202,154,145,113,91,56,329,10167,1452,365,808,126,163,131,130,113,47,96,3434,162,38,65,20,11,28,46,35,23,53,485,26,8,3,0,3,0,0,3,0,8,44,1640,410,878,143,178,157,183,156,70,153,3967,16,0,0,0,0,0,0,0,0,39,60,9078,1162,1784,346,332,300,295,239,130,518,14198
CED137,0,0,0,6,10,4135,134,114,14,27,4,12,13,17,171,4641,256,4,6,0,0,0,0,0,0,29,300,654,5,7,0,0,3,0,0,0,46,709,882,25,25,0,0,0,0,0,4,69,1006,3,0,0,0,0,0,0,0,0,0,5,1537,26,28,0,0,4,0,3,3,116,1721,0,0,0,0,0,0,0,0,0,8,12,1799,30,34,3,0,7,3,3,5,153,2038,8918,1538,1778,416,462,459,478,483,258,495,15291,20688,7091,10936,2059,2656,3254,3585,3686,2085,1383,57419,6360,1423,2106,517,741,868,1079,1248,844,1171,16369,169,43,64,8,28,18,33,26,22,40,460,27222,8551,13106,2587,3424,4141,4696,4960,2956,2598,74245,17,10,9,3,3,4,5,4,4,555,611,36157,10091,14889,3008,3889,4604,5177,5452,3221,3651,90141
CED138,0,0,0,10,30,2216,79,29,9,0,6,3,3,3,139,2488,743,21,9,0,0,3,3,0,0,96,874,96,0,0,0,0,0,0,0,0,15,114,30,0,0,0,0,0,0,0,0,8,38,3,0,0,0,0,0,0,0,0,0,3,130,3,0,0,0,0,0,0,0,17,155,13,0,0,0,0,0,0,0,0,21,29,887,22,8,0,0,3,3,0,0,135,1063,12347,1593,1456,282,297,229,204,193,121,794,17529,1776,541,853,180,198,213,203,156,89,185,4397,119,34,43,3,8,21,17,38,28,35,354,35,4,6,3,3,4,0,0,0,11,67,1928,585,904,186,211,242,222,199,122,231,4814,56,0,0,0,0,0,0,3,0,53,111,14332,2173,2358,473,508,475,425,394,244,1079,22455
CED139,0,0,0,3,5,703,8,13,3,3,3,0,0,3,36,769,213,0,3,0,0,0,0,0,0,24,243,47,0,0,0,0,0,0,0,0,3,51,10,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,7,70,0,0,0,0,0,0,0,0,0,8,8,274,0,8,0,0,0,0,0,0,33,315,4252,457,457,100,113,105,87,81,35,248,5925,899,438,961,219,449,328,283,261,103,135,4073,107,47,109,36,64,69,63,89,86,89,757,10,4,11,0,3,0,3,0,0,7,40,1017,493,1081,252,521,398,350,345,185,232,4864,9,0,0,3,0,0,0,0,0,132,148,5275,948,1536,354,631,507,433,423,226,612,10935
CED140,0,0,0,4,14,2139,93,38,3,5,6,5,10,0,97,2403,673,19,13,0,3,0,3,0,0,43,755,166,3,0,0,0,0,0,0,0,4,177,41,9,0,0,3,0,0,0,0,5,52,0,0,0,0,0,0,0,0,0,0,0,206,11,3,0,7,3,0,0,0,11,236,4,0,0,0,0,0,0,0,0,4,10,887,22,15,0,3,3,3,3,0,62,1002,12030,1744,1635,298,300,238,197,189,101,537,17278,3002,863,1188,220,208,225,189,167,98,154,6315,309,78,152,34,42,33,57,58,51,64,867,26,0,11,3,0,0,0,5,0,3,53,3334,951,1348,253,247,257,240,232,149,228,7234,35,0,4,0,0,0,0,0,0,48,87,15405,2693,2983,549,550,493,441,422,251,810,24599
CED141,0,0,0,13,16,1563,17,4,3,0,0,3,0,0,87,1684,374,4,0,0,0,0,0,0,0,33,417,134,3,0,0,0,0,0,0,0,9,149,32,4,0,0,0,0,0,0,0,10,39,4,0,0,0,0,0,0,0,0,0,4,173,3,0,0,0,0,0,0,0,18,189,3,0,0,0,0,0,0,0,0,29,30,548,12,0,0,0,0,0,0,0,79,640,7536,718,758,164,198,87,89,89,55,336,10022,2009,380,539,114,83,118,89,104,51,100,3598,248,38,57,8,14,13,29,26,18,32,484,27,5,3,3,0,0,0,0,0,5,50,2281,424,596,126,100,137,118,133,73,138,4134,20,3,0,0,0,0,0,0,0,60,79,9837,1145,1354,290,298,221,210,223,130,531,14236
CED142,0,0,0,4,4,2007,93,59,10,15,3,5,7,3,74,2286,154,0,0,0,0,0,3,0,0,7,168,134,7,0,0,0,0,3,0,0,14,158,315,16,4,0,0,0,0,0,0,15,351,0,0,0,0,0,0,0,0,0,3,4,451,19,8,0,0,0,3,0,0,31,518,3,0,0,0,0,0,0,0,0,9,7,613,20,9,0,3,0,3,3,0,37,695,12785,3296,4236,1318,1558,1606,2003,2372,1599,1016,31791,9864,4902,8542,2305,3060,4001,5444,7399,4881,2215,52612,2856,672,1009,279,509,755,1237,1715,1274,1292,11591,84,37,37,13,22,17,24,45,37,37,347,12811,5609,9591,2600,3586,4769,6697,9158,6194,3540,64550,19,6,10,5,0,3,9,7,22,76,149,25614,8916,13834,3920,5144,6384,8709,11531,7812,4629,96500
CED143,0,0,0,16,23,1988,54,35,9,3,14,0,10,4,80,2200,488,12,8,0,0,3,0,3,0,16,530,235,3,0,0,0,0,0,0,0,20,266,120,0,4,0,0,0,0,0,0,3,127,3,0,0,0,0,0,0,0,0,0,3,355,3,3,0,0,0,0,0,0,23,397,4,0,0,0,0,0,0,0,0,74,85,856,10,11,0,0,3,0,5,0,123,1010,14580,4261,4619,1129,1116,1149,1102,1009,540,690,30202,5899,2067,2870,660,725,854,967,1071,577,352,16043,710,117,203,41,42,77,117,152,158,108,1724,53,16,13,8,0,3,15,6,5,14,123,6657,2200,3089,706,772,935,1095,1219,740,476,17897,27,0,9,4,3,3,0,3,0,123,170,21265,6463,7715,1842,1894,2085,2200,2238,1287,1291,48270
CED144,0,0,0,6,13,4817,129,116,13,9,17,21,17,6,244,5387,207,0,0,0,0,0,0,0,0,26,233,494,5,7,0,0,0,0,0,0,37,537,1069,31,16,3,0,0,0,0,0,109,1233,20,0,0,0,0,0,0,0,0,0,23,1576,33,20,3,3,0,0,3,0,147,1791,3,0,0,0,0,0,0,0,0,6,7,1787,33,23,3,0,0,0,3,0,172,2030,6006,992,997,195,215,186,209,233,148,364,9548,25498,6930,9294,1417,1812,2262,2443,2342,1317,1529,54853,11118,1827,2256,506,750,1102,800,965,634,1039,20997,267,69,67,19,16,24,15,23,18,40,560,36883,8825,11615,1938,2586,3393,3264,3333,1964,2607,76411,37,9,12,4,5,0,7,5,6,90,180,42923,9829,12628,2134,2806,3580,3483,3571,2117,3057,86140
CED145,0,0,0,6,15,2620,112,51,8,8,8,5,6,5,100,2929,773,30,11,0,3,4,0,0,0,46,870,587,3,8,0,3,0,0,0,0,36,641,150,5,0,0,0,0,0,0,0,31,185,4,0,0,0,0,0,0,0,0,0,4,743,4,4,0,3,0,0,0,0,69,826,4,0,0,0,0,0,0,0,0,3,11,1521,33,20,3,3,4,0,0,0,120,1708,15769,3800,4230,1275,1187,1304,1349,1420,740,832,31908,7504,1749,2427,616,756,984,1148,1435,926,601,18141,714,103,127,28,40,55,83,135,177,156,1609,51,3,11,3,3,3,5,3,3,9,98,8266,1853,2561,647,802,1041,1235,1579,1102,762,19844,35,8,5,0,0,0,0,3,3,33,94,24070,5659,6796,1915,1991,2339,2590,3002,1850,1633,51845
CED146,0,0,0,0,4,2678,116,86,6,9,14,13,7,7,78,3010,154,0,0,0,6,0,0,0,0,5,162,252,4,9,0,0,0,0,0,0,14,278,422,25,13,8,3,3,7,3,3,16,506,10,0,0,0,0,0,0,0,0,0,6,684,24,30,8,3,3,7,3,3,27,798,4,0,0,0,0,0,0,0,0,0,8,839,31,26,8,4,3,7,3,3,39,963,7389,1044,789,140,167,134,127,125,65,361,10345,28144,7021,6364,945,799,954,812,679,373,1000,47084,7581,1296,1428,319,308,442,355,336,337,422,12824,321,64,51,10,12,11,10,12,6,47,553,36049,8377,7845,1269,1114,1404,1186,1028,718,1464,60459,45,10,6,0,4,0,0,0,3,46,120,43481,9432,8641,1409,1283,1536,1314,1157,791,1879,70918
CED147,0,0,0,4,13,3394,24,25,5,5,4,0,0,3,158,3619,606,5,3,0,3,0,0,0,0,82,700,266,0,0,0,0,0,0,0,0,42,308,178,6,0,0,0,0,0,0,0,42,220,3,0,0,0,0,0,0,0,0,3,10,442,3,0,0,0,0,0,0,0,89,535,7,0,0,0,0,0,0,0,0,3,9,1052,14,3,0,0,0,0,0,0,169,1239,13575,767,737,116,132,115,116,97,44,604,16310,5459,509,954,108,172,167,189,144,91,274,8057,1258,81,88,20,27,46,58,60,129,185,1940,75,8,5,0,0,0,0,4,0,21,120,6795,597,1046,136,195,207,248,202,219,478,10113,49,3,5,0,0,0,0,0,0,18,74,20413,1368,1783,247,331,329,366,299,266,1096,26501
CED194,0,0,0,4,4,60,3,0,0,0,0,0,0,3,12,75,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,3,0,3,21,643,79,72,18,17,22,39,143,166,80,1283,268,59,125,35,38,38,89,201,269,99,1229,45,11,23,4,3,23,41,37,61,44,286,5,0,0,0,0,0,0,0,3,0,10,323,66,146,35,44,63,127,239,331,148,1525,0,0,0,0,0,0,0,0,0,195,203,970,145,221,57,63,77,169,383,501,425,3012
CED197,0,0,0,0,0,14,0,0,0,0,0,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,40,0,0,0,0,0,4,3,0,11,61,31,0,5,3,0,0,0,0,0,3,42,19,4,7,0,0,0,0,0,0,10,41,0,0,0,0,0,0,0,0,0,0,0,48,8,7,6,5,0,0,0,0,12,83,0,0,0,0,0,0,0,0,0,0,0,93,9,8,6,5,0,4,3,0,22,142
