SAL_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
SAL10023,3,7,0,23,0,30,0,0,0,82,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,3,3,26,0,46,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,22,5,3,119,13,165
SAL10024,0,0,0,28,0,26,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,3,60,9,77
SAL10025,129,623,411,4672,35,5863,4,19,17,546,9,602,82,6,9,25,0,117,40,12,8,29,0,96,89,41,17,124,0,274,991,569,473,3853,35,5921,73,0,19,7,0,107,13,6,11,34,0,63,197,73,69,382,9,731,40,24,7,43,0,113,26,6,7,17,0,55,63,5,0,0,0,65,161,88,45,1018,10,1326,146,79,25,303,0,557,6,0,6,0,0,8,12,8,4,26,0,49,107,22,9,60,0,200,79,33,18,136,0,270,27,4,3,18,0,56,40,35,14,13,0,107,33,20,6,34,0,92,14,4,0,12,0,31,6,3,0,0,0,11,243,117,100,900,14,1376,24,9,4,11,0,47,8,4,0,3,0,18,91,31,13,51,0,191,9,0,0,0,0,7,15,4,0,0,0,16,68,13,24,61,0,169,464,156,74,225,5,933,30,10,12,79,464,590,2636,1157,820,8662,556,13826
SAL10026,66,308,250,2201,23,2852,0,23,13,387,8,426,16,0,6,8,0,31,18,7,4,26,0,54,72,24,18,37,0,154,568,273,235,1841,18,2934,61,0,17,0,0,75,12,0,0,6,0,27,96,25,14,161,4,303,15,10,0,21,0,48,23,4,0,8,0,28,26,0,0,0,0,25,70,28,38,481,0,621,52,28,6,96,0,188,0,0,5,0,0,8,8,0,0,3,0,8,38,3,0,9,0,55,54,13,4,45,0,120,22,10,3,18,0,59,19,8,9,9,0,40,25,7,0,22,0,50,6,3,0,5,0,15,0,0,0,0,0,0,150,61,57,457,0,725,11,0,0,4,0,25,5,0,7,0,0,13,49,0,3,25,0,75,3,0,4,0,0,9,20,5,7,0,0,28,42,7,3,20,0,66,261,66,44,82,14,459,12,8,4,43,299,367,1481,535,422,4117,360,6920
SAL10027,27,155,105,1373,9,1675,0,3,0,89,4,95,43,0,4,8,0,57,11,0,0,13,0,24,29,18,7,37,0,90,227,154,100,1628,11,2125,11,3,3,0,0,15,4,3,0,18,0,30,58,19,20,287,0,390,36,7,3,28,0,70,5,0,0,5,0,12,65,0,0,0,0,69,56,52,34,706,5,855,36,16,9,75,0,134,9,0,0,0,0,6,3,0,0,12,0,13,0,0,0,0,0,7,5,0,0,7,0,12,6,5,0,0,0,14,6,5,5,0,0,18,22,5,8,22,0,51,9,4,0,7,0,20,0,0,0,0,0,6,54,37,28,583,0,696,8,0,0,0,0,10,5,0,0,0,0,9,11,3,4,7,0,26,5,0,0,0,0,5,7,0,0,0,0,7,15,0,3,9,0,26,234,30,31,81,3,388,9,0,0,32,201,241,818,299,220,3394,230,4955
SAL10028,0,17,14,304,3,348,0,0,0,63,0,67,4,0,0,0,0,4,0,0,0,3,0,3,9,0,0,0,0,8,35,20,15,208,0,272,0,0,0,0,0,4,0,3,0,0,0,0,9,0,0,16,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,67,0,82,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,58,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,0,8,0,21,0,0,0,9,781,796,67,36,28,525,791,1443
SAL10029,0,3,0,57,0,68,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,55,0,71,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,9,9,15,10,9,114,14,151
SAL10030,82,435,311,1512,14,2347,0,16,6,137,4,163,812,33,61,60,7,978,34,3,9,22,3,74,50,29,14,56,0,151,923,373,246,1498,16,3049,119,4,18,7,0,151,100,10,10,16,0,133,123,35,27,151,3,341,64,21,8,66,0,167,27,8,3,24,0,72,165,11,4,7,0,191,379,124,71,739,7,1313,205,60,32,163,0,455,68,5,4,0,0,77,37,11,8,31,0,84,36,0,5,3,0,47,15,6,16,27,0,76,42,3,6,5,0,56,61,25,19,9,0,111,73,20,9,25,0,128,60,5,3,16,0,87,11,0,0,0,0,9,258,95,81,518,3,958,34,0,0,3,0,39,55,12,5,3,0,76,89,7,4,18,0,120,24,4,6,0,0,34,109,5,3,8,0,128,42,10,3,32,0,87,1327,147,109,149,8,1742,59,0,0,17,465,547,4340,837,608,3354,514,9649
SAL10031,42,126,69,663,3,911,0,0,0,29,0,36,90,3,9,6,0,111,43,4,3,6,0,59,17,3,3,10,0,34,125,78,54,498,3,766,20,0,7,5,0,33,12,0,0,4,0,21,21,3,4,35,0,61,168,17,9,115,0,314,8,0,0,0,0,11,33,9,5,0,0,46,43,14,16,171,0,243,85,31,7,102,0,232,10,0,0,0,0,12,150,32,17,54,0,255,99,11,10,17,0,139,21,4,8,12,0,38,3,8,0,0,0,7,4,4,4,4,0,17,20,10,4,7,0,40,6,0,0,0,0,9,0,0,0,0,0,0,44,24,11,146,0,225,9,4,0,0,0,16,3,3,0,3,0,7,14,0,0,0,0,19,5,0,0,0,0,10,19,0,5,0,0,24,6,6,0,5,0,14,262,47,52,57,4,427,22,7,0,17,43,86,1237,276,181,1377,58,3131
SAL10032,0,0,0,49,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,22,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,75,0,80
SAL10033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4
SAL10034,0,11,0,27,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,25,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,15,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,7,0,0,0,0,0,0,8,16,5,50,0,85
SAL10035,0,4,0,42,0,48,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,22,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,9,5,4,76,14,99
SAL10036,92,404,323,1743,32,2598,0,10,3,45,0,50,209,7,14,4,0,232,25,3,5,7,0,48,74,24,10,29,0,136,1041,362,263,1308,23,3000,49,7,7,3,0,71,53,12,0,25,0,89,116,23,23,115,4,278,59,9,9,39,0,119,14,0,7,5,0,26,71,5,4,4,0,82,297,93,59,507,0,960,203,48,22,117,31,426,15,0,8,0,0,28,3,0,0,10,0,16,6,0,0,0,0,6,15,4,4,6,0,29,16,12,7,0,0,34,42,18,9,9,0,91,34,7,8,8,0,57,19,4,0,8,0,35,4,0,0,0,0,5,224,81,60,394,5,766,11,6,8,7,0,26,66,16,11,6,0,94,38,0,3,4,0,46,7,5,3,0,0,11,17,0,0,0,0,19,65,9,3,24,0,104,474,91,90,99,9,776,21,0,0,17,156,202,2639,716,554,3141,265,7317
SAL10037,0,0,3,27,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,30,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,4,5,54,5,68
SAL10038,92,91,69,275,3,531,0,3,0,20,0,30,1437,13,36,3,0,1493,50,0,0,4,0,64,3,0,0,3,0,7,203,51,37,217,6,511,216,0,6,6,4,225,14,0,3,3,0,19,26,9,4,25,0,56,136,14,16,29,0,197,10,5,0,0,0,18,147,4,0,0,0,156,41,14,7,117,0,177,70,17,10,36,0,132,31,0,0,0,0,35,91,15,11,7,3,136,168,18,8,18,0,214,11,0,8,9,0,29,11,0,0,0,0,15,16,6,4,7,0,28,29,3,0,0,0,37,47,0,0,0,0,49,9,5,0,0,0,14,31,8,0,80,0,124,54,5,5,0,0,55,9,0,0,0,0,9,50,0,0,0,0,48,5,0,0,0,0,5,53,4,4,3,0,63,6,0,0,9,0,14,1487,39,35,29,10,1600,53,0,0,3,186,251,4164,206,164,601,213,5351
SAL10039,0,0,0,23,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,12,5,0,43,6,60
SAL10040,0,0,6,45,0,52,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,41,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,8,0,0,5,0,8,6,19,6,14,93,8,139
SAL10041,0,7,3,79,0,83,0,0,0,24,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,60,4,67,5,0,3,0,0,5,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,14,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,18,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,0,0,0,0,6,0,0,0,0,12,21,12,6,6,149,23,190
SAL10042,0,0,3,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,5,4,35,0,54
SAL10043,0,0,0,22,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,3,0,41,9,58
SAL10044,0,7,10,37,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,3,12,7,50,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,0,23,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,18,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,9,0,18,0,0,0,0,0,0,24,14,13,87,0,141
SAL10045,8,9,7,115,4,144,0,4,0,9,0,11,3,0,0,0,0,3,0,0,0,0,0,0,9,0,3,5,0,17,49,22,15,135,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,5,0,70,0,82,0,3,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,44,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,17,0,0,8,0,34,0,4,0,0,18,23,85,34,18,272,25,431
SAL10046,26,228,155,1939,21,2372,0,4,5,141,0,157,20,6,7,19,0,56,0,3,0,0,0,4,41,14,11,28,0,103,411,212,138,2006,26,2793,9,0,4,5,0,17,17,3,0,12,0,41,52,21,14,195,4,287,9,5,0,12,0,28,13,0,4,6,0,27,16,0,0,0,0,19,77,45,41,737,7,911,38,24,5,98,5,171,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,6,0,11,3,0,9,0,0,10,21,15,9,10,0,60,8,0,3,15,0,23,7,0,0,6,0,12,0,0,0,0,0,0,80,61,49,578,4,770,4,0,0,0,0,4,18,0,0,6,0,23,10,0,0,11,0,19,0,0,0,0,0,0,0,0,0,0,0,0,29,12,0,30,0,68,124,57,31,69,6,289,5,3,0,55,233,296,808,413,298,4115,283,5912
SAL10047,0,0,5,36,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,4,34,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,69,0,86
SAL10048,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,31,9,44
SAL10049,119,286,220,1589,23,2241,7,36,14,407,7,466,108,3,12,12,0,146,23,3,4,8,0,34,16,13,4,27,0,55,339,228,148,1287,40,2042,241,12,15,5,7,283,18,0,3,5,0,26,71,21,6,93,5,199,47,14,5,26,0,93,20,0,0,8,0,28,180,10,0,4,0,192,71,40,23,331,7,469,76,18,11,86,0,193,9,0,0,0,0,9,84,25,3,29,0,146,29,9,0,0,0,34,29,10,7,19,0,65,97,13,5,8,0,123,30,8,10,9,0,60,41,5,4,7,0,65,26,0,0,0,0,35,156,24,17,9,0,213,86,44,20,226,4,377,38,5,7,9,0,59,38,5,5,0,0,46,73,8,0,6,0,89,8,0,0,0,0,10,51,9,5,0,5,59,18,0,0,14,0,31,1097,139,87,119,16,1458,77,3,0,36,524,642,2710,566,376,2980,614,7254
SAL10050,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,0,0,23,8,40
