SSC_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SSC10514,0,0,0,10,23,5,3,4,13,74
SSC10515,175,27,259,2341,2292,1087,999,4537,734,11993
SSC10516,3,0,3,21,31,19,16,16,0,111
SSC10517,44,97,185,2208,2251,848,524,1911,846,8592
SSC10518,0,0,0,12,20,11,14,3,3,63
SSC10519,0,0,0,3,0,4,0,0,0,15
SSC10520,0,0,0,0,0,0,0,0,3,4
SSC10521,0,0,0,5,7,3,4,3,3,32
SSC10522,12,10,29,212,294,132,103,393,332,1467
SSC10523,6,7,24,506,649,304,211,394,111,2172
SSC10524,0,0,0,17,30,14,20,15,28,123
SSC10525,0,0,0,3,20,6,4,0,3,41
SSC10526,3,0,3,301,348,139,104,326,50,1269
SSC10527,0,0,0,12,28,18,11,9,0,85
SSC10528,3,0,10,267,389,171,114,184,83,1199
SSC10529,34,18,69,217,328,172,179,440,269,1607
SSC10530,0,0,0,5,6,0,3,3,0,21
SSC10531,0,0,0,14,27,24,19,16,16,113
SSC10532,0,0,0,3,14,9,4,4,3,40
SSC10533,0,0,0,3,0,0,3,0,0,10
SSC10534,0,0,0,13,29,11,10,16,9,83
SSC10535,0,0,4,89,123,67,48,80,59,470
SSC10536,227,71,499,1760,2428,1327,939,1540,702,8690
SSC10537,8,4,25,127,201,115,111,221,106,887
SSC10538,0,0,0,0,0,0,0,0,0,0
SSC10539,7,3,26,152,155,98,108,181,53,755
SSC10540,0,0,0,3,13,9,3,9,3,37
SSC10541,0,0,3,37,53,18,26,37,17,187
SSC10542,0,3,3,10,13,11,5,13,13,69
SSC10543,39,20,94,1482,1717,825,697,1645,523,6895
SSC10544,0,0,3,8,24,3,7,9,10,59
SSC10545,0,0,0,62,125,49,37,43,22,340
SSC10546,0,0,0,3,4,3,3,3,0,21
SSC10547,28,12,49,236,373,190,149,222,172,1338
SSC10548,3,0,3,120,149,100,78,88,37,573
SSC10549,11,7,31,308,419,228,190,273,140,1562
SSC10550,3,3,8,38,74,37,29,46,36,256
SSC10551,0,0,0,0,8,0,3,6,0,20
SSC10552,10,0,22,130,152,89,77,112,71,628
SSC10553,0,0,0,5,14,7,13,8,23,60
SSC10554,0,0,0,21,38,12,25,28,20,143
SSC10555,0,0,0,12,24,8,7,7,13,70
SSC10556,0,0,0,8,8,3,11,0,7,39
SSC10557,20,3,40,973,1017,391,236,736,251,3610
SSC10558,0,0,0,0,0,3,3,0,4,9
SSC10559,0,0,3,54,89,38,31,28,41,281
SSC10560,0,0,0,9,13,3,11,6,11,53
SSC10561,0,0,0,25,27,22,11,35,8,128
SSC10562,0,0,0,4,9,5,4,3,4,26
SSC10563,7,3,20,135,163,95,82,271,145,876
SSC10564,3,0,0,19,23,18,11,22,13,105
SSC10565,0,0,0,0,0,0,0,0,0,10
SSC10566,0,0,3,16,34,11,22,24,8,111
SSC10567,0,0,0,25,40,29,28,22,12,153
SSC10568,0,0,5,53,72,48,31,31,22,256
SSC10569,89,31,199,1575,1603,588,475,2068,787,7090
SSC10570,10,4,20,155,215,127,60,147,45,749
SSC10571,0,0,0,0,0,0,0,0,0,0
SSC10572,0,0,0,18,15,7,12,8,3,54
SSC10573,0,0,0,3,6,3,3,0,0,23
SSC10574,0,0,0,0,0,0,0,0,0,0
SSC10575,9,3,28,436,484,242,222,506,157,2044
SSC10576,0,0,0,7,3,12,3,9,3,36
SSC10577,3,0,6,28,23,15,13,29,8,108
SSC10578,10,3,33,353,423,131,78,252,70,1312
SSC10579,0,0,3,18,24,16,12,18,9,92
SSC10580,5,0,7,77,138,72,64,123,47,526
SSC10581,0,0,0,3,10,6,4,6,3,27
SSC10582,0,0,0,4,3,0,3,6,0,14
SSC10583,0,0,3,54,66,39,27,53,40,280
SSC10584,0,0,0,28,31,15,27,23,12,136
SSC10585,0,0,0,3,11,3,3,0,0,25
SSC10586,0,0,0,9,9,3,11,6,7,39
SSC10587,0,0,0,0,0,0,0,7,0,10
SSC10588,0,0,0,3,16,9,0,3,7,37
SSC10589,0,0,9,56,115,103,66,49,43,437
SSC10590,0,0,4,72,99,59,58,74,75,438
SSC10591,0,0,0,38,81,37,29,25,25,234
SSC10592,296,123,599,2339,3604,1734,1572,3931,1664,14846
SSC10593,0,0,0,21,26,12,13,9,10,97
SSC10594,32,9,92,1644,1541,575,335,810,479,5383
SSC10595,0,0,0,3,3,0,5,0,7,15
SSC10596,0,0,0,34,42,20,25,26,24,174
SSC10597,0,0,0,9,3,6,13,10,5,45
SSC10598,0,0,0,54,55,18,49,18,20,213
SSC10599,3,0,15,148,187,82,48,116,56,635
SSC10600,0,0,0,0,0,0,0,0,3,5
SSC10601,61,5,82,794,736,237,137,633,158,2700
SSC10602,0,0,0,0,3,8,3,3,0,17
SSC10603,0,0,11,25,45,39,35,36,22,197
SSC10604,0,0,0,0,0,5,0,0,0,13
SSC10605,0,0,3,12,16,9,13,12,0,71
SSC10606,0,0,0,28,46,20,29,11,6,142
SSC10607,0,0,0,18,16,19,7,6,0,69
SSC10608,68,16,116,262,401,186,148,301,135,1438
SSC10609,0,0,4,81,82,39,34,74,20,333
SSC10610,0,0,0,19,24,11,16,9,11,84
SSC10611,0,0,0,0,5,0,6,3,0,12
SSC10612,9,0,15,89,119,57,39,119,50,465
SSC10613,0,0,0,36,41,21,20,16,8,145
SSC10614,0,0,0,7,8,4,8,7,3,31
SSC10615,0,0,0,0,5,0,3,7,14,42
SSC10616,0,0,0,0,0,0,3,0,0,3
SSC10617,0,0,0,11,10,5,5,6,3,38
SSC10618,0,0,0,13,14,12,10,21,4,82
SSC10619,0,0,0,3,10,3,3,0,3,25
SSC10620,0,0,0,38,44,32,19,31,12,178
SSC10621,15,12,55,306,428,203,122,258,196,1508
SSC10622,0,0,3,25,36,25,33,36,14,172
SSC10623,0,0,0,7,6,3,3,0,3,16
SSC10624,0,0,0,0,0,0,0,0,0,0
SSC10625,3,0,9,87,118,59,53,75,48,442
SSC10626,0,0,0,10,19,5,4,19,14,71
SSC10627,0,0,0,0,3,0,9,0,9,17
SSC10628,0,0,3,31,53,16,17,20,15,158
SSC10629,0,0,4,59,62,38,24,40,27,248
SSC10630,0,0,0,25,37,20,7,7,11,111
SSC10631,0,0,0,0,0,3,0,3,0,14
SSC10632,0,3,5,7,3,0,3,5,0,21
SSC10633,0,0,0,3,4,3,4,10,3,25
SSC10634,0,0,3,22,36,27,14,25,20,143
SSC10635,0,0,0,12,27,8,15,12,20,87
SSC10636,0,0,0,0,3,5,0,3,0,11
SSC10637,0,0,0,9,9,0,6,6,5,44
SSC10638,0,0,0,3,0,0,3,0,3,18
SSC10639,0,0,0,0,0,0,0,0,0,0
SSC10640,0,0,0,0,0,0,0,0,0,0
SSC10641,0,0,0,26,48,19,20,23,24,158
SSC10642,57,25,122,537,740,346,287,640,245,2790
SSC10643,0,0,0,0,0,0,0,0,0,0
SSC10644,0,0,3,9,14,16,17,0,9,58
SSC10645,27,22,90,520,659,392,335,660,288,2856
SSC10646,0,0,5,22,30,15,18,27,12,118
SSC10647,0,0,0,0,0,0,0,0,0,0
SSC10648,0,0,0,19,21,24,12,11,12,104
SSC10649,34,8,65,194,259,181,145,309,147,1240
SSC10650,0,0,0,0,0,0,0,0,0,0
SSC10651,0,0,0,43,63,42,57,47,34,283
SSC10652,0,0,0,0,3,0,0,0,0,3
SSC10653,0,0,0,7,0,0,0,0,3,11
SSC10654,0,0,0,0,0,0,3,0,0,3
SSC10655,0,0,0,7,14,5,3,8,3,36
SSC10656,6,0,12,211,328,129,143,128,54,994
SSC10657,0,0,0,7,10,3,9,6,0,31
SSC10658,0,0,0,22,19,11,11,14,26,100
SSC10659,0,0,0,9,12,4,7,5,3,34
SSC10660,0,0,0,13,26,11,8,6,18,87
SSC10661,0,0,0,3,11,0,3,7,3,23
SSC10662,37,21,103,1125,1408,692,469,742,288,4722
SSC10663,3,0,3,7,3,5,3,12,3,33
SSC10664,0,0,0,14,10,15,10,9,12,67
SSC10665,0,0,0,3,0,0,0,3,0,9
SSC10666,0,0,3,19,19,9,14,15,18,95
SSC10667,0,0,0,3,8,4,3,0,3,18
SSC10668,0,0,0,7,33,15,15,16,3,90
SSC10669,0,0,0,7,36,26,15,20,12,116
SSC10670,29,53,112,384,646,420,303,361,236,2350
SSC10671,11,4,20,83,120,62,80,119,87,551
SSC10672,11,3,41,359,445,255,203,236,75,1574
SSC10673,0,0,0,8,16,8,12,5,3,50
SSC10674,0,0,0,8,7,3,3,4,5,31
SSC10675,0,0,0,0,8,11,3,11,3,45
SSC10676,0,0,0,10,19,9,6,23,13,87
SSC10677,0,0,0,0,4,0,0,3,0,6
SSC10678,0,0,0,8,15,11,19,8,18,69
SSC10679,0,0,0,0,0,0,0,0,0,0
SSC10680,0,0,0,9,13,7,13,10,3,58
SSC10681,0,0,0,16,13,9,5,11,6,66
SSC10682,0,0,0,378,521,218,193,486,84,1886
SSC10683,0,0,0,6,25,20,12,22,14,102
SSC10684,7,3,25,748,1104,433,286,335,288,3196
SSC10685,3,0,3,54,71,54,50,64,27,312
SSC10686,0,0,3,22,41,20,19,25,9,137
SSC10687,0,0,0,40,47,48,30,11,18,188
SSC10688,0,0,0,23,20,11,13,9,9,80
SSC10689,0,0,0,16,18,6,10,24,11,84
SSC10690,0,0,3,21,39,20,18,19,8,119
SSC10691,0,0,0,26,41,16,16,20,6,127
SSC10692,0,0,0,11,16,9,14,20,12,73
SSC10693,0,0,0,14,14,8,3,7,3,46
SSC10694,0,0,0,9,15,6,20,65,4,117
SSC10695,0,0,0,9,10,3,3,0,0,26
SSC10696,0,0,11,180,265,105,95,201,106,951
SSC10697,0,0,0,122,213,108,74,49,84,659
SSC10698,0,0,0,13,14,7,6,11,11,50
SSC10699,3,0,3,8,16,5,15,9,4,70
SSC10700,0,0,0,10,15,10,3,12,9,51
SSC10701,86,15,152,396,581,368,298,441,176,2261
SSC10702,0,0,0,9,26,0,9,13,12,67
SSC10703,0,0,4,8,23,16,16,14,11,92
SSC10704,0,0,0,5,11,0,0,0,0,11
SSC10705,35,9,101,734,831,361,281,532,145,2887
SSC10706,3,0,5,39,46,19,31,39,10,190
SSC10707,0,3,4,3,10,0,5,17,14,53
SSC10708,3,0,6,47,89,57,41,36,29,297
SSC10709,4,0,5,25,46,30,37,34,22,196
SSC10710,0,0,4,40,56,21,32,46,29,214
SSC10711,0,0,0,10,10,4,6,3,4,42
SSC10712,18,8,50,209,323,161,154,269,120,1230
SSC10713,3,0,7,144,195,94,67,119,80,706
SSC10714,0,0,0,4,3,3,0,0,5,17
SSC10715,7,0,6,14,28,12,14,16,17,94
SSC10716,0,0,3,57,76,41,43,36,34,288
SSC10717,0,0,0,15,20,24,16,18,18,112
SSC10718,197,44,371,3226,2631,1125,794,5656,1025,14461
SSC10719,36,14,58,178,191,75,59,252,65,822
SSC10720,22,9,47,561,502,217,323,1113,488,3207
SSC10721,0,0,0,7,9,3,3,4,6,29
SSC10722,0,0,0,0,3,3,0,4,3,18
SSC10723,8,4,21,177,240,129,120,173,39,881
SSC10724,0,0,0,9,17,9,5,9,3,45
SSC10725,0,0,3,30,27,25,20,18,7,121
SSC10726,5,4,17,349,414,196,172,289,116,1532
SSC10727,0,3,5,39,69,42,45,39,25,261
SSC10728,0,0,0,0,0,0,0,0,0,0
SSC10729,0,0,3,24,19,27,19,27,11,117
SSC10730,0,0,0,0,3,0,3,5,5,19
SSC10731,0,0,0,16,15,6,9,5,0,48
SSC10732,0,0,0,7,8,4,12,9,3,40
SSC10733,64,45,150,1142,1085,480,271,806,1043,4838
SSC10734,0,0,0,13,37,14,9,18,10,110
SSC10735,0,0,6,245,348,177,109,104,86,1068
SSC10736,18,3,39,413,462,223,150,318,83,1654
SSC10737,0,0,3,19,25,12,8,23,3,86
SSC10738,0,0,0,11,5,6,0,19,3,51
SSC10739,0,0,0,0,0,3,4,0,3,8
SSC10740,398,47,534,3252,2825,1379,1239,7849,1335,17887
SSC10741,52,10,102,1128,1049,431,487,2271,427,5791
SSC10742,0,0,0,3,7,3,0,4,13,30
SSC10743,87,3,94,290,284,110,85,305,89,1155
SSC10744,0,0,0,0,13,5,7,8,3,36
SSC10745,0,0,0,0,0,0,0,0,0,0
SSC10746,0,0,0,3,8,12,12,3,8,43
SSC10747,0,0,0,0,0,0,0,0,0,3
SSC10748,19,0,32,646,863,427,315,547,209,3004
SSC10749,0,0,0,0,3,0,0,4,3,13
SSC10750,0,0,3,29,37,26,16,22,12,135
SSC10751,0,0,0,3,15,3,4,4,0,24
SSC10752,0,0,3,23,39,12,14,15,4,107
SSC10753,0,0,0,3,3,0,0,0,0,6
SSC10754,0,0,0,15,4,12,10,13,3,59
SSC10755,0,0,0,565,223,26,7,447,65,1326
SSC10756,0,0,0,0,0,0,0,0,0,4
SSC10757,15,3,36,342,515,283,220,352,119,1841
SSC10758,10,15,34,118,155,88,91,148,91,690
SSC10759,0,0,0,15,21,7,6,12,17,78
SSC10760,0,0,0,10,18,6,8,5,19,70
SSC10761,0,0,0,0,0,0,0,0,0,0
SSC10762,0,0,0,13,14,7,15,14,8,63
SSC10763,0,0,0,41,45,35,33,28,15,204
SSC10764,3,0,11,223,276,141,112,111,46,918
SSC10765,0,0,0,3,12,6,6,3,3,29
SSC10766,0,0,0,7,5,8,0,3,0,30
SSC10767,3,0,10,399,438,197,160,310,71,1579
SSC10768,35,18,79,1174,1411,559,499,1224,442,5312
SSC10769,0,0,0,0,0,0,0,0,0,0
SSC10770,100,65,191,627,698,282,217,574,258,2654
SSC10771,0,0,13,18,43,24,21,13,12,128
SSC10772,5,3,8,426,488,234,159,278,75,1658
SSC10773,28,15,66,820,1042,568,386,614,141,3561
SSC10774,0,0,0,0,0,0,0,0,0,0
SSC10775,16,64,90,1358,1771,765,573,1019,355,5838
SSC10776,0,0,0,13,9,4,7,3,3,35
SSC10777,0,0,0,3,8,0,3,8,5,31
SSC10778,31,18,85,1795,1851,596,347,769,366,5726
SSC10779,0,0,0,3,3,3,3,3,0,20
SSC10780,151,53,310,2214,2471,958,895,2806,990,10340
SSC10781,22,8,46,3216,2391,479,231,2371,942,9620
SSC10782,233,44,391,4468,3957,1669,1525,7604,1578,20795
SSC10783,0,0,0,7,8,3,0,14,3,41
SSC10784,0,0,0,27,37,20,7,22,5,116
SSC10785,10,3,31,245,266,127,86,231,51,1009
SSC10786,0,0,0,0,3,0,3,0,3,9
SSC10787,0,0,0,6,5,3,5,0,3,27
SSC10788,7,0,6,93,161,92,81,69,47,549
SSC10789,0,0,0,7,5,5,5,3,5,28
SSC10790,0,0,3,91,157,75,61,63,64,517
SSC10791,88,23,184,1702,1595,778,680,3515,565,8832
SSC10792,163,22,240,1582,1444,666,615,3361,622,8289
SSC10793,0,0,5,90,122,62,41,49,28,392
SSC10794,0,0,3,26,34,25,11,18,19,137
SSC10795,0,0,0,3,5,3,3,3,0,17
SSC10796,53,4,81,312,444,250,222,418,169,1816
SSC10797,53,11,106,1440,1481,566,433,1734,466,6112
SSC10798,36,18,89,156,200,98,102,314,166,1031
SSC10799,5,0,7,72,94,45,28,57,29,332
SSC10800,0,0,0,8,17,9,15,7,7,63
SSC10801,0,0,0,3,3,0,0,0,0,5
SSC10802,0,0,3,14,28,14,19,19,21,120
SSC10803,0,0,0,0,0,0,0,0,0,3
SSC10804,0,5,3,99,138,60,48,78,56,478
SSC10805,0,0,0,7,11,5,10,3,4,43
SSC10806,0,0,3,27,36,19,16,19,23,144
SSC10807,0,0,0,5,3,8,11,12,8,38
SSC10808,9,3,13,51,60,51,14,59,30,267
SSC10809,44,20,125,1036,1296,601,489,1010,279,4720
SSC10810,53,39,120,222,345,174,102,242,124,1213
SSC10811,17,6,52,501,661,311,218,455,108,2261
SSC10812,67,10,98,139,194,96,73,206,74,772
SSC10813,5,0,8,93,127,64,55,65,44,443
SSC10814,0,0,0,24,31,18,13,27,20,131
SSC10815,173,55,372,2442,2625,953,714,2089,670,9495
SSC10816,109,43,337,2381,2671,1414,977,1805,478,9736
SSC10817,0,0,0,4,3,0,4,7,3,27
SSC10818,208,108,523,4595,4897,2482,2093,4807,942,19811
SSC10819,93,38,214,2025,2074,899,707,2644,564,8907
SSC10820,3,0,3,347,357,167,120,405,59,1453
SSC10821,0,0,0,3,3,0,0,0,3,8
SSC10822,0,0,3,28,26,23,13,33,10,142
SSC10823,0,3,7,26,36,11,17,43,24,160
SSC10824,0,0,0,0,0,0,0,0,3,4
SSC10825,0,0,0,0,0,0,0,0,0,0
SSC10826,116,12,137,516,477,212,228,1159,306,2898
SSC10827,0,0,3,40,37,21,23,31,29,190
SSC10828,0,0,0,22,27,14,14,16,22,107
SSC10829,0,0,0,3,3,9,3,0,5,30
SSC10830,13,0,22,455,521,158,98,281,143,1653
SSC10831,0,0,0,0,5,3,0,3,0,18
SSC10832,0,0,3,45,50,39,33,60,36,261
SSC10833,0,0,0,4,0,5,3,0,13,27
SSC10834,0,0,3,20,13,19,13,32,9,103
SSC10835,0,0,0,3,3,0,0,0,3,14
SSC10836,0,0,0,3,9,0,3,4,0,22
SSC10837,14,5,42,219,273,117,105,244,54,1013
SSC10838,8,4,25,299,289,143,148,714,271,1866
SSC10839,0,0,3,29,33,29,14,31,22,154
SSC10840,0,0,0,0,9,4,3,0,0,16
SSC10841,6,0,8,238,379,188,119,151,109,1179
SSC10842,0,0,0,0,0,0,0,3,3,5
SSC10843,173,75,395,1402,2036,1058,949,2241,1028,8711
SSC10844,0,4,3,29,68,32,31,43,32,240
SSC10845,25,12,97,474,587,295,193,376,104,2027
SSC10846,0,0,0,28,45,28,12,8,5,127
SSC10847,387,473,1299,7882,8639,4184,2955,6426,1810,31881
SSC10848,0,0,0,23,32,18,22,20,31,145
SSC10849,27,8,71,609,637,324,232,370,112,2284
SSC10850,7,3,11,165,238,123,115,187,106,944
SSC10851,4,3,8,507,549,284,169,271,192,1972
SSC10852,120,50,237,2631,2693,1148,1047,3698,1076,12297
SSC10853,69,50,138,281,468,286,194,472,260,1961
SSC10854,0,0,0,0,3,0,0,4,0,8
SSC10855,3,0,5,15,15,15,16,18,11,88
SSC10856,11,4,18,290,293,134,154,295,195,1354
SSC10857,0,0,3,37,37,24,13,19,11,132
SSC10858,0,0,0,3,7,3,9,3,4,30
SSC10859,0,0,3,144,192,96,51,96,56,631
SSC10860,0,0,0,7,7,0,3,6,3,22
SSC10861,0,0,0,3,13,4,3,11,10,40
SSC10862,52,12,103,707,910,528,365,675,165,3359
SSC10863,0,3,7,88,105,40,39,62,34,366
SSC10864,0,0,0,22,53,24,24,29,10,167
SSC10865,15,0,31,1278,1193,504,469,1817,316,5578
SSC10866,3,0,13,120,134,85,71,169,51,629
SSC10867,0,0,0,17,19,26,7,6,14,87
SSC10868,0,0,0,6,3,3,3,8,7,28
SSC10869,0,0,0,0,0,0,6,0,6,18
SSC10870,7,0,7,56,69,43,54,56,34,306
SSC10871,0,0,4,36,29,19,19,35,14,148
SSC10872,0,0,0,0,0,0,0,0,0,0
SSC10873,7,5,27,740,553,140,86,370,211,2099
SSC10874,0,0,0,8,8,0,0,0,3,23
SSC10875,0,0,0,6,10,13,5,3,9,44
SSC10876,0,3,5,58,65,31,23,38,18,234
SSC10877,0,0,3,39,75,41,32,30,49,259
SSC10878,303,80,492,2028,2629,1328,1331,3092,1911,12306
SSC10879,0,0,0,0,0,0,0,0,0,0
SSC10880,28,28,77,365,477,263,247,555,211,2119
SSC10881,0,0,0,7,12,0,3,4,9,37
SSC10882,0,0,0,14,7,5,7,14,3,46
SSC10883,0,0,0,17,30,12,8,35,8,104
SSC10884,0,0,0,158,65,4,0,90,3,332
SSC10885,179,48,382,2477,3021,1445,999,2035,652,10619
SSC10886,0,0,0,6,16,14,3,11,7,53
SSC10887,0,0,0,29,24,17,28,18,23,148
SSC10888,0,0,0,6,5,0,4,0,4,15
SSC10889,33,17,64,402,498,261,208,457,201,2029
SSC10890,0,0,0,3,7,7,3,3,0,25
SSC10891,0,0,0,11,26,16,5,12,6,76
SSC10892,234,95,519,5196,4843,2049,1490,5937,1349,20862
SSC10893,9,4,36,297,371,189,100,204,55,1218
SSC10894,0,0,4,27,35,21,28,16,13,141
SSC10895,0,0,0,19,32,8,7,3,6,75
SSC10896,12,8,37,490,513,295,193,284,62,1839
SSC10897,0,0,0,7,13,9,11,4,12,62
SSC10898,238,52,451,3837,4254,2120,1453,3202,474,15336
SSC10899,203,31,356,1837,1879,919,915,3584,841,9974
SSC10900,0,0,0,5,3,4,4,0,7,20
SSC10901,39,9,67,574,682,272,209,641,222,2605
SSC10902,0,0,0,0,0,0,0,0,0,3
SSC10903,0,0,0,38,65,23,17,31,8,192
SSC10904,3,4,12,32,40,23,39,36,24,190
SSC10905,23,10,51,232,307,164,102,445,172,1422
SSC10906,0,0,0,4,8,0,5,0,3,21
SSC10907,3,3,13,2139,1455,252,124,3289,1106,8371
SSC10908,112,11,161,1544,1682,819,737,2012,440,7234
SSC10909,3,0,7,255,377,167,110,129,37,1076
SSC10910,72,14,103,708,720,194,135,538,212,2507
SSC10911,8,3,31,362,399,187,208,363,113,1629
SSC10912,5,0,6,185,218,107,88,141,32,769
SSC10913,0,0,0,7,5,3,0,5,13,34
SSC10914,0,0,0,0,0,0,0,0,0,0
SSC10915,9,0,18,191,253,145,80,125,57,854
SSC10916,0,0,3,15,30,21,32,40,28,156
SSC10917,0,0,0,4,3,0,3,3,0,16
SSC10918,0,0,12,879,932,395,359,836,179,3578
SSC10919,0,3,3,33,36,33,22,21,30,173
SSC10920,9,6,20,300,449,237,217,278,141,1615
SSC10921,0,0,0,16,37,10,6,17,6,95
SSC10922,5,0,3,79,135,57,63,89,43,462
SSC10923,4,0,19,139,209,124,54,102,25,637
SSC10924,0,0,4,237,203,100,173,587,460,1768
SSC10925,0,0,0,16,27,21,11,12,11,96
SSC10926,0,0,0,7,12,0,5,3,0,25
SSC10927,0,0,0,3,0,0,0,0,0,10
SSC10928,75,3,101,278,277,153,90,470,79,1344
SSC10929,0,0,3,40,40,17,18,40,10,170
SSC10930,0,0,0,3,8,0,4,3,0,19
SSC10931,0,0,0,3,10,3,0,0,3,20
SSC10932,3,0,6,106,133,77,65,115,68,571
SSC10933,0,0,0,3,3,3,0,4,4,27
SSC10934,0,0,3,171,194,110,86,87,32,675
SSC10935,16,0,42,337,388,199,125,250,74,1367
SSC10936,0,0,3,42,54,28,26,28,38,226
SSC10937,0,0,0,0,0,0,0,3,0,3
SSC10938,26,0,47,1222,1163,393,240,546,230,3792
SSC10939,4,0,4,131,230,118,74,55,71,686
SSC10940,0,0,0,24,25,21,11,30,14,122
SSC10941,0,0,0,3,0,4,0,3,0,6
SSC10942,0,0,0,12,28,11,8,5,6,64
SSC10943,9,7,41,302,464,234,173,254,81,1501
SSC10944,0,0,0,37,58,23,12,17,7,155
SSC10945,0,0,0,10,13,9,11,11,9,53
SSC10946,0,0,0,0,7,3,3,0,33,44
SSC10947,0,0,0,21,44,23,18,42,7,157
SSC10948,0,0,0,14,4,3,0,10,3,37
SSC10949,37,17,74,544,745,367,329,641,483,3101
SSC10950,0,0,0,0,12,3,7,11,0,28
SSC10951,5,0,15,107,154,91,101,113,79,642
SSC10952,0,0,0,4,7,4,9,4,0,33
SSC10953,0,0,0,14,25,6,6,11,0,66
SSC10954,9,9,23,384,468,195,164,279,139,1624
SSC10955,0,0,0,7,3,5,0,3,3,29
SSC10956,0,0,0,0,0,3,6,0,0,14
SSC10957,0,0,0,15,13,4,10,7,3,51
SSC10958,3,0,3,20,56,28,32,24,20,183
SSC10959,278,330,887,4312,5477,2565,1922,4503,2494,21271
SSC10960,0,0,0,0,0,0,0,0,4,4
SSC10961,0,0,0,0,3,3,3,3,0,13
SSC10962,0,0,3,8,9,7,9,10,4,44
SSC10963,0,0,0,9,10,3,6,12,3,39
SSC10964,14,0,29,213,263,115,123,199,134,1045
SSC10965,0,0,4,350,415,185,135,304,68,1449
SSC10966,4,0,11,237,312,141,95,136,60,986
SSC10967,0,0,0,8,13,6,8,3,10,47
SSC10968,0,0,3,18,27,22,16,12,11,104
SSC10969,7,0,10,110,117,40,42,135,57,502
SSC10970,67,106,251,1851,1838,687,476,1124,594,6579
SSC10971,49,14,126,912,1029,496,325,677,209,3646
SSC10972,0,0,3,32,90,34,25,26,18,231
SSC10973,0,0,4,19,30,8,8,14,4,87
SSC10974,0,0,0,8,10,5,10,3,0,33
SSC10975,0,0,0,39,29,27,26,22,18,154
SSC10976,0,0,0,42,37,22,19,29,27,172
SSC10977,0,0,0,3,12,6,3,4,6,39
SSC10978,0,0,0,15,30,22,9,20,14,110
SSC10979,0,0,4,77,110,87,80,106,75,548
SSC10980,0,0,0,0,0,0,0,0,0,0
SSC10981,0,0,0,3,3,3,0,7,8,26
SSC10982,0,0,0,0,0,0,0,0,4,3
SSC10983,0,0,0,8,20,6,4,6,3,43
SSC10984,0,0,3,53,69,25,36,38,42,259
SSC10985,6,3,11,292,324,163,181,225,97,1279
SSC10986,0,0,0,0,0,0,0,0,0,0
SSC10987,31,10,71,1304,1542,661,641,2009,532,6693
SSC10988,0,0,0,0,3,0,6,0,0,18
SSC10989,0,0,0,10,21,15,11,18,4,74
SSC10990,0,0,0,9,10,3,4,3,23,64
SSC10991,0,0,0,3,6,5,4,8,3,26
SSC10992,4,4,13,54,103,63,63,57,40,380
SSC10993,0,0,0,28,23,8,14,12,9,99
SSC10994,0,0,0,3,4,0,3,5,0,8
SSC10995,0,0,0,9,7,7,4,10,22,54
SSC10996,22,7,67,695,963,454,318,451,129,3006
SSC10997,0,0,0,7,13,3,3,7,10,43
SSC10998,0,0,0,14,27,7,12,17,23,100
SSC10999,278,33,475,2878,3051,1373,993,2931,630,11852
SSC11000,55,16,118,1153,1216,574,432,1126,277,4782
SSC11001,89,33,202,1772,1688,807,845,3038,718,8858
SSC11002,47,21,102,479,591,283,302,676,373,2705
SSC11003,0,0,3,53,81,28,23,46,31,254
SSC11004,0,0,0,3,4,6,0,0,6,16
SSC11005,3,4,11,42,80,50,46,20,16,258
SSC11006,3,0,9,54,76,46,45,38,33,295
SSC11007,0,0,0,23,58,27,10,18,22,162
SSC11008,0,3,3,34,50,36,18,26,35,199
SSC11009,0,0,0,5,3,0,0,0,0,11
SSC11010,41,6,64,443,478,213,152,465,137,1890
SSC11011,0,0,4,15,42,24,17,21,10,124
SSC11012,0,0,11,32,81,43,40,53,31,282
SSC11013,21,8,73,563,581,318,233,499,110,2303
SSC11014,20,15,43,665,807,340,335,771,239,3163
SSC11015,59,53,199,4487,3413,1002,569,2081,1515,13063
SSC11016,3,3,7,29,32,11,15,23,22,132
SSC11017,0,0,0,10,14,4,10,14,13,60
SSC11018,3,3,10,62,100,55,50,84,74,428
SSC11019,12,6,56,976,963,275,160,556,274,3199
SSC11020,0,0,0,3,5,7,8,12,6,42
SSC11021,0,0,0,6,11,12,3,12,12,52
SSC11022,3,3,4,35,40,22,26,34,12,167
SSC11023,0,0,7,39,74,42,33,27,29,241
SSC11024,15,8,26,148,246,159,119,209,156,1037
SSC11025,13,31,67,290,420,222,199,321,257,1720
SSC11026,0,0,0,66,71,57,25,40,23,275
SSC11027,0,0,0,0,0,0,0,0,0,0
SSC11028,0,0,0,23,23,3,10,27,21,103
SSC11029,0,0,0,0,0,0,0,0,0,0
SSC11030,0,0,0,0,0,3,0,7,0,8
SSC11031,0,0,3,11,36,12,9,11,18,107
SSC11032,0,3,3,42,83,47,42,66,51,329
SSC11033,0,0,0,17,21,8,3,7,7,59
