region_id,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_estat_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_estat_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_estat_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_over_LT_Real_eSte_agent,R_650_over_LT_Ste_ter_hsg_aut,R_650_over_LT_Psn_not_Sme_hhd,R_650_ovr_LT_hs_coop_com_ch_g,R_650_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_650_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
11703,91,1073,372,69,42,177,1824,10,2547,19,57,17,25,2675,99,1059,142,142,18,10,1470,253,577,237,100,28,14,1209,369,161,214,42,23,3,812,1115,212,345,95,34,10,1811,2543,193,693,138,58,13,3638,5200,145,1025,57,74,23,6524,6534,46,1112,20,56,27,7795,5582,34,906,10,57,32,6621,7455,72,1478,23,87,44,9159,503,460,313,46,73,87,1482,29754,6579,6856,799,567,465,45020
11801,37,79,268,31,31,231,677,8,211,7,18,0,4,248,62,83,60,33,3,5,246,67,46,70,13,11,0,207,104,9,104,10,16,0,243,397,19,153,7,23,5,604,1055,18,343,5,31,12,1464,2629,13,653,10,24,16,3345,3158,9,724,3,26,14,3934,2364,3,592,3,12,7,2981,4430,6,1333,6,36,27,5838,281,33,189,30,28,57,618,14592,529,4496,169,241,378,20405
11802,35,424,247,27,13,173,919,6,1119,8,32,15,3,1183,45,545,53,99,24,7,773,113,338,94,55,28,0,628,110,82,104,10,77,3,386,261,101,173,15,74,3,627,974,91,334,16,52,5,1472,3571,73,728,7,36,14,4429,3929,51,696,8,19,15,4718,2092,13,379,0,18,6,2508,2391,15,542,12,23,8,2991,215,240,172,29,30,39,725,13742,3092,3530,310,409,276,21359
11901,18,562,208,31,20,143,982,0,1280,11,50,8,4,1353,48,942,84,78,17,10,1179,69,664,111,87,30,14,975,79,203,122,36,25,8,473,260,258,210,47,34,6,815,1433,282,486,39,88,15,2343,3056,151,651,18,114,23,4013,1072,11,231,12,39,8,1373,254,8,57,3,8,0,330,98,22,25,0,11,0,156,135,291,143,29,31,25,654,6522,4674,2339,430,425,256,14646
11902,45,166,171,34,26,107,549,4,448,8,26,10,3,499,41,345,75,61,14,6,542,153,233,133,70,26,5,620,297,67,125,21,21,7,538,1332,65,237,23,46,5,1708,3869,80,491,14,88,30,4572,2228,54,434,11,112,17,2856,964,12,196,0,29,11,1212,313,4,55,0,5,0,377,156,3,38,3,10,0,210,169,133,130,17,29,29,507,9571,1610,2093,280,416,220,14190
11903,30,299,179,26,19,102,655,0,761,14,22,7,6,810,21,430,69,63,11,7,601,70,302,113,45,17,0,547,82,84,107,15,18,4,310,365,83,172,14,31,5,670,1394,87,316,12,28,10,1847,2659,56,441,9,44,9,3218,1415,9,249,3,12,8,1696,463,9,86,3,8,0,569,265,12,61,0,6,4,348,140,152,134,31,23,31,511,6904,2284,1941,243,224,186,11782
11904,31,111,227,25,19,141,554,3,300,18,11,0,3,335,20,176,60,53,24,3,336,97,113,96,28,19,8,361,128,33,120,11,19,0,311,375,47,158,15,22,9,626,1876,32,386,11,50,15,2370,3989,34,565,10,50,15,4663,1989,12,313,5,36,5,2360,610,3,112,0,5,3,733,367,4,74,0,9,3,457,166,78,141,22,21,35,463,9651,943,2270,191,274,240,13569
12001,15,95,111,23,22,82,348,0,252,4,8,21,3,288,7,156,24,33,14,3,237,19,83,35,17,23,3,180,30,35,46,4,51,3,169,55,18,66,0,39,0,178,318,22,142,4,20,6,512,1275,18,245,3,27,3,1571,1897,10,263,3,16,8,2197,1438,0,191,6,10,7,1652,1178,11,189,3,11,10,1402,83,40,76,10,23,14,246,6315,740,1392,114,277,142,8980
12002,9,135,79,8,13,48,292,3,372,3,15,4,3,400,21,129,30,54,3,3,240,80,85,54,25,9,3,256,97,30,51,5,12,0,195,268,27,75,7,10,0,387,540,26,160,5,21,3,755,936,19,214,3,3,0,1175,1154,6,235,3,9,3,1410,1166,5,213,0,8,3,1395,1549,7,336,3,7,13,1915,79,66,64,4,8,6,227,5902,907,1514,132,107,85,8647
12003,53,126,209,43,23,145,599,13,329,19,49,4,3,417,60,187,107,101,16,3,474,172,140,173,83,17,6,591,211,30,155,26,22,3,447,662,43,241,45,18,3,1012,2532,53,452,40,38,4,3119,5201,33,666,29,65,28,6022,2670,6,384,12,39,12,3123,904,3,162,3,18,4,1094,629,5,129,5,14,9,791,230,81,151,35,44,34,575,13337,1036,2848,471,318,254,18264
12101,24,79,193,21,27,123,467,4,219,6,40,4,0,273,23,108,39,36,13,3,222,30,51,60,26,13,4,184,30,22,51,8,11,4,126,89,23,89,4,15,0,220,438,32,183,4,18,0,675,2306,15,414,8,20,9,2772,2592,8,394,6,13,8,3021,1342,7,238,4,15,3,1609,2119,4,396,0,24,4,2547,166,31,111,19,30,21,378,9163,599,2174,176,203,179,12494
12102,8,64,100,22,15,68,277,0,169,5,19,0,3,196,12,115,38,60,3,4,232,34,65,64,46,3,3,215,32,21,63,9,19,3,147,139,26,99,27,13,3,307,442,24,177,13,16,0,672,1682,16,352,14,26,4,2094,1199,6,222,5,13,5,1450,316,3,56,0,0,3,378,182,5,39,0,6,0,232,60,33,54,15,22,8,192,4106,547,1269,230,136,104,6392
12103,9,0,122,23,15,100,269,4,7,4,40,5,3,63,10,6,25,34,3,3,81,9,4,38,11,3,0,65,9,0,32,3,3,0,47,33,4,60,0,7,0,104,102,3,103,5,14,0,227,440,0,129,3,10,3,585,694,3,145,6,16,3,867,682,0,116,4,14,5,821,1733,0,359,8,4,4,2108,69,3,67,19,13,8,179,3794,30,1200,156,107,129,5416
12104,30,82,196,10,27,109,454,9,221,11,9,3,4,257,17,76,32,20,5,3,153,43,35,70,19,6,0,173,50,8,95,3,18,0,174,181,13,114,4,6,5,323,1095,11,274,3,11,3,1397,3350,3,668,3,12,20,4056,3281,3,581,0,11,3,3879,2008,0,363,0,6,6,2383,3136,5,653,5,28,14,3841,213,33,122,21,16,15,420,13413,490,3179,97,149,182,17510
12201,14,32,62,8,4,47,167,3,85,9,5,0,0,102,12,38,23,21,0,0,94,27,33,13,15,6,0,94,23,8,28,0,13,0,72,39,18,31,0,8,0,96,198,10,91,4,7,3,313,712,3,206,4,8,5,938,844,3,175,0,10,6,1038,613,3,148,0,5,3,772,1334,4,328,3,9,4,1682,76,17,37,10,5,8,153,3895,254,1151,70,75,76,5521
12202,0,0,95,20,17,95,227,0,0,0,0,0,0,0,7,0,21,5,0,0,33,12,3,24,3,11,3,56,14,4,46,21,8,3,96,48,0,73,3,14,3,141,146,4,141,0,7,3,301,389,0,204,0,21,5,619,392,0,192,3,8,0,595,327,0,135,4,4,0,470,807,0,232,0,9,0,1048,51,0,57,7,10,7,132,2193,11,1220,66,109,119,3718
12203,11,99,175,83,21,162,551,6,327,6,39,8,3,389,18,159,50,129,35,18,409,25,78,70,56,15,3,247,37,29,93,22,26,4,211,152,32,147,7,25,0,363,708,31,335,10,32,11,1127,2466,23,658,13,45,13,3218,1974,17,494,0,23,12,2520,1097,16,299,3,17,0,1432,1733,5,454,6,18,12,2228,140,83,122,40,24,28,437,8367,899,2903,408,289,266,13132
12301,8,22,26,18,3,23,100,0,115,0,7,0,0,122,4,63,17,0,4,0,88,10,36,27,8,3,3,87,28,9,34,7,0,0,78,92,12,69,0,4,0,177,375,22,142,3,6,3,551,840,16,154,4,10,3,1027,451,3,57,0,3,3,517,86,0,14,0,3,3,106,24,4,6,0,0,0,34,31,15,26,9,3,4,88,1949,317,572,56,39,42,2975
12302,5,424,108,27,17,75,656,7,1008,13,26,9,5,1068,19,1248,71,50,11,5,1404,147,971,151,58,25,11,1363,291,373,208,16,16,4,908,1060,575,368,45,38,11,2097,2786,296,568,19,51,11,3731,1699,36,330,0,22,11,2098,294,6,55,3,5,3,366,42,5,13,0,0,0,60,39,17,14,0,3,3,76,110,314,87,19,29,26,585,6499,5273,1986,263,226,165,14412
12303,3,8,69,22,37,76,215,0,13,7,3,3,0,26,8,32,42,10,25,0,117,68,21,50,19,14,3,175,69,6,58,9,8,0,150,223,19,86,4,14,0,346,332,18,78,4,12,3,447,237,4,56,3,7,3,310,91,0,13,0,0,0,104,25,0,12,0,0,0,37,17,0,10,0,10,0,37,25,10,36,9,15,4,99,1098,131,517,83,145,89,2063
12401,4,25,85,6,16,99,235,0,38,16,16,3,0,73,46,87,92,73,5,3,306,170,81,165,35,13,3,467,224,19,173,12,15,0,443,659,42,225,14,19,3,962,1210,18,270,13,13,9,1533,722,12,114,3,11,5,867,195,0,26,0,3,0,224,43,0,8,0,0,0,51,31,0,8,3,0,3,45,33,29,57,26,12,7,164,3337,351,1239,201,110,132,5370
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,17,192,137,18,13,115,492,3,486,10,14,0,3,516,32,357,64,41,23,5,522,207,266,163,37,47,8,728,406,129,219,29,74,0,857,912,187,359,31,28,7,1524,2764,106,592,9,23,7,3501,1759,21,290,3,20,10,2103,379,3,52,3,5,0,442,97,4,17,0,5,0,123,57,3,18,0,3,0,81,109,121,96,18,21,23,388,6742,1875,2017,203,262,178,11277
12404,8,34,59,12,18,45,176,0,82,3,8,0,0,93,13,179,41,32,12,4,281,75,152,68,25,37,4,361,115,73,79,14,102,3,386,319,62,112,14,44,4,555,881,66,188,5,31,12,1183,636,6,86,5,16,4,753,98,3,20,0,3,0,124,19,3,4,0,0,0,26,24,3,7,0,3,3,40,34,43,24,8,19,8,136,2222,706,691,123,285,87,4114
12405,10,73,41,4,9,32,169,4,187,6,0,0,3,200,8,145,39,25,0,4,221,71,115,59,15,6,0,266,120,31,78,13,5,0,247,336,81,171,11,11,3,613,1042,56,282,14,26,11,1431,833,13,146,3,16,5,1016,70,0,12,4,4,0,90,15,0,0,0,0,0,15,14,5,6,0,0,0,25,62,50,42,3,11,7,175,2585,756,882,92,88,65,4468
12501,31,98,108,22,12,47,318,3,198,3,12,3,3,222,25,196,53,14,11,0,299,76,131,72,18,12,7,316,95,36,51,13,27,0,222,456,47,128,20,24,3,678,1331,36,281,6,51,13,1718,2022,36,389,8,50,20,2525,1178,3,185,5,24,7,1402,335,3,57,0,9,0,404,174,3,15,0,4,3,199,120,55,99,9,15,24,322,5846,842,1441,127,242,127,8625
12502,4,275,68,9,11,44,411,3,550,4,10,3,3,573,4,366,22,74,10,0,476,32,173,28,31,22,8,294,16,68,32,4,62,0,182,52,89,44,6,29,0,220,299,55,98,4,7,5,468,1045,90,209,0,9,9,1362,748,9,130,0,6,5,898,272,6,34,0,3,0,315,127,4,28,0,0,5,164,49,119,49,11,10,7,245,2651,1804,746,149,172,86,5608
12503,24,444,177,23,15,131,814,9,998,9,77,4,9,1106,26,798,93,99,29,11,1056,151,544,131,102,19,9,956,204,132,152,31,30,5,554,575,202,258,32,36,7,1110,2108,226,527,19,117,20,3017,3012,78,608,19,124,26,3867,725,3,151,3,26,7,915,139,5,23,0,3,0,170,66,21,23,0,6,4,120,131,235,160,24,23,33,606,7170,3686,2312,429,432,262,14291
12504,29,274,137,41,42,101,624,11,791,8,52,28,0,890,28,495,73,132,16,7,751,117,329,160,82,30,3,721,164,96,139,34,20,8,461,587,101,247,41,58,8,1042,3383,186,579,41,90,19,4298,5847,42,631,13,67,25,6625,1369,7,175,4,21,7,1583,265,3,44,3,4,0,319,127,13,32,0,6,0,178,194,155,125,55,33,43,605,12121,2492,2350,498,415,221,18097
12601,5,18,62,16,5,43,149,0,40,0,4,0,3,47,3,18,24,12,3,0,60,10,17,32,27,7,0,93,12,0,19,5,8,0,44,24,7,32,4,9,0,76,162,3,71,4,15,0,255,815,10,116,3,8,3,955,602,5,89,0,3,0,699,305,3,45,3,4,0,360,244,0,38,3,0,0,285,41,9,37,12,11,11,121,2223,130,565,93,73,60,3144
12602,38,242,196,30,21,123,650,8,623,13,34,3,3,684,41,349,64,121,11,4,590,56,220,105,56,38,0,475,89,52,86,19,61,4,311,414,62,173,41,33,0,723,1900,56,344,20,20,10,2350,3401,52,506,10,40,9,4018,1752,24,327,7,31,5,2146,847,5,158,6,5,12,1033,681,7,189,13,10,4,904,152,97,133,48,32,39,501,9379,1789,2294,405,305,213,14385
12701,6,235,102,14,20,82,459,3,449,0,4,9,4,469,10,437,27,42,21,6,543,23,284,70,14,7,3,401,42,98,68,14,12,0,234,142,99,103,12,25,0,381,455,160,220,22,52,3,912,1063,64,277,6,58,10,1478,494,8,85,0,12,3,602,105,7,11,0,4,0,127,45,5,16,0,0,4,70,56,129,69,6,18,22,300,2444,1975,1048,134,238,137,5976
12702,51,314,223,20,20,150,778,6,768,10,18,3,8,813,82,846,120,84,30,6,1168,224,586,232,68,71,12,1193,387,211,238,37,63,9,945,1294,232,378,62,84,18,2068,2251,292,577,39,131,33,3323,2869,79,570,7,153,27,3705,549,6,97,0,25,7,684,100,6,15,0,9,0,130,69,14,21,3,9,0,116,156,220,174,24,54,29,657,8038,3574,2655,362,652,299,15580
12703,16,282,117,18,18,77,528,6,585,3,18,3,4,619,22,462,38,60,30,5,617,99,317,63,42,117,8,646,220,118,92,17,241,4,692,956,104,176,24,143,13,1416,1778,154,272,19,74,11,2308,1955,35,296,3,49,9,2347,732,7,79,0,24,4,846,114,0,13,3,5,0,135,59,7,13,0,4,3,86,78,168,51,15,44,33,389,6035,2239,1213,219,752,171,10629
12801,8,122,139,13,12,100,394,0,345,10,19,3,3,380,14,158,36,80,9,3,300,50,102,77,38,61,4,332,103,35,86,17,100,3,344,349,39,142,15,41,0,586,1182,46,309,8,28,9,1582,2364,29,407,3,41,10,2854,1252,7,182,4,9,3,1457,622,0,100,3,3,4,732,521,3,114,0,12,3,653,95,69,68,12,27,13,284,6560,955,1670,212,346,155,9898
12802,9,87,73,17,7,55,248,0,241,3,26,0,0,270,4,148,36,41,5,0,234,22,121,50,25,13,0,231,30,40,53,16,20,0,159,98,44,85,11,23,0,261,553,50,211,5,23,3,845,1466,37,259,7,7,0,1776,738,3,134,0,13,7,895,334,3,54,0,0,4,395,220,3,34,3,4,0,264,36,44,50,26,16,3,175,3510,821,1042,177,131,72,5753
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
