region_id,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
11402,115,69,184,65,53,118,3,3,6,0,0,0,14,11,25,6675,5617,12292,439,482,921,362,18,380,59,8,67,65,16,81,77,57,134,371,336,707,8245,6670,14915,10,20,30,0,0,0,0,0,0,66,29,95,10,15,25,6,6,12,92,70,162,3,0,3,0,0,0,0,3,3,5,9,14,0,0,0,8,12,20,56,22,78,156,104,260,18,12,30,0,3,3,0,0,0,18,15,33,723,863,1586,839,1271,2110,189,171,360,10170,9094,19264
11501,481,358,839,3501,2958,6459,3,5,8,3,3,6,61,35,96,24020,19437,43457,1057,1781,2838,472,9,481,253,16,269,151,17,168,184,70,254,385,393,778,30571,25082,55653,352,260,612,0,3,3,0,0,0,543,291,834,70,108,178,15,0,15,980,662,1642,3,3,6,0,3,3,319,240,559,92,167,259,21,9,30,435,422,857,185,101,286,1600,1185,2785,153,122,275,17,13,30,10,8,18,180,143,323,1484,1981,3465,2153,3947,6100,391,388,779,36379,32726,69105
11502,59,45,104,133,116,249,0,0,0,3,0,3,8,3,11,4432,3653,8085,211,297,508,301,6,307,52,3,55,14,0,14,46,22,68,227,163,390,5486,4308,9794,21,17,38,0,0,0,0,0,0,129,79,208,11,14,25,7,0,7,168,110,278,0,0,0,0,0,0,42,52,94,12,12,24,0,0,0,54,64,118,67,26,93,289,200,489,26,17,43,0,3,3,7,0,7,33,20,53,629,797,1426,389,709,1098,79,64,143,6905,6098,13003
11503,54,44,98,24,17,41,0,3,3,0,3,3,3,0,3,4700,3816,8516,258,238,496,395,3,398,46,5,51,17,3,20,28,27,55,117,77,194,5642,4236,9878,7,4,11,0,0,0,0,0,0,79,82,161,13,15,28,3,3,6,102,104,206,0,0,0,0,0,0,4,5,9,0,5,5,0,0,0,4,10,14,65,19,84,171,133,304,25,16,41,0,0,0,4,0,4,29,16,45,332,545,877,438,714,1152,80,77,157,6692,5721,12413
11504,89,88,177,270,220,490,0,0,0,0,0,0,9,0,9,5288,4093,9381,261,319,580,355,8,363,56,3,59,25,5,30,46,19,65,118,92,210,6517,4847,11364,33,34,67,0,0,0,0,0,0,87,59,146,13,15,28,3,0,3,136,108,244,0,0,0,0,0,0,39,40,79,11,15,26,0,3,3,50,58,108,47,17,64,233,183,416,24,23,47,3,0,3,0,0,0,27,23,50,328,548,876,388,764,1152,105,92,197,7598,6457,14055
11601,2947,2976,5923,432,680,1112,0,3,3,11,4,15,71,39,110,20133,13675,33808,1274,1845,3119,649,8,657,264,18,282,148,18,166,167,58,225,434,438,872,26530,19762,46292,717,760,1477,0,4,4,19,11,30,612,453,1065,202,344,546,66,20,86,1616,1592,3208,0,0,0,0,0,0,30,25,55,36,77,113,10,8,18,76,110,186,151,83,234,1843,1785,3628,216,249,465,6,7,13,12,3,15,234,259,493,429,664,1093,1752,2785,4537,497,411,908,31285,25666,56951
11602,1255,1122,2377,866,869,1735,3,3,6,0,3,3,74,4,78,13515,10352,23867,681,1107,1788,501,8,509,142,7,149,70,11,81,109,48,157,216,193,409,17432,13727,31159,335,298,633,0,0,0,7,0,7,412,250,662,85,149,234,21,4,25,860,701,1561,0,0,0,0,0,0,72,67,139,14,67,81,7,3,10,93,137,230,115,54,169,1068,892,1960,105,98,203,3,7,10,4,0,4,112,105,217,497,735,1232,1053,1957,3010,257,225,482,20419,17641,38060
11603,1590,1789,3379,217,290,507,3,3,6,0,3,3,58,17,75,14509,9400,23909,1391,1613,3004,544,12,556,161,0,161,97,7,104,123,38,161,245,311,556,18938,13483,32421,536,675,1211,0,0,0,4,6,10,372,314,686,128,272,400,32,3,35,1072,1270,2342,0,0,0,0,0,0,10,6,16,30,38,68,5,5,10,45,49,94,125,46,171,1242,1365,2607,180,218,398,4,3,7,3,3,6,187,224,411,184,308,492,1242,1881,3123,492,378,870,22285,17639,39924
11701,377,319,696,1088,1386,2474,0,3,3,0,0,0,45,15,60,5548,3923,9471,342,642,984,139,3,142,154,16,170,212,42,254,77,25,102,525,474,999,8507,6848,15355,226,208,434,0,0,0,3,4,7,25,26,51,10,15,25,4,3,7,268,256,524,0,0,0,6,3,9,45,65,110,22,61,83,14,6,20,87,135,222,44,14,58,399,405,804,37,36,73,5,8,13,3,0,3,45,44,89,167,231,398,536,925,1461,158,135,293,9812,8588,18400
11702,2779,2786,5565,945,1367,2312,4,0,4,9,11,20,63,51,114,5577,4321,9898,326,535,861,127,3,130,234,72,306,608,256,864,67,43,110,671,768,1439,11410,10213,21623,428,463,891,8,3,11,7,10,17,98,111,209,36,69,105,60,32,92,637,688,1325,0,4,4,0,0,0,16,32,48,9,34,43,24,37,61,49,107,156,84,39,123,770,834,1604,94,68,162,3,9,12,8,9,17,105,86,191,463,535,998,899,1468,2367,175,126,301,13822,13262,27084
11703,7409,6003,13412,6029,6794,12823,38,21,59,199,147,346,707,522,1229,13781,9025,22806,934,1594,2528,174,10,184,970,231,1201,2248,902,3150,499,246,745,13373,11313,24686,46361,36808,83169,1379,1278,2657,14,7,21,53,30,83,92,63,155,57,66,123,198,116,314,1793,1560,3353,21,21,42,25,29,54,62,58,120,42,64,106,145,158,303,295,330,625,264,148,412,2352,2038,4390,243,178,421,44,30,74,35,21,56,322,229,551,2187,1803,3990,3138,4096,7234,477,404,881,54837,45378,100215
11801,2671,2475,5146,2613,3331,5944,518,301,819,6,11,17,325,250,575,13955,10825,24780,916,1479,2395,197,11,208,880,187,1067,913,254,1167,234,129,363,2082,2594,4676,25310,21847,47157,2212,2373,4585,43,34,77,0,0,0,195,138,333,69,98,167,69,47,116,2588,2690,5278,39,25,64,5,5,10,52,62,114,34,62,96,64,43,107,194,197,391,299,175,474,3081,3062,6143,290,245,535,25,19,44,27,10,37,342,274,616,1899,2314,4213,1684,2958,4642,388,401,789,32704,30856,63560
11802,166,155,321,5702,7260,12962,4,4,8,0,5,5,156,100,256,15798,12094,27892,937,1679,2616,384,13,397,630,126,756,964,248,1212,189,132,321,1721,2154,3875,26651,23970,50621,1014,965,1979,0,0,0,3,3,6,55,49,104,12,41,53,11,4,15,1095,1062,2157,17,9,26,13,18,31,175,206,381,60,160,220,106,77,183,371,470,841,152,110,262,1618,1642,3260,107,97,204,43,27,70,16,3,19,166,127,293,1066,1429,2495,2073,3530,5603,372,375,747,31946,31073,63019
11901,3168,3232,6400,280,530,810,6,0,6,5,5,10,127,33,160,22708,15123,37831,1345,1837,3182,953,15,968,144,7,151,139,13,152,235,70,305,522,645,1167,29632,21510,51142,474,507,981,9,3,12,7,14,21,490,433,923,159,246,405,49,22,71,1188,1225,2413,0,0,0,0,0,0,12,23,35,22,46,68,3,5,8,37,74,111,154,75,229,1379,1374,2753,134,122,256,6,4,10,8,3,11,148,129,277,540,859,1399,1872,2963,4835,790,540,1330,34361,27375,61736
11902,3719,3429,7148,425,741,1166,3,3,6,10,11,21,193,35,228,16979,9586,26565,1059,1563,2622,554,8,562,147,32,179,119,28,147,199,64,263,612,586,1198,24019,16086,40105,681,739,1420,17,5,22,22,9,31,320,258,578,74,173,247,54,16,70,1168,1200,2368,0,0,0,0,3,3,24,19,43,20,56,76,5,0,5,49,78,127,99,57,156,1316,1335,2651,140,136,276,0,4,4,0,0,0,140,140,280,441,581,1022,1512,1978,3490,682,444,1126,28110,20564,48674
11903,5319,5503,10822,208,382,590,3,3,6,4,14,18,60,36,96,16204,11205,27409,753,1435,2188,500,0,500,161,15,176,144,12,156,147,69,216,597,822,1419,24100,19496,43596,596,680,1276,9,3,12,21,17,38,443,376,819,107,250,357,52,31,83,1228,1357,2585,0,0,0,0,0,0,11,8,19,10,43,53,0,5,5,21,56,77,127,65,192,1376,1478,2854,122,142,264,0,7,7,8,0,8,130,149,279,667,910,1577,1681,2653,4334,419,404,823,28373,25090,53463
11904,5477,5310,10787,421,726,1147,3,3,6,4,12,16,97,54,151,17524,11197,28721,842,1705,2547,521,11,532,224,20,244,148,18,166,180,92,272,765,1051,1816,26206,20199,46405,1005,1136,2141,9,8,17,15,16,31,359,347,706,79,208,287,51,33,84,1518,1748,3266,0,0,0,0,0,0,23,31,54,15,46,61,0,4,4,38,81,119,131,60,191,1687,1889,3576,159,176,335,3,3,6,11,3,14,173,182,355,631,791,1422,1763,2696,4459,524,419,943,30984,26176,57160
12001,1576,1559,3135,1315,1766,3081,366,322,688,4,14,18,58,42,100,11369,8777,20146,508,958,1466,277,4,281,243,31,274,315,50,365,124,50,174,448,561,1009,16603,14134,30737,355,402,757,18,19,37,5,0,5,121,106,227,34,63,97,21,17,38,554,607,1161,47,54,101,0,0,0,64,92,156,28,48,76,23,17,40,162,211,373,136,84,220,852,902,1754,83,85,168,19,12,31,9,4,13,111,101,212,680,891,1571,1117,2034,3151,233,238,471,19596,18300,37896
12002,170,132,302,2444,3199,5643,371,274,645,200,183,383,131,107,238,6249,5879,12128,337,668,1005,104,4,108,358,79,437,637,192,829,99,54,153,737,882,1619,11837,11653,23490,348,413,761,19,31,50,15,9,24,20,23,43,9,15,24,16,5,21,427,496,923,55,75,130,11,12,23,49,60,109,20,48,68,55,57,112,190,252,442,154,133,287,771,881,1652,61,65,126,53,33,86,14,10,24,128,108,236,778,1024,1802,850,1729,2579,129,117,246,14493,15512,30005
12003,7775,7359,15134,1082,1694,2776,3,3,6,15,18,33,102,55,157,16845,11736,28581,833,1644,2477,440,7,447,368,63,431,538,157,695,165,93,258,1057,1302,2359,29223,24131,53354,1433,1502,2935,31,5,36,30,22,52,368,311,679,146,244,390,93,60,153,2101,2144,4245,0,4,4,3,3,6,46,67,113,31,74,105,25,25,50,105,173,278,161,124,285,2367,2441,4808,214,205,419,11,9,20,4,7,11,229,221,450,972,1227,2199,2002,3342,5344,568,446,1014,35361,31808,67169
12101,3441,3074,6515,3306,3158,6464,115,43,158,13,6,19,123,51,174,12046,9145,21191,583,1269,1852,143,5,148,340,37,377,541,73,614,149,82,231,1664,1756,3420,22464,18699,41163,511,563,1074,16,5,21,3,3,6,174,145,319,45,86,131,41,31,72,790,833,1623,10,7,17,0,4,4,118,98,216,46,88,134,48,32,80,222,229,451,163,107,270,1175,1169,2344,94,88,182,18,14,32,22,10,32,134,112,246,1380,1677,3057,1377,2761,4138,234,251,485,26764,24669,51433
12102,4159,3150,7309,93,135,228,4,0,4,3,3,6,36,18,54,10367,8407,18774,490,829,1319,285,4,289,189,8,197,113,22,135,131,43,174,639,737,1376,16509,13356,29865,425,357,782,5,9,14,16,10,26,673,442,1115,156,239,395,91,29,120,1366,1086,2452,0,0,0,0,0,0,8,8,16,4,12,16,0,3,3,12,23,35,110,70,180,1488,1179,2667,146,142,288,5,3,8,9,3,12,160,148,308,820,1015,1835,1437,2451,3888,230,197,427,20644,18346,38990
12103,4258,3119,7377,450,318,768,3,3,6,14,3,17,91,22,113,13943,11455,25398,525,1123,1648,156,4,160,203,18,221,272,30,302,158,70,228,571,591,1162,20644,16756,37400,462,403,865,0,3,3,0,0,0,921,592,1513,196,278,474,91,18,109,1670,1294,2964,0,0,0,0,3,3,41,31,72,16,19,35,4,0,4,61,53,114,159,73,232,1890,1420,3310,164,115,279,3,0,3,21,9,30,188,124,312,1809,2188,3997,1778,3147,4925,253,236,489,26562,23871,50433
12104,2376,2225,4601,3956,4461,8417,821,523,1344,7,9,16,203,127,330,9413,7866,17279,503,996,1499,82,10,92,346,73,419,492,107,599,223,109,332,2487,2549,5036,20909,19055,39964,514,546,1060,162,137,299,4,0,4,44,35,79,32,52,84,40,28,68,796,798,1594,207,242,449,0,0,0,68,74,142,48,71,119,65,51,116,388,438,826,196,123,319,1380,1359,2739,184,184,368,41,40,81,18,14,32,243,238,481,1444,1627,3071,1337,2327,3664,181,190,371,25494,24796,50290
12201,17,18,35,1303,1266,2569,1157,760,1917,3,3,6,41,28,69,4743,3748,8491,259,411,670,80,5,85,204,26,230,239,87,326,92,34,126,431,559,990,8569,6945,15514,81,70,151,237,225,462,0,0,0,5,3,8,0,6,6,0,3,3,323,307,630,155,168,323,0,0,0,47,54,101,21,31,52,20,8,28,243,261,504,202,78,280,768,646,1414,124,99,223,20,22,42,22,3,25,166,124,290,619,782,1401,658,1189,1847,103,95,198,10883,9781,20664
12202,25,13,38,876,784,1660,17,5,22,7,4,11,29,16,45,9569,7897,17466,436,632,1068,354,3,357,185,15,200,133,24,157,124,53,177,446,455,901,12201,9901,22102,35,13,48,0,0,0,0,0,0,57,30,87,5,6,11,3,0,3,100,49,149,5,7,12,0,0,0,111,91,202,29,40,69,14,6,20,159,144,303,178,94,272,437,287,724,25,19,44,18,18,36,24,9,33,67,46,113,1121,1471,2592,1022,1704,2726,215,215,430,15063,13624,28687
12203,75,47,122,4112,4132,8244,154,85,239,7,3,10,134,74,208,22547,18507,41054,1304,1875,3179,696,7,703,717,101,818,589,99,688,229,99,328,1142,1144,2286,31706,26173,57879,420,330,750,16,7,23,0,0,0,120,70,190,7,37,44,8,6,14,571,450,1021,133,103,236,0,3,3,255,244,499,89,154,243,60,39,99,537,543,1080,394,160,554,1502,1153,2655,184,129,313,55,54,109,29,9,38,268,192,460,1662,2260,3922,2328,4142,6470,468,429,897,37934,34349,72283
12301,294,292,586,45,104,149,0,0,0,0,3,3,11,3,14,10419,8434,18853,598,640,1238,428,3,431,96,10,106,47,4,51,46,26,72,144,155,299,12128,9674,21802,113,83,196,0,0,0,0,0,0,388,338,726,37,65,102,9,3,12,547,489,1036,0,0,0,0,0,0,0,5,5,14,18,32,0,0,0,14,23,37,84,41,125,645,553,1198,60,48,108,4,0,4,7,0,7,71,48,119,264,535,799,954,1759,2713,157,170,327,14219,12739,26958
12302,3390,3253,6643,230,395,625,3,0,3,7,5,12,72,31,103,22648,16743,39391,1781,1974,3755,924,21,945,263,16,279,96,12,108,156,79,235,427,489,916,29997,23018,53015,653,624,1277,3,0,3,10,12,22,665,609,1274,246,307,553,82,26,108,1659,1578,3237,0,0,0,0,0,0,3,14,17,24,49,73,4,6,10,31,69,100,180,87,267,1870,1734,3604,237,274,511,4,6,10,8,3,11,249,283,532,484,762,1246,2382,3601,5983,618,499,1117,35600,29897,65497
12303,160,148,308,29,29,58,0,0,0,3,0,3,6,9,15,6696,5366,12062,403,369,772,514,4,518,70,3,73,18,3,21,58,18,76,155,139,294,8112,6088,14200,8,14,22,0,0,0,0,0,0,136,97,233,23,25,48,4,0,4,171,136,307,0,0,0,0,0,0,0,0,0,4,10,14,0,0,0,4,10,14,81,21,102,256,167,423,20,11,31,3,0,3,4,0,4,27,11,38,344,591,935,636,1144,1780,178,149,327,9553,8150,17703
12401,1558,1112,2670,44,64,108,3,3,6,5,5,10,36,39,75,11060,9684,20744,615,847,1462,370,8,378,147,14,161,99,30,129,96,48,144,455,451,906,14488,12305,26793,136,100,236,0,3,3,7,5,12,335,253,588,85,99,184,81,23,104,644,483,1127,0,0,0,0,0,0,5,4,9,0,7,7,0,3,3,5,14,19,107,70,177,756,567,1323,89,67,156,0,0,0,13,0,13,102,67,169,1024,1186,2210,1738,2854,4592,218,226,444,18326,17205,35531
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,1689,1692,3381,181,306,487,5,0,5,7,3,10,42,35,77,22298,17831,40129,1502,1704,3206,1176,23,1199,274,25,299,192,26,218,144,79,223,510,556,1066,28020,22280,50300,348,325,673,0,0,0,3,4,7,592,561,1153,139,190,329,52,13,65,1134,1093,2227,0,0,0,0,0,0,4,14,18,22,43,65,4,3,7,30,60,90,210,80,290,1374,1233,2607,175,155,330,3,6,9,11,4,15,189,165,354,655,1163,1818,2238,3817,6055,506,424,930,32982,29082,62064
12404,231,234,465,16,42,58,0,0,0,3,0,3,7,5,12,6023,5007,11030,423,346,769,487,4,491,88,12,100,125,18,143,45,20,65,398,227,625,7846,5915,13761,32,57,89,0,0,0,3,0,3,77,104,181,22,27,49,14,3,17,148,191,339,0,0,0,0,0,0,5,4,9,6,4,10,4,0,4,15,8,23,74,25,99,237,224,461,26,17,43,0,0,0,6,0,6,32,17,49,247,422,669,612,1039,1651,170,129,299,9144,7746,16890
12405,609,702,1311,73,139,212,3,0,3,3,5,8,13,9,22,9370,6896,16266,754,781,1535,458,7,465,104,11,115,43,6,49,58,22,80,141,138,279,11629,8716,20345,189,217,406,0,0,0,4,0,4,217,229,446,63,102,165,22,8,30,495,556,1051,0,0,0,0,0,0,4,3,7,0,16,16,0,3,3,4,22,26,76,31,107,575,609,1184,68,74,142,3,0,3,0,0,0,71,74,145,132,316,448,855,1286,2141,280,207,487,13542,11208,24750
12501,3094,2848,5942,121,137,258,17,18,35,4,10,14,74,16,90,9710,5072,14782,645,937,1582,228,7,235,65,5,70,108,12,120,119,36,155,432,421,853,14617,9519,24136,471,533,1004,11,4,15,8,7,15,254,147,401,62,139,201,36,13,49,842,843,1685,5,6,11,0,3,3,4,5,9,4,12,16,3,0,3,16,26,42,83,45,128,941,914,1855,101,97,198,3,3,6,6,0,6,110,100,210,261,304,565,789,960,1749,407,237,644,17125,12034,29159
12502,747,666,1413,488,655,1143,22,8,30,4,3,7,30,13,43,9473,7051,16524,419,852,1271,241,7,248,137,13,150,93,13,106,71,26,97,195,208,403,11920,9515,21435,383,369,752,3,3,6,4,0,4,352,254,606,64,142,206,27,5,32,833,773,1606,0,3,3,0,0,0,54,52,106,19,54,73,7,4,11,80,113,193,78,37,115,991,923,1914,102,118,220,3,10,13,7,3,10,112,131,243,439,595,1034,841,1432,2273,200,167,367,14503,12763,27266
12503,2777,2614,5391,398,747,1145,3,3,6,3,10,13,87,30,117,18641,11636,30277,1441,1825,3266,887,9,896,151,12,163,142,18,160,178,66,244,467,492,959,25175,17462,42637,614,674,1288,0,0,0,8,9,17,388,308,696,120,187,307,42,18,60,1172,1196,2368,0,0,0,0,3,3,18,27,45,21,48,69,6,11,17,45,89,134,117,73,190,1334,1358,2692,143,161,304,6,8,14,0,6,6,149,175,324,400,603,1003,1610,2250,3860,728,491,1219,29396,22339,51735
12504,4979,3904,8883,1168,1429,2597,6,7,13,8,4,12,76,29,105,18437,11576,30013,1000,1535,2535,460,8,468,270,24,294,226,35,261,182,78,260,1346,1519,2865,28158,20148,48306,1015,1074,2089,6,3,9,17,16,33,324,189,513,96,186,282,55,29,84,1513,1497,3010,0,0,0,0,0,0,89,71,160,30,93,123,16,16,32,135,180,315,152,68,220,1800,1745,3545,227,213,440,14,9,23,12,4,16,253,226,479,605,788,1393,1753,2669,4422,437,299,736,33006,25875,58881
12601,2239,1792,4031,296,264,560,3,3,6,3,3,6,23,15,38,5788,4718,10506,221,497,718,103,0,103,87,5,92,96,21,117,53,20,73,249,264,513,9161,7602,16763,221,227,448,0,3,3,8,0,8,186,147,333,73,114,187,40,7,47,528,498,1026,0,0,0,3,0,3,19,18,37,6,16,22,0,5,5,28,39,67,56,27,83,612,564,1176,55,58,113,0,0,0,8,0,8,63,58,121,512,551,1063,718,1229,1947,115,102,217,11181,10106,21287
12602,2550,2363,4913,2575,2990,5565,188,118,306,12,7,19,75,38,113,17232,13109,30341,769,1616,2385,386,3,389,369,38,407,323,33,356,163,74,237,1126,1014,2140,25768,21403,47171,573,542,1115,12,3,15,5,10,15,203,164,367,76,114,190,40,17,57,909,850,1759,27,31,58,4,0,4,120,139,259,36,96,132,27,20,47,214,286,500,188,113,301,1311,1249,2560,111,122,233,23,21,44,15,3,18,149,146,295,1038,1248,2286,1791,3182,4973,325,313,638,30382,27541,57923
12701,408,483,891,224,382,606,4,0,4,0,0,0,27,9,36,12935,9076,22011,908,1163,2071,910,16,926,72,6,78,54,9,63,124,57,181,171,206,377,15837,11407,27244,189,217,406,0,0,0,0,0,0,372,303,675,40,152,192,3,0,3,604,672,1276,0,0,0,0,0,0,18,24,42,16,41,57,7,5,12,41,70,111,118,41,159,763,783,1546,85,83,168,0,5,5,0,0,0,85,88,173,453,736,1189,901,1415,2316,487,361,848,18526,14790,33316
12702,2016,2214,4230,411,695,1106,8,3,11,0,7,7,65,30,95,25475,15811,41286,1915,2924,4839,1197,17,1214,139,15,154,134,15,149,181,79,260,438,670,1108,31979,22480,54459,550,638,1188,5,0,5,3,8,11,620,437,1057,138,294,432,24,14,38,1340,1391,2731,0,0,0,0,0,0,28,49,77,25,84,109,5,11,16,58,144,202,179,99,278,1577,1634,3211,194,199,393,0,10,10,6,0,6,200,209,409,537,804,1341,1649,2441,4090,973,702,1675,36915,28270,65185
12703,1640,1732,3372,231,393,624,4,0,4,4,0,4,54,15,69,16257,10697,26954,975,1345,2320,554,10,564,151,15,166,177,15,192,184,51,235,697,630,1327,20928,14903,35831,331,374,705,7,0,7,9,6,15,458,423,881,91,214,305,22,17,39,918,1034,1952,0,0,0,0,0,0,9,20,29,5,32,37,6,3,9,20,55,75,106,48,154,1044,1137,2181,129,114,243,0,10,10,6,0,6,135,124,259,338,596,934,1271,2008,3279,459,373,832,24175,19141,43316
12801,2217,2534,4751,95,138,233,11,5,16,3,6,9,34,20,54,18354,14529,32883,996,1281,2277,567,5,572,228,26,254,242,46,288,171,62,233,618,887,1505,23536,19539,43075,219,242,461,11,7,18,3,0,3,458,458,916,97,170,267,37,14,51,825,891,1716,3,0,3,0,0,0,4,15,19,0,13,13,4,0,4,11,28,39,152,56,208,988,975,1963,89,83,172,0,0,0,11,5,16,100,88,188,943,1432,2375,2022,3365,5387,385,340,725,27974,25739,53713
12802,2994,2904,5898,103,132,235,0,3,3,7,4,11,27,23,50,18804,15240,34044,939,1160,2099,604,3,607,209,13,222,140,16,156,118,57,175,371,437,808,24316,19992,44308,330,270,600,0,0,0,5,10,15,889,727,1616,158,267,425,72,13,85,1454,1287,2741,0,0,0,0,3,3,3,3,6,8,23,31,0,3,3,11,32,43,162,65,227,1627,1384,3011,129,115,244,0,3,3,12,3,15,141,121,262,792,1180,1972,2171,3968,6139,381,333,714,29428,26978,56406
19797,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,3,13,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,4,5,9,3,0,3,23,9,32
19999,134,106,240,84,105,189,10,11,21,0,3,3,12,5,17,952,512,1464,170,100,270,45,3,48,18,4,22,29,12,41,48,19,67,237,149,386,1739,1029,2768,47,36,83,0,5,5,0,0,0,12,8,20,8,3,11,3,4,7,70,56,126,3,0,3,0,0,0,0,4,4,3,4,7,0,0,0,6,8,14,18,4,22,94,68,162,12,5,17,3,3,6,5,0,5,20,8,28,47,48,95,252,259,511,55,31,86,2207,1443,3650
