SA2_MAINCODE_2016,C16_75_79_N_mar_M,C16_75_79_N_mar_F,C16_75_79_T_M,C16_75_79_T_F,C16_75_79_T_P,C16_80_84_Mar_RegM_M,C16_80_84_Mar_RegM_F,C16_80_84_Mar_DFM_M,C16_80_84_Mar_DFM_F,C16_80_84_N_mar_M,C16_80_84_N_mar_F,C16_80_84_T_M,C16_80_84_T_F,C16_80_84_T_P,C16_85o_Mar_RegM_M,C16_85o_Mar_RegM_F,C16_85o_Mar_DFM_M,C16_85o_Mar_DFM_F,C16_85o_N_mar_M,C16_85o_N_mar_F,C16_85o_T_M,C16_85o_T_F,C16_85o_T_P,C16_T_Marr_reg_marr_M,C16_T_Marr_reg_marr_F,C16_T_Mar_de_fa_mar_M,C16_T_Mar_de_fa_mar_F,C16_Tot_N_mar_M,C16_Tot_N_mar_F,C16_Tot_T_M,C16_Tot_T_F,C16_Tot_T_P
109011175,57,72,188,147,340,44,34,0,3,32,60,79,91,171,40,16,3,0,43,63,91,82,169,2217,2266,354,364,1364,1337,3937,3963,7898
109011176,65,162,200,276,474,93,61,0,0,33,130,127,195,317,54,20,3,0,54,134,112,153,261,2209,2232,532,542,2161,2714,4900,5491,10392
109021177,11,17,43,57,99,34,16,0,0,14,21,53,40,86,9,3,0,0,8,18,18,20,36,477,489,99,103,394,398,973,992,1961
109021178,27,36,110,80,193,28,26,0,0,16,27,50,58,105,16,7,0,0,14,37,33,44,77,1004,1038,214,237,787,750,2009,2025,4025
109021179,15,28,45,61,106,22,6,0,0,10,22,36,28,61,12,5,0,0,10,14,19,20,40,613,610,145,137,470,374,1232,1123,2356
109031180,27,73,111,136,244,51,40,3,0,37,51,93,94,184,32,19,0,0,25,66,64,81,142,990,993,207,210,729,823,1926,2034,3957
109031181,32,57,133,144,277,58,47,3,0,36,51,94,93,188,45,19,0,0,34,47,80,70,147,1253,1275,232,239,884,806,2368,2321,4690
109031182,42,76,134,152,284,67,33,0,0,15,82,86,118,206,31,21,0,0,32,81,69,105,174,1140,1162,287,298,1027,1185,2458,2643,5103
109031183,49,59,123,127,254,58,30,3,0,22,42,78,67,151,29,14,0,0,39,58,64,71,139,1266,1278,261,266,893,747,2423,2298,4722
109031184,24,50,112,128,240,49,35,3,3,24,56,77,95,176,24,8,3,0,16,53,45,62,104,1117,1141,227,228,613,745,1953,2110,4058
109031185,56,87,200,204,401,78,46,4,3,38,69,124,117,241,53,24,0,0,44,93,96,120,212,1707,1718,330,338,1266,1256,3299,3306,6607
110011186,76,182,255,339,592,127,58,0,0,43,172,177,230,412,65,30,0,0,57,193,121,224,347,3196,3258,838,853,3021,3781,7048,7892,14938
110011187,13,38,57,72,131,23,13,0,0,7,24,35,36,68,12,3,0,0,10,36,24,41,73,803,807,166,166,569,546,1533,1519,3059
110011188,27,45,80,91,177,40,32,0,0,6,35,47,72,116,26,11,0,0,9,28,38,42,78,1139,1147,214,218,716,828,2068,2194,4261
110011189,15,29,69,71,138,22,9,0,0,3,26,27,31,58,13,7,0,0,5,22,20,27,50,640,632,103,101,391,376,1128,1112,2234
110021190,52,80,169,174,346,69,38,3,3,36,80,114,120,229,43,10,0,0,22,107,67,119,185,1404,1425,340,343,1156,1349,2909,3110,6017
110021191,65,121,210,256,469,87,46,3,0,44,111,131,159,288,56,26,3,0,28,124,85,145,235,1825,1842,467,484,1553,1969,3842,4296,8145
110021192,33,35,96,85,176,30,21,0,0,13,31,50,46,94,17,3,0,0,10,29,27,36,58,900,900,182,195,725,618,1811,1719,3527
110021193,50,50,139,119,254,52,34,3,0,23,43,74,75,151,22,10,0,0,17,56,37,58,98,1087,1078,232,241,717,731,2035,2053,4090
110021194,41,62,129,126,261,54,21,0,0,28,55,86,75,168,14,6,0,0,19,61,41,74,109,1115,1113,251,258,936,992,2298,2371,4670
110031195,42,57,109,111,219,37,14,3,3,22,43,63,65,124,13,9,0,0,14,47,29,53,88,1081,1078,317,339,1177,1305,2572,2719,5294
110031196,25,19,47,36,85,19,14,0,0,14,18,35,30,64,7,3,0,0,4,14,11,17,32,813,804,231,229,753,563,1797,1595,3391
110031197,28,66,97,107,212,29,19,0,0,26,54,57,73,125,13,11,0,0,17,51,30,59,94,1188,1199,245,254,908,996,2345,2443,4788
110031198,19,27,48,52,100,21,13,0,0,8,28,37,41,75,8,7,0,0,9,18,18,31,52,813,811,165,159,630,526,1608,1496,3097
110041199,36,89,132,180,319,66,34,3,0,34,88,106,122,227,38,14,0,0,31,96,64,113,181,1456,1484,379,400,1223,1405,3060,3289,6346
110041200,19,21,61,54,118,30,16,0,0,18,17,49,32,81,11,3,0,0,7,21,17,25,47,740,741,163,157,626,467,1525,1363,2892
110041201,28,60,130,147,277,55,31,3,0,34,55,89,84,180,24,12,0,0,37,70,59,82,140,1277,1287,277,285,1092,1110,2642,2682,5322
110041202,62,188,261,387,647,151,80,4,3,48,156,201,234,435,85,33,5,0,53,180,137,216,352,3248,3307,761,795,2825,3422,6829,7526,14356
110041203,48,148,205,259,467,92,70,0,0,41,126,134,198,329,72,32,0,0,32,178,108,211,320,2280,2298,543,569,1870,2589,4688,5461,10149
110041204,6,33,48,47,99,15,4,0,0,4,17,19,21,43,8,3,0,0,8,31,15,35,47,635,643,193,211,760,975,1585,1830,3407
110041205,88,153,317,296,609,104,61,4,3,63,109,177,172,346,57,20,0,0,47,125,104,150,254,3461,3552,597,623,2236,2411,6292,6581,12874
111011206,71,146,290,342,640,162,101,3,4,53,149,220,253,476,85,42,3,0,73,205,160,245,410,3372,3444,611,633,2427,2787,6417,6862,13273
111011207,27,58,87,101,191,36,20,0,0,23,77,62,97,157,33,18,0,0,33,67,61,88,152,942,940,237,241,954,1069,2133,2252,4382
111011208,72,220,357,418,773,178,144,3,3,64,213,246,367,612,123,61,3,3,89,244,211,311,522,4219,4300,941,958,3295,4030,8449,9292,17738
111011209,49,177,273,332,605,116,76,9,3,53,142,174,218,391,85,45,0,0,57,208,138,251,395,4151,4229,949,961,3255,3744,8352,8936,17294
111011210,33,81,126,151,280,54,37,3,0,28,72,83,109,195,29,10,0,0,34,86,60,103,165,1267,1288,328,341,1380,1750,2977,3377,6351
111011211,18,45,43,76,119,26,18,3,0,19,39,56,59,113,21,9,0,0,20,50,40,61,105,666,685,85,89,493,551,1246,1319,2564
111011212,52,137,226,276,507,105,70,3,3,47,136,154,203,362,66,33,3,0,59,160,121,192,318,2202,2237,396,403,1639,1903,4239,4548,8781
111011213,26,75,185,174,360,88,61,0,0,20,64,113,124,239,56,34,3,0,31,89,85,120,206,2742,2800,276,289,1287,1610,4304,4695,8999
111011214,45,134,224,285,504,129,76,3,4,20,129,157,211,364,67,32,3,0,42,162,113,198,310,2499,2557,448,459,1778,2335,4724,5349,10071
111021215,27,69,112,145,258,56,32,0,0,35,67,95,96,191,35,17,0,0,18,67,58,86,141,1352,1375,303,313,1321,1547,2984,3227,6211
111021216,38,62,184,165,344,70,43,6,3,31,47,106,97,202,45,20,4,0,22,62,69,89,158,1651,1684,332,335,1127,1350,3112,3375,6481
111021217,23,55,108,123,230,45,27,3,0,21,82,71,113,178,30,16,0,0,25,72,54,95,153,2564,2627,559,602,1586,1938,4709,5174,9880
111021218,63,163,295,357,650,163,124,6,4,55,172,227,296,525,113,75,0,0,79,180,200,249,454,2716,2763,499,512,1987,2349,5195,5625,10821
111021219,45,148,205,284,485,109,76,8,0,45,111,154,184,337,68,22,0,0,60,164,133,185,318,2362,2412,481,492,1924,2296,4763,5202,9965
111021220,33,63,164,154,314,59,34,3,4,35,54,93,92,186,35,19,0,0,35,63,66,81,148,1837,1858,334,345,1169,1209,3344,3414,6756
111021221,14,31,52,65,124,29,14,0,0,11,29,42,46,83,5,0,0,0,12,21,19,25,49,1160,1182,314,314,896,905,2366,2402,4772
111031222,49,130,226,285,510,153,85,0,0,38,107,195,201,393,88,50,0,0,59,159,145,212,362,2881,2940,555,570,2127,2530,5569,6042,11610
111031223,38,77,148,157,311,60,30,0,0,13,58,75,93,164,24,14,0,3,19,71,45,89,132,1324,1338,321,335,1342,1556,2990,3232,6217
111031224,58,88,144,152,295,59,40,3,0,34,105,97,148,240,53,18,0,0,41,143,98,163,259,1614,1656,517,549,2218,2358,4350,4563,8911
111031225,54,119,185,222,403,73,60,0,0,39,161,113,222,330,75,40,0,0,64,220,134,258,397,2835,2900,572,584,2374,3034,5785,6527,12310
111031226,22,41,96,89,182,26,16,0,0,11,32,41,45,92,17,7,0,0,12,37,24,40,61,2546,2614,471,515,1637,1827,4650,4953,9601
111031227,63,104,141,169,310,56,35,0,0,44,89,102,131,233,36,10,0,0,49,130,83,144,229,1860,1874,765,854,2708,2919,5337,5654,10986
111031228,39,76,148,175,326,67,53,3,0,29,77,97,130,226,45,29,3,0,47,139,99,167,264,2272,2342,548,589,2126,2237,4951,5174,10117
111031229,37,79,108,133,244,27,18,0,0,18,54,45,74,119,34,14,0,0,19,71,54,82,136,1351,1376,612,599,2048,2127,4007,4102,8104
111031230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,4,10
111031231,33,76,102,136,234,53,35,0,0,19,69,77,110,184,38,20,0,0,39,95,77,116,194,1169,1185,348,349,2462,2215,3978,3741,7718
111031232,47,86,165,186,348,65,36,3,3,21,62,94,105,193,30,15,0,0,30,72,62,88,150,1358,1379,259,277,1010,1076,2627,2729,5356
111031233,62,198,278,352,630,121,102,0,0,56,181,183,283,464,76,40,3,0,60,240,137,274,417,3318,3365,709,736,2935,3620,6962,7721,14687
111031234,42,83,130,157,285,44,40,0,0,32,96,77,133,210,37,29,0,0,56,130,94,162,258,1550,1581,564,576,2186,2423,4307,4577,8882
111031235,39,33,70,53,118,28,20,0,0,27,49,54,69,123,14,5,0,0,22,54,35,57,97,901,917,517,560,1501,1576,2921,3053,5975
112011236,99,231,358,451,809,194,137,7,3,75,231,274,380,657,150,78,3,3,111,351,272,430,704,2724,2743,666,698,2525,3309,5920,6748,12667
112011237,61,139,284,311,592,122,81,3,0,47,127,168,211,386,92,42,3,0,67,187,166,231,399,3214,3212,605,628,2004,2499,5819,6343,12164
112011238,11,28,44,55,94,21,19,3,0,7,17,29,37,69,15,6,0,0,15,29,23,36,62,862,883,288,291,687,778,1834,1956,3791
112011239,26,77,91,127,221,38,31,0,0,14,50,48,80,129,35,12,4,0,22,85,58,102,163,1058,1074,446,460,1228,1671,2736,3205,5949
112011240,20,46,75,86,157,22,21,0,0,13,36,32,58,90,16,3,0,0,23,73,39,78,114,1001,1018,474,486,1438,1732,2914,3237,6147
112011241,38,50,115,121,239,54,33,0,4,22,47,78,86,160,31,9,3,0,27,60,67,70,137,827,842,243,238,864,789,1939,1868,3810
112011242,9,56,73,106,183,34,25,3,0,18,29,55,54,111,32,13,0,0,20,52,52,69,117,1433,1465,332,344,860,1143,2630,2960,5582
112011243,27,40,72,72,151,29,21,0,0,27,46,50,68,123,17,10,3,0,19,57,41,69,112,983,998,430,441,1163,1365,2576,2800,5377
112021244,73,138,234,244,481,97,74,3,3,43,134,147,211,359,56,26,3,0,48,156,116,176,293,1832,1848,468,490,1789,2200,4090,4531,8619
112021245,26,43,104,103,205,45,21,3,0,24,31,76,55,127,14,6,0,0,12,32,32,44,69,1210,1217,278,278,1024,889,2514,2385,4897
112021246,49,109,189,221,417,100,75,6,0,33,103,137,182,318,61,31,3,0,44,166,108,194,306,2060,2090,484,498,1729,2472,4277,5053,9327
112021247,31,52,122,119,234,53,32,4,0,27,65,81,102,188,29,12,3,0,25,70,58,77,133,1161,1175,314,313,1141,1135,2616,2624,5236
112021248,65,148,161,251,412,74,44,0,4,36,114,112,166,270,68,25,0,0,39,172,103,199,306,1742,1754,595,636,2700,3158,5040,5541,10581
112021249,48,47,161,134,298,68,41,3,3,36,48,105,98,198,45,16,0,0,21,66,70,77,144,2613,2626,714,733,2039,2053,5366,5419,10781
112031250,57,122,199,241,436,78,52,4,0,53,120,141,169,309,60,27,0,0,57,112,116,138,252,2243,2284,507,521,1685,2052,4431,4858,9286
112031251,56,87,155,171,327,68,36,0,0,33,86,101,118,219,51,29,0,0,41,113,86,140,231,1333,1341,329,324,1278,1676,2938,3349,6288
112031252,37,28,132,104,238,56,35,3,0,26,29,80,65,148,30,13,3,0,30,41,60,49,113,1616,1647,447,427,1418,1277,3479,3352,6835
112031253,46,73,174,183,353,81,58,3,3,38,80,125,136,262,51,22,3,0,35,66,89,86,178,2271,2322,558,600,1599,1846,4426,4769,9202
112031254,130,218,428,455,887,191,131,8,5,107,243,310,383,688,170,87,3,0,129,295,299,389,684,3037,3076,781,804,3088,3715,6902,7598,14502
112031550,77,189,387,441,834,193,132,10,3,72,222,271,364,634,132,61,3,3,106,267,237,323,568,2895,2940,518,539,1998,2985,5414,6467,11886
112031551,3,15,37,45,80,20,17,0,0,6,12,33,27,53,8,6,0,0,3,15,18,22,32,680,703,101,112,373,401,1153,1214,2367
112031552,79,166,248,314,559,119,90,9,5,57,151,183,245,431,72,38,4,5,63,181,144,220,362,1256,1275,287,291,1299,1815,2845,3380,6225
113011256,59,144,249,283,532,124,77,4,5,39,148,170,228,395,95,39,0,3,47,163,146,212,351,3199,3217,566,569,2544,2772,6311,6560,12866
113011257,62,67,177,143,314,68,29,0,0,37,66,103,96,200,36,18,0,0,23,67,58,80,139,2283,2297,425,436,1756,1371,4462,4109,8563
113011258,39,85,158,158,318,62,47,0,0,34,73,97,121,218,25,6,0,0,22,86,56,93,142,1629,1654,346,357,1283,1407,3261,3415,6677
113011259,27,51,85,100,189,44,24,0,0,21,47,64,72,135,23,19,0,0,19,67,45,86,128,972,986,193,203,813,856,1971,2040,4010
113021260,14,25,61,51,117,17,10,0,0,13,28,35,41,74,11,8,0,0,8,23,23,29,49,605,625,123,127,436,362,1159,1110,2271
113021261,29,45,113,109,221,45,23,0,0,23,46,66,72,142,22,11,0,0,19,75,46,83,127,959,985,267,278,837,933,2068,2202,4265
113021262,27,23,83,67,152,40,21,3,0,18,32,53,54,110,20,6,0,0,21,42,41,50,88,865,876,201,210,621,542,1686,1630,3318
113031263,35,92,189,206,392,67,41,0,0,29,61,94,106,202,42,14,0,0,29,101,77,115,192,1412,1431,237,247,926,1127,2578,2796,5377
113031264,28,41,72,71,140,15,16,0,0,10,27,28,42,72,15,5,0,0,13,30,28,42,61,594,609,156,166,484,487,1233,1262,2494
113031265,24,32,78,64,137,26,23,0,0,14,27,37,48,89,23,9,0,0,8,35,34,40,69,872,885,185,196,749,775,1804,1856,3664
113031266,29,73,117,147,268,52,38,0,0,28,67,83,101,183,35,16,0,0,25,78,67,96,163,1255,1260,208,221,872,947,2333,2430,4760
113031267,47,107,204,227,430,107,80,0,0,29,103,139,184,320,53,20,0,0,37,113,89,130,223,3023,3079,519,573,2080,2446,5623,6101,11721
113031268,0,30,33,57,97,18,12,0,0,9,16,23,34,55,14,3,0,0,0,25,17,29,50,676,682,134,150,476,690,1285,1519,2805
113031269,50,138,202,272,473,91,58,3,5,35,143,129,204,337,66,36,0,0,56,173,124,209,328,3447,3537,798,849,2747,3481,6990,7867,14850
113031270,41,100,121,175,295,59,47,0,0,26,103,85,156,235,44,18,0,0,36,122,80,142,220,1442,1469,476,495,1874,2367,3792,4327,8113
113031271,47,74,176,206,387,81,49,3,0,49,76,129,128,251,46,23,0,0,38,65,84,90,174,2692,2706,470,491,1757,1664,4912,4862,9773
114011272,54,116,220,268,487,111,57,0,3,50,87,161,152,308,61,28,4,3,43,127,106,154,267,1786,1790,321,332,1001,1205,3105,3325,6431
114011273,22,22,104,67,171,36,31,0,0,15,28,44,51,98,24,5,0,0,15,28,37,36,71,689,701,127,133,513,497,1331,1329,2663
114011274,35,56,119,139,263,73,38,0,0,25,50,100,86,182,37,19,0,0,28,68,69,89,151,925,926,179,173,761,711,1859,1805,3667
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,0,7,0,20,8,31
114011276,24,43,94,97,189,27,24,0,0,7,42,38,65,106,38,13,0,0,28,56,66,76,135,811,832,155,173,507,672,1475,1683,3158
114011277,78,112,276,265,540,108,86,5,3,54,117,162,205,376,77,38,0,0,51,124,127,155,285,2758,2815,522,554,2114,2485,5396,5852,11247
114011278,80,119,258,258,515,110,66,7,5,57,113,175,193,360,62,30,4,3,41,137,104,166,274,2720,2772,798,841,2672,3204,6191,6820,13008
114011279,84,148,337,367,707,149,76,0,0,65,134,212,214,424,64,37,0,0,52,147,116,183,300,2407,2452,537,574,1906,2301,4847,5327,10177
114011280,46,62,144,135,283,62,37,0,0,21,53,87,90,175,39,22,0,3,35,65,78,89,166,852,858,164,170,665,653,1681,1674,3357
114011281,8,16,51,42,91,13,5,0,3,10,7,31,16,48,7,7,0,0,3,12,12,16,31,687,698,151,166,420,381,1255,1247,2502
114011282,90,179,394,405,805,155,120,7,5,70,169,230,303,530,114,52,8,9,90,194,214,253,463,2892,2914,533,555,1917,2438,5339,5903,11245
114011283,27,23,106,77,186,43,24,3,0,16,38,59,67,126,28,14,0,0,18,31,46,39,86,975,976,221,225,677,607,1872,1807,3680
114021284,54,164,346,434,786,208,110,6,0,49,157,272,273,539,116,50,3,0,55,189,177,241,418,2744,2798,311,308,1272,2043,4328,5149,9476
114021285,29,31,72,64,133,16,9,0,0,15,19,28,27,54,10,3,0,0,3,19,15,21,37,1080,1092,263,267,779,790,2117,2145,4267
114021286,27,89,164,183,343,74,44,3,0,28,97,104,140,247,46,14,0,0,19,82,68,94,163,1576,1601,335,322,1080,1479,2993,3405,6394
114021287,38,98,170,178,352,66,42,4,3,32,71,100,112,213,40,14,0,0,26,69,64,90,148,1678,1689,375,365,1243,1572,3294,3618,6913
114021288,7,22,52,55,111,21,14,0,0,4,15,27,29,59,12,4,0,0,9,16,19,23,43,710,727,106,106,366,439,1181,1271,2454
114021289,34,57,166,134,297,47,28,5,3,25,45,70,79,152,22,8,7,3,17,54,41,65,105,1305,1334,275,276,703,914,2280,2532,4810
115011290,46,124,289,301,589,118,70,0,0,46,124,164,194,357,69,23,0,3,45,149,116,181,292,4972,5032,497,497,2705,3081,8173,8615,16790
115011291,18,82,197,191,389,83,43,3,0,21,57,109,103,214,52,23,0,0,20,67,64,94,159,4634,4682,282,299,2525,2959,7449,7935,15387
115011294,6,66,114,153,265,76,55,0,0,9,44,88,99,185,58,29,0,0,9,72,63,101,161,1502,1523,72,69,718,889,2295,2486,4780
115011296,8,49,125,121,242,35,22,0,0,9,35,46,50,98,32,11,0,0,20,55,50,73,124,3088,3135,144,156,1622,1771,4857,5065,9919
115011553,11,40,92,96,188,38,27,0,0,14,36,46,63,112,29,9,0,0,8,47,33,52,89,1643,1668,166,161,914,1154,2727,2982,5707
115011554,21,65,76,120,197,50,61,0,0,27,88,76,143,223,82,47,0,0,59,190,138,243,376,1130,1168,28,27,667,989,1821,2177,3996
115011555,27,51,153,157,306,73,35,4,3,20,48,90,93,182,43,27,0,0,18,76,57,102,160,2727,2787,176,175,1511,1678,4419,4644,9058
115011556,15,47,96,117,213,48,27,0,0,18,39,58,70,136,35,7,3,0,13,40,51,48,95,2139,2160,152,155,1138,1352,3431,3663,7098
115011557,5,23,28,37,70,8,4,0,0,5,20,13,26,42,8,0,0,0,9,13,17,20,38,1188,1216,67,66,620,778,1874,2059,3934
115011558,23,118,185,240,423,99,52,3,3,24,107,123,160,285,66,37,3,3,32,135,102,174,276,4390,4448,183,189,2448,2831,7015,7462,14485
115011559,20,76,168,174,345,85,35,0,0,10,49,99,90,191,34,11,0,3,6,65,42,75,120,5224,5294,367,367,2587,3014,8179,8670,16850
115021297,51,107,265,302,568,150,74,3,0,48,91,204,165,372,86,30,0,0,47,132,129,165,298,4447,4518,412,427,2809,2902,7667,7850,15515
115021298,16,35,86,83,171,38,28,0,0,10,35,45,61,110,25,14,0,0,20,55,46,77,121,1093,1099,120,136,668,730,1877,1964,3836
115031299,13,6,43,28,67,14,3,0,0,17,9,28,10,46,3,4,0,0,7,11,10,13,30,434,440,139,132,351,305,930,881,1810
115031300,38,88,208,193,404,80,47,3,3,29,75,106,125,234,52,17,3,0,33,69,82,87,174,4387,4430,729,753,2752,2733,7874,7925,15793
115041301,21,48,109,102,213,30,21,3,0,17,49,52,66,122,20,7,0,0,22,60,38,64,107,2136,2162,296,299,1387,1365,3823,3826,7649
115041302,13,66,120,129,248,53,27,0,0,12,47,66,70,137,20,16,0,0,18,43,39,59,101,4854,4917,442,432,2531,2759,7819,8105,15924
116011303,35,72,134,126,259,41,25,0,3,26,87,76,116,189,45,22,0,0,30,80,68,103,171,3260,3250,399,402,2564,2381,6222,6032,12257
116011304,39,116,158,215,377,72,53,3,0,35,102,114,150,265,41,22,0,0,29,114,76,136,212,3211,3224,426,431,2932,3151,6565,6808,13374
116011306,36,96,122,160,279,55,20,3,3,31,91,88,110,200,30,14,0,0,35,82,68,100,168,4308,4309,419,442,3480,3876,8212,8628,16833
116011307,58,143,233,255,484,105,53,0,0,47,189,152,241,391,55,38,0,0,67,140,122,178,297,4629,4656,688,721,3860,3943,9174,9318,18495
116011308,65,136,257,235,494,91,49,3,0,43,131,139,181,317,41,21,0,0,45,111,85,130,218,4753,4772,453,467,3704,3687,8910,8921,17833
116011560,30,91,142,175,315,53,27,0,0,30,72,87,101,186,25,17,0,0,22,62,47,83,129,2249,2273,268,274,1989,2038,4511,4582,9093
116011561,39,125,155,222,379,76,49,3,0,45,90,120,136,257,49,12,3,0,32,116,81,132,216,2970,2988,372,366,2557,2574,5905,5932,11834
116021309,20,62,98,97,194,28,10,0,0,13,38,42,51,87,14,9,0,0,8,27,24,35,61,3537,3585,240,244,2079,2266,5860,6091,11950
116021310,26,85,146,155,300,54,22,0,0,16,49,61,79,139,19,12,0,0,17,50,37,59,98,6869,6939,598,615,2962,3595,10428,11150,21576
116021312,39,78,133,141,277,31,29,3,0,28,48,64,75,138,26,7,0,0,22,66,48,77,123,3218,3249,544,560,2345,2310,6104,6117,12229
116021562,4,11,17,23,38,0,4,0,0,3,5,0,13,14,8,0,0,0,6,8,13,8,17,833,852,65,68,457,517,1353,1437,2793
116021563,24,68,99,114,210,39,10,0,0,13,47,58,58,115,13,7,0,0,16,53,25,62,86,4614,4644,556,575,2867,3265,8038,8479,16520
116031313,55,96,166,156,323,56,25,3,0,34,62,89,86,169,24,12,3,0,21,46,43,51,94,2268,2275,543,561,2980,3725,5786,6562,12350
116031314,8,28,29,38,73,4,7,0,0,7,21,10,25,35,10,5,0,0,10,16,17,19,35,1549,1561,208,218,1101,1215,2868,2996,5864
116031315,25,65,86,104,192,35,18,0,0,17,55,54,72,121,22,14,0,0,9,62,34,74,105,3783,3790,463,485,3023,3335,7266,7610,14875
116031316,49,122,197,216,408,63,26,3,0,34,81,101,111,205,25,9,0,0,18,50,46,61,108,2790,2803,662,670,3011,3772,6466,7245,13716
116031317,57,135,187,224,411,77,40,0,0,37,82,116,123,238,40,11,0,4,24,93,58,107,166,3572,3586,492,506,3603,3967,7674,8051,15727
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5
116031319,30,85,109,134,241,45,27,0,0,16,79,56,105,164,28,15,0,0,20,75,46,83,135,3888,3899,500,500,3130,3414,7523,7820,15343
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8
117011321,31,58,116,103,214,36,18,3,0,23,54,60,71,127,13,5,0,0,7,56,27,65,94,1835,1843,452,451,1495,1632,3779,3920,7702
117011322,82,194,254,332,582,127,67,4,3,54,156,187,230,415,71,24,0,0,52,159,125,184,304,3980,4017,995,930,4484,4635,9463,9585,19051
117011323,41,97,139,161,301,63,14,6,0,38,85,102,106,211,34,20,0,0,38,109,72,135,206,1842,1860,331,329,1877,2190,4052,4370,8419
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,6
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117021326,72,159,258,285,546,122,85,3,0,56,145,181,233,415,76,30,3,0,52,164,125,192,321,3366,3383,1595,1647,4532,5270,9494,10295,19791
117021327,49,103,133,165,296,47,37,0,3,41,88,92,135,223,47,13,0,0,25,84,77,103,175,2353,2376,1403,1368,3429,3979,7180,7725,14903
117021328,23,36,67,62,129,30,23,0,0,18,30,47,52,96,13,11,0,0,14,41,33,49,87,1011,1027,551,525,1441,1459,3002,3014,6012
117031329,25,29,54,50,106,9,12,3,0,25,26,39,35,75,13,0,0,0,19,13,30,17,44,845,859,1338,753,2499,1867,4683,3475,8160
117031330,20,39,49,60,109,21,6,4,0,9,40,32,46,82,5,3,0,0,9,24,19,29,50,1700,1704,2009,1622,2790,2929,6496,6251,12741
117031331,58,109,124,137,258,29,21,3,3,37,72,71,96,173,22,12,0,3,29,78,51,90,143,2018,2050,1463,1330,3665,4539,7147,7916,15059
117031332,28,79,62,105,165,24,24,3,0,28,55,58,74,130,21,9,0,0,27,54,44,59,103,1925,1931,2057,1759,4803,5331,8790,9018,17810
117031333,64,107,130,159,294,39,25,7,0,66,82,108,105,213,21,12,6,0,47,103,77,114,183,1393,1384,2019,1297,4073,3934,7482,6612,14101
117031334,34,57,98,110,206,35,15,3,0,29,50,65,67,133,21,7,0,0,16,52,33,56,88,2294,2324,1244,1108,4556,4966,8092,8393,16489
117031335,64,100,124,170,293,40,23,3,0,38,79,82,95,178,31,7,0,0,35,68,64,81,142,1598,1598,1899,1395,5397,5218,8890,8216,17112
117031336,59,65,109,99,206,22,18,3,0,32,56,56,75,134,21,7,0,0,21,64,45,68,110,1163,1174,1937,1191,4013,3019,7105,5386,12489
117031337,24,45,99,108,210,36,20,3,0,29,48,63,68,131,41,7,0,0,24,44,65,60,123,2678,2711,1237,1124,6240,6698,10159,10533,20695
117031338,89,140,214,220,435,69,42,5,4,69,114,147,156,308,35,10,3,0,43,103,84,115,195,3434,3445,2830,2274,7226,7181,13496,12903,26398
118011339,56,92,173,175,349,55,47,8,0,36,92,95,134,230,54,28,6,0,39,114,105,146,250,2413,2437,1234,1207,2848,3200,6487,6849,13339
118011340,44,96,118,155,275,44,30,6,3,32,84,74,113,191,42,20,3,0,36,110,82,131,214,2443,2460,1466,1439,3273,3611,7186,7509,14700
118011341,43,123,144,217,366,73,47,4,0,35,136,112,186,296,64,23,6,0,50,152,119,182,303,2159,2209,920,882,2325,3126,5404,6214,11623
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,58,212,309,411,715,154,82,3,8,60,191,215,276,491,148,70,14,3,83,305,240,379,619,3904,3968,1236,1087,3122,4789,8263,9842,18100
118011344,17,67,102,122,218,53,31,5,3,16,68,75,103,182,45,19,0,0,33,114,79,130,208,2037,2069,385,392,1277,1683,3703,4143,7851
118011345,43,97,144,154,298,44,20,0,4,29,50,72,78,151,33,13,3,0,17,63,53,71,129,1896,1928,1075,880,2253,3105,5224,5917,11138
118011346,22,95,137,178,310,83,50,3,0,23,82,107,133,244,76,26,3,3,55,117,132,151,278,2204,2265,338,338,1302,1797,3838,4399,8242
118011347,30,94,95,151,249,50,15,3,0,14,58,66,75,139,27,13,0,0,29,94,56,112,165,1153,1173,424,363,861,1501,2437,3039,5472
118021348,66,150,209,269,473,95,46,3,3,49,126,144,175,319,60,23,7,0,51,168,117,200,316,3555,3593,1497,1543,3546,4797,8600,9936,18535
118021350,91,189,298,327,628,117,68,4,3,69,170,189,244,433,82,37,5,3,72,217,156,257,418,3847,3888,721,714,3302,3936,7873,8535,16411
