SUA_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,5,3,0,0,0,7,0,0,0,0,3,0,4,17,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,16,30,31,44,31,4,0,0,5,0,0,12,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,12
1024,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,16,15,10,9,17,11,0,0,0,0,0,0,5,82,5,35,38,8,7,0,0,4,0,0,0,0,0,0,9,106,0,0,0,0,4,7,12,0,0,0,0,4,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11,0,11,15,11,12,5,3,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,7,8,6,29,26,14,5,0,3,94,7,63,6,5,3,4,10,0,0,0,0,0,0,0,3,99,5,13,60,91,98,45,66,26,17,5,8,10,5,0,24,465,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1025,23,50,24,21,16,7,13,368,0,0,4,0,0,19,39,49,5,10,12,11,0,8,5,169,0,32,84,81,116,88,195,178,6,17,0,6,3,5,19,833,32,447,266,59,24,30,50,40,14,13,9,10,7,0,69,1057,0,4,6,15,22,41,74,52,5,5,24,16,21,4,8,300,0,0,0,15,82,88,285,138,24,23,36,30,6,0,20,755,0,3,19,22,15,5,24,10,11,0,0,4,0,0,21,137,0,18,89,177,162,59,168,98,40,46,78,68,24,5,24,1049,0,0,0,0,0,5,111,139,108,148,183,116,14,0,5,828,55,425,102,46,55,32,49,41,3,8,10,0,5,0,23,861,26,83,359,938,1042,813,903,474,84,60,82,96,18,28,202,5199,4,80,395,202,91,32,28,6,6,3,0,5,0,0,32,889,0,0,3,19,22,38,124,260,75,55,74,83,36,3,13,794
1026,0,0,11,7,4,0,4,38,0,0,0,0,0,0,4,5,6,0,0,0,0,0,0,15,0,4,6,10,3,4,10,3,0,0,0,6,0,0,6,51,3,21,20,7,8,5,0,5,0,0,0,0,0,0,6,79,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,19,0,0,0,0,3,6,16,15,0,0,0,4,0,0,0,42,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,18,0,0,6,4,6,0,11,4,0,4,0,0,0,0,0,32,0,0,0,0,3,5,22,37,16,14,9,3,4,0,5,113,4,63,10,11,9,5,9,0,0,0,0,0,0,0,0,107,4,14,38,98,75,58,46,27,3,7,0,3,3,0,32,404,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,14,5,0,4,16,0,0,0,44
1027,0,0,0,0,4,0,0,16,0,0,0,0,0,3,8,0,7,0,0,0,0,0,0,18,0,6,8,5,0,3,10,9,0,0,0,3,0,0,0,36,7,19,37,8,0,0,3,4,4,0,0,3,0,0,0,76,0,0,0,0,9,3,9,5,0,0,0,0,0,0,0,20,0,0,0,0,4,3,15,27,0,4,4,7,4,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,7,8,0,7,11,3,10,0,0,0,0,0,55,0,0,0,0,4,4,55,40,29,44,34,13,0,0,3,233,4,40,13,8,3,0,0,0,0,0,0,0,0,0,3,84,3,3,30,55,81,79,65,27,6,6,5,3,5,0,17,399,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,14,33,8,9,3,12,4,0,0,81
1028,5,0,0,0,0,0,0,19,0,0,0,3,0,0,6,4,0,0,0,0,0,0,0,11,0,3,23,22,24,14,16,33,0,0,0,0,0,0,0,131,5,27,23,4,0,3,0,11,0,0,0,0,0,0,0,77,0,0,0,3,3,8,17,0,0,5,3,0,0,4,0,40,0,0,0,5,0,9,11,22,0,0,0,0,0,0,3,54,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,3,9,5,0,17,9,0,3,0,0,0,0,0,59,0,0,0,0,0,0,15,10,16,29,19,19,12,0,0,121,12,75,25,7,18,9,14,5,0,0,0,0,0,0,7,182,4,28,100,157,166,106,125,40,3,8,10,0,5,3,33,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,4,3,0,9,6,5,0,0,35
1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,8,0,0,0,0,0,0,3,25,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,4,0,0,0,6,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,19,5,0,5,0,4,0,0,0,0,0,0,0,0,31,0,0,16,42,58,64,107,39,0,0,9,6,0,4,10,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,4
1030,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,15,7,10,5,11,4,0,0,0,0,0,0,4,57,4,27,35,0,0,0,0,3,0,5,0,0,5,0,4,88,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,7,0,0,4,5,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,14,0,41,7,0,4,0,0,0,0,0,0,0,0,0,5,64,7,4,33,78,59,39,31,12,0,0,5,3,0,0,7,280,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1031,880,962,817,1082,431,190,467,25800,13,17,671,1008,1094,10214,13864,10388,4468,3126,1803,4015,914,92,810,52512,63,279,1239,1418,2643,2165,4462,4105,626,835,1035,1254,496,102,342,21063,1086,10104,12274,3152,1183,954,1698,2985,556,538,484,599,204,48,1744,37629,19,81,135,455,1480,2487,3278,1730,440,451,531,671,331,196,299,12571,9,0,49,1979,7322,9486,16565,6930,1466,1296,1355,1508,600,154,1156,49872,220,1353,7889,14256,11555,8414,8029,3538,722,843,761,853,442,210,2165,61258,48,232,1350,3427,7601,3687,6424,3902,1504,1750,1609,1489,517,132,771,34440,0,0,4,11,83,1308,12281,8333,3553,7171,12087,10039,2456,134,1054,58514,323,2216,806,508,530,546,968,612,181,157,195,231,95,37,225,7621,300,650,3223,7790,12566,16252,17526,9617,1668,1703,1799,1768,903,808,2465,79026,8,203,3309,3243,1608,1390,890,350,87,81,61,75,25,13,330,11670,3,13,86,398,1647,3127,6422,8250,2100,2233,2316,2205,1120,391,479,30809
1032,0,0,0,3,0,0,0,22,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,9,0,0,4,3,9,6,9,3,0,0,0,0,0,0,0,36,0,10,12,0,0,0,0,0,0,0,0,0,0,0,4,29,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,15,0,0,0,0,0,0,9,3,0,0,0,3,0,0,0,28,0,3,7,6,6,0,0,0,0,0,0,0,0,0,0,12,0,0,5,5,0,0,6,15,13,9,5,10,0,0,0,74,0,0,0,0,0,0,24,37,28,46,44,31,3,0,0,204,0,24,13,3,0,0,0,0,0,0,0,0,0,0,0,44,8,5,18,59,39,39,52,33,0,10,0,3,5,6,11,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,32,0,6,8,4,5,3,4,73
1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,5,11,7,0,0,0,0,0,0,0,3,3,0,0,28,3,10,0,3,0,0,0,0,0,0,0,0,0,0,6,25,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,18,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,0,0,0,3,3,0,0,0,0,0,0,18,0,0,0,0,0,0,3,4,9,4,8,8,0,0,0,37,9,42,14,0,0,4,4,0,0,0,0,0,0,0,0,81,3,3,24,51,35,26,23,10,3,0,0,3,0,0,6,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,3,0,0,0,0,0,0,22
1034,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,22,7,24,20,5,4,0,0,5,0,0,0,0,0,0,11,80,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,5,4,0,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,3,0,3,0,0,0,0,0,0,0,0,0,60,8,0,22,52,52,25,35,16,0,0,0,0,3,0,17,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1035,10,9,3,0,0,0,0,61,0,0,0,0,0,7,21,8,108,112,153,309,80,0,13,809,0,3,4,8,3,4,23,22,0,5,0,0,0,0,0,76,3,23,9,0,0,0,0,3,0,0,3,8,0,0,0,60,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,18,0,0,0,4,5,3,13,14,0,0,5,0,0,0,0,40,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,14,0,0,12,15,8,8,20,23,13,4,4,20,7,0,7,143,0,0,0,0,0,0,36,39,11,29,22,11,9,0,0,154,3,40,9,0,4,0,5,0,0,0,0,0,0,0,4,77,5,6,29,65,57,65,56,59,4,4,8,9,8,3,11,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,44,9,3,4,13,0,3,0,110
1036,21,22,10,15,21,0,0,373,0,0,0,4,0,29,64,177,83,11,12,56,11,0,8,472,4,27,105,95,107,69,130,124,6,0,4,10,0,0,21,705,68,1053,1000,203,59,41,55,65,11,7,6,13,3,0,162,2753,0,4,4,3,35,42,50,41,7,9,7,11,6,0,4,236,0,0,0,12,54,60,131,59,16,8,10,9,11,0,8,379,3,25,100,187,153,87,100,50,8,9,9,6,5,0,26,768,0,3,36,52,59,49,65,61,14,29,30,26,14,0,13,446,0,0,0,0,0,12,70,63,42,55,40,63,26,0,5,377,64,556,106,43,38,25,46,25,13,6,3,12,5,0,36,976,24,42,229,518,578,570,636,321,50,40,30,46,25,21,114,3237,3,72,1403,1416,363,213,152,40,10,14,11,14,3,3,130,3845,0,4,5,5,14,30,69,140,35,61,66,56,45,0,10,540
