SUA_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,13,0,0,0,0,3,6,14,6,6,0,4,6,0,0,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,3,0,0,3,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,4,4,3,25,26,7,3,13,8,0,0,0,94,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,7,13,11,11,3,0,0,0,0,0,0,75,4,4,0,4,0,4,20,0,3,9,0,4,0,0,5,56,0,13,29,10,5,0,0,0,0,0,0,0,0,0,3,67,0,9,8,0,0,0,3,0,0,0,0,0,0,0,0,21,4,6,0,0,4,8,3,0,0,3,0,0,0,0,0,28,44,56,22,5,20,11,8,3,0,0,0,0,5,0,7,179,0,14,19,6,0,3,0,0,0,0,0,0,0,0,4,42,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,20,4,0,13,0,0,7,8,5,14,4,8,10,6,3,3,91,0,0,3,0,3,0,3,3,0,0,0,3,0,0,3,23,0,0,0,0,0,0,0,0
1025,0,0,0,0,0,4,16,188,23,28,5,37,7,11,8,326,0,0,0,0,6,30,104,109,23,72,38,35,8,0,4,437,4,9,64,82,86,112,220,141,23,20,34,29,15,6,12,847,11,22,27,50,152,189,638,417,121,190,152,184,39,8,70,2273,5,38,167,44,7,36,20,0,0,4,4,0,0,0,17,350,8,31,38,20,10,15,46,23,8,9,8,3,0,8,10,239,4,3,28,49,92,60,77,38,11,4,5,5,4,0,27,405,544,467,139,67,102,71,172,92,11,22,19,14,10,0,71,1812,28,153,198,45,22,11,5,8,5,0,0,0,0,6,22,502,0,4,16,64,102,76,62,58,37,37,31,18,18,4,17,548,19,21,66,95,82,181,1065,1001,217,203,261,237,106,27,70,3654,6,11,11,15,38,58,145,79,30,34,40,36,26,4,13,542,0,0,0,4,18,10,63,118
1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,7,0,0,0,0,0,28,0,0,4,7,6,7,13,11,3,0,0,0,0,0,0,61,0,0,0,0,13,9,29,24,8,9,10,27,8,0,6,147,0,3,14,0,0,13,0,0,0,0,0,0,0,0,0,34,0,8,0,0,0,4,9,4,0,0,0,0,0,0,0,27,0,0,0,3,13,8,7,4,0,0,0,0,0,0,7,48,12,48,10,10,11,4,11,9,0,0,0,0,0,0,12,134,0,8,9,8,0,0,0,0,0,0,0,0,0,0,0,26,0,0,3,4,4,4,0,0,3,0,0,0,0,0,0,16,0,0,0,9,0,11,62,93,44,38,59,79,17,0,9,427,0,7,0,4,6,11,8,7,0,0,0,4,0,0,0,40,0,0,0,0,0,5,3,0
1027,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,9,8,0,5,0,0,0,0,0,28,0,0,0,5,8,3,17,7,0,4,3,3,8,0,0,63,3,8,6,29,17,9,49,23,0,10,11,6,4,0,4,177,0,5,18,8,0,0,0,0,0,0,0,0,0,0,0,26,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,14,11,5,3,0,0,0,5,0,0,0,47,27,28,10,5,6,8,9,0,10,0,0,0,0,0,0,106,0,3,10,3,0,0,0,0,0,3,0,0,0,0,0,25,0,0,3,0,12,3,7,4,0,0,0,0,0,0,0,32,3,0,4,5,7,8,92,173,33,46,51,46,19,3,4,497,0,0,0,0,0,3,18,10,0,3,0,0,0,0,0,41,0,0,0,0,7,0,0,3
1028,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,3,7,5,0,0,0,0,0,0,0,10,0,4,15,9,6,15,34,16,0,4,3,3,0,0,0,113,0,3,0,3,11,21,40,19,3,12,8,10,0,0,6,140,0,4,24,5,0,3,0,0,0,0,0,0,0,0,0,38,0,11,12,3,0,7,6,5,0,3,0,6,0,0,0,51,0,3,3,0,8,7,11,0,0,0,0,0,0,3,0,50,29,58,33,17,32,13,17,13,0,3,0,0,0,0,10,218,0,5,3,0,0,0,4,0,0,0,0,0,0,0,0,17,0,0,4,12,4,0,5,8,0,0,0,0,0,0,0,45,0,3,4,8,6,19,64,95,19,22,22,24,13,0,5,312,3,9,0,0,4,5,9,4,3,0,5,0,0,0,0,44,0,0,0,3,4,0,5,5
1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,7,8,0,5,3,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,17,0,37,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,19,13,16,5,5,13,6,0,0,79,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,3,6,4,0,0,0,0,0,0,0,31,0,9,0,4,5,5,8,3,0,0,3,0,3,0,5,42,0,7,34,12,0,3,0,0,0,0,0,0,0,0,3,60,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,9,4,4,0,0,0,0,0,0,0,0,0,21,11,50,19,8,13,10,11,0,0,0,0,0,0,0,8,133,0,22,41,10,3,0,3,0,0,0,0,0,0,0,7,86,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,3,5,3,3,3,4,0,0,0,0,0,0,0,30,0,0,0,0,0,4,0,0,3,3,0,5,0,0,0,18,0,0,0,0,0,0,0,0
1031,0,0,7,92,905,2830,4344,3126,516,485,477,493,219,175,258,13919,0,0,14,168,811,4044,10977,5654,1203,1300,1219,1155,555,229,391,27717,32,102,520,984,1068,1360,2181,1412,350,309,417,486,286,86,141,9744,382,1152,1384,2908,26902,37701,73637,40763,9945,11025,9572,11111,3827,657,5308,236276,73,1035,5369,1735,773,2098,675,197,39,28,39,24,9,9,403,12509,372,1091,2833,1866,2721,2537,2982,2179,492,537,456,378,184,65,530,19222,46,142,405,1964,8921,8627,7420,2644,566,494,649,740,312,50,726,33709,1955,2215,1711,1207,1431,1503,2727,1424,333,330,349,467,212,69,474,16397,337,5084,13095,3110,916,568,456,1130,164,127,103,85,47,17,1344,26583,85,330,940,4104,12111,12827,5665,3423,1012,1064,943,1087,1057,425,730,45795,179,206,1645,2659,6258,16091,53138,36212,12004,13256,15965,17444,6049,1620,2614,185340,61,185,300,1659,4101,7366,8579,4732,1370,1376,1585,1915,797,90,730,34852,9,12,274,1000,3375,3361,5563,7384
1032,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,17,0,13,0,0,0,0,0,33,0,0,3,3,9,3,6,10,0,0,0,0,0,0,0,38,0,0,0,0,8,15,30,49,21,31,43,37,0,0,4,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,3,0,0,20,0,0,0,38,0,0,0,0,8,0,4,27,0,0,6,9,37,27,0,112,10,12,6,3,6,0,0,0,0,0,0,0,6,0,3,44,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,12,0,0,0,4,7,3,7,4,0,0,0,0,0,0,0,25,0,0,4,0,0,8,94,116,36,33,61,70,17,3,7,461,0,0,0,0,0,5,0,4,0,0,0,10,14,0,3,50,0,0,0,0,0,0,3,4
1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,13,0,0,0,3,0,4,4,0,0,0,0,0,5,0,0,21,0,0,0,3,5,6,20,18,0,0,4,0,0,0,0,68,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,5,0,0,5,0,0,0,21,0,0,0,0,4,3,5,3,0,0,0,0,0,0,0,13,11,28,16,0,4,3,7,0,0,0,0,0,0,0,3,65,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,7,3,0,0,32,36,10,9,13,26,22,0,0,158,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,4,4,0,0,0,0,0,0,0,29,0,0,0,0,0,7,4,5,3,0,0,0,0,0,0,28,0,3,10,7,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,36,13,3,7,5,4,3,0,0,0,0,0,0,7,78,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,5,0,0,4,0,0,3,0,4,0,0,13,0,0,6,0,0,0,12,6,0,5,3,3,0,0,0,43,6,5,0,0,0,0,5,0,0,0,0,0,4,0,0,11,0,0,0,0,0,3,0,0
1035,0,0,0,0,0,0,7,17,4,13,0,0,0,0,0,44,0,0,0,0,0,0,17,38,5,7,3,3,0,0,0,82,0,0,0,3,9,12,17,5,0,0,3,0,0,0,0,50,0,0,5,0,12,21,74,49,39,41,35,41,7,0,7,325,0,5,9,3,0,5,0,0,0,0,0,0,0,0,0,15,0,0,5,0,3,13,37,39,0,0,5,3,3,0,3,124,0,0,3,3,4,11,6,9,0,4,0,18,24,48,5,140,19,36,13,7,7,6,8,0,0,0,0,0,0,0,0,107,0,7,11,3,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,4,8,6,8,5,0,0,0,0,0,0,0,46,0,0,6,0,4,20,191,286,81,70,69,56,29,11,15,833,0,4,0,0,0,8,9,6,4,3,3,0,0,0,0,37,0,0,0,0,0,7,5,24
1036,0,0,0,0,4,3,13,17,0,0,10,0,0,0,5,57,0,0,0,0,0,8,41,53,15,27,26,27,13,4,0,231,4,4,32,62,55,82,174,89,28,27,36,28,23,7,11,645,0,21,11,27,100,197,582,475,107,134,142,174,48,14,43,2076,0,134,383,85,33,184,107,4,0,0,0,0,0,0,25,965,15,35,40,23,21,16,38,46,5,14,13,23,4,3,11,311,0,7,18,36,63,62,50,25,13,10,15,8,4,3,3,321,202,632,263,94,94,68,96,47,8,17,19,12,5,4,49,1606,12,221,359,83,20,15,9,31,0,0,0,0,0,0,49,803,0,0,10,28,32,53,48,22,4,14,3,11,6,0,10,257,6,12,57,83,51,112,395,577,162,176,298,385,241,11,53,2633,3,10,8,10,21,66,93,56,6,26,15,29,3,0,5,361,3,0,0,7,38,50,75,109
