LGA_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
LGA11800,1684,434,2043,460,148,5415,7484,5864,2318,151,2711,3149,563,1618,6698,514,4744,41880,2620,68358,114,57,32,86,44,57,15,18,100,12,85,387,4211,4980,9518,6709,3014,823,3521,4267,913,2315,8476,965,6872,42730,6975,78759,7,6,3,0,0,3,0,3,11,0,4,42,4,72,565,132,235,53,248,382,75,171,320,71,267,710,48,2061,576,138,235,53,256,386,71,176,329,71,274,752,55,2133,8758,5525,2720,625,3183,3752,805,2078,7647,866,5907,30847,2131,58427,176,64,47,139,61,107,16,45,129,22,109,279,3470,4242,9508,5725,3001,817,3494,4245,899,2301,8100,957,6286,31886,5659,64798
LGA12000,99,23,111,13,11,324,398,447,122,8,217,155,30,96,321,23,256,2300,132,3789,3,4,0,0,3,4,0,0,3,0,0,19,231,269,526,531,162,34,274,211,48,140,422,43,364,2335,376,4385,0,0,0,0,0,0,0,0,0,0,0,11,0,9,30,18,15,3,21,22,6,14,26,3,22,41,4,137,30,25,15,3,21,22,6,14,26,3,22,48,3,151,481,416,139,33,246,174,38,118,360,36,289,1631,107,3133,14,10,3,3,7,8,6,8,10,0,11,18,182,241,526,441,157,34,276,209,48,140,392,43,322,1698,295,3522
LGA12150,63,23,89,24,9,261,274,383,81,9,198,146,36,62,237,19,136,1768,115,2896,5,7,0,0,5,3,0,0,3,0,0,35,512,568,360,446,117,46,266,203,53,97,302,40,222,1819,634,3732,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,5,0,11,7,0,3,9,0,9,13,3,55,17,8,5,0,12,7,0,10,9,0,6,13,7,51,344,356,108,44,251,185,47,83,273,33,195,1251,90,2460,4,7,4,0,4,4,3,6,0,0,7,27,361,405,358,369,117,46,266,199,53,97,291,40,208,1291,452,2916
LGA12160,249,75,282,62,19,877,1239,1004,428,19,612,507,135,266,898,113,514,5682,389,9650,14,16,9,0,11,11,0,8,4,0,14,50,790,880,1615,1173,515,124,797,701,199,397,1149,191,809,5789,1203,11403,3,0,0,0,0,0,0,0,0,0,0,4,4,9,91,30,47,3,59,60,12,39,62,15,41,87,10,319,93,35,47,8,61,60,12,39,66,15,42,89,12,325,1484,947,462,113,720,628,182,349,1017,166,684,4177,337,8356,34,20,13,4,7,16,7,8,10,0,9,45,625,746,1616,1001,515,124,790,701,198,395,1089,192,734,4316,973,9429
LGA12350,270,73,362,90,28,1021,1309,1061,388,18,623,481,101,301,1094,68,694,6280,432,10674,23,17,5,0,9,6,0,8,8,0,5,69,904,1032,1693,1257,485,150,813,657,151,418,1372,151,1065,6440,1357,12724,3,0,0,0,0,0,0,0,0,0,0,6,0,11,103,37,43,14,56,48,10,25,52,14,48,114,12,356,98,37,43,14,60,51,13,25,56,14,48,123,12,368,1557,1072,435,138,737,589,135,387,1227,130,909,4613,375,9348,30,13,11,3,14,8,0,6,13,0,9,70,717,848,1692,1115,485,150,805,650,151,414,1302,151,960,4807,1102,10563
LGA12380,3360,848,4995,1716,220,14036,8006,9621,2501,138,9082,4144,930,1223,6536,607,9317,158249,5470,202495,129,103,32,13,110,55,11,21,67,7,76,1562,16929,18907,12245,11225,3610,1227,12479,6645,1702,2200,9971,1463,14396,161519,22616,235439,4,6,0,0,3,4,0,0,7,0,10,131,10,171,226,80,94,25,164,182,37,79,106,38,117,385,28,1017,228,92,100,25,164,187,37,84,105,38,130,517,40,1184,11848,8920,3451,1163,12168,6332,1605,2072,9414,1404,12952,121171,4496,172273,138,70,38,33,106,71,18,24,85,20,99,1363,13299,15094,12217,9080,3583,1226,12445,6586,1662,2175,9609,1452,13178,123055,17834,188553
LGA12390,958,265,1184,297,83,3271,4227,4963,1199,61,2328,1870,412,825,4317,281,2925,28544,1796,45926,73,47,24,9,46,38,8,17,60,3,33,242,5287,5723,5436,5574,1568,439,2960,2547,628,1226,5339,550,4146,29082,7168,54922,3,8,0,0,0,0,0,0,3,0,0,24,0,37,244,75,85,26,144,166,27,67,137,44,117,372,29,980,249,82,89,26,144,168,27,68,139,44,121,390,29,1013,5067,4386,1427,356,2753,2301,576,1116,4842,479,3499,20196,1370,37731,110,51,39,56,50,54,17,28,65,22,58,202,4219,4669,5423,4522,1555,439,2939,2525,619,1207,5044,545,3680,20790,5616,43414
LGA12700,176,35,231,42,12,558,953,900,301,11,395,375,74,156,804,57,509,5231,276,8538,6,9,0,0,3,0,0,7,8,0,0,43,368,442,1165,1002,367,74,496,494,103,198,994,106,735,5323,654,9541,4,0,0,0,0,0,0,0,3,0,3,31,0,35,65,22,32,0,35,38,9,15,54,10,38,118,12,309,72,23,32,0,35,38,9,16,56,10,44,146,12,340,1078,815,318,59,450,440,94,178,868,93,615,3755,211,7046,17,12,13,12,9,13,5,4,10,5,23,45,283,384,1163,852,368,74,494,485,103,198,940,101,676,3941,505,7769
LGA12730,179,35,238,35,10,606,823,719,211,9,389,325,60,160,657,66,415,4241,239,7060,7,14,0,0,6,5,0,0,8,0,3,44,726,791,1038,842,282,94,482,441,90,226,842,104,659,4316,973,8456,0,0,0,0,0,0,0,0,0,0,0,5,0,4,45,14,14,8,31,34,5,17,18,3,20,64,5,191,48,14,14,8,33,34,5,17,16,3,20,65,5,198,965,686,264,72,435,382,84,194,763,94,554,3123,211,6095,28,6,5,15,12,25,5,10,19,0,16,32,580,681,1038,710,281,94,478,441,91,223,795,98,596,3224,796,6972
LGA12750,977,273,1204,212,55,3139,5091,3118,1562,86,1844,1898,457,885,3310,337,2615,19294,1272,34348,54,44,14,17,25,30,11,10,23,9,42,225,2721,3111,6342,3600,2008,512,2366,2526,669,1283,4311,621,3859,19726,4055,40593,10,0,0,0,0,6,0,0,8,0,8,20,0,39,448,127,192,39,203,279,54,128,229,74,239,460,42,1509,460,129,191,39,201,282,58,131,233,70,244,478,42,1549,5762,2970,1776,428,2096,2197,589,1113,3884,522,3344,14916,1050,30695,108,53,38,46,57,42,21,31,57,26,69,163,2258,2725,6335,3146,2004,512,2354,2519,668,1273,4177,622,3659,15554,3346,34972
LGA12850,4110,1233,7222,2460,427,19285,8803,9252,2443,212,9132,4025,941,1100,5882,723,10074,130735,5926,175367,221,123,55,187,219,138,39,55,203,58,335,1146,11901,13829,14789,11167,3921,1869,14216,7426,2046,2191,10189,2019,17635,134340,18250,208475,7,6,0,0,0,0,0,0,4,0,5,74,3,98,197,53,81,19,113,140,27,66,89,28,100,281,21,776,204,62,81,19,113,136,27,66,96,28,106,358,26,873,14212,8988,3724,1529,13780,7004,1908,2036,9445,1881,15971,102812,5170,159076,342,110,88,321,275,239,65,71,369,98,510,810,9437,11276,14759,9156,3885,1865,14170,7382,2009,2169,9914,2007,16591,103977,14634,171228
LGA12870,249,73,329,73,16,916,1517,1174,443,19,671,627,116,305,1018,106,608,6297,474,11049,22,14,9,0,12,15,0,14,12,3,6,56,811,927,1870,1341,577,109,842,848,187,424,1275,189,939,6435,1297,12899,0,3,0,0,0,0,0,0,0,0,0,11,0,17,129,44,53,9,78,88,17,47,72,20,50,151,22,464,132,45,53,9,78,89,17,47,72,20,50,160,22,478,1701,1099,512,94,744,728,158,362,1139,161,784,4735,379,9596,43,19,9,12,23,21,7,15,15,3,22,54,650,802,1870,1158,572,109,837,841,183,424,1230,189,861,4946,1053,10875
LGA12900,177,47,178,63,14,570,881,763,289,18,485,380,86,192,686,40,443,4936,325,7990,15,10,4,0,9,0,0,0,5,0,0,46,692,764,1111,850,367,87,588,493,126,252,867,91,621,5039,1026,9319,0,0,0,0,0,0,0,0,0,0,0,7,0,4,33,17,19,4,31,30,11,17,29,15,12,59,3,163,33,18,19,4,33,30,11,17,25,15,12,63,3,173,1015,687,326,50,525,426,111,218,756,73,523,3499,267,6601,50,22,14,33,21,28,11,13,33,6,20,44,561,699,1111,722,358,87,583,488,126,251,819,91,558,3605,828,7469
LGA12930,1702,602,2857,1009,143,8137,6820,7134,2861,133,5126,3726,737,893,5595,527,7900,102782,3418,136828,121,62,46,111,73,64,18,20,102,22,101,753,6143,7314,9353,7872,3781,1189,6729,5427,1215,1436,7396,1151,10855,104543,9708,152274,8,10,0,0,0,3,0,4,13,0,12,188,7,236,265,67,157,29,146,240,37,67,136,61,159,455,39,1229,268,84,160,27,150,246,37,73,143,61,169,641,49,1465,8904,6586,3538,984,6443,5055,1131,1317,6886,1064,9819,82544,2984,120248,164,49,66,178,110,101,18,38,141,31,140,541,5263,6297,9338,6717,3764,1190,6700,5407,1191,1422,7169,1150,10127,83732,8297,128007
LGA12950,86,16,158,11,0,306,384,334,124,6,178,170,34,63,261,30,175,2139,144,3484,8,4,4,0,0,6,0,0,0,4,5,30,461,509,521,405,161,26,228,245,53,101,351,46,337,2176,604,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,9,9,0,11,10,0,0,6,3,15,22,4,70,21,9,9,0,11,10,0,0,14,3,13,22,4,74,485,322,148,26,211,219,46,91,327,42,286,1540,119,2995,10,4,0,0,10,11,3,3,5,0,4,19,364,404,521,340,161,26,228,245,50,99,344,46,308,1579,482,3472
LGA13010,240,66,261,51,11,715,953,718,306,9,431,402,73,210,741,73,564,4082,296,7211,13,14,3,0,8,5,0,7,8,0,7,46,916,1000,1235,869,376,85,554,553,112,309,994,142,828,4176,1228,8931,0,0,0,0,0,0,0,0,0,0,0,4,0,5,86,33,34,0,52,52,14,32,53,10,59,90,12,306,86,33,34,0,52,52,14,32,53,10,59,102,13,313,1082,700,319,59,488,457,90,257,871,123,722,3062,226,6347,64,22,18,31,21,43,3,15,35,6,12,46,761,909,1234,751,372,85,554,552,113,309,958,142,788,3205,1009,7563
LGA13310,761,149,935,165,35,2315,3192,2815,889,37,1521,1185,343,614,2607,216,1967,16168,1027,27188,51,28,11,0,19,18,4,7,28,3,13,117,2319,2553,4107,3247,1133,335,1925,1632,551,912,3397,370,2911,16453,3378,32053,10,3,0,0,0,5,0,0,10,0,0,47,0,61,226,67,83,8,123,150,47,69,128,16,139,322,24,888,234,70,82,10,124,151,43,75,137,18,142,369,27,953,3814,2552,1029,316,1765,1445,487,817,3048,343,2461,11849,772,23169,62,23,15,11,25,25,15,17,23,11,21,99,1914,2145,4108,2644,1126,335,1911,1619,539,899,3211,366,2621,12317,2716,26268
LGA13340,192,42,249,63,7,670,953,1019,308,13,443,402,77,171,791,75,555,5980,333,9544,12,5,0,0,9,7,3,9,6,4,0,51,864,938,1203,1132,383,75,563,540,121,237,996,122,807,6088,1204,11157,4,5,0,0,0,0,0,0,0,0,4,13,0,22,76,40,37,6,53,45,9,18,52,14,47,111,5,337,86,39,37,6,52,45,9,21,55,14,49,123,5,363,1093,913,334,63,499,474,110,208,868,104,660,4183,274,7749,20,19,3,6,9,18,0,9,10,9,13,50,691,795,1196,968,379,75,558,541,121,237,941,122,732,4355,974,8911
LGA13450,308,98,489,127,33,1375,1702,2278,569,25,1027,646,114,273,1588,134,1064,15906,968,23553,31,19,4,0,15,12,8,5,20,9,8,163,1929,2159,2159,2521,703,194,1272,866,201,404,1914,240,1559,16196,2933,27086,0,0,3,0,3,0,0,0,0,0,4,4,0,8,71,36,33,11,36,53,7,16,34,7,36,98,10,280,75,37,34,10,33,52,7,18,39,13,36,106,10,288,2049,1907,656,124,1204,792,181,370,1784,224,1233,12081,777,19691,34,19,14,55,18,12,7,8,13,7,89,127,1549,1844,2154,1961,697,196,1261,859,191,391,1837,240,1359,12310,2338,21827
LGA13550,174,62,248,93,68,793,983,1112,302,29,520,419,105,212,857,75,606,6933,481,10960,10,14,7,0,8,9,0,4,7,0,10,58,1073,1180,1243,1253,398,95,669,573,162,323,1038,139,861,7077,1623,12929,0,0,0,0,0,0,0,0,0,0,0,5,0,3,54,21,29,7,38,39,14,24,36,11,35,89,3,248,54,21,29,7,38,39,14,24,34,11,35,92,3,262,1161,981,352,73,612,511,139,288,931,122,707,4829,356,8783,29,4,13,17,14,15,3,11,3,3,14,43,876,999,1241,1011,398,95,663,566,159,322,966,135,752,4966,1240,10037
LGA13660,137,52,169,30,5,430,489,414,145,6,258,185,30,93,286,49,229,2430,136,4017,12,8,4,0,0,0,0,4,3,0,0,21,411,458,652,486,196,59,319,256,54,150,430,99,404,2482,553,4910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,9,4,10,23,0,7,21,5,14,28,9,106,26,3,9,4,10,23,0,7,21,5,14,28,9,106,609,397,176,58,299,225,50,139,394,93,349,1796,120,3564,20,6,3,3,6,4,0,3,10,0,4,20,318,379,652,412,191,59,317,256,54,145,416,99,366,1846,445,4047
LGA13800,1160,254,1482,384,95,3735,4881,5196,1606,69,2613,2024,439,870,5052,312,3976,38982,2358,60209,61,42,12,6,34,25,5,15,41,8,28,262,2824,3269,6096,5745,1989,461,3224,2687,650,1251,6259,572,5486,39628,5277,67207,37,21,10,0,5,8,3,3,28,0,35,277,9,392,353,115,175,29,222,250,38,99,221,50,212,575,36,1546,389,134,182,29,224,259,35,98,257,50,247,854,47,1935,5630,4680,1769,358,2954,2379,576,1118,5596,509,4547,28456,1896,49749,62,25,21,75,19,23,15,17,90,11,120,159,2300,2676,6080,4838,1972,461,3196,2660,626,1236,5940,569,4913,29468,4239,54359
LGA13850,49,14,56,18,0,180,220,279,88,3,141,117,22,61,190,14,103,1414,94,2353,7,3,0,0,5,0,0,0,3,0,0,16,316,348,303,319,99,34,184,152,34,85,243,30,157,1445,410,2882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,10,7,0,3,7,3,5,19,4,47,11,0,0,5,9,10,0,3,7,7,5,19,4,51,281,258,96,26,171,141,31,77,216,27,141,1098,76,2067,11,4,9,0,9,3,0,3,8,0,5,12,262,298,303,265,101,34,183,152,33,85,226,30,150,1126,341,2417
LGA13910,426,117,491,111,29,1368,1979,1775,510,33,869,730,176,414,1378,133,966,9890,703,16456,42,23,9,0,16,7,3,7,25,8,18,85,1266,1433,2539,2031,683,214,1146,969,246,592,1831,252,1472,10091,1996,19254,0,0,0,0,0,0,0,0,0,0,0,5,3,14,125,52,47,19,67,69,18,42,74,17,64,130,15,431,125,52,47,19,67,69,20,42,74,19,64,137,20,443,2338,1680,608,170,1036,855,224,519,1612,219,1208,7092,513,13849,74,37,27,20,35,40,6,25,41,14,46,105,1054,1316,2539,1770,681,214,1135,966,245,589,1726,252,1317,7337,1587,15611
LGA14000,1550,433,2545,824,161,7020,8524,9852,3617,159,5269,4369,747,1109,8137,565,9695,97907,3490,139821,142,82,58,118,61,110,36,33,134,39,198,586,3945,4968,10489,10550,4378,1292,6283,5634,1085,1573,9824,1037,12435,99308,7589,151811,12,13,0,0,0,3,0,0,17,0,17,137,5,191,402,145,194,54,213,349,52,81,170,73,250,788,52,1973,411,154,193,54,220,346,52,82,188,73,265,921,62,2166,9889,8547,4104,1083,5964,5126,977,1433,8993,914,10854,73689,2908,116642,175,63,62,158,68,128,33,37,154,45,239,293,3356,4147,10474,8763,4365,1291,6245,5599,1063,1545,9334,1026,11355,74915,6325,122954
LGA14100,134,50,220,74,26,635,869,819,395,20,321,426,41,123,654,50,753,8427,324,12058,8,4,4,8,4,6,0,0,9,0,5,57,777,868,1076,879,472,122,405,558,77,163,790,104,976,8557,1119,13559,0,0,0,0,0,0,0,0,5,0,0,14,0,22,30,15,24,4,24,44,3,3,17,9,27,68,6,177,38,14,23,5,23,42,0,5,20,9,29,85,6,197,1029,752,449,107,377,507,65,154,735,97,872,6463,293,10292,11,0,4,6,6,6,3,0,5,0,5,19,703,751,1078,769,472,122,406,558,71,160,754,106,901,6569,1001,11237
LGA14170,2454,589,3223,857,265,8828,8416,13570,3613,158,4495,3610,753,1308,16497,618,12197,112740,4552,165827,93,79,25,13,46,54,9,12,91,8,77,633,7184,8165,11119,14539,4512,1437,6133,5064,1220,1961,19044,1210,15503,114237,12004,182818,23,15,5,0,0,0,0,0,35,0,21,315,9,403,223,106,117,18,116,173,31,72,178,36,184,764,42,1555,241,122,120,18,119,177,31,71,215,37,203,1075,53,1958,10723,12956,4335,1241,5910,4778,1160,1845,18247,1132,14277,90121,3978,146717,136,55,34,173,75,90,8,28,122,45,105,463,6499,7450,11096,13132,4483,1437,6110,5042,1198,1946,18582,1210,14588,91661,10527,156117
LGA14220,336,82,423,122,30,1245,1665,1471,454,30,843,652,110,324,1240,107,902,9178,581,14885,25,12,8,0,8,6,4,8,13,0,22,84,1562,1724,2144,1699,589,138,1076,906,174,484,1587,185,1347,9381,2175,17853,0,0,0,0,0,0,0,0,0,0,0,11,0,11,125,41,44,3,83,75,12,28,75,13,54,123,12,405,125,41,44,3,83,76,12,28,80,13,54,127,18,415,1976,1364,535,132,975,806,163,444,1423,171,1119,6678,462,12617,37,20,3,5,16,21,4,9,16,3,14,96,1222,1397,2143,1431,588,138,1066,894,176,479,1520,185,1189,6899,1697,14430
LGA14300,94,35,133,29,6,394,623,583,167,4,289,211,41,122,415,36,267,2861,202,4834,12,6,0,0,5,3,0,3,3,0,4,25,1137,1188,802,672,209,49,367,281,65,184,512,73,406,2917,1346,6415,6,0,0,0,0,0,0,0,0,0,0,6,0,14,49,20,13,5,28,22,4,13,25,3,13,46,0,146,53,20,13,5,26,22,4,13,25,3,13,50,0,156,735,526,191,47,335,245,57,164,458,67,336,2074,158,4087,11,10,0,0,6,4,0,3,3,0,0,13,1078,1118,797,558,204,49,366,269,60,179,489,73,355,2141,1244,5363
LGA14350,925,281,1079,197,72,2920,3167,2475,989,63,1405,1250,272,735,2539,252,1674,14052,1088,24586,61,42,8,9,25,22,5,17,47,9,38,164,2864,3188,4319,3034,1298,384,1964,1833,494,1154,3510,540,2789,14413,4022,30688,0,0,0,0,3,0,0,0,0,0,0,14,4,18,266,78,109,26,134,168,41,89,165,50,129,284,23,890,267,78,109,26,132,170,39,90,164,56,131,298,26,912,3980,2457,1161,326,1785,1606,432,1030,3117,471,2367,10396,871,21935,72,50,22,30,40,53,13,29,67,21,41,158,2395,2768,4311,2587,1299,377,1954,1829,487,1148,3342,543,2534,10854,3287,25614
LGA14400,284,94,443,110,56,1221,2291,1716,810,41,765,948,196,327,1539,147,1565,12956,735,20876,25,14,12,0,7,15,3,0,14,0,17,82,828,978,2715,1882,967,255,933,1217,289,428,1834,250,2026,13156,1620,23074,9,11,3,0,0,0,0,0,13,0,12,123,5,161,132,44,54,8,45,94,9,28,67,11,72,224,11,562,140,46,59,8,45,96,15,28,78,11,79,347,14,718,2477,1571,876,152,851,1047,259,378,1630,212,1705,9645,620,17551,88,15,25,89,31,65,14,16,54,23,95,64,735,1005,2712,1636,959,255,928,1215,282,418,1761,251,1882,10056,1373,19277
LGA14500,884,358,1642,554,88,4834,6438,7434,3327,131,3295,3872,591,835,5430,446,7526,83706,2708,115908,61,36,27,53,23,35,7,14,39,6,82,496,2593,3329,7796,7892,3911,1125,3943,4863,778,1132,6347,811,9254,84757,5384,124076,18,14,8,0,5,3,6,0,15,0,18,194,4,254,352,111,219,53,153,381,50,81,113,56,211,728,47,1758,371,123,229,53,163,388,49,75,127,56,232,924,47,2019,7351,6432,3643,991,3731,4398,701,1031,5822,741,8087,62833,2237,95342,59,22,25,78,37,57,13,11,52,12,106,202,2126,2565,7783,6570,3896,1122,3925,4835,766,1119,5998,807,8422,63956,4414,99922
LGA14550,234,51,306,55,13,697,898,737,237,18,376,370,85,228,692,65,582,4591,309,7722,53,7,10,30,8,31,9,10,25,5,22,70,799,945,1164,858,327,94,460,504,134,326,953,121,906,4713,1119,9359,0,0,0,0,0,0,0,0,0,0,0,4,0,4,72,25,30,12,27,45,6,24,52,10,47,83,9,281,72,25,30,12,27,45,6,24,52,10,47,84,9,284,1032,715,285,54,420,420,119,296,842,106,787,3500,253,6817,53,12,13,33,15,36,7,5,24,5,27,49,639,779,1157,752,327,93,459,501,134,324,916,121,856,3635,906,7875
LGA14600,83,24,94,30,11,357,530,592,141,9,303,216,49,90,334,43,256,3093,198,5005,8,9,3,0,0,3,0,3,9,0,8,35,672,729,685,666,183,56,387,299,78,136,422,68,354,3157,873,6094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,3,0,12,11,4,10,15,5,7,20,6,72,25,6,3,0,12,11,4,10,15,5,7,25,6,77,646,511,170,54,369,282,75,123,382,66,307,2221,157,4174,8,9,0,0,4,6,0,0,5,0,3,26,503,551,685,529,175,56,387,298,78,132,396,68,319,2264,665,4797
LGA14650,5058,1251,5930,1209,319,15456,19808,19140,6191,348,9253,8489,1771,3465,20400,1406,13805,112222,7444,189564,242,197,70,107,129,127,29,74,188,49,119,821,7214,8830,25454,21805,8022,2422,12000,11683,2805,5260,25645,2705,19851,114250,14975,213845,29,29,7,0,16,6,4,0,22,0,41,278,14,394,1394,442,607,180,790,987,224,405,874,238,773,1817,169,5435,1420,471,616,180,802,996,223,409,891,240,810,2091,181,5828,23535,17522,7218,1940,10955,10339,2462,4695,23212,2365,16865,82226,5695,161723,455,162,136,298,180,262,77,100,284,83,286,492,5962,7529,25410,18155,7968,2425,11936,11593,2761,5201,24389,2689,17965,84805,11836,175079
LGA14700,230,66,394,136,15,1083,1742,2677,888,28,842,845,173,268,2298,126,2351,26789,776,36842,13,15,9,0,5,10,0,5,9,4,15,162,1299,1515,2036,2791,1008,142,982,1025,215,341,2540,191,2756,27083,2091,39438,3,12,0,0,0,0,0,0,8,0,4,112,3,142,75,24,41,9,38,57,5,14,41,10,51,207,5,431,78,40,44,9,42,61,5,14,47,10,58,318,8,571,1945,2383,944,131,924,947,203,319,2380,181,2465,20485,674,30475,13,6,9,3,10,6,5,5,11,0,9,74,1102,1212,2035,2426,998,142,977,1012,210,334,2437,189,2530,20874,1783,32254
LGA14750,216,46,230,70,15,712,894,1135,247,22,439,311,85,202,858,53,542,6093,396,9776,6,6,0,0,9,0,3,0,0,0,3,42,902,961,1129,1295,300,102,561,437,127,294,1070,102,782,6207,1315,11452,0,0,5,0,0,0,0,0,0,0,0,5,0,10,29,10,23,0,24,22,5,16,31,4,22,41,0,147,32,10,20,0,24,22,5,16,31,4,22,44,0,161,1074,1008,272,97,520,402,118,271,970,101,649,4387,291,8077,20,17,5,0,7,7,0,3,3,0,0,44,713,801,1126,1032,294,102,557,434,128,290,1005,102,670,4483,1008,9041
LGA14850,1214,237,1322,265,69,3133,3517,3827,1271,49,1558,1557,353,802,4242,314,2821,22687,1408,37804,38,39,9,0,15,19,8,12,43,3,23,178,3081,3391,4464,4398,1571,317,1983,2114,516,1172,5499,552,4168,23135,4553,44334,12,3,5,0,10,4,0,0,7,0,4,38,7,64,217,81,94,16,101,173,34,85,164,37,141,352,20,999,229,81,91,22,108,177,34,85,172,37,146,391,25,1064,4167,3654,1448,270,1829,1880,460,1056,4994,493,3619,17030,1154,32845,68,36,22,26,36,35,15,19,63,16,46,172,2484,2841,4457,3769,1562,317,1973,2092,509,1161,5229,548,3812,17585,3662,36751
