LGA_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
LGA12350,19,308,54,379,12,278,50,348,45,505,61,615,68,462,62,592,103,589,80,769,114,705,75,895,113,733,68,922,67,414,61,538,21,128,15,164,566,4133,523,5219,20,282,40,347,20,247,28,302,88,510,69,673,133,425,54,613,171,565,58,791,204,609,55,863,162,723,63,951,57,454,54,563,8,216,22,247,862,4040,444,5344,41,594,89,719,40,531,83,647,134,1016,130,1285,202,886,116,1203,269,1156,138,1560,316,1313,130,1763,282,1454,137,1869,120,870,112,1105,26,349,37,411,1425,8175,966,10563
LGA12380,283,5670,571,6523,455,8618,1096,10164,1205,19487,2628,23316,1578,15645,1974,19202,1443,10569,1254,13267,1287,9320,878,11486,735,6513,590,7838,387,3483,379,4246,109,1064,227,1394,7484,80365,9591,97436,365,5255,505,6129,558,7183,750,8492,1715,16651,1950,20317,2282,13091,1508,16884,2198,9566,964,12731,1945,8880,846,11675,1078,6652,561,8293,408,3761,387,4556,66,1668,308,2047,10612,72708,7790,91112,647,10923,1078,12646,1015,15800,1844,18657,2920,36134,4577,43631,3858,28739,3482,36083,3644,20137,2222,25996,3224,18202,1730,23165,1814,13162,1150,16129,798,7242,764,8806,177,2734,535,3442,18093,153076,17379,188553
LGA12390,82,1357,216,1650,68,1214,245,1532,210,3266,703,4177,260,2528,535,3313,383,2279,394,3056,417,2411,303,3131,255,2040,227,2520,150,1140,136,1426,43,351,67,459,1868,16583,2819,21267,74,1265,158,1498,94,1312,150,1559,410,3294,442,4146,549,2450,357,3351,676,2241,294,3217,763,2296,235,3297,411,2045,204,2652,185,1335,179,1701,24,599,101,722,3182,16833,2130,22146,154,2620,371,3148,159,2528,394,3086,621,6558,1142,8321,806,4972,886,6671,1060,4521,691,6273,1176,4705,535,6424,661,4084,431,5169,338,2477,322,3131,66,946,169,1186,5051,33416,4945,43414
LGA12700,9,227,28,267,17,175,10,204,39,354,21,421,51,463,33,552,95,482,18,599,128,596,33,761,88,530,27,643,38,281,27,345,3,63,7,68,472,3188,207,3862,12,221,26,258,18,161,5,190,63,360,23,442,92,444,36,572,147,471,27,648,181,552,34,767,104,474,29,610,26,259,26,315,3,98,20,112,648,3043,219,3911,19,450,57,525,37,339,14,394,103,721,48,864,147,905,70,1120,240,952,51,1242,310,1146,67,1529,191,1000,54,1254,59,545,53,658,10,159,24,184,1118,6224,427,7769
LGA12730,10,184,32,227,6,163,25,199,29,342,56,418,35,318,49,402,86,359,55,493,85,467,54,603,57,498,55,605,26,252,32,306,6,92,13,115,337,2679,363,3377,16,206,26,248,12,165,25,201,44,348,61,450,73,319,50,440,115,374,39,532,166,436,59,653,75,426,33,533,42,277,49,365,6,148,14,175,547,2699,354,3596,27,398,58,480,20,330,50,398,65,684,113,868,113,636,95,846,196,738,90,1022,247,905,108,1262,131,918,85,1136,69,527,83,676,11,243,34,286,884,5372,713,6972
LGA12750,38,851,129,1017,40,590,81,714,128,1283,131,1539,176,1392,145,1708,283,1793,208,2279,492,2529,261,3279,462,3181,284,3925,218,1573,171,1956,63,464,55,580,1900,13642,1468,17004,68,701,109,882,48,530,55,629,155,1326,145,1629,320,1335,177,1837,543,1756,184,2479,774,2645,231,3652,590,3060,250,3899,248,1597,197,2043,44,756,112,915,2795,13702,1468,17964,113,1549,237,1898,84,1117,140,1342,286,2608,277,3172,494,2726,326,3547,821,3546,393,4767,1267,5174,488,6929,1057,6238,533,7823,460,3173,365,4000,105,1216,172,1498,4690,27347,2940,34972
LGA12850,335,6620,529,7490,482,6491,534,7501,1231,11420,1061,13712,1356,9456,985,11803,1652,10400,972,13029,1519,11316,976,13804,865,8244,668,9783,407,3909,489,4810,128,1273,356,1756,7972,69132,6576,83678,349,6095,505,6950,573,6165,448,7184,1472,10838,1020,13336,2147,10046,968,13160,2794,10468,895,14164,2528,10749,856,14137,1340,8584,663,10596,462,4283,599,5346,86,1979,623,2690,11769,69202,6581,87551,684,12709,1038,14439,1053,12657,973,14686,2704,22261,2079,27047,3507,19502,1949,24959,4450,20865,1873,27188,4049,22064,1830,27942,2205,16830,1337,20373,877,8190,1088,10159,209,3251,975,4440,19740,138332,13153,171228
LGA12870,14,293,21,332,8,236,34,286,42,465,57,561,70,444,36,550,92,607,61,757,119,778,71,966,110,904,91,1100,56,495,59,614,17,161,26,208,542,4384,448,5374,17,285,28,327,26,203,17,249,76,441,53,574,110,451,41,604,157,572,43,771,206,707,75,985,161,833,74,1068,62,531,75,670,19,209,36,264,839,4224,443,5505,32,576,51,659,39,446,53,534,118,904,106,1135,182,894,74,1153,247,1175,108,1525,328,1484,139,1956,271,1732,161,2169,118,1024,134,1284,37,369,65,468,1383,8603,892,10875
LGA12900,9,239,28,283,10,220,30,257,30,400,44,472,54,390,47,490,78,394,43,516,81,476,52,611,67,471,51,586,33,293,49,371,7,86,13,112,371,2976,354,3702,15,205,39,260,18,178,24,221,59,414,52,523,90,382,47,514,119,401,33,556,144,408,53,604,87,419,36,541,33,292,42,377,6,144,24,174,574,2848,346,3767,25,451,65,539,32,399,53,482,92,815,96,1003,141,769,94,1003,196,796,79,1074,227,888,102,1217,148,889,88,1126,66,587,93,748,16,229,37,284,943,5825,706,7469
LGA12930,207,3776,162,4141,280,5460,386,6126,609,10726,798,12136,896,8649,531,10081,1328,7286,412,9026,1356,7262,373,8992,737,5543,296,6578,367,3127,266,3762,152,1242,217,1616,5927,53083,3443,62451,194,3506,174,3870,356,4812,288,5462,747,10109,680,11531,1423,8662,525,10599,2049,7553,434,10033,1953,7335,367,9656,1021,5980,319,7319,479,3618,364,4469,114,1929,571,2610,8330,53511,3719,65558,399,7284,330,8009,632,10277,678,11587,1350,20841,1477,23667,2315,17308,1057,20681,3376,14841,844,19057,3307,14597,747,18651,1763,11522,616,13895,848,6750,630,8224,266,3170,789,4229,14251,106591,7166,128007
LGA12950,7,81,17,101,5,67,11,81,15,167,38,220,20,145,27,191,31,204,32,265,55,235,37,320,27,238,33,297,12,131,23,171,8,37,6,55,175,1303,224,1697,9,91,14,120,4,64,9,82,31,168,27,226,40,163,33,244,49,186,33,267,79,222,31,330,44,189,27,261,29,136,22,179,3,55,15,72,282,1279,213,1778,14,171,32,219,10,131,19,160,47,335,64,444,58,316,63,435,80,390,62,531,133,451,73,650,68,433,57,555,42,262,47,353,8,98,18,129,457,2586,437,3472
LGA13010,11,183,40,236,13,146,32,190,38,310,93,434,48,295,71,410,78,361,78,516,102,532,81,710,76,547,65,684,37,335,51,425,8,79,23,109,403,2787,530,3721,14,206,35,255,15,133,26,169,54,315,46,414,75,303,46,430,117,390,50,559,165,477,59,699,100,528,60,691,35,334,57,433,4,141,41,188,580,2833,424,3839,27,393,77,493,29,281,50,355,88,622,137,849,123,600,116,840,195,748,123,1074,264,1006,137,1416,174,1077,129,1375,72,677,113,855,13,221,67,303,981,5628,959,7563
LGA13310,61,799,96,956,47,774,114,940,155,1633,318,2104,212,1423,232,1867,292,1469,235,1990,311,1686,169,2165,225,1458,127,1804,114,813,75,1001,37,249,37,315,1446,10298,1404,13150,58,698,64,822,56,659,46,762,236,1612,144,1995,343,1382,146,1870,447,1435,107,1993,453,1534,124,2115,306,1505,129,1935,127,901,86,1114,21,437,54,508,2051,10167,897,13120,116,1502,156,1775,106,1436,160,1698,394,3244,460,4097,551,2810,377,3740,738,2902,340,3987,768,3220,298,4284,525,2964,250,3744,244,1711,167,2121,58,679,92,825,3498,20464,2306,26268
LGA13340,17,358,39,421,6,200,23,227,31,392,39,457,83,438,54,584,93,511,62,664,128,631,89,844,85,630,75,784,42,321,43,406,5,76,10,89,495,3549,449,4491,14,299,58,371,14,171,17,203,63,386,25,475,128,485,59,676,165,476,68,709,201,548,70,818,129,503,63,698,39,256,43,339,12,118,13,134,761,3237,420,4416,38,660,101,797,25,369,45,433,92,776,66,934,208,923,118,1253,254,986,130,1376,328,1176,158,1669,214,1131,140,1486,84,574,89,743,12,190,22,229,1257,6790,866,8911
LGA13450,37,775,93,914,27,719,73,821,102,1713,218,2023,157,1420,156,1734,198,1326,169,1701,210,1302,128,1641,144,902,117,1155,73,511,82,667,22,184,59,258,964,8845,1100,10908,48,689,60,802,54,611,73,744,179,1651,162,1992,234,1298,130,1665,334,1261,136,1730,370,1092,121,1577,203,902,107,1210,92,588,84,768,17,320,95,429,1533,8413,969,10917,86,1469,155,1709,83,1332,149,1560,278,3362,381,4019,395,2719,286,3396,532,2587,305,3433,578,2393,250,3221,347,1800,226,2369,164,1099,169,1431,36,499,152,689,2498,17254,2067,21827
LGA13550,21,287,40,344,11,317,43,368,51,700,98,849,60,587,78,720,101,517,55,675,113,620,64,798,72,518,78,665,37,290,39,374,11,99,23,133,478,3942,522,4940,15,278,33,330,28,264,31,318,85,714,93,892,138,576,66,783,157,501,64,717,162,557,55,773,101,442,64,603,42,381,58,475,15,169,20,207,730,3882,480,5096,34,566,74,681,34,584,75,689,137,1423,183,1747,196,1160,145,1509,254,1022,123,1394,281,1176,119,1575,167,962,136,1264,78,670,99,851,23,269,40,332,1208,7831,1000,10037
LGA13660,0,77,10,92,8,81,10,96,11,160,23,199,24,195,32,250,41,226,26,291,62,290,43,387,34,302,39,376,25,184,29,240,4,51,9,66,210,1568,223,2003,14,87,16,123,7,60,6,71,19,156,20,196,39,181,27,246,80,212,34,324,94,245,29,373,69,265,34,369,28,188,23,233,5,93,11,105,358,1485,193,2041,13,172,28,211,12,142,16,169,36,316,45,393,66,376,60,501,119,436,58,616,157,535,69,758,102,565,73,742,54,368,55,477,7,147,16,173,570,3057,415,4047
LGA13800,113,2041,121,2276,103,1977,140,2223,236,3935,264,4435,388,3288,222,3895,516,3690,230,4431,593,3522,197,4318,336,2617,144,3099,147,1425,96,1667,34,363,56,454,2455,22855,1478,26791,99,1902,113,2117,142,1783,94,2024,401,3778,219,4402,639,3181,197,4020,958,3603,190,4746,934,3227,180,4338,483,2627,150,3261,187,1554,150,1890,25,649,88,766,3869,22303,1392,27572,212,3941,236,4391,245,3765,238,4245,637,7710,485,8834,1029,6471,421,7916,1471,7293,422,9184,1526,6750,377,8650,818,5244,301,6361,335,2979,250,3560,54,1013,145,1215,6323,45164,2872,54359
LGA13850,4,52,6,64,8,67,11,90,3,146,27,172,7,92,18,123,25,128,23,171,33,204,34,264,17,123,24,166,12,86,15,112,0,35,11,45,109,934,173,1211,8,57,19,80,5,61,10,81,12,114,18,139,21,91,23,138,44,105,15,161,67,164,21,261,21,120,16,162,20,100,22,143,0,36,6,45,208,851,148,1205,9,110,21,139,15,130,24,168,18,255,44,314,33,183,44,259,70,233,38,333,99,366,59,522,38,247,43,331,28,187,32,255,3,74,16,90,313,1778,318,2417
LGA13910,34,469,65,566,18,361,32,414,70,775,93,943,116,737,82,931,165,839,114,1113,188,1041,138,1368,157,1021,98,1281,65,609,75,746,12,180,21,215,826,6029,722,7579,34,475,46,556,49,376,39,467,142,791,85,1022,186,770,90,1050,268,818,86,1176,313,949,113,1373,226,972,105,1307,80,599,76,757,20,270,43,328,1319,6022,690,8033,67,948,110,1123,66,734,76,882,218,1565,178,1969,301,1503,169,1979,438,1650,202,2293,501,1991,255,2747,384,1994,202,2587,144,1206,157,1504,27,448,63,541,2147,12057,1409,15611
LGA14000,211,4729,142,5084,226,4000,149,4377,380,6371,273,7024,924,9347,360,10627,1327,9048,289,10659,1324,7514,247,9087,800,5743,212,6751,469,3393,256,4123,150,1236,244,1628,5800,51382,2179,59362,217,4356,109,4682,235,3622,110,3971,534,6552,292,7379,1325,9945,345,11612,2021,9042,275,11339,2048,7401,203,9646,1155,6025,301,7485,522,3931,335,4785,116,2058,519,2700,8167,52936,2490,63592,428,9083,255,9774,466,7622,257,8346,918,12925,559,14405,2243,19292,705,22239,3341,18092,569,22004,3364,14910,446,18731,1955,11769,507,14233,991,7327,591,8902,268,3295,766,4327,13968,104316,4664,122954
LGA14100,28,522,20,568,24,354,18,401,44,427,31,505,72,589,33,694,121,809,48,977,141,660,32,824,95,569,37,701,57,367,49,474,15,149,72,232,599,4434,342,5372,23,431,10,456,19,284,4,306,41,427,27,494,108,701,35,846,216,787,36,1040,236,619,34,891,143,600,55,800,50,414,74,538,17,304,189,507,846,4561,466,5870,45,941,33,1027,45,640,19,704,82,851,57,996,184,1283,68,1537,335,1595,89,2017,376,1274,60,1714,246,1169,82,1498,104,775,123,1009,29,455,255,734,1441,8997,805,11237
LGA14170,149,3558,151,3854,292,4810,330,5430,779,15234,996,17010,1134,13195,748,15084,1608,10542,609,12756,1387,7831,563,9778,723,5534,384,6640,337,2938,310,3587,118,1090,174,1385,6524,64733,4264,75515,162,3243,170,3568,325,5209,315,5854,1082,16154,990,18230,1600,13210,636,15448,2478,10383,482,13352,2153,7552,362,10065,1190,6047,333,7579,441,3578,298,4317,82,1835,274,2192,9523,67213,3868,80601,309,6796,314,7422,621,10020,646,11284,1859,31394,1988,35238,2735,26405,1390,30530,4087,20923,1094,26101,3538,15381,926,19845,1910,11586,720,14219,777,6512,610,7906,200,2928,449,3569,16041,131946,8127,156117
LGA14220,29,459,72,560,29,402,55,485,71,780,109,953,92,693,108,897,146,776,126,1046,186,878,95,1153,111,888,103,1101,60,529,79,671,18,138,19,173,741,5536,769,7042,41,452,59,557,31,358,34,425,139,770,102,1013,178,666,99,937,238,768,121,1125,283,824,100,1210,174,812,86,1073,81,601,78,758,12,238,44,295,1179,5482,727,7390,68,909,130,1116,62,759,89,909,209,1554,210,1971,275,1353,206,1832,379,1547,247,2171,465,1698,197,2366,280,1696,193,2170,142,1124,152,1424,29,373,67,471,1920,11018,1496,14430
LGA14300,4,154,24,178,9,125,105,240,29,288,266,585,22,269,256,542,52,275,171,495,51,318,89,461,38,281,52,371,25,147,30,207,3,38,5,48,243,1894,991,3128,11,118,12,138,15,102,9,132,37,244,24,303,43,233,19,289,74,254,18,347,91,295,25,408,57,266,24,352,24,138,25,187,8,62,9,81,355,1719,158,2236,12,273,36,322,27,235,114,371,62,533,295,890,71,502,269,840,125,525,192,844,142,611,114,868,99,548,77,719,49,282,59,391,11,101,14,125,596,3614,1154,5363
LGA14350,52,704,137,890,48,554,177,787,123,1051,437,1614,193,985,350,1528,264,1262,227,1755,354,1762,199,2320,291,1971,171,2436,133,967,108,1203,26,277,38,342,1483,9530,1853,12864,48,656,99,809,58,552,59,669,221,1063,162,1448,316,1011,157,1487,416,1246,159,1818,558,1727,167,2451,376,1770,165,2307,138,954,143,1240,16,411,96,525,2158,9386,1200,12745,97,1361,238,1694,106,1105,238,1447,349,2117,601,3062,512,1997,512,3017,682,2512,379,3570,917,3486,368,4773,667,3738,338,4743,267,1919,257,2444,50,683,128,863,3640,18916,3055,25614
LGA14400,15,598,23,636,33,456,27,517,69,841,55,969,91,1035,49,1173,161,1096,61,1324,291,1272,60,1625,219,1418,104,1738,106,787,83,976,32,207,48,281,1021,7712,506,9238,34,578,29,639,28,386,29,442,78,898,43,1026,180,1082,49,1309,279,1109,60,1444,427,1324,55,1810,291,1464,101,1857,124,812,74,1012,27,368,100,494,1479,8014,540,10036,54,1178,50,1281,58,845,56,954,155,1743,103,1992,271,2111,93,2485,439,2202,122,2763,722,2594,123,3436,511,2880,206,3597,229,1600,161,1988,59,574,144,777,2504,15730,1046,19277
LGA14500,192,4381,117,4692,212,3336,91,3642,263,4099,156,4521,640,6618,207,7462,1138,7496,208,8846,1248,5989,179,7416,677,4645,152,5472,444,3127,131,3697,186,1348,126,1663,4990,41047,1372,47410,191,4152,94,4432,224,3012,87,3324,340,4298,171,4808,1034,7709,238,8974,1887,7872,224,9985,1776,5848,195,7814,960,5103,170,6239,539,3713,199,4454,147,2052,283,2479,7098,43753,1656,52508,381,8534,211,9124,436,6354,185,6968,602,8401,323,9330,1675,14321,445,16439,3024,15369,431,18833,3029,11837,374,15230,1637,9752,322,11713,985,6842,324,8150,330,3403,406,4138,12095,84801,3029,99922
LGA14550,15,197,35,244,9,135,17,162,31,271,46,352,45,337,51,437,88,392,55,533,144,690,94,929,103,669,68,840,27,262,45,328,4,66,23,88,476,3009,425,3912,6,200,30,235,17,114,19,153,50,270,42,365,85,326,54,468,166,413,56,631,198,601,83,879,110,564,69,742,36,274,35,344,0,96,39,140,680,2858,432,3967,22,395,62,480,25,251,37,314,86,542,86,710,131,666,112,907,247,804,109,1167,347,1292,171,1811,217,1232,134,1588,63,528,81,675,7,159,61,228,1146,5872,857,7875
LGA14600,3,142,19,170,8,104,8,122,23,270,42,332,35,263,45,346,44,254,39,341,49,311,56,417,42,297,35,371,14,159,26,201,10,53,8,69,235,1855,294,2377,7,113,22,144,8,109,26,140,45,276,51,379,75,216,45,331,74,244,50,367,98,266,36,402,57,241,19,318,35,156,22,213,7,97,25,126,399,1720,296,2418,11,259,44,316,17,214,34,267,71,542,96,710,112,482,90,678,119,501,88,706,149,578,96,818,99,537,58,687,44,317,49,412,13,153,32,199,630,3576,587,4797
LGA14650,272,5773,301,6355,324,5471,285,6080,806,10399,586,11790,1275,10633,605,12523,1874,10711,537,13119,2292,10222,530,13044,1669,9718,541,11928,871,5794,494,7161,260,1813,322,2390,9653,70535,4198,84390,313,5412,261,5992,407,4916,251,5571,1374,10449,544,12372,2317,10443,517,13276,3132,10063,457,13652,3663,10106,475,14240,2421,10180,618,13227,980,6765,712,8460,202,3147,565,3909,14816,71486,4391,90692,589,11188,565,12340,735,10388,529,11654,2179,20853,1127,24165,3599,21075,1127,25799,5007,20778,988,26769,5955,20328,1004,27279,4087,19903,1162,25149,1859,12568,1199,15618,464,4956,886,6305,24468,142022,8586,175079
LGA14700,39,1007,26,1074,63,981,39,1081,119,2860,152,3132,257,2957,145,3354,305,2144,76,2526,321,1510,65,1897,166,1239,54,1458,94,713,25,843,23,186,33,236,1389,13599,613,15599,48,865,28,940,48,809,26,886,146,3011,150,3307,354,3090,144,3590,498,2135,78,2709,454,1580,60,2095,262,1332,55,1655,106,821,55,986,37,346,108,489,1954,13995,712,16661,93,1872,50,2017,108,1785,67,1963,262,5876,304,6440,608,6046,288,6953,800,4282,155,5239,776,3094,126,3990,433,2569,108,3110,203,1538,82,1824,51,531,137,725,3340,27591,1323,32254
LGA14750,23,395,34,453,19,250,49,312,31,566,73,676,51,478,66,595,84,548,74,706,107,558,59,723,50,430,60,539,36,253,25,316,6,85,16,104,404,3565,454,4431,27,396,41,458,20,252,34,308,68,550,64,688,96,495,64,658,152,466,59,680,165,495,64,725,83,401,38,520,44,308,41,395,11,146,29,182,666,3510,434,4608,53,790,69,909,40,496,81,618,103,1120,138,1366,144,980,134,1258,234,1018,137,1385,270,1055,123,1447,135,830,94,1065,79,558,65,710,12,233,37,284,1077,7070,889,9041
LGA14850,67,1191,135,1393,75,990,108,1172,181,1932,214,2326,285,1949,203,2431,422,2223,255,2898,519,2534,238,3294,337,2201,194,2739,109,980,89,1188,34,313,47,393,2029,14326,1485,17838,60,1060,143,1262,87,915,105,1107,285,1925,220,2429,497,2039,231,2765,682,2207,197,3081,827,2305,209,3347,491,2131,181,2800,153,1155,127,1432,32,555,99,687,3116,14288,1514,18917,124,2252,278,2657,166,1907,208,2285,464,3857,434,4751,782,3982,434,5196,1097,4434,451,5986,1351,4844,453,6638,832,4329,378,5537,264,2135,216,2620,67,870,143,1081,5146,28610,2992,36751
LGA14870,26,509,71,600,31,449,80,560,72,890,214,1183,128,805,170,1104,196,990,114,1297,241,1209,124,1573,154,1189,122,1458,76,655,73,805,16,167,11,189,947,6853,976,8777,36,426,43,502,37,386,32,450,129,881,81,1091,184,782,80,1042,310,909,94,1320,347,1163,82,1594,208,1128,115,1451,96,685,77,856,9,309,24,339,1357,6673,626,8650,56,937,114,1104,69,834,109,1010,201,1776,299,2273,314,1583,250,2144,510,1898,206,2613,588,2370,212,3171,366,2313,231,2910,169,1346,147,1666,23,468,41,534,2306,13525,1600,17426
LGA14900,325,7479,604,8408,475,7411,621,8508,1179,13657,1323,16158,1692,13665,1298,16653,1743,11848,900,14492,1375,10432,835,12640,753,6474,530,7754,333,3050,429,3802,80,816,266,1167,7955,74823,6807,89578,425,6877,508,7810,565,6860,545,7977,1830,14114,1360,17300,2652,13431,1247,17325,2683,11533,888,15111,2183,9633,714,12527,1096,6572,556,8230,343,3451,452,4245,70,1328,374,1770,11842,73794,6656,92294,749,14354,1113,16212,1041,14269,1166,16481,3011,27767,2681,33456,4338,27090,2547,33975,4428,23384,1793,29602,3558,20067,1547,25169,1850,13045,1092,15987,673,6500,876,8048,146,2146,645,2943,19801,148613,13460,181869
LGA14920,11,178,34,225,15,131,25,162,32,275,38,348,41,292,47,382,56,347,66,470,96,417,60,576,62,432,75,564,35,215,32,285,0,56,14,72,337,2339,395,3078,20,165,40,218,9,136,20,163,44,269,47,358,67,299,47,410,118,309,69,493,112,386,62,561,79,364,61,510,33,243,39,316,16,82,17,112,495,2252,396,3138,27,341,74,446,24,261,38,330,77,540,90,703,104,595,90,786,172,658,131,961,210,809,122,1136,139,799,136,1073,67,454,74,600,15,138,35,189,836,4595,795,6222
LGA14950,7,76,14,92,6,59,8,73,13,101,12,119,18,106,22,142,40,132,22,200,43,200,20,264,28,191,18,239,14,103,11,124,4,40,7,47,167,1010,121,1304,9,86,16,103,0,54,9,67,29,111,9,145,35,113,14,167,51,123,17,194,71,176,18,261,29,150,20,195,7,103,10,128,0,64,6,70,232,982,112,1327,14,155,26,199,14,113,15,136,38,213,15,265,54,223,39,309,93,263,29,389,114,373,39,527,57,340,33,433,25,210,16,248,4,105,18,125,405,1991,235,2636
LGA15050,129,2549,148,2830,130,2457,139,2720,382,5548,325,6251,641,4914,294,5852,699,4361,214,5272,747,3775,188,4713,555,3164,168,3887,249,1619,118,1984,51,404,67,525,3577,28793,1666,34033,138,2478,125,2739,223,2396,130,2755,707,5700,284,6687,1141,4772,274,6193,1260,4272,179,5717,1224,3819,183,5226,739,3382,172,4292,253,1935,167,2354,44,778,139,962,5739,29528,1654,36923,262,5025,273,5568,353,4851,262,5471,1083,11249,613,12943,1782,9689,570,12042,1964,8630,395,10990,1974,7592,371,9936,1297,6546,335,8181,499,3549,284,4334,101,1188,202,1494,9316,58328,3314,70959
LGA15240,118,2036,256,2417,121,1535,168,1835,313,2986,307,3601,490,3130,336,3959,783,4069,410,5259,1065,5724,528,7316,1033,7161,617,8806,563,4156,475,5194,151,1156,246,1554,4636,31960,3346,39941,121,1887,236,2252,144,1346,130,1618,525,3109,359,3995,845,3233,345,4429,1331,3950,373,5655,1879,5790,437,8103,1431,6815,603,8848,612,4186,545,5341,106,1787,444,2333,6995,32091,3477,42566,244,3925,496,4668,274,2884,298,3453,837,6092,667,7601,1336,6365,683,8382,2117,8013,786,10914,2946,11515,957,15414,2458,13974,1217,17646,1173,8342,1019,10533,253,2946,688,3884,11634,64057,6821,82510
LGA15270,34,666,85,783,38,495,41,579,106,1218,115,1440,143,1206,133,1477,197,1307,143,1651,224,1387,150,1764,165,1232,126,1526,68,705,91,861,21,180,21,227,993,8410,897,10305,36,559,59,655,29,442,45,515,157,1241,110,1502,238,1144,119,1505,338,1224,116,1677,364,1239,129,1732,209,1096,102,1411,76,747,91,918,10,303,55,370,1467,7991,833,10293,75,1220,142,1438,67,946,79,1092,256,2457,230,2945,384,2346,256,2981,534,2530,256,3329,591,2626,281,3497,380,2329,231,2935,145,1456,186,1782,29,486,78,598,2457,16404,1739,20595
LGA15300,14,233,80,326,16,279,100,390,63,591,183,831,54,477,188,717,89,546,171,801,86,610,181,879,42,460,137,640,27,253,66,353,6,60,14,83,388,3510,1119,5018,17,248,86,352,18,292,91,401,75,604,187,867,111,493,185,787,136,499,169,805,147,525,175,846,93,399,109,599,38,233,67,337,12,70,31,111,653,3362,1099,5109,35,483,158,678,37,564,193,795,136,1198,364,1699,166,965,373,1508,224,1042,339,1607,231,1139,354,1723,137,854,241,1238,64,488,138,690,13,136,48,199,1041,6870,2218,10132
