SED_CODE_2016,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
SED10027,488,8,0,14,504,98,0,601,3575,410,32,36,4047,80,30,110,4156,217,0,4371,4051,559,35,54,4694,43,12,58,4757,190,3,4948,407,39,55,3,504,0,0,0,506,5,0,512,50,7,0,81,142,0,0,0,140,4,6,152,8085,1010,127,172,9382,131,39,167,9551,414,9,9979,112,17,0,10,140,22,0,22,162,12,0,171,208,63,0,7,277,19,6,23,299,24,5,333,318,82,0,13,411,41,6,46,459,35,5,505,8400,1085,126,182,9795,167,47,218,10013,448,21,10484,3176,809,67,116,4168,169,27,200,4367,839,14,5227,16,0,0,17,33,7,0,3,34,13,57,101,11592,1902,192,309,13996,342,82,427,14421,1299,91,15812
SED10028,882,23,14,34,916,91,3,1014,5051,419,42,35,5541,159,37,197,5730,283,3,6020,5261,588,36,27,5916,99,24,116,6030,146,0,6178,369,44,46,4,461,7,0,7,468,9,0,479,63,8,4,42,120,6,0,6,124,11,4,137,10740,1052,126,111,12028,270,60,330,12362,448,6,12815,169,30,0,0,200,36,3,34,233,11,0,245,285,31,0,9,323,18,6,28,350,26,8,378,450,62,0,6,521,54,9,61,581,32,8,622,11194,1113,125,119,12552,324,68,387,12939,479,12,13435,3337,389,33,66,3821,135,25,162,3978,398,9,4387,10,0,0,19,26,0,0,0,26,0,24,52,14537,1501,159,198,16397,456,91,552,16951,877,44,17872
SED10029,476,16,21,41,518,311,0,828,2091,315,22,27,2451,59,22,84,2533,314,6,2860,1798,507,17,43,2371,65,36,97,2470,259,6,2735,155,33,22,6,208,11,0,11,216,14,0,234,58,16,0,78,155,14,11,23,170,26,10,206,4099,872,66,149,5182,149,67,212,5395,614,23,6034,106,48,5,4,173,49,4,53,226,32,0,258,211,103,5,9,330,38,36,74,404,78,0,485,319,157,8,12,497,86,43,129,630,107,0,738,4417,1023,82,160,5680,235,108,344,6027,722,23,6769,3547,1645,55,215,5454,281,193,475,5926,3799,63,9789,22,3,0,32,54,3,0,3,57,27,179,260,7982,2669,135,407,11196,515,303,820,12011,4551,264,16823
SED10030,201,4,0,4,204,22,3,231,1911,297,36,15,2257,39,14,52,2313,175,5,2487,3447,437,49,37,3963,48,16,63,4031,148,3,4182,292,46,43,10,392,3,0,3,391,20,3,410,34,8,0,44,92,0,0,0,92,5,0,96,5684,783,133,105,6706,91,33,118,6821,352,12,7186,73,7,0,3,90,11,0,11,96,8,0,105,199,28,6,3,234,22,3,26,259,19,0,279,275,34,8,6,320,31,3,34,350,27,0,384,5959,821,135,109,7023,119,35,152,7174,379,13,7564,2074,283,72,64,2496,99,8,112,2600,331,3,2937,18,4,0,8,30,0,0,0,30,5,23,55,8047,1106,212,183,9545,217,39,261,9805,713,38,10554
SED10031,112,0,0,0,115,14,0,127,2972,340,48,28,3390,31,5,41,3424,138,3,3567,4024,505,62,51,4647,38,13,43,4695,137,0,4832,374,73,60,4,513,9,0,9,517,17,0,536,58,17,0,77,150,3,0,0,152,8,3,166,7434,930,174,162,8697,74,17,92,8794,301,10,9104,53,8,0,0,65,12,3,17,85,10,0,97,136,12,3,0,152,12,6,18,172,8,0,178,190,23,3,0,215,26,9,36,254,19,0,271,7620,951,178,163,8916,95,31,128,9046,323,10,9377,1842,272,69,42,2226,48,11,61,2287,336,7,2636,20,0,0,0,24,0,0,0,24,4,21,49,9484,1230,249,207,11167,143,41,188,11354,667,37,12056
SED10032,451,9,13,27,475,146,9,629,2940,366,29,31,3358,103,26,128,3490,295,3,3794,2877,578,28,48,3533,59,30,92,3622,246,15,3882,275,53,35,8,365,3,0,3,374,24,0,395,66,6,0,83,160,0,0,0,163,27,5,193,6147,1005,93,171,7411,170,61,231,7643,597,23,8262,240,42,4,9,294,58,7,64,364,21,0,381,323,81,12,25,430,54,22,78,511,37,0,552,562,119,12,31,726,107,36,146,870,61,0,935,6709,1125,106,197,8140,278,93,373,8515,654,23,9189,4419,1617,89,317,6433,351,143,498,6933,2294,41,9269,37,6,0,44,90,0,0,5,94,5,95,195,11173,2751,193,560,14668,628,237,868,15543,2962,159,18653
SED10033,281,6,0,6,288,22,0,314,3479,329,32,24,3859,17,5,27,3886,170,0,4057,5102,447,43,59,5650,30,3,37,5685,92,3,5786,361,24,55,3,444,0,0,0,444,16,4,464,65,11,3,64,150,3,3,5,153,3,3,161,9009,812,139,152,10104,51,17,66,10174,286,8,10470,56,13,0,0,71,9,0,9,82,9,0,85,166,7,4,4,181,3,0,5,192,12,0,207,222,21,8,4,248,19,0,21,268,21,0,292,9222,835,145,155,10356,70,15,82,10442,309,8,10763,2577,218,53,79,2918,53,9,63,2981,287,20,3287,26,14,0,8,43,0,0,0,43,4,20,71,11824,1063,195,241,13324,126,25,147,13468,594,49,14119
SED10034,409,7,5,10,420,39,0,462,3806,318,42,36,4211,31,12,43,4249,145,8,4403,7125,450,56,54,7683,46,12,58,7743,114,0,7862,577,51,72,3,702,6,7,10,714,4,0,723,39,4,0,55,97,0,0,0,101,0,3,99,11541,821,175,158,12688,89,28,115,12803,267,10,13086,54,7,0,0,65,7,0,9,74,6,0,79,199,16,0,0,209,3,0,3,216,3,0,217,256,23,0,0,279,10,0,9,289,6,0,300,11790,841,176,158,12966,98,29,126,13095,273,10,13379,2237,152,51,48,2486,20,0,20,2505,145,0,2653,9,0,0,4,11,0,0,0,11,0,8,21,14039,997,225,209,15466,119,29,148,15615,418,16,16051
SED10035,251,8,0,4,256,43,0,300,2835,340,31,20,3226,64,26,89,3316,187,4,3504,2894,389,43,25,3344,35,12,50,3395,128,4,3530,447,35,42,5,535,10,0,10,545,7,0,544,40,4,0,42,92,0,0,0,92,3,3,92,6215,772,111,98,7198,112,37,148,7346,317,9,7670,90,0,0,3,95,21,4,28,118,7,0,134,164,30,0,0,191,12,5,17,202,16,0,223,253,29,0,3,284,32,8,44,324,30,0,354,6466,805,111,99,7483,145,42,189,7669,347,9,8023,1757,326,39,34,2155,57,21,75,2228,364,13,2610,18,3,0,13,38,0,0,0,38,3,10,53,8241,1135,150,144,9669,203,64,264,9938,721,36,10692
SED10036,566,24,4,26,600,126,3,727,4794,389,56,26,5266,106,30,134,5398,294,3,5695,4766,535,59,41,5409,76,14,87,5495,203,3,5705,493,42,56,3,597,9,0,9,601,18,0,616,77,15,0,82,163,4,0,4,167,15,0,181,10132,977,171,152,11433,191,42,229,11664,526,4,12202,149,28,0,3,177,23,0,23,201,25,0,226,247,46,3,5,305,14,15,28,333,22,0,352,395,73,3,9,485,40,15,51,534,44,0,579,10527,1055,173,162,11917,228,53,286,12201,571,4,12777,3871,920,85,196,5081,218,84,299,5376,1518,23,6913,13,6,0,13,35,0,0,0,35,10,84,123,14412,1981,263,370,17030,446,132,577,17611,2105,106,19819
SED10037,526,16,3,17,551,71,0,616,4529,447,35,24,5032,113,43,155,5191,254,3,5448,6175,632,44,29,6887,78,20,95,6978,156,5,7142,500,63,62,5,629,5,0,5,636,15,0,647,48,3,0,34,82,0,0,0,82,10,3,99,11252,1146,142,94,12636,197,63,257,12887,438,15,13340,124,14,0,0,139,16,0,16,153,9,0,167,257,31,3,8,309,12,3,15,321,12,0,330,387,47,3,8,445,28,3,32,477,21,0,500,11640,1189,145,108,13079,224,59,281,13363,457,18,13843,2965,304,43,85,3393,69,13,79,3474,260,4,3736,17,3,0,14,28,0,0,0,28,3,12,46,14619,1494,190,198,16505,289,72,367,16867,717,33,17627
SED10038,366,5,5,12,382,52,3,435,3093,349,50,20,3508,58,23,83,3591,172,0,3769,5709,552,67,42,6365,47,19,68,6431,173,7,6614,493,79,84,5,660,5,0,8,672,20,0,691,48,0,0,33,82,8,0,8,82,8,3,97,9344,978,202,90,10614,117,44,162,10779,379,15,11166,81,14,0,0,95,11,0,17,107,16,0,120,224,8,0,0,237,17,3,18,250,20,0,270,299,26,0,0,327,30,5,31,360,29,0,387,9641,1005,200,90,10941,152,47,191,11138,409,15,11557,2188,278,64,48,2579,75,20,94,2675,433,7,3115,14,0,0,15,29,0,0,0,29,0,29,54,11838,1286,267,155,13546,228,59,290,13833,841,46,14724
SED10039,196,6,0,6,198,29,0,230,2328,296,42,13,2683,23,15,38,2723,143,0,2862,4438,485,93,40,5064,32,16,48,5113,165,13,5288,387,34,45,0,471,5,0,5,476,29,3,500,35,0,3,47,88,0,0,0,88,7,0,90,7190,817,186,106,8301,59,31,91,8392,337,14,8749,35,10,0,0,45,7,0,3,51,9,0,58,151,32,12,8,202,3,0,3,203,15,0,220,182,44,11,11,252,3,0,6,254,27,0,284,7373,863,199,118,8549,68,30,99,8651,361,14,9029,1835,285,42,60,2213,52,13,65,2273,294,0,2567,25,0,0,8,29,3,0,3,34,3,13,49,9229,1143,241,182,10796,118,43,165,10959,660,34,11655
SED10040,470,14,3,20,490,95,0,590,3433,487,26,37,3977,78,32,114,4091,250,4,4340,3513,676,41,34,4260,75,19,94,4356,219,11,4585,348,47,48,7,445,10,0,14,456,28,0,487,42,8,3,96,150,0,0,0,151,3,9,157,7333,1214,112,167,8831,165,58,222,9057,499,16,9569,108,23,0,0,135,24,3,27,166,25,0,190,241,87,0,10,339,20,15,31,365,24,5,391,352,112,0,12,470,43,17,60,533,45,5,578,7685,1329,118,182,9304,214,66,278,9586,547,22,10150,3157,835,75,120,4189,133,28,162,4354,701,11,5061,23,5,0,24,48,0,0,0,51,3,45,96,10861,2168,196,323,13546,348,98,438,13986,1248,79,15308
SED10041,730,24,3,30,756,79,3,833,4864,444,43,19,5368,155,28,183,5552,297,0,5846,5803,492,58,38,6405,100,7,106,6510,157,3,6667,466,28,53,3,547,7,0,7,558,7,0,563,56,3,0,40,94,3,3,7,102,3,5,116,11190,970,154,97,12415,268,37,304,12719,467,13,13194,187,6,0,3,198,38,0,38,230,3,0,241,310,28,0,4,338,16,6,25,359,17,0,378,499,27,3,4,533,53,6,59,591,26,0,618,11685,997,161,102,12954,316,41,359,13314,488,13,13810,3602,300,45,45,3987,101,9,115,4104,329,3,4436,12,0,0,11,22,0,0,0,22,0,4,33,15294,1302,204,162,16968,422,50,475,17436,819,23,18278
SED10042,185,3,3,11,193,27,0,216,2157,256,17,18,2452,36,17,55,2508,199,4,2716,3740,403,62,48,4258,62,7,71,4322,153,10,4492,283,35,37,11,363,12,0,12,377,20,0,391,51,8,0,35,86,3,0,3,87,6,0,92,6229,701,120,112,7162,115,23,137,7298,379,17,7688,42,4,0,11,54,13,3,16,73,11,0,81,123,36,3,0,162,18,3,20,179,8,0,189,165,39,3,8,210,34,7,38,253,16,0,264,6394,740,118,122,7373,147,31,175,7549,386,18,7957,1728,260,48,52,2080,103,12,120,2200,407,6,2606,13,4,3,3,20,0,0,0,20,0,13,35,8137,1001,173,172,9477,254,39,292,9768,793,39,10603
SED10043,560,21,9,26,587,197,3,786,2157,403,15,45,2616,105,29,133,2752,345,7,3098,2623,719,32,45,3421,58,32,85,3511,287,3,3796,182,57,35,7,288,9,0,9,302,15,4,322,62,17,0,95,173,3,0,5,182,22,11,218,5025,1194,92,199,6503,175,61,235,6740,663,31,7438,121,69,5,3,193,56,3,61,255,23,0,279,243,149,4,16,409,70,24,88,500,59,3,564,367,213,5,17,610,127,22,152,759,79,3,843,5390,1408,98,218,7115,300,83,385,7498,744,32,8281,5472,2509,157,322,8464,540,161,701,9161,2802,85,12044,39,31,0,49,127,3,0,3,126,35,104,264,10906,3945,255,589,15696,848,244,1085,16789,3582,219,20592
SED10044,537,16,6,22,551,61,0,614,4442,431,32,21,4924,124,33,158,5078,229,0,5316,5205,408,48,22,5684,86,6,89,5778,128,3,5907,499,53,40,10,603,0,0,0,603,7,0,614,47,13,7,63,128,0,0,0,129,4,0,131,10196,897,125,113,11329,217,38,253,11589,375,5,11967,119,21,0,0,140,14,0,14,151,0,0,151,280,22,0,0,297,14,11,22,321,12,0,330,392,39,0,3,436,31,11,37,475,12,0,484,10589,932,128,113,11768,240,48,290,12063,388,5,12457,2675,272,37,56,3037,64,6,77,3113,253,3,3368,20,3,0,10,36,0,0,0,36,0,22,57,13291,1211,165,176,14841,309,60,366,15204,645,32,15879
SED10045,66,3,0,6,72,4,0,76,2070,315,21,18,2419,21,17,41,2457,167,0,2625,2906,626,50,42,3624,52,15,76,3694,255,4,3949,227,35,44,3,307,9,0,5,315,16,0,336,36,3,0,68,107,0,3,3,112,11,0,115,5238,982,111,129,6456,82,36,119,6576,443,4,7024,46,23,0,0,68,19,0,22,86,19,0,107,80,39,3,6,123,10,3,11,137,26,0,157,128,61,3,6,189,28,8,34,226,41,0,263,5360,1042,116,132,6651,109,46,155,6803,480,4,7290,1468,438,36,50,1999,84,23,116,2109,575,3,2693,15,0,3,3,20,0,0,0,24,3,33,64,6841,1479,155,189,8671,198,73,268,8937,1063,41,10046
SED10046,461,9,17,26,487,179,0,673,3407,425,36,30,3897,85,25,113,4008,304,11,4322,3075,623,58,46,3809,74,26,95,3905,235,0,4142,249,29,41,10,329,4,0,4,335,5,0,339,83,21,0,112,212,3,0,7,219,18,3,236,6812,1088,143,197,8246,171,51,223,8469,557,16,9045,151,47,3,0,205,40,4,49,248,26,0,277,226,80,0,7,316,43,17,61,373,74,0,452,380,128,3,9,520,84,20,110,627,106,0,732,7200,1219,143,204,8767,256,76,334,9098,659,16,9775,4000,1360,112,219,5695,318,125,447,6138,2905,35,9077,10,11,0,22,40,0,3,5,46,13,93,158,11209,2587,261,446,14505,578,201,777,15279,3581,148,19009
SED10047,238,3,0,6,243,57,0,301,3545,290,43,31,3913,68,10,79,3997,250,6,4250,3592,425,38,41,4099,39,9,54,4147,202,0,4345,447,44,46,0,540,12,3,16,552,13,0,561,77,8,0,81,174,0,0,3,173,19,12,201,7666,763,130,159,8717,122,26,147,8869,480,20,9368,153,26,3,3,190,67,4,71,263,10,0,270,269,75,7,3,351,42,12,49,396,26,0,424,418,98,13,8,538,106,15,122,661,34,0,700,8082,869,144,168,9259,224,44,267,9532,517,19,10067,3665,617,83,170,4531,212,36,252,4786,944,20,5742,15,9,0,22,44,0,4,9,52,19,92,166,11771,1487,224,357,13836,442,88,526,14362,1475,130,15972
SED10048,536,4,9,14,549,108,3,664,4087,479,59,48,4674,77,35,112,4786,314,3,5108,3635,594,35,46,4311,44,22,62,4376,211,11,4589,371,37,69,3,484,5,0,5,487,26,0,511,75,13,3,77,164,12,0,11,175,7,4,188,8164,1115,168,183,9630,134,61,191,9819,561,15,10403,247,53,0,3,303,35,9,45,350,20,0,374,372,62,0,19,451,33,9,37,487,36,8,529,620,107,0,24,750,66,21,82,833,59,8,898,8786,1224,166,201,10384,199,78,271,10660,621,24,11301,3934,836,85,164,5013,186,38,220,5234,1065,3,6305,27,6,0,11,45,0,0,0,44,19,64,126,12742,2063,254,376,15438,381,114,496,15935,1706,94,17734
SED10049,188,6,3,8,192,20,0,216,2998,284,36,13,3338,72,11,88,3423,174,3,3595,4982,472,71,39,5568,83,10,95,5665,146,5,5813,449,29,52,4,539,13,0,13,553,10,0,558,49,3,0,39,91,8,0,8,96,3,6,106,8482,791,164,97,9531,170,23,198,9729,331,12,10073,99,28,3,7,135,33,7,38,171,12,0,188,305,39,3,4,353,19,9,29,385,24,6,412,410,65,7,9,489,55,14,67,555,32,6,593,8891,852,173,107,10023,221,39,261,10286,367,25,10671,2466,309,86,67,2930,129,38,173,3100,316,5,3423,19,0,0,12,26,0,0,0,26,3,10,47,11371,1164,258,183,12982,354,76,434,13415,681,44,14138
SED10050,356,13,3,15,369,41,0,407,3548,400,25,26,4005,68,27,101,4100,238,0,4338,5800,485,38,42,6369,85,14,98,6468,155,3,6631,518,51,56,0,620,0,0,0,623,4,0,626,79,0,3,41,120,0,0,0,120,0,9,127,9946,937,123,108,11111,155,47,200,11310,401,13,11726,69,3,0,0,75,4,0,3,80,0,0,84,281,25,3,7,319,13,3,21,337,13,0,347,357,32,3,7,392,17,8,28,420,11,0,431,10301,971,125,111,11501,176,49,224,11729,408,13,12152,3076,230,65,35,3412,46,11,64,3472,155,3,3627,13,5,3,3,20,0,0,0,20,0,13,38,13390,1204,190,149,14934,226,63,289,15223,568,28,15816
SED10051,422,12,3,14,435,60,0,496,3796,372,35,21,4227,85,21,111,4335,192,8,4531,4400,504,61,32,5008,51,15,64,5070,121,4,5191,426,29,95,14,567,3,0,3,572,8,3,577,53,10,0,47,114,0,0,3,112,3,7,125,8681,915,201,118,9909,147,40,180,10093,322,17,10429,72,10,3,0,84,14,0,13,101,3,0,103,211,21,0,3,238,11,7,16,250,0,0,250,285,25,7,3,319,25,8,31,350,3,0,354,8966,941,200,126,10227,168,44,210,10442,324,20,10785,2069,241,41,37,2390,42,10,56,2444,396,3,2842,0,0,0,12,11,0,0,0,11,5,32,46,11033,1178,243,175,12629,212,58,266,12896,722,52,13671
SED10052,449,11,0,6,455,59,0,516,3657,346,43,26,4065,72,14,92,4160,141,0,4297,5846,475,40,52,6408,47,11,59,6467,137,6,6608,467,42,40,5,550,3,0,3,551,22,4,571,59,3,0,60,124,3,0,3,125,3,0,133,10023,860,126,140,11150,126,22,148,11300,304,12,11614,52,10,0,0,67,8,0,8,71,10,0,75,159,13,0,0,168,10,0,10,178,5,0,188,213,18,0,3,233,13,0,14,247,15,0,263,10234,877,127,147,11382,138,28,164,11550,316,12,11878,2194,226,41,44,2497,47,11,55,2561,207,4,2769,8,0,0,8,22,0,0,0,22,0,14,30,12438,1102,161,197,13903,186,42,227,14129,529,26,14683
SED10053,189,3,0,3,191,20,0,206,4399,373,77,38,4882,55,10,65,4949,230,0,5185,3978,408,49,39,4475,24,7,33,4508,118,7,4636,497,56,92,3,651,3,4,8,659,14,3,676,95,5,0,62,164,0,0,0,164,8,0,169,8973,838,219,142,10173,84,27,111,10282,377,12,10668,74,3,4,8,93,4,0,4,97,3,0,97,93,20,0,0,110,3,3,6,118,4,0,125,166,24,4,5,201,9,3,10,216,14,0,225,9139,864,227,154,10379,93,25,122,10499,385,12,10900,1614,205,48,72,1931,65,7,70,2008,263,3,2271,7,3,0,10,28,0,0,0,28,0,26,54,10761,1072,274,232,12339,158,36,197,12532,645,37,13217
SED10054,494,9,4,16,504,137,8,645,4592,451,48,55,5152,113,39,152,5297,295,11,5606,3184,514,36,43,3783,78,19,101,3881,217,0,4104,296,40,45,4,390,6,3,5,401,11,0,417,114,22,4,87,230,6,3,13,246,11,12,269,8190,1032,136,192,9555,204,64,269,9824,539,25,10387,222,55,4,3,285,25,6,37,321,39,0,364,340,68,0,7,418,34,14,49,462,39,0,504,565,124,4,10,706,64,19,85,786,76,0,867,8759,1159,138,199,10264,265,84,351,10615,617,22,11257,4617,1092,64,168,5941,249,63,307,6252,1614,46,7910,40,0,0,20,56,0,0,0,56,13,74,145,13416,2255,207,389,16265,516,151,661,16920,2250,144,19309
SED10055,515,10,0,11,528,71,0,598,5083,326,42,36,5487,63,13,74,5563,232,3,5792,5376,504,51,49,5974,42,6,49,6021,141,9,6173,532,39,68,0,638,5,0,5,648,7,0,651,76,10,0,91,175,4,0,7,175,7,8,201,11065,873,157,171,12269,112,24,136,12407,386,18,12811,122,17,3,3,144,12,7,23,162,18,0,184,211,53,0,0,262,14,3,18,279,22,0,301,333,69,3,6,407,27,7,41,448,39,0,484,11399,940,160,178,12679,145,31,173,12850,423,20,13297,3466,561,48,131,4201,64,44,108,4312,696,16,5022,30,11,0,25,60,9,0,9,73,0,40,115,14891,1507,209,342,16942,216,74,285,17234,1126,77,18434
SED10056,41,0,0,0,44,5,0,46,2880,254,56,35,3225,26,11,38,3265,158,10,3434,4755,404,81,38,5276,32,18,53,5332,155,7,5491,370,36,49,7,462,0,0,0,457,0,0,462,50,12,4,65,131,0,0,0,131,11,6,148,8054,701,186,149,9091,64,28,94,9185,324,19,9523,53,3,3,3,63,34,4,35,98,14,0,115,114,15,5,14,149,13,4,19,163,7,4,175,175,14,7,17,208,51,9,55,267,18,4,286,8224,717,198,162,9306,113,38,145,9449,338,23,9811,2129,261,63,94,2541,97,14,112,2652,475,12,3148,35,8,0,7,58,0,0,0,57,10,32,99,10393,993,259,264,11905,204,56,258,12165,830,69,13060
SED10057,40,0,0,0,40,5,0,45,1458,295,41,18,1813,26,11,34,1846,155,3,2009,2393,548,61,37,3040,72,13,84,3121,246,0,3372,157,41,28,0,228,0,0,0,228,8,0,234,33,6,0,37,73,3,0,3,73,4,0,81,4040,883,134,90,5150,99,25,126,5276,414,7,5699,32,19,0,5,65,35,0,32,99,21,0,120,86,19,3,5,116,18,8,23,142,19,0,159,116,43,5,10,181,52,11,59,243,33,0,277,4164,931,143,99,5334,153,34,187,5517,447,7,5968,1191,351,60,74,1670,119,28,153,1821,598,17,2435,15,0,0,0,20,0,0,0,23,3,35,61,5369,1277,196,177,7023,275,61,338,7362,1047,53,8462
SED10058,175,7,0,10,183,38,0,221,1948,246,21,23,2231,52,12,63,2300,166,3,2462,3519,446,25,30,4020,47,7,57,4073,131,0,4205,365,32,38,0,439,4,5,9,446,13,0,453,45,7,0,42,91,0,0,0,89,3,0,96,5878,736,82,95,6783,98,30,122,6906,304,3,7215,53,7,0,0,60,5,3,9,68,7,0,71,116,16,0,0,132,19,0,15,150,16,0,162,168,21,0,0,190,22,0,28,214,18,0,236,6047,759,82,92,6974,120,33,154,7125,326,3,7453,1193,146,43,21,1409,49,14,62,1469,213,0,1692,4,5,0,8,14,0,0,0,14,0,4,27,7240,908,122,128,8397,166,44,214,8611,547,16,9167
SED10059,93,3,0,3,97,13,0,110,1831,291,29,18,2167,34,11,44,2213,108,0,2320,1958,252,15,12,2234,23,0,28,2261,71,3,2337,313,31,41,7,388,7,0,7,394,12,0,404,13,0,0,27,43,0,0,0,43,0,5,46,4121,572,78,61,4837,68,10,75,4913,191,5,5112,44,9,0,0,55,3,0,7,58,7,0,64,68,15,0,0,83,0,0,5,86,3,0,96,116,22,0,0,137,9,3,8,147,14,0,158,4235,594,78,61,4974,76,8,88,5060,207,5,5271,822,121,15,7,968,18,10,32,1003,139,8,1143,7,0,0,3,8,0,0,0,8,0,9,17,5068,718,98,71,5954,91,26,119,6070,346,20,6430
SED10060,319,14,8,17,342,22,0,364,2493,259,21,11,2786,82,15,97,2882,169,0,3052,2784,285,15,21,3098,53,11,63,3156,42,0,3205,427,27,45,3,509,3,0,3,510,12,0,521,27,3,3,28,60,0,3,3,63,7,0,73,5727,577,85,64,6447,135,30,163,6614,227,3,6844,73,10,0,6,85,10,0,10,96,10,0,103,142,11,0,3,162,3,3,6,171,0,0,169,219,17,0,7,245,11,3,16,267,8,0,275,5947,597,87,68,6699,151,29,184,6882,236,3,7123,2385,216,36,36,2676,61,3,61,2737,176,0,2915,8,0,0,7,15,0,0,0,15,3,10,24,8335,815,125,111,9386,209,34,244,9631,422,10,10062
