SED_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
SED10024,0,0,0,6,7,14,28,22,5,84,22,115,136,523,293,371,206,65,11,1757,10,33,34,334,183,123,106,50,25,897,0,3,22,116,47,42,53,27,7,314,3,16,15,249,138,130,74,34,18,685,0,0,0,4,5,3,3,3,0,20,0,41,16,75,85,44,38,16,9,318,0,4,6,23,37,59,85,71,33,324,8,53,50,165,119,71,49,17,5,542,16,69,115,439,223,128,82,31,4,1096,0,0,3,25,38,36,28,15,4,148,0,23,50,212,145,126,129,48,13,750,0,0,0,0,5,7,9,6,3,39,0,0,0,7,8,8,4,3,4,38,0,0,0,3,11,4,4,4,7,42,0,0,13,25,0,0,0,0,0,42,4,28,17,38,54,29,53,49,12,282,10,104,179,295,362,258,153,98,38,1492,0,0,4,12,19,7,12,4,3,69,0,3,0,32,11,15,8,7,0,75
SED10025,0,4,3,24,35,90,166,215,64,607,15,19,95,434,125,205,103,30,7,1035,31,51,83,948,140,92,62,49,11,1474,0,3,43,171,41,27,29,6,3,330,5,9,8,239,24,29,15,0,0,323,0,0,5,25,13,7,3,0,0,52,0,13,13,264,85,45,34,20,8,484,0,22,35,180,298,566,933,1031,497,3560,5,10,10,93,32,15,9,0,0,175,32,82,285,1242,294,206,99,50,6,2307,0,10,4,94,108,77,70,33,16,411,7,14,41,282,89,94,81,28,11,637,0,0,0,7,8,26,38,25,19,122,0,0,0,25,3,18,11,3,0,71,0,0,7,17,15,14,4,0,7,58,0,0,30,83,0,4,0,0,0,120,0,0,14,20,22,10,17,9,5,105,4,58,69,460,232,203,120,35,4,1184,0,0,0,32,13,14,19,7,0,91,0,13,12,75,16,7,6,0,0,129
SED10026,0,0,0,3,3,13,9,12,4,46,0,0,3,11,6,6,5,0,0,30,10,38,13,288,35,19,7,4,0,429,4,0,3,20,4,4,4,0,0,32,0,0,0,27,0,3,0,0,0,33,0,0,0,8,0,0,0,0,0,12,0,8,0,33,5,3,9,10,3,70,0,3,0,4,4,14,20,11,6,65,0,3,0,10,0,0,3,0,0,19,0,4,9,49,4,0,4,0,0,64,0,0,0,5,7,9,9,3,0,34,0,0,3,29,11,7,4,4,0,57,0,0,0,0,0,10,14,0,0,25,0,0,0,0,7,0,3,0,0,10,0,0,0,5,0,0,0,0,0,10,0,13,14,179,3,0,0,0,0,208,0,0,0,8,11,19,44,24,12,117,0,23,45,189,127,97,90,27,11,608,0,6,4,9,3,8,11,3,0,33,9,9,11,41,4,3,0,0,0,72
SED10027,0,7,21,44,89,157,257,211,41,836,0,6,50,188,126,166,50,15,0,600,12,43,98,445,189,138,72,35,17,1044,3,17,47,237,86,70,33,10,9,511,0,3,13,40,10,12,3,0,0,84,3,6,36,71,45,37,10,3,0,210,6,9,0,52,27,20,15,18,7,158,0,6,6,26,54,97,172,177,62,608,0,6,5,37,22,5,3,0,0,78,0,8,16,73,45,31,20,23,4,220,8,45,127,863,772,555,403,138,39,2952,0,6,8,102,34,61,37,3,0,254,0,0,0,11,7,42,68,53,18,197,0,0,5,24,26,37,32,17,3,149,0,0,3,8,16,7,11,0,0,48,0,5,51,158,14,12,3,0,0,252,0,0,0,8,3,15,14,13,10,67,13,81,169,432,183,160,73,9,10,1133,0,3,0,4,7,10,10,3,3,44,7,21,19,106,39,13,6,0,0,222
SED10028,0,0,0,3,14,13,28,23,6,88,18,78,311,804,543,967,285,44,13,3068,71,289,310,1735,756,420,185,94,43,3899,0,21,48,191,90,93,55,18,8,525,3,29,38,265,125,113,72,19,7,667,3,3,3,27,12,7,4,4,0,61,3,21,12,41,48,31,28,18,6,204,0,6,5,17,35,75,69,67,37,309,6,26,21,63,41,17,13,4,0,187,28,263,425,1245,704,425,144,54,13,3304,0,0,0,33,58,40,32,14,5,189,9,116,142,362,281,317,239,74,11,1541,0,0,0,0,3,19,13,3,3,45,0,0,5,23,15,16,4,5,0,67,0,0,4,15,23,17,6,6,3,84,3,3,22,48,10,5,3,0,0,99,0,14,19,20,31,13,32,29,20,176,5,123,167,206,194,150,102,53,29,1027,0,0,0,4,3,6,10,10,3,38,11,43,63,134,71,30,15,7,0,370
SED10029,0,15,23,11,10,22,58,40,10,182,0,0,23,96,32,31,18,6,3,206,0,14,39,234,38,33,26,14,3,409,3,16,18,102,32,28,19,3,7,224,7,86,155,392,99,90,49,41,23,933,87,836,1357,3719,1813,1234,736,369,92,10246,0,0,0,6,5,9,11,10,3,53,0,3,3,31,53,137,250,356,143,972,0,0,8,15,6,3,3,0,0,33,0,3,0,24,3,7,11,3,3,55,27,50,103,682,496,361,197,76,20,2015,3,8,15,103,33,24,15,7,0,201,0,0,3,4,8,40,134,101,38,331,0,0,3,17,3,14,17,12,4,68,0,7,45,153,64,35,29,4,6,345,0,3,14,45,3,0,0,0,0,61,0,0,8,6,0,11,17,16,6,56,41,232,354,436,133,77,37,12,7,1330,0,0,0,0,3,3,8,7,0,24,10,22,37,136,15,4,3,3,3,236
SED10030,0,3,0,4,6,17,33,35,6,107,0,3,7,31,18,30,9,7,0,96,9,20,31,330,43,33,37,15,9,535,0,6,10,48,20,9,10,7,9,120,0,3,4,25,8,4,5,4,0,48,0,0,0,4,3,3,0,0,0,17,3,17,3,74,36,31,61,27,6,256,0,0,3,13,14,44,69,41,27,204,0,12,5,47,26,15,5,0,0,120,0,28,24,112,51,27,20,5,0,270,0,0,0,10,9,12,8,4,0,46,0,3,4,40,26,20,9,4,0,119,0,0,0,5,3,23,64,21,3,117,0,0,0,5,9,9,7,6,0,34,0,0,0,12,3,0,3,5,0,23,0,3,0,24,0,6,0,0,0,38,0,3,3,15,14,39,79,41,25,219,5,50,91,386,322,312,171,82,19,1440,0,0,0,10,12,10,15,15,4,84,0,4,8,17,3,0,0,3,0,42
SED10031,0,4,0,9,4,11,19,13,4,65,0,4,28,9,3,11,3,0,0,64,3,14,13,126,6,20,17,12,3,218,0,3,7,11,11,11,8,5,0,50,4,0,3,11,3,5,0,0,0,31,0,0,0,14,0,3,0,0,0,20,0,23,3,32,26,16,29,10,5,149,0,7,0,13,14,32,55,34,13,165,0,0,0,14,5,7,4,0,0,28,0,0,25,42,3,8,0,0,0,71,0,0,3,11,15,8,13,3,0,52,0,0,3,14,10,16,14,3,0,52,0,0,0,0,3,14,29,8,0,61,0,0,0,0,3,5,0,0,0,3,0,0,3,0,5,0,0,0,0,13,0,4,4,70,3,3,0,0,0,86,0,0,3,18,9,55,90,45,12,236,7,25,63,207,165,207,161,49,14,903,0,3,3,11,3,7,22,11,0,51,3,0,6,17,0,0,3,5,0,35
SED10032,0,3,3,19,14,49,128,95,18,317,0,12,35,139,70,120,43,13,4,434,275,607,736,5067,440,264,131,77,26,7619,3,13,35,136,69,43,12,11,7,329,13,149,245,990,147,75,28,16,5,1680,16,83,210,633,280,117,35,17,6,1403,0,4,4,26,9,20,32,13,8,108,3,4,0,33,49,91,170,190,93,633,6,0,5,34,10,3,3,4,0,64,8,10,33,201,71,71,44,23,7,472,12,70,256,1683,1351,1128,734,309,83,5621,4,15,17,134,46,66,30,14,3,323,0,0,0,3,9,57,234,173,61,549,0,0,10,39,15,26,23,17,3,137,0,7,21,93,52,37,29,8,0,238,3,57,301,1099,84,36,10,0,0,1593,0,0,0,0,3,8,14,13,0,43,31,205,274,460,201,120,66,18,7,1377,0,0,0,3,5,6,13,4,3,31,57,190,303,1034,76,52,11,7,0,1729
SED10033,0,0,0,4,8,30,26,32,8,100,0,3,6,8,7,14,5,4,3,47,0,0,3,62,25,21,27,13,6,156,0,0,3,16,5,7,10,6,0,54,0,0,0,17,15,10,5,0,0,56,0,0,0,3,10,3,0,3,0,20,0,0,0,56,41,37,47,17,7,204,0,0,0,17,27,74,124,81,33,362,0,0,3,5,3,3,0,0,0,27,0,0,8,23,17,13,7,0,3,83,0,0,11,41,54,35,23,14,0,180,0,0,0,40,31,19,17,7,0,114,0,3,6,26,47,143,191,77,17,508,0,0,0,9,0,6,0,0,0,15,0,0,0,0,0,3,0,4,0,5,0,0,0,3,0,0,0,0,0,3,0,3,8,10,31,71,95,41,20,282,3,28,65,289,247,193,98,39,4,971,0,0,0,16,11,17,12,13,0,69,0,0,3,27,6,7,0,0,0,38
SED10034,0,3,0,11,24,37,47,23,3,148,3,9,6,54,28,51,21,3,0,170,7,10,30,167,75,43,30,21,12,392,0,3,15,59,28,24,3,12,3,148,0,0,0,30,5,0,0,0,0,37,0,0,3,9,0,3,4,3,0,18,3,26,5,89,62,29,40,17,3,277,0,4,5,22,35,47,68,53,21,263,0,7,10,40,13,3,0,0,0,77,0,6,5,42,9,12,0,0,0,76,0,0,0,22,27,23,23,4,3,104,0,3,4,47,33,36,25,3,3,165,0,0,0,0,17,31,34,22,8,109,0,0,0,10,12,19,9,10,0,57,0,0,0,8,0,0,6,0,3,15,0,5,19,71,6,0,0,0,0,99,0,5,3,23,21,33,64,32,34,206,3,36,75,359,290,167,78,22,10,1033,0,0,0,9,16,17,23,12,3,85,0,0,0,14,3,13,4,0,0,35
SED10035,0,15,11,81,67,142,372,493,150,1330,3,19,570,545,109,160,56,23,3,1492,29,42,209,882,88,58,36,15,5,1368,26,61,724,1638,315,214,118,46,8,3144,3,3,26,369,30,30,8,0,0,473,9,16,16,141,57,21,21,3,0,285,0,7,47,1002,87,33,21,7,4,1213,3,4,47,279,44,48,95,126,45,692,8,10,46,242,70,22,13,3,0,401,4,21,132,557,98,57,23,10,0,903,0,0,3,48,71,49,62,34,15,271,9,14,492,646,123,121,75,25,4,1503,0,0,0,3,12,25,57,51,23,173,0,0,7,46,11,15,4,4,0,83,0,0,59,30,11,6,7,4,0,117,0,9,37,140,8,3,3,0,0,197,3,3,18,83,15,13,10,16,3,163,17,46,245,1112,354,238,124,33,4,2167,0,0,19,94,16,6,4,0,0,141,8,7,42,139,11,18,4,3,0,237
SED10036,0,4,18,51,69,108,178,141,25,583,0,3,16,66,28,56,16,3,0,190,18,131,190,981,539,267,86,32,24,2270,5,15,42,276,77,53,44,16,5,531,0,9,21,74,16,21,4,3,0,136,24,279,456,951,357,233,103,42,27,2467,0,8,0,37,31,16,10,6,5,115,0,4,16,43,84,155,255,255,134,950,0,9,0,24,12,4,0,0,0,42,3,0,4,41,11,7,3,0,0,84,3,38,66,682,428,328,182,62,14,1806,0,15,22,81,55,63,33,14,8,280,0,0,0,3,5,31,87,50,6,183,0,4,3,31,44,61,41,23,14,225,0,0,7,15,12,16,0,0,0,43,0,10,20,133,9,15,6,0,0,187,0,3,3,7,4,13,17,14,10,61,23,151,241,545,217,143,44,14,3,1386,0,0,5,9,6,9,7,7,0,46,9,72,83,253,121,52,12,8,0,599
SED10037,0,3,0,3,0,7,23,14,0,54,5,29,78,237,148,229,90,29,17,855,36,137,136,1083,312,202,96,55,12,2083,0,12,19,115,38,32,20,12,4,246,7,28,35,351,92,89,37,19,5,663,0,0,3,11,3,5,3,0,0,29,0,12,0,74,57,40,25,16,5,223,0,3,3,21,35,89,100,101,51,405,9,24,26,127,69,33,17,9,0,318,9,79,129,501,232,144,58,26,7,1181,0,0,10,48,71,72,68,72,15,356,6,20,55,206,102,164,92,35,4,684,0,0,0,3,3,8,17,5,3,48,0,4,0,14,16,10,3,3,3,55,0,0,3,29,21,13,7,10,0,87,3,21,103,435,24,11,9,0,0,610,0,10,10,32,46,28,51,31,18,226,7,60,113,354,289,253,131,52,12,1282,0,3,3,11,16,16,5,6,3,68,8,14,9,95,20,18,6,0,0,168
SED10038,0,8,0,7,15,50,66,49,32,226,0,0,18,19,11,18,3,0,0,81,6,22,78,223,47,32,36,18,10,464,4,16,9,60,9,9,8,0,0,123,0,9,17,72,11,15,5,8,3,135,6,30,9,53,9,14,0,0,0,125,0,23,5,71,38,31,32,19,9,238,0,3,3,27,68,159,257,323,137,976,0,3,11,33,14,9,3,6,0,88,0,7,17,45,17,9,0,0,0,97,0,3,3,36,52,33,29,6,14,175,3,4,49,34,23,24,21,9,0,167,0,0,0,3,9,13,15,11,3,52,0,0,0,0,7,4,3,3,0,12,3,5,10,23,4,5,4,3,0,55,0,0,0,5,0,0,0,0,0,11,0,8,3,19,24,60,119,81,34,358,6,58,66,301,203,137,76,30,15,894,0,7,3,7,16,18,18,12,9,84,0,3,16,57,12,9,0,0,0,110
SED10039,0,0,4,3,5,12,11,15,5,53,3,8,3,11,8,9,4,4,0,47,0,7,6,75,15,15,16,7,3,147,0,7,0,19,5,7,3,4,3,46,0,0,0,12,5,4,4,3,0,27,0,0,3,9,0,0,0,0,0,13,0,10,0,43,23,27,33,18,6,165,0,0,4,6,32,47,55,42,19,213,0,4,3,11,5,4,3,3,0,36,0,0,7,14,4,0,0,0,0,32,0,0,0,5,9,6,0,0,0,32,0,3,0,12,16,9,9,5,0,53,0,0,0,8,14,19,47,22,4,114,0,0,0,0,0,7,0,4,0,18,0,0,0,3,0,0,3,0,0,3,0,0,3,14,4,0,0,0,0,19,0,0,3,15,10,52,106,72,17,286,5,49,66,249,164,178,111,45,13,878,0,3,0,6,10,14,21,14,3,78,3,5,0,10,5,3,3,0,0,25
SED10040,0,27,42,93,117,282,566,595,174,1898,16,47,238,813,405,607,217,68,15,2429,58,82,104,1043,133,100,60,24,20,1625,9,28,118,614,186,118,85,38,7,1196,0,3,11,70,12,17,3,0,0,116,0,0,14,34,16,13,4,3,0,80,3,15,6,67,31,23,23,8,7,186,0,7,10,65,53,109,225,285,92,847,0,7,20,104,41,11,14,0,0,197,3,7,33,187,57,44,11,14,0,353,9,38,91,565,438,313,178,78,23,1726,3,15,69,295,113,147,90,27,8,771,0,0,0,0,9,27,67,36,23,165,0,3,0,27,13,15,3,10,3,78,0,0,10,21,17,16,9,8,0,77,18,102,1170,3059,66,53,6,4,0,4482,0,3,0,9,3,4,19,13,3,57,10,92,223,493,259,208,79,13,10,1389,0,0,0,12,3,0,8,4,0,34,4,5,27,92,25,4,0,3,0,165
SED10041,0,0,0,3,11,13,13,15,0,54,18,99,195,508,279,399,179,64,14,1754,53,184,125,1263,353,210,136,73,36,2434,0,20,18,169,52,37,40,19,8,371,13,78,43,632,180,116,70,19,12,1167,0,0,0,8,5,6,0,0,0,18,0,19,5,66,75,30,30,18,11,255,0,3,3,21,23,36,52,66,30,233,17,56,47,162,103,55,33,12,3,494,17,194,218,803,436,211,120,41,10,2056,0,0,0,21,28,30,34,14,0,122,11,47,73,309,177,177,116,35,13,947,0,0,0,4,4,7,3,3,3,26,0,0,3,20,3,13,7,0,0,49,0,3,0,10,15,3,7,10,7,54,0,9,65,182,18,4,5,0,0,291,0,27,15,30,34,18,49,31,24,223,5,107,174,292,326,237,155,92,43,1427,0,0,0,8,16,5,12,15,3,57,3,12,9,82,27,24,6,0,0,161
SED10042,0,0,0,0,3,6,21,3,3,35,0,3,6,6,4,10,0,0,0,32,0,8,9,77,19,21,29,10,9,179,0,0,0,19,0,10,9,3,3,42,0,0,0,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,12,3,29,11,19,22,20,5,126,0,0,0,5,13,23,40,29,16,120,0,0,3,7,6,3,0,3,0,26,0,4,4,29,7,3,3,0,0,48,0,0,0,3,8,5,5,3,0,23,0,0,8,20,21,19,15,3,0,93,0,0,0,3,0,13,32,3,3,52,0,0,3,3,3,10,9,0,0,21,0,0,7,16,3,0,0,3,3,31,0,0,0,0,0,0,0,0,0,4,0,7,0,12,18,37,94,57,27,242,7,31,71,285,222,197,173,104,39,1131,0,0,0,3,12,7,22,7,0,40,0,0,0,10,0,3,3,0,0,19
SED10043,0,13,27,74,87,235,462,477,142,1511,3,6,45,208,119,205,70,16,0,677,87,130,198,1049,126,82,54,35,12,1772,15,106,151,689,290,198,92,23,3,1562,0,10,15,65,7,7,14,4,0,128,0,40,90,248,160,52,18,5,0,603,0,3,3,21,11,9,17,12,3,77,0,9,13,36,63,108,172,236,112,747,0,7,7,28,9,3,4,0,3,60,9,23,51,242,143,166,97,68,18,813,21,130,333,2153,1972,1817,1097,506,145,8173,13,57,29,125,41,69,37,6,0,383,0,0,0,0,3,17,35,31,6,94,0,0,4,24,11,26,50,28,10,159,7,54,208,573,89,44,14,5,3,1005,5,7,72,198,10,11,3,0,0,305,0,0,0,6,0,5,10,8,3,34,32,162,213,352,153,79,43,23,3,1066,0,0,0,0,0,0,5,0,0,9,95,284,490,1524,272,93,19,3,0,2784
SED10044,0,3,0,10,22,73,94,116,42,364,9,56,79,425,191,231,140,29,5,1164,39,107,62,1154,157,100,68,42,17,1743,0,12,26,203,56,35,46,7,7,388,5,8,21,413,91,103,56,36,11,752,0,0,3,3,12,12,4,3,0,40,3,18,17,197,98,50,43,17,16,461,3,9,15,122,85,137,236,212,98,909,19,42,40,344,127,43,36,11,0,664,6,37,64,445,131,68,67,34,9,853,0,0,0,56,75,58,43,31,10,277,4,18,41,364,148,155,118,34,10,883,0,0,0,9,4,18,29,11,6,88,0,0,3,15,14,16,7,4,0,54,0,0,0,18,7,3,12,4,0,50,0,12,111,380,10,8,0,0,0,522,0,14,5,32,24,12,38,23,11,162,26,53,111,480,321,265,156,60,16,1491,0,0,3,16,21,14,10,3,0,71,7,7,12,71,17,7,3,0,0,118
SED10045,0,0,0,0,4,3,3,4,0,13,0,0,3,7,10,8,3,0,0,29,0,18,11,98,30,28,33,8,6,237,0,0,3,29,3,6,9,4,0,58,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,3,0,3,5,28,14,11,20,10,3,93,0,3,4,19,7,22,44,77,56,230,0,9,6,31,13,6,0,0,0,64,0,0,3,21,0,6,0,0,0,35,0,0,0,0,4,3,0,3,0,7,0,0,9,13,24,18,3,6,0,65,0,0,0,0,0,12,4,0,0,16,0,0,0,6,0,4,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,9,0,0,5,23,24,45,72,43,11,224,3,29,47,216,250,324,161,32,15,1070,0,0,0,3,7,3,9,7,4,31,0,4,0,20,0,4,3,0,0,31
SED10046,0,9,17,28,32,43,56,54,11,259,0,3,20,56,16,18,4,0,4,117,59,237,186,1503,304,148,73,21,4,2540,3,16,23,109,46,30,24,6,0,254,3,40,84,253,85,70,34,13,3,585,38,449,827,2344,951,645,365,137,43,5795,0,17,3,5,8,7,9,8,0,56,0,4,16,46,138,155,248,166,62,840,0,4,7,19,7,0,3,3,3,39,0,0,3,48,4,10,8,3,0,82,14,29,88,744,440,348,179,50,17,1915,3,17,28,90,41,33,25,0,3,254,0,0,0,8,15,49,81,35,8,210,0,0,5,48,30,26,48,11,3,180,3,3,19,44,22,10,3,0,0,100,0,3,12,154,6,4,0,0,0,186,0,0,3,7,0,7,10,7,13,52,49,244,417,621,166,116,46,10,6,1675,0,0,0,3,0,14,8,6,5,28,8,65,75,280,80,31,6,3,0,548
SED10047,0,0,8,19,15,47,79,72,20,265,3,3,10,30,10,13,3,4,0,75,20,127,120,1458,173,139,78,33,8,2158,0,14,14,91,37,29,22,0,0,200,0,12,15,55,22,15,18,5,0,142,5,6,27,106,32,29,11,3,0,225,0,13,3,46,20,44,48,17,3,197,0,0,0,18,40,90,121,75,25,380,0,0,3,13,4,3,3,0,0,32,0,3,16,80,18,12,10,4,4,150,0,8,26,139,93,98,59,29,10,450,0,3,5,52,15,32,7,5,0,121,0,0,3,26,50,166,300,126,16,681,0,4,0,31,14,24,14,4,4,105,0,0,4,32,10,12,3,3,0,66,3,8,29,139,3,11,0,0,0,191,0,7,0,13,13,44,72,38,12,204,62,338,528,1172,338,239,94,23,5,2795,0,0,0,10,17,19,42,11,5,106,9,52,68,247,40,37,5,3,4,467
SED10048,0,7,3,20,26,53,57,37,6,216,0,3,12,46,43,41,15,11,0,171,57,290,343,1998,600,260,114,43,11,3716,0,11,25,192,70,48,30,3,0,387,0,6,14,30,20,8,0,3,0,86,0,26,72,172,84,33,13,9,0,404,4,13,3,33,17,24,48,12,11,167,0,0,12,15,53,88,107,80,23,376,0,11,6,14,6,7,0,3,0,52,0,3,7,60,9,10,12,3,0,105,3,6,14,260,217,136,69,23,8,730,0,5,19,46,41,54,42,13,3,226,0,0,4,3,14,39,67,31,6,154,0,3,10,57,55,66,55,26,10,289,0,0,0,13,13,3,0,0,0,34,3,73,106,731,60,43,13,0,0,1027,0,0,0,9,13,38,38,17,11,127,45,316,485,886,280,199,88,24,3,2337,0,0,0,8,10,27,35,6,0,83,19,86,88,397,123,54,18,3,3,798
SED10049,0,0,0,0,3,4,13,3,0,28,0,0,3,9,9,19,0,0,0,42,4,39,15,254,48,21,15,9,0,403,0,3,3,16,6,3,6,0,3,46,0,0,0,7,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,14,3,5,0,28,10,11,15,15,4,82,0,0,0,4,8,7,16,14,10,66,0,0,3,3,5,4,0,0,0,12,0,0,3,33,0,3,0,0,0,41,0,0,0,4,7,0,0,0,0,10,3,4,8,32,28,11,0,3,0,88,0,0,0,3,4,4,11,7,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,9,0,0,0,13,5,26,48,27,3,115,15,46,56,278,162,119,71,20,3,777,0,0,0,7,7,10,4,9,0,43,0,6,8,18,17,7,0,0,0,58
SED10050,0,3,0,14,11,14,25,42,21,134,14,49,42,80,36,45,21,10,3,290,12,26,41,220,59,31,31,8,3,434,0,8,17,54,22,32,7,0,0,147,0,3,0,63,26,14,10,5,5,117,0,4,7,12,6,3,0,3,0,39,7,27,11,304,122,59,41,27,11,615,0,19,31,183,49,81,107,111,48,624,7,18,25,123,65,16,13,3,3,273,0,8,24,150,38,22,15,5,0,268,0,0,0,24,16,5,3,4,0,53,0,5,10,57,42,35,31,9,5,184,0,0,0,6,3,3,0,3,0,22,0,0,0,4,4,0,3,0,0,20,0,0,0,3,0,0,0,0,0,3,0,3,27,119,0,0,0,0,0,156,8,31,10,125,82,36,46,28,23,385,21,88,145,1006,448,324,158,59,28,2277,0,0,0,58,21,17,26,7,0,140,0,0,3,13,0,4,0,0,0,15
SED10051,0,6,3,46,46,111,273,407,147,1035,12,21,142,278,152,176,85,30,5,909,12,29,74,336,90,77,86,40,14,758,11,45,247,722,273,196,124,45,20,1682,0,6,13,136,22,29,17,6,3,227,0,11,35,127,90,59,32,20,10,370,0,25,35,648,122,46,56,31,12,973,0,16,12,111,49,89,165,166,85,689,7,3,18,86,51,22,10,3,0,195,6,11,36,141,39,40,14,15,3,296,0,4,6,44,65,62,49,22,19,268,0,9,114,254,132,178,157,40,11,902,0,3,0,4,6,47,125,79,37,302,0,0,3,33,17,28,20,0,0,98,0,0,10,12,3,3,0,4,0,34,0,0,7,38,10,0,0,0,0,59,0,7,7,36,20,17,27,14,7,132,15,68,121,571,323,248,133,48,10,1530,0,0,0,41,27,11,26,12,4,120,3,6,22,55,10,11,3,0,0,111
