UCL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
UCL114021,19,39,12,36,17,9,4,5,0,139,32,30,26,86,33,21,6,12,0,256,92,34,384,186,112,76,100,120,18,1125,4,4,4,11,12,4,3,13,0,59,10,4,7,18,14,10,0,16,5,83,0,6,0,0,8,0,0,6,0,18,7,7,6,22,9,7,4,15,8,88,264,608,467,449,274,154,135,219,33,2600
UCL114022,17,20,0,17,11,6,3,0,0,79,20,12,15,35,21,5,0,11,3,124,30,25,164,125,59,38,33,75,6,549,8,5,0,8,7,11,0,11,0,47,7,4,4,7,16,7,3,5,0,51,4,6,0,0,0,0,0,0,0,9,10,0,5,11,8,4,5,11,7,57,123,287,201,237,131,76,46,118,21,1240
UCL114023,14,19,8,18,4,0,7,0,0,60,23,24,7,46,19,13,7,4,0,129,66,39,222,88,88,38,105,46,4,700,4,5,0,4,3,10,6,7,0,38,0,6,4,9,10,4,3,11,0,54,0,0,0,0,3,0,0,3,0,10,9,6,8,5,4,6,11,17,4,69,168,372,271,194,162,81,149,97,21,1508
UCL114024,18,33,10,26,18,8,5,8,0,120,42,40,19,58,42,10,7,9,0,235,118,64,366,163,168,74,189,103,15,1261,13,5,3,10,12,8,4,8,0,66,7,5,7,18,18,7,10,14,0,90,3,0,3,4,5,0,0,0,0,16,9,9,8,18,10,0,7,14,5,81,312,626,456,353,319,126,240,157,24,2611
UCL114025,15,41,15,28,14,0,0,5,0,119,35,47,28,79,45,8,5,12,0,254,91,35,306,105,84,43,35,69,14,776,6,4,3,10,7,5,0,4,0,29,8,4,12,10,14,5,0,3,0,54,3,5,0,0,3,0,0,5,0,17,0,7,6,8,6,0,0,4,5,40,298,673,391,313,240,82,43,116,34,2187
UCL114026,13,23,11,16,16,11,3,3,4,103,21,43,19,55,42,9,10,14,3,216,66,44,262,97,72,43,35,50,20,690,0,0,0,9,15,4,4,5,0,37,5,3,7,9,28,7,0,7,0,72,0,0,0,0,3,0,0,0,0,7,3,0,5,7,3,6,8,5,3,34,197,426,332,243,224,95,77,92,38,1728
UCL114027,16,29,3,20,14,8,0,0,0,91,28,17,23,30,29,14,9,5,0,158,60,23,204,85,59,44,35,51,19,574,0,0,7,6,7,7,0,5,0,30,10,7,3,13,9,7,3,4,0,56,0,0,0,0,0,0,0,0,0,12,6,3,3,9,5,3,4,0,7,32,195,298,270,193,168,102,53,83,26,1380
UCL114028,13,21,10,10,8,0,10,5,0,67,21,17,17,32,24,6,12,18,0,155,48,18,252,73,70,38,121,82,12,710,7,0,0,9,0,4,0,10,0,37,0,0,0,8,12,0,3,7,0,42,0,0,4,0,0,0,5,4,0,15,7,7,13,5,0,3,9,13,3,57,149,325,314,165,150,72,164,175,16,1521
UCL114029,24,23,5,31,17,6,3,0,0,98,47,30,13,45,45,13,6,0,0,197,100,36,369,77,130,45,97,65,16,936,6,0,0,0,23,11,9,4,0,53,8,7,4,12,17,7,9,5,0,63,3,0,0,0,3,0,0,0,0,16,3,4,0,8,9,0,3,5,3,41,258,342,407,206,289,85,136,90,25,1836
UCL114030,14,14,3,23,15,3,0,6,0,69,25,25,3,36,13,3,0,6,0,112,54,27,170,97,63,42,32,63,16,564,0,0,0,4,6,0,5,9,0,33,3,0,0,9,3,11,0,7,0,47,0,0,0,0,0,0,0,0,0,5,10,10,3,5,6,6,5,6,0,43,160,280,196,212,133,81,39,112,19,1238
UCL114031,15,17,8,19,9,9,3,6,0,91,24,31,9,48,40,10,8,10,0,186,99,36,351,165,111,62,84,87,18,1007,3,0,0,8,0,11,0,7,0,33,10,0,8,14,12,9,6,11,0,67,0,7,0,0,5,0,0,0,0,15,7,6,5,5,13,0,5,6,3,52,197,298,392,306,223,109,104,131,30,1794
UCL114032,10,15,4,19,8,7,0,5,0,78,17,22,14,57,30,15,4,14,0,179,71,33,268,78,90,33,89,74,7,751,0,0,9,3,14,3,6,4,0,48,4,8,7,9,17,9,0,5,0,70,0,0,0,0,0,0,4,0,0,10,3,6,0,4,7,0,3,4,5,31,155,279,320,201,206,80,110,118,23,1487
UCL114033,14,18,0,13,14,0,6,5,0,72,15,20,13,46,17,5,5,11,0,138,85,49,304,116,73,43,86,73,15,833,7,0,4,3,8,7,6,19,0,60,6,6,6,12,16,4,3,6,0,50,0,0,4,0,0,0,0,0,0,4,3,4,6,5,7,3,7,12,7,61,200,377,340,251,161,80,121,156,29,1718
UCL114034,13,22,3,16,5,7,4,3,0,75,28,36,15,69,54,13,6,7,6,243,84,52,344,213,130,71,76,95,12,1070,4,3,9,9,16,12,9,15,0,79,12,5,4,23,16,16,3,9,0,94,3,0,0,4,8,0,0,0,0,16,6,0,3,10,4,0,7,13,9,64,180,337,393,404,266,135,104,158,30,2007
UCL114035,13,19,10,15,16,7,0,3,0,80,37,24,13,59,32,9,11,31,0,207,71,12,155,85,54,30,35,69,3,513,0,0,0,7,8,4,6,3,0,26,0,5,7,7,5,0,5,9,0,37,0,0,0,0,0,0,0,0,0,11,3,4,7,18,0,0,3,16,3,62,234,340,212,230,145,74,54,207,14,1508
UCL114036,13,19,10,13,18,4,4,4,0,84,21,27,19,58,17,10,0,5,0,164,70,23,180,83,56,53,25,72,12,557,5,4,3,11,13,3,0,8,0,47,8,6,6,7,11,3,0,13,0,57,4,3,7,5,0,0,0,0,0,16,10,4,0,6,9,4,9,8,8,54,209,416,237,215,162,88,35,131,23,1517
UCL114037,12,16,7,15,14,7,0,6,3,84,25,18,30,58,44,9,11,7,3,206,53,50,265,122,91,39,42,63,8,739,3,0,4,10,21,3,0,6,0,46,4,4,4,8,14,3,3,6,0,56,0,0,0,3,3,0,0,0,0,4,3,6,5,6,8,6,4,5,8,57,241,454,342,298,258,81,59,98,34,1872
UCL114038,14,18,5,21,17,3,3,3,0,82,31,17,19,66,26,13,3,22,0,194,83,34,269,144,94,77,45,84,14,842,5,0,5,10,16,15,0,13,0,54,9,3,4,13,10,3,3,6,3,64,8,0,0,0,0,0,0,0,0,14,8,8,6,9,4,8,0,11,9,60,200,390,330,313,198,127,61,167,30,1809
UCL115001,0,5,0,5,0,0,0,0,0,18,0,5,7,12,11,0,6,9,0,30,14,6,125,25,24,11,67,27,0,312,0,0,7,0,4,0,0,0,0,10,0,0,5,0,4,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,62,143,57,47,15,73,49,4,472
UCL115002,21,31,5,19,10,13,0,3,0,100,33,23,14,37,28,11,0,10,0,155,56,34,261,88,66,44,43,61,11,649,3,0,5,0,0,8,0,3,0,24,3,0,0,10,18,3,3,8,0,44,0,0,0,0,0,0,0,0,0,8,4,10,5,3,5,5,7,0,8,34,177,320,302,196,158,85,55,91,25,1418
UCL115003,7,8,0,12,9,0,0,0,0,40,20,17,10,33,24,0,8,8,0,120,40,22,171,42,63,24,46,31,12,465,0,0,0,0,4,6,0,3,0,18,4,0,4,0,7,0,0,9,0,33,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,4,23,124,202,202,107,134,41,60,50,18,941
UCL115004,8,7,4,9,0,0,6,4,0,29,10,5,0,11,6,0,0,14,0,60,12,6,57,26,16,10,11,20,0,168,4,0,0,0,0,0,0,3,0,3,4,5,0,4,9,0,0,0,0,20,3,0,0,0,0,0,0,11,0,12,4,0,0,0,0,0,0,7,0,16,73,128,62,71,47,22,14,78,4,514
UCL115005,0,4,0,9,0,0,0,0,0,14,6,4,0,5,4,0,0,0,0,27,15,10,26,17,12,3,17,18,0,112,0,0,0,0,6,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,15,31,46,38,39,20,7,13,23,0,233
UCL115006,13,20,3,11,12,4,0,0,0,57,19,10,7,10,7,12,0,4,0,70,23,12,54,22,17,14,10,19,3,166,4,0,0,0,3,0,0,0,0,6,4,4,4,3,3,4,0,0,0,24,0,5,0,0,0,0,0,0,0,9,3,3,4,0,5,0,0,0,4,27,139,327,84,63,70,46,10,38,10,800
UCL115007,9,15,3,16,4,0,3,3,0,49,15,12,7,32,27,9,6,4,4,105,49,26,188,52,54,27,73,42,8,518,4,0,0,3,5,6,7,4,0,37,9,0,0,6,8,0,4,5,4,33,0,0,0,0,0,0,0,0,0,3,4,3,9,3,3,0,4,5,3,30,121,183,217,119,120,52,93,67,26,999
UCL115008,6,0,0,3,0,0,0,7,0,12,8,0,4,6,5,0,0,0,0,24,8,4,38,6,9,5,13,14,4,102,0,0,0,0,4,6,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,0,3,4,0,0,5,0,11,28,62,44,29,24,10,17,28,6,238
UCL115009,5,10,3,10,8,3,0,0,0,39,15,10,8,6,8,0,0,0,0,53,37,11,67,36,23,5,18,29,3,223,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,4,0,5,0,5,0,6,0,0,0,7,0,15,81,89,85,68,54,20,21,52,8,475
UCL115010,0,6,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,13,10,4,25,11,0,4,7,13,0,74,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,23,35,25,29,8,13,11,16,0,168
UCL115011,3,8,4,10,5,0,6,0,0,31,9,5,6,11,13,0,3,6,0,43,20,12,71,39,26,13,19,19,0,232,5,0,0,0,5,5,0,0,0,11,4,0,0,5,4,4,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,51,96,83,74,50,31,28,33,4,439
UCL115012,6,0,0,3,3,0,0,4,0,17,0,3,0,10,4,0,0,4,0,21,12,0,15,18,4,0,17,24,3,86,0,0,0,5,4,0,0,4,0,9,0,0,0,0,3,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,27,25,18,42,23,9,20,46,0,199
UCL115013,9,8,6,10,7,0,0,0,0,45,6,15,9,26,11,5,0,8,0,77,31,18,137,95,45,25,29,82,7,462,0,3,3,9,0,10,0,8,0,36,0,3,6,8,5,4,0,5,0,24,0,0,0,4,0,0,0,6,0,6,0,4,6,0,3,0,0,6,9,32,78,279,176,185,101,57,40,125,8,1062
UCL115014,5,10,5,18,4,0,0,0,0,53,8,29,4,43,20,10,0,3,0,118,30,10,82,37,27,17,18,35,6,270,6,0,0,10,4,3,0,0,0,16,0,0,0,8,0,5,0,5,0,23,0,3,0,3,0,0,0,0,0,9,0,3,4,0,9,0,5,4,0,22,109,372,107,161,101,44,20,54,13,984
UCL115015,7,5,0,5,5,6,0,0,0,34,8,0,4,20,11,3,0,0,0,44,22,3,75,25,16,12,4,25,0,182,3,0,0,0,0,0,0,4,0,6,0,0,0,4,0,5,0,5,0,22,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,4,0,5,10,14,70,84,94,73,35,33,10,44,16,450
UCL115016,3,8,3,3,0,0,3,0,0,19,0,8,4,9,11,0,0,0,0,32,14,7,55,19,20,16,7,21,5,156,0,0,0,3,5,0,0,4,0,10,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,37,68,65,44,47,21,15,30,11,346
UCL115017,16,17,7,4,6,4,0,0,0,54,19,13,8,12,7,0,0,0,0,67,32,11,65,19,20,16,11,10,0,188,5,0,0,0,4,0,0,0,0,13,4,0,0,6,10,0,0,0,0,16,0,0,0,0,0,6,0,0,0,3,0,4,6,0,0,0,0,0,0,13,129,260,92,62,67,37,12,21,8,682
UCL115018,0,6,0,4,3,0,0,0,0,15,5,0,0,3,6,0,0,0,0,16,13,0,18,16,7,4,7,9,0,74,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,0,5,0,10,24,28,24,40,21,12,12,18,0,162
UCL115019,12,30,4,23,20,10,6,8,3,108,18,23,22,26,23,6,5,4,0,122,23,24,116,59,36,19,26,29,3,331,4,0,6,0,0,0,5,0,0,17,4,8,0,4,3,0,3,3,0,36,3,3,0,0,4,0,0,0,0,13,4,7,3,0,4,3,0,0,5,23,204,574,192,172,153,62,41,73,22,1489
UCL115020,0,4,0,3,0,0,0,5,0,25,10,11,4,25,9,3,3,3,0,76,27,25,136,74,43,26,61,54,6,445,0,0,0,4,11,4,0,4,0,27,0,0,4,5,10,0,10,3,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,4,0,17,62,128,158,135,89,42,84,80,13,788
UCL115021,3,0,0,0,0,0,0,0,0,11,0,0,0,10,3,3,0,0,0,25,23,8,29,16,14,4,23,12,4,133,0,0,0,0,0,0,3,0,0,13,0,0,0,0,7,4,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,9,44,55,35,39,34,11,37,27,5,280
UCL115022,12,18,5,12,9,4,0,3,0,58,12,18,12,21,26,8,3,5,0,99,39,13,108,70,39,28,17,33,4,349,0,0,0,8,7,4,0,4,0,25,0,0,0,11,3,9,0,3,0,31,3,0,0,0,3,0,0,0,0,14,0,7,4,8,0,0,0,0,0,22,110,254,132,149,98,55,24,51,9,895
UCL115023,5,0,4,3,0,5,0,0,0,16,6,0,6,8,4,0,0,4,0,27,19,3,46,24,11,7,4,22,0,140,0,0,3,0,0,6,0,0,0,15,0,0,4,0,4,4,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,4,19,47,62,59,48,38,17,17,28,3,322
UCL115024,9,0,0,26,0,0,0,0,0,33,10,5,3,13,7,0,0,0,0,44,12,9,35,19,14,4,11,7,0,116,0,0,0,0,0,0,0,4,0,12,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,3,3,21,42,112,51,86,34,12,11,19,12,378
UCL115025,9,4,3,4,7,0,0,0,0,37,12,6,11,18,3,0,0,4,0,64,31,12,100,28,33,11,21,12,0,241,4,4,0,5,4,3,0,0,0,16,0,0,5,0,5,5,0,0,0,13,0,0,5,0,6,0,0,0,0,7,0,0,3,0,5,0,0,5,0,11,78,160,131,76,63,28,29,24,7,588
UCL115026,6,3,0,5,0,0,3,0,0,26,6,4,6,4,3,0,3,7,0,37,14,12,42,15,12,3,18,11,0,130,0,0,0,0,3,0,0,0,0,4,0,5,0,6,0,3,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,63,115,77,39,48,15,27,29,6,415
UCL115027,10,7,4,3,3,0,0,0,0,38,13,7,17,32,23,10,12,0,0,104,39,17,223,46,58,13,93,33,9,536,0,0,7,0,0,0,0,5,0,26,0,0,3,9,5,4,10,5,0,29,0,3,0,0,0,0,0,0,0,3,3,0,3,0,4,0,0,0,0,19,94,154,255,114,111,36,126,49,18,956
UCL115028,5,17,0,3,7,5,3,7,4,55,9,6,10,18,7,4,0,4,5,63,37,9,92,34,28,10,14,16,3,242,0,0,0,3,6,0,0,7,0,23,0,3,7,4,4,0,4,0,0,21,0,0,0,0,0,0,0,3,0,8,0,0,0,4,0,4,0,5,0,14,119,271,121,101,83,30,17,43,14,805
UCL115029,6,8,0,9,0,5,0,5,0,35,10,6,3,13,8,9,0,6,0,52,19,5,62,16,17,14,13,15,0,154,0,0,0,0,3,5,0,0,0,8,6,3,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,14,82,157,83,77,47,44,12,36,11,543
UCL115030,0,0,0,0,0,0,4,0,0,13,0,4,6,7,4,0,3,0,0,18,3,4,30,11,10,10,8,16,0,93,0,0,0,3,0,4,0,0,0,10,0,4,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,9,33,34,31,21,13,20,25,3,199
UCL115031,8,8,3,14,11,4,9,0,0,48,11,10,3,16,12,9,0,3,0,61,22,13,107,28,24,11,9,17,6,234,0,0,0,3,4,0,0,4,0,20,4,0,4,9,6,0,3,0,0,29,0,0,0,0,0,0,0,0,0,3,4,10,3,5,0,0,0,0,4,27,112,218,140,85,90,36,23,35,19,761
UCL115032,15,12,4,8,8,3,0,4,0,56,17,12,3,17,7,6,0,0,0,64,34,15,86,20,17,13,8,16,0,211,0,0,3,3,0,0,0,0,0,14,7,0,0,5,5,0,0,3,0,24,0,6,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,11,130,252,101,72,81,31,13,35,9,717
UCL115033,42,32,8,21,21,3,0,4,0,126,45,38,25,32,48,11,0,3,7,213,65,47,192,42,72,17,24,21,8,499,3,0,0,0,7,4,0,4,0,21,3,5,3,0,7,5,0,0,0,34,4,4,0,0,0,0,0,0,0,7,0,7,0,6,0,0,6,0,3,31,347,499,250,147,223,45,41,38,30,1621
UCL115034,3,4,4,6,0,0,0,0,0,21,9,12,4,9,9,4,4,4,0,53,28,21,119,36,36,9,35,26,3,316,4,0,5,0,6,0,0,0,0,12,0,0,0,5,0,5,3,9,0,14,0,0,0,0,0,0,0,0,0,3,0,5,0,4,3,5,0,0,5,25,62,95,136,66,69,30,44,40,9,553
UCL115035,13,16,4,22,12,0,4,0,0,76,27,28,10,50,32,4,5,4,6,171,79,38,198,87,82,42,49,47,4,620,6,0,0,7,9,0,0,8,0,30,4,5,4,3,7,3,4,0,0,32,0,5,0,0,0,0,0,0,0,6,4,4,5,4,7,0,0,0,0,20,181,389,241,202,179,67,63,68,12,1399
UCL115036,16,18,5,15,7,0,0,0,0,60,17,17,13,22,7,4,3,3,0,91,41,24,108,61,32,27,21,44,0,359,3,0,0,5,5,3,4,0,0,12,5,4,0,4,0,4,0,6,0,25,0,0,0,0,5,0,0,0,0,7,3,0,0,6,0,0,0,0,0,13,133,234,143,126,90,49,26,59,8,864
UCL115037,6,12,3,3,9,4,0,0,0,38,8,13,5,11,12,9,0,0,0,52,20,6,42,28,24,10,7,10,0,140,3,0,0,5,0,3,0,0,0,8,0,3,0,0,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,72,156,56,60,59,25,13,18,5,458
UCL115038,3,6,0,7,0,3,0,0,0,14,0,9,3,14,3,0,4,0,0,29,19,5,47,23,13,12,14,19,4,152,0,0,0,0,3,0,0,4,0,15,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,0,15,37,75,59,55,30,18,19,32,3,326
UCL115039,8,4,3,10,0,0,0,0,0,26,16,3,10,14,26,0,3,3,0,79,38,20,209,31,42,18,86,28,11,472,3,0,0,0,5,7,5,5,0,20,7,0,0,3,5,3,4,7,0,20,0,0,0,6,5,0,0,0,0,8,3,3,4,5,3,0,11,0,0,40,98,180,239,85,97,32,114,52,14,909
UCL115040,8,4,0,4,9,0,0,6,0,32,8,7,6,23,14,3,0,4,0,64,27,13,98,37,28,17,29,31,0,280,4,0,3,0,3,0,0,0,0,18,9,3,3,3,3,6,4,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,73,92,119,93,67,30,34,48,9,555
UCL115041,0,3,3,8,6,0,3,0,0,19,12,4,7,13,9,7,0,3,0,51,29,13,73,40,18,14,44,17,6,257,0,0,0,4,0,0,0,0,0,14,3,0,0,0,0,5,0,4,5,23,0,0,0,0,0,0,3,0,0,4,5,0,9,4,7,0,9,4,3,36,77,110,101,101,54,32,66,25,6,566
UCL115042,5,9,0,8,3,0,3,0,0,23,3,8,0,20,9,6,0,0,0,44,32,11,53,42,25,9,16,15,0,206,0,0,0,4,0,0,6,0,0,10,0,0,3,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,4,3,0,4,0,0,0,6,16,76,124,66,93,62,23,27,25,8,494
UCL115043,9,12,0,5,0,0,0,0,0,30,0,3,0,17,9,0,0,0,3,45,26,8,44,43,24,15,23,41,3,220,0,0,0,0,0,4,0,3,0,17,4,0,0,4,0,4,0,4,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,6,0,11,54,114,49,90,53,35,28,58,8,480
UCL115044,6,8,0,4,0,0,0,0,0,23,8,7,0,9,10,0,0,0,0,37,19,15,47,29,32,10,14,32,0,202,0,0,0,6,4,0,0,5,0,16,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,5,0,4,4,0,3,0,3,9,22,53,109,58,79,61,16,16,41,15,448
UCL115045,0,4,0,3,0,0,0,0,0,12,3,4,0,7,5,4,3,3,0,30,11,7,40,26,12,5,8,20,0,128,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,4,0,6,0,0,0,3,0,0,0,0,0,9,17,33,43,49,22,6,10,30,8,228
UCL115046,4,4,0,4,6,3,0,0,0,20,13,10,10,17,9,11,0,3,0,71,26,12,63,39,24,16,8,23,0,204,0,0,0,5,9,0,3,3,0,16,0,0,3,6,3,0,0,3,0,12,0,0,0,0,0,5,0,0,0,4,0,5,0,3,3,4,0,7,7,30,70,136,84,87,58,32,8,47,8,528
UCL115047,0,7,3,8,0,0,0,0,0,21,7,3,4,15,9,4,0,8,0,57,21,6,83,46,23,17,17,27,0,243,0,0,0,4,0,3,0,0,0,11,0,0,0,0,4,4,0,0,0,14,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,0,0,0,12,48,102,94,80,46,34,19,41,6,481
UCL115048,0,20,0,13,9,4,5,0,0,52,19,26,10,38,10,6,0,3,0,120,38,32,148,65,45,29,22,36,4,420,0,0,0,0,3,3,0,0,0,20,4,0,0,10,5,6,3,3,0,35,0,0,0,0,0,0,0,0,0,4,0,5,3,6,0,5,0,0,0,18,114,266,170,155,110,57,32,49,9,960
UCL115049,0,3,0,0,0,0,0,3,0,12,5,6,5,3,3,0,0,6,0,29,11,0,48,24,15,8,17,11,5,131,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,9,23,60,51,38,23,12,21,22,5,249
UCL115050,3,16,3,6,9,0,0,0,0,34,11,10,11,26,17,6,0,4,4,90,31,5,98,22,43,24,15,25,5,264,6,0,0,0,6,0,0,0,0,4,3,7,0,0,5,7,0,0,0,27,0,0,3,0,0,0,0,0,0,7,0,3,0,0,0,0,3,5,0,15,96,204,127,99,111,50,24,38,8,763
UCL115051,7,5,3,4,0,0,0,0,0,18,6,11,4,18,9,0,0,0,0,58,19,3,69,35,14,13,14,20,3,200,0,0,0,0,3,0,0,0,0,8,0,5,0,4,5,9,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,52,125,93,85,52,28,16,34,6,480
UCL115052,5,3,0,7,0,0,3,0,0,19,5,3,3,10,6,0,9,0,0,37,17,7,110,33,16,15,54,15,3,264,0,0,0,0,0,3,0,0,0,6,0,0,5,0,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,3,0,21,40,57,124,66,28,27,74,24,3,445
UCL115053,7,3,0,8,0,0,0,0,0,20,0,0,0,3,3,0,0,0,0,11,13,3,31,12,18,3,12,12,0,102,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,10,0,0,4,0,0,0,0,0,5,7,25,56,38,34,32,16,10,24,5,233
UCL115054,7,4,0,6,6,0,0,0,0,25,6,5,9,15,7,0,0,0,0,48,14,6,75,12,21,7,12,12,4,165,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,53,79,84,45,50,15,21,12,7,363
UCL115055,0,6,4,6,4,0,0,7,0,23,12,7,0,17,6,3,4,3,0,52,37,3,101,48,20,18,27,33,5,287,0,0,4,0,0,0,0,9,0,16,0,0,4,11,6,0,3,0,0,24,0,4,0,0,0,0,0,0,0,9,0,0,3,3,4,0,5,4,0,19,59,97,113,92,47,34,36,51,3,533
UCL115056,8,9,6,15,5,3,0,0,0,52,6,10,3,19,12,3,0,3,0,56,36,16,104,62,25,20,28,51,3,343,0,0,0,3,0,3,3,3,0,18,3,0,0,4,6,0,0,8,0,27,0,0,0,0,0,0,0,0,0,6,0,3,6,5,3,0,3,6,4,27,77,111,130,132,70,35,42,83,11,689
UCL115057,3,15,0,11,5,0,0,0,0,39,11,10,8,22,14,0,0,3,0,74,39,9,88,53,43,19,16,34,8,302,0,5,0,0,7,4,0,9,0,27,4,0,0,7,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,3,7,6,4,0,0,3,0,0,0,25,96,199,96,124,83,39,29,62,12,746
UCL115058,0,7,0,3,3,0,0,0,0,19,7,7,4,6,6,0,0,3,0,35,14,4,49,26,12,10,6,9,5,134,0,0,0,0,3,3,0,0,0,5,3,0,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,0,0,3,3,12,44,82,58,59,27,18,14,14,6,323
