UCL_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL112008,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,12,0,4,4,41,21,19,13,3,0,107,0,0,0,0,0,3,8,4,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,42,28,7,103,0,0,0,0,0,0,3,0,0,11,3,3,3,8,6,7,21,10,4,60,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,0,0,0,16,13,4,4,0,0,33,0,0,0,0,0,0,4,0,0,3,0,3,0,6,9,5,14,5,0,41,0,0,5,8,3,8,0,0,0,18,0,0,0,5,0,0,8,7,0,24,0,0,0,0,0,0,0,0,0,4,0,0,8,32,17,33,46,57,21,207,32,102,77,194,133,195,268,239,107,1350,680,1776,1564,3114,2079,2986,4089,2919,1343,20554
UCL112009,0,3,0,29,0,0,0,0,0,26,0,0,0,0,4,9,0,0,0,11,0,11,13,85,23,13,18,0,0,176,0,0,0,0,0,0,7,3,0,15,0,0,0,3,3,0,4,0,0,8,0,0,0,9,10,18,14,16,4,64,0,0,0,0,0,0,0,0,0,10,0,4,0,17,3,0,3,0,0,35,0,0,0,5,5,0,0,0,0,18,0,0,0,7,0,0,0,0,0,13,0,0,9,15,15,3,0,0,0,44,0,0,0,0,3,0,0,0,0,8,0,6,9,7,9,11,8,0,0,46,0,0,4,16,4,0,0,0,0,27,0,3,0,0,0,3,8,3,0,15,0,0,0,9,0,4,0,0,0,16,0,7,35,125,31,38,37,22,11,304,67,198,153,360,156,154,162,114,68,1434,1431,2952,2648,6158,2837,2945,2616,1661,717,23963
UCL112010,0,14,32,77,29,9,5,0,0,172,0,0,0,3,5,0,0,0,0,12,11,34,32,187,46,40,18,4,0,366,0,0,0,0,0,0,0,0,0,4,0,14,38,34,38,30,13,3,0,166,0,4,0,8,3,3,6,4,0,27,0,0,0,0,0,0,0,0,0,3,5,11,16,31,22,8,3,0,0,104,0,6,3,14,3,3,3,0,0,37,5,0,10,109,0,0,0,0,0,120,0,0,0,11,5,4,4,0,0,29,0,0,5,22,22,17,5,0,0,74,0,5,3,6,6,7,0,0,0,27,0,0,4,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,3,6,12,9,10,5,0,0,39,0,12,39,175,73,77,33,24,7,433,75,165,126,377,161,130,132,118,85,1367,1388,2621,2423,6051,2512,2327,1745,1131,596,20799
UCL112011,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,13,16,52,13,15,8,4,0,126,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,3,0,3,14,4,19,17,12,4,74,0,0,0,0,0,0,0,0,0,3,0,6,0,10,13,3,0,3,0,31,0,0,0,6,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,5,13,10,0,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,10,0,0,0,24,0,0,0,9,3,0,0,0,0,14,0,0,0,0,0,8,6,0,0,10,0,0,0,4,0,0,0,0,0,8,0,0,5,25,8,14,18,6,0,86,57,125,100,236,107,114,105,70,24,942,1500,2764,2468,5558,2341,2272,1912,876,322,20015
UCL112012,0,0,3,12,3,0,5,0,0,29,0,0,0,7,10,4,0,0,0,23,0,12,9,61,28,29,21,4,0,172,0,0,0,4,0,0,5,0,0,9,0,0,0,5,0,0,0,0,0,4,0,4,5,9,10,20,10,7,7,62,0,0,5,0,7,3,0,0,0,18,0,3,4,29,13,13,8,10,0,82,0,4,0,15,0,0,4,0,0,26,0,0,0,8,0,0,0,0,0,16,6,0,7,16,14,3,3,0,0,44,0,0,0,5,0,0,0,0,0,5,0,5,6,26,14,14,20,12,3,97,0,5,4,29,4,3,0,0,0,54,0,0,0,6,0,6,5,0,0,13,0,0,0,8,0,9,7,0,0,21,4,19,20,107,39,42,38,16,10,292,93,233,267,484,206,204,161,123,101,1879,1444,3350,3375,6764,3468,3714,3158,1805,837,27916
UCL112013,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,17,0,0,3,0,0,28,9,27,34,48,38,27,23,17,3,223,177,337,286,612,311,304,244,110,32,2400
UCL112014,0,0,0,0,0,0,4,0,0,0,0,0,4,6,11,12,12,4,0,45,0,3,15,39,19,22,10,4,0,111,0,0,0,4,3,6,7,3,3,27,0,0,3,14,9,0,6,0,0,31,0,0,5,7,9,24,17,17,17,96,0,0,0,3,0,0,5,0,0,8,0,9,15,34,25,26,18,19,0,148,0,0,0,6,4,5,0,0,0,12,0,0,0,6,0,0,0,0,0,6,0,4,0,16,8,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,3,11,17,15,10,15,4,0,85,0,0,0,3,6,0,0,0,0,9,0,0,0,0,0,4,4,0,3,16,0,3,4,17,8,4,4,5,0,46,0,12,27,57,54,60,52,50,26,341,38,78,79,181,83,97,125,107,52,839,1300,2591,2423,4896,2419,2746,2745,2095,938,22150
UCL112015,0,11,3,28,0,0,0,0,0,47,0,0,0,4,3,9,0,0,0,18,4,24,18,135,42,40,29,3,0,292,0,0,0,4,0,3,7,6,3,25,0,0,0,4,4,0,0,0,0,7,0,3,0,13,10,23,35,28,15,131,0,0,0,4,6,0,0,0,0,11,0,0,12,26,16,8,15,12,3,85,0,4,0,27,7,5,0,0,0,51,0,0,0,6,4,0,0,0,0,8,3,3,6,57,16,13,3,0,0,100,0,0,0,0,0,0,0,0,0,6,0,8,19,27,12,7,9,4,0,98,0,0,7,24,13,0,4,0,0,46,0,0,0,0,4,10,9,15,0,34,0,0,0,6,4,0,0,0,0,9,4,20,11,94,42,63,87,65,20,403,169,376,291,643,293,248,195,142,72,2441,2184,4347,3785,8769,3761,3808,3641,2302,986,33583
UCL112016,4,9,3,59,8,0,5,0,0,81,0,0,0,0,11,3,5,0,0,22,0,25,25,129,55,39,24,6,0,298,0,0,0,0,4,0,5,7,10,31,0,0,0,8,3,0,0,0,0,10,0,9,5,18,8,9,21,10,4,80,4,3,3,8,8,0,0,0,0,28,0,19,18,62,40,13,22,0,0,178,0,14,4,28,5,6,0,0,0,65,0,0,0,5,3,0,0,0,0,14,0,4,8,41,16,6,4,0,0,87,0,0,0,4,6,0,0,0,0,8,0,4,5,39,3,17,13,0,0,89,0,0,4,28,13,0,0,0,0,44,0,0,0,0,3,0,0,5,0,19,0,12,13,40,31,12,5,0,0,106,0,30,33,174,58,54,56,33,25,474,134,286,247,595,249,218,228,178,152,2290,2874,5826,4728,10695,4635,4229,3779,2342,1020,40127
UCL112017,0,5,0,18,0,0,0,0,0,30,0,0,0,6,11,5,6,0,0,27,0,12,24,135,46,39,24,8,0,293,0,0,3,9,4,5,9,7,8,39,0,0,0,4,0,0,0,0,0,7,0,5,4,19,20,42,66,68,18,251,0,3,3,10,3,6,4,7,0,29,0,5,24,68,43,37,46,30,4,262,0,3,5,24,11,0,5,5,0,53,0,0,0,3,0,0,0,0,0,13,0,4,3,37,18,10,6,0,0,75,0,0,0,9,0,3,0,4,0,15,0,10,22,43,24,26,28,16,3,174,0,3,3,33,13,5,5,0,0,61,0,3,4,8,8,5,13,9,0,62,0,0,0,17,11,12,12,5,0,53,10,27,42,137,101,86,118,109,33,663,78,190,206,435,231,287,321,334,208,2290,2044,5403,5111,9437,5747,6256,6739,4897,2147,47793
UCL112018,0,6,10,46,0,0,0,0,0,65,0,0,0,3,6,5,3,0,0,19,7,56,81,206,76,30,17,0,0,474,0,0,0,0,0,0,7,3,0,11,0,0,0,3,0,0,0,0,0,4,0,11,3,11,9,15,13,15,6,69,0,0,0,0,0,3,8,0,0,15,0,8,10,29,16,4,9,0,0,73,0,3,0,13,8,8,0,0,0,35,0,0,8,142,0,0,0,0,0,153,0,11,9,31,10,7,0,0,0,62,0,0,0,0,0,0,0,0,0,0,4,0,0,22,6,11,8,7,0,66,7,63,29,214,17,5,0,0,0,335,0,0,0,0,0,0,0,4,3,9,0,4,0,8,4,9,0,0,0,28,5,11,9,100,18,23,17,14,13,215,139,407,369,710,296,262,261,258,170,2879,2222,4835,4369,9226,3799,3938,3438,2464,1116,35415
UCL112019,0,13,4,42,8,5,3,0,0,73,0,0,0,3,9,5,0,0,0,24,3,32,40,170,48,29,12,0,0,340,0,0,0,7,0,0,0,4,0,15,0,0,3,19,0,5,0,0,0,30,0,0,3,10,14,19,22,11,0,90,0,3,4,7,8,4,5,0,0,25,0,5,24,55,25,19,15,7,3,152,0,8,9,57,24,8,0,0,0,106,0,0,0,19,0,3,0,0,0,27,0,5,9,35,9,0,0,0,0,69,14,13,0,0,0,0,0,0,0,28,5,7,13,25,21,7,10,0,0,91,0,9,3,33,3,6,0,0,0,59,0,0,3,0,4,3,3,0,0,19,0,8,5,18,16,8,0,0,0,51,15,63,59,252,73,45,57,42,10,621,143,319,311,667,292,257,269,211,126,2599,3239,6636,6532,12944,5648,5667,4856,2884,1283,49686
UCL113001,0,0,0,0,0,0,0,0,0,4,0,0,0,4,10,6,0,0,0,12,0,13,11,38,13,13,8,8,0,97,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,4,7,11,18,17,10,69,0,0,0,0,0,4,0,0,0,4,0,5,4,19,5,11,12,16,0,76,0,0,0,6,0,0,4,5,0,9,0,0,0,5,0,0,0,0,0,4,0,3,6,27,16,9,3,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,7,24,12,8,16,3,0,83,0,0,0,5,8,0,0,0,0,17,0,0,0,0,0,3,10,3,8,26,0,0,0,0,0,3,0,0,0,10,9,5,3,69,27,24,31,33,20,206,43,105,94,217,133,144,214,175,194,1320,765,1686,1544,3503,2090,2503,3140,2114,1190,18532
UCL113002,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,3,7,32,15,8,7,0,0,68,0,0,0,0,4,0,5,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,19,17,12,64,0,0,0,0,0,3,0,0,0,9,0,0,0,8,11,6,11,3,0,45,0,0,0,3,3,0,0,0,0,11,0,0,0,5,0,0,0,0,0,3,0,0,0,11,4,6,0,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,3,4,3,4,12,4,0,26,0,0,0,5,5,0,3,0,0,16,0,0,0,3,0,9,4,3,0,16,0,0,0,4,0,0,0,0,0,3,0,3,0,23,17,27,48,50,20,192,45,108,96,192,136,140,171,132,70,1083,521,1231,1044,2166,1427,1834,2141,1348,553,12263
UCL113003,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,3,21,25,80,27,19,18,5,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,17,0,0,0,6,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,6,8,0,7,0,0,0,27,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,6,0,0,0,4,0,0,0,0,0,3,0,4,6,21,10,10,12,15,3,73,71,184,181,357,174,164,170,141,124,1561,962,2011,1856,4036,1996,2546,2196,1272,590,17456
UCL113004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,6,20,0,3,0,0,0,36,0,0,0,7,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,8,8,3,40,0,0,0,3,0,0,0,0,0,4,0,0,3,26,8,12,13,5,0,72,0,0,0,3,0,0,0,0,0,8,0,0,0,8,0,5,0,0,0,11,0,3,3,10,7,8,7,0,0,38,0,0,0,10,0,0,0,0,0,9,6,10,9,64,22,16,25,10,0,163,0,0,0,3,0,5,0,0,0,13,0,0,3,8,5,0,4,0,0,21,0,0,0,0,4,6,3,0,0,14,3,12,35,440,55,29,24,12,5,608,37,70,101,342,112,99,72,39,21,892,452,963,937,3712,1336,1330,1161,469,168,10538
UCL113005,0,0,0,4,0,0,0,0,0,5,0,0,0,0,4,6,0,0,0,16,5,4,0,28,9,19,9,0,0,71,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,10,16,0,40,0,0,0,0,3,0,0,0,0,4,0,0,0,4,4,0,3,5,0,23,0,0,0,3,3,4,0,3,0,20,0,0,0,3,0,0,0,0,0,3,0,0,3,8,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,5,0,0,27,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,10,0,3,4,31,16,12,10,13,6,106,63,143,144,309,148,130,133,93,57,1223,999,2236,1973,3748,1933,2121,2006,1427,708,17155
UCL113006,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,6,4,7,37,15,13,6,5,0,84,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,3,0,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,11,0,0,5,10,6,0,0,0,0,21,0,0,0,0,0,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,14,7,8,8,5,4,56,81,161,156,280,133,136,108,86,33,1167,621,1420,1407,2700,1220,1360,1250,796,297,11073
UCL113007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,14,0,0,0,8,5,8,9,0,0,36,0,0,0,0,0,9,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,5,6,8,27,39,25,10,121,0,8,0,0,0,0,6,0,0,13,0,9,7,22,7,17,10,8,3,88,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,29,0,0,0,0,0,0,0,3,0,3,10,7,5,19,18,9,16,3,0,93,0,0,3,10,4,0,0,0,0,17,0,0,0,3,0,0,3,4,3,23,0,0,0,3,4,6,0,0,0,17,0,8,17,38,39,42,52,48,21,263,21,45,50,115,74,78,87,69,27,566,727,1705,1371,2961,1735,2173,2314,1261,519,14761
UCL113008,0,0,0,7,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,8,0,0,10,27,17,16,8,0,0,82,0,0,0,0,4,3,3,4,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,18,21,4,60,0,0,0,0,0,0,3,0,0,6,0,0,3,0,6,3,3,0,0,19,0,0,0,4,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,15,7,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,4,0,19,0,0,0,13,8,6,0,0,0,22,0,0,0,0,0,6,3,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,4,22,16,22,27,18,8,114,34,101,71,196,102,102,97,90,39,835,528,1307,1115,2380,1338,1576,1520,1047,382,11197
UCL113009,0,3,0,0,0,0,0,0,0,8,0,0,0,0,3,3,0,0,0,9,0,0,0,13,4,0,3,0,0,33,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,6,6,4,0,33,0,0,0,0,3,0,0,0,0,4,0,5,10,20,10,3,0,4,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4,9,6,13,0,0,0,0,0,31,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,6,0,0,4,0,0,0,0,3,4,0,0,0,7,0,0,5,15,7,10,14,19,0,76,11,26,33,58,32,22,27,17,0,226,674,1650,1215,2488,1380,1200,916,435,70,10019
UCL113010,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,7,22,11,11,3,0,0,62,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,7,0,21,0,0,0,0,0,0,0,0,0,3,0,3,0,18,10,5,0,0,0,34,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,3,9,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,5,3,0,25,0,0,3,8,3,3,0,0,0,15,0,0,0,6,3,0,0,3,0,10,3,0,0,8,0,4,0,0,0,13,3,3,3,26,10,16,14,12,7,91,35,85,54,172,69,77,69,49,40,640,852,1613,1261,3147,1305,1241,1044,763,340,11563
UCL113011,0,0,0,6,0,0,0,0,0,12,0,0,0,5,0,3,0,0,0,7,3,14,8,52,23,9,4,0,0,111,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,7,8,13,4,4,0,0,34,0,0,0,9,3,0,0,0,0,11,0,0,0,5,0,0,0,0,0,5,3,0,3,24,7,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,4,3,4,7,0,0,0,0,16,0,14,5,35,14,18,12,7,3,110,24,112,86,200,93,73,64,41,22,715,721,1655,1321,2920,1364,1295,971,485,175,10901
UCL113012,0,0,0,0,0,0,0,0,0,6,0,0,0,4,11,0,0,0,0,20,5,4,10,37,10,7,11,0,0,91,0,0,0,6,0,7,7,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,12,33,30,13,106,0,6,0,0,5,0,0,0,0,14,0,3,0,21,9,12,20,11,3,84,0,0,0,4,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,7,0,3,7,27,21,3,0,0,0,54,0,0,0,6,5,0,5,3,0,15,4,0,9,15,12,13,12,9,0,76,0,0,0,9,0,0,0,0,0,12,0,3,0,13,7,9,9,11,0,50,0,0,0,0,0,3,3,0,0,8,0,6,8,41,28,49,55,39,13,243,13,49,70,113,62,90,109,94,38,631,508,1494,1356,2495,1770,2273,2533,1597,575,14593
UCL113013,0,0,0,13,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,6,6,32,13,16,5,0,0,86,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,6,0,0,0,12,4,0,0,0,5,7,15,5,0,35,0,0,0,4,0,0,0,0,0,6,0,0,3,7,9,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,5,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,6,3,13,3,0,4,0,0,24,4,5,0,15,0,0,0,0,0,19,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,9,15,30,12,17,23,10,0,123,34,139,60,234,102,108,87,66,22,846,809,2037,1786,3556,1720,1727,1414,770,252,14081
UCL113014,0,0,0,0,0,0,3,0,0,4,0,0,0,8,8,0,0,0,0,12,0,21,15,76,33,13,14,0,0,177,0,0,0,5,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,14,5,0,33,0,0,0,0,0,0,0,0,0,4,0,13,7,41,26,3,0,4,0,91,0,0,0,8,0,0,0,0,0,9,0,0,0,12,0,0,0,0,0,7,0,7,3,17,10,0,5,0,0,45,0,0,0,5,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,11,0,6,3,19,10,5,0,0,0,29,0,0,0,0,4,3,0,0,0,10,0,0,4,4,6,0,0,0,0,12,0,6,6,38,11,6,11,9,4,92,33,82,73,186,76,89,64,46,20,667,973,2115,1688,3955,1803,1604,1156,650,291,14229
UCL113015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,31,9,10,0,6,0,66,0,0,0,0,0,6,16,0,4,23,0,0,0,5,0,0,0,0,0,5,0,0,0,0,3,15,15,12,3,53,0,0,0,0,0,0,5,0,0,11,0,0,0,7,3,4,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,4,7,6,0,32,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,9,3,0,13,0,0,0,0,0,0,5,0,0,6,0,4,4,17,12,24,49,42,15,157,32,77,73,163,80,93,109,72,26,715,560,1168,1079,2195,1241,1522,1834,1085,315,11000
UCL113016,0,0,3,13,0,0,0,0,0,21,0,0,0,4,7,0,0,0,0,17,0,3,11,64,19,25,12,8,0,150,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,13,8,9,37,0,0,0,5,0,4,0,0,0,7,0,0,3,3,6,0,6,4,5,30,0,0,0,3,0,7,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,4,0,15,4,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,6,3,5,7,6,0,5,34,0,6,0,8,0,0,0,0,0,22,0,0,0,0,0,4,0,3,0,5,0,0,0,0,6,3,3,0,0,10,0,13,3,22,15,20,30,29,9,142,68,227,149,343,160,178,190,175,90,1582,948,2286,1959,3760,1934,2286,2289,1790,861,18110
UCL113017,0,0,0,7,0,0,0,0,0,6,0,0,0,0,3,7,5,0,0,8,0,4,3,20,15,10,7,3,0,66,0,0,0,0,0,0,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,21,29,26,7,87,0,0,0,0,4,0,0,0,0,5,0,3,0,9,9,12,9,14,0,54,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,3,9,8,5,0,0,0,35,0,0,0,0,0,0,0,0,0,3,0,4,10,13,7,12,17,3,0,62,0,0,0,6,7,0,4,0,0,17,0,0,0,0,5,3,0,8,0,21,0,0,0,0,0,4,3,0,0,8,6,0,9,36,23,22,47,45,11,184,29,84,72,160,117,147,129,106,55,894,685,1518,1163,2695,1567,2174,2580,1511,498,14396
