UCL_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
UCL112002,9,31,43,38,31,32,12,0,0,207,634,940,1854,1647,1698,1288,306,23,4,8389,11,17,38,55,62,45,19,7,0,252,0,29,89,70,52,34,7,0,0,293,65,113,252,274,299,253,49,7,0,1305,0,3,33,67,57,44,3,0,0,206,86,206,394,306,228,162,61,4,0,1440,20,28,48,55,60,50,12,0,0,267,282,278,413,274,224,179,58,3,0,1716,404,202,219,151,122,84,35,0,3,1223,14,26,109,102,145,141,50,8,0,591,11,26,60,53,36,22,4,4,0,207,3,27,52,61,59,46,14,0,0,264,9,12,36,24,46,28,12,5,0,172,12,47,169,131,97,86,47,7,0,599,19,42,104,81,117,87,27,4,0,476,16,79,345,372,407,254,46,6,0,1513,47,152,395,422,492,361,74,5,0,1943,99,415,706,531,558,491,111,9,0,2923,43,28,38,31,26,38,9,0,0,206
UCL112003,13,16,32,32,34,33,9,9,0,175,280,401,996,1362,1695,1393,495,43,3,6672,3,3,26,13,14,20,9,0,0,87,0,0,7,8,6,15,0,0,0,39,24,45,86,99,125,102,31,3,0,519,0,3,18,43,26,32,3,0,0,134,48,102,183,206,192,146,50,10,0,935,6,17,34,50,54,71,17,4,0,254,153,126,205,159,205,149,76,4,0,1081,172,148,206,162,155,123,35,0,4,1005,7,19,49,94,113,141,37,4,0,475,7,12,25,58,45,48,20,8,0,218,0,6,42,69,92,59,27,4,0,293,4,0,37,29,34,27,24,4,0,166,14,38,118,234,285,228,110,13,0,1044,15,24,64,67,96,92,26,0,0,394,12,31,157,259,339,254,75,6,0,1131,24,62,214,400,549,491,156,14,0,1899,28,90,320,482,610,568,206,15,0,2314,12,13,54,72,90,54,41,6,0,350
UCL112004,11,5,16,26,41,37,23,4,0,151,291,329,729,939,1197,1018,435,71,4,5019,8,10,24,26,27,29,22,9,0,150,0,0,10,15,19,13,0,0,0,68,29,42,95,117,121,137,54,8,0,604,0,0,7,18,17,9,3,0,0,54,57,96,182,184,190,149,56,13,0,935,8,5,39,70,69,77,23,6,0,290,127,110,138,130,178,165,95,26,6,974,241,121,175,112,105,89,36,9,3,894,6,6,42,67,83,84,42,7,0,329,7,4,20,34,35,28,9,5,0,142,0,7,33,85,99,46,45,8,4,323,8,8,27,55,68,37,24,11,0,235,14,21,110,182,230,182,146,28,5,914,10,22,42,81,108,60,34,10,0,363,0,12,46,92,133,98,34,4,0,419,18,40,104,184,327,271,99,8,0,1066,20,84,297,303,323,364,138,26,0,1562,13,10,26,30,31,34,14,6,0,171
UCL112005,9,11,21,29,23,18,8,0,0,123,330,429,957,903,877,581,142,7,0,4222,0,4,16,15,20,21,5,0,0,84,14,37,159,199,165,116,0,0,0,684,36,69,135,123,136,94,25,0,0,627,8,8,17,14,32,19,4,0,0,103,47,97,169,109,109,90,16,0,0,638,7,20,51,41,47,24,5,0,0,189,122,115,190,159,179,106,29,3,0,902,222,137,234,134,104,84,14,0,0,942,7,20,49,71,89,75,38,5,0,347,0,4,12,8,3,0,0,0,0,38,0,13,28,36,36,14,5,0,0,134,5,15,35,22,23,18,4,0,0,121,3,20,76,38,47,33,12,3,0,231,12,40,104,91,104,67,8,0,0,426,5,18,110,110,110,95,18,0,0,472,13,49,108,139,118,64,24,0,0,513,32,113,254,280,263,244,60,7,0,1266,13,19,25,24,14,15,3,0,0,105
UCL112006,18,25,83,52,43,23,10,7,0,274,582,871,2525,1884,1598,1392,364,41,0,9263,16,21,75,50,53,58,49,19,0,339,0,19,92,69,45,38,0,0,0,259,63,93,318,223,154,122,38,3,0,1030,0,4,39,60,56,46,11,0,0,221,116,219,476,281,240,213,56,10,0,1605,23,33,112,76,113,95,22,9,0,473,309,212,505,314,267,232,64,6,3,1913,330,150,331,195,158,133,47,7,0,1357,8,28,124,125,128,155,65,11,0,648,17,19,27,35,16,22,10,0,0,144,8,25,88,68,62,59,6,3,0,315,7,7,55,45,38,36,14,0,0,210,17,69,222,156,115,94,44,8,0,721,14,41,122,114,91,93,28,0,0,503,10,103,393,328,325,237,47,4,0,1451,39,114,384,437,362,294,106,7,0,1736,69,310,1251,843,628,582,145,11,0,3829,36,32,68,53,44,39,6,0,0,273
UCL112007,3,6,8,5,6,9,3,0,0,34,112,82,243,305,341,265,63,11,0,1431,4,0,21,19,16,19,8,7,0,89,0,0,0,0,7,3,0,0,0,14,14,16,42,45,66,39,5,0,0,236,0,0,8,3,6,7,0,0,0,27,28,32,98,75,63,44,14,0,0,359,0,4,3,17,20,21,0,0,0,68,42,21,30,41,55,51,13,0,0,254,85,30,51,53,43,51,18,9,0,342,3,0,3,11,20,22,23,0,0,83,6,0,0,3,0,0,4,0,0,18,0,7,4,10,16,12,3,0,0,58,0,0,0,7,19,4,0,0,0,31,0,5,23,23,26,11,3,0,0,96,3,3,8,10,16,30,12,0,0,84,4,4,27,55,45,28,14,0,0,178,8,12,56,63,65,35,8,0,0,236,10,29,91,81,105,99,16,5,0,432,15,6,5,15,11,9,9,0,0,65
UCL112008,15,4,21,23,24,18,13,11,0,128,248,233,559,650,777,797,242,25,0,3551,0,11,14,15,27,25,12,4,0,114,0,0,7,12,10,12,0,0,0,42,10,11,31,34,41,44,22,3,0,186,4,6,7,16,18,26,9,0,0,92,41,50,103,141,152,122,31,3,0,657,3,3,7,15,16,6,8,0,0,60,143,90,122,142,174,148,48,3,0,869,189,110,130,117,106,134,30,8,0,823,3,0,16,15,49,46,26,4,0,156,8,0,5,6,5,8,7,0,0,41,0,5,18,20,16,32,9,0,0,99,7,13,27,29,35,32,11,5,0,150,4,12,29,42,60,59,42,4,0,254,5,12,24,41,56,69,24,0,0,222,4,11,35,80,94,95,21,0,0,334,4,30,97,123,128,145,51,5,0,576,26,66,259,283,317,350,100,9,0,1420,3,4,15,14,20,21,9,0,0,86
UCL112009,5,17,37,19,30,24,3,0,0,139,329,473,1197,1030,1035,887,217,18,0,5185,4,8,42,47,26,25,22,5,0,183,0,9,46,42,22,8,5,0,0,133,41,79,182,134,125,82,17,0,0,670,0,10,28,22,33,35,8,0,0,126,68,163,302,196,145,143,33,0,0,1045,13,21,38,30,31,37,12,5,0,183,156,126,238,214,167,177,42,4,0,1119,214,117,179,109,81,83,17,0,0,813,3,20,80,107,101,123,43,3,0,483,0,9,16,16,4,12,0,0,0,74,0,13,30,22,28,27,3,0,0,123,8,15,26,26,26,17,9,0,0,126,10,35,95,63,69,59,34,8,0,375,8,41,52,68,82,81,22,6,0,359,9,55,224,280,336,254,27,0,0,1171,21,65,172,167,160,167,54,9,0,808,32,113,457,391,375,362,104,8,0,1834,10,15,24,22,24,14,4,0,0,106
UCL112010,15,29,59,45,38,29,11,9,0,233,344,408,1206,1040,966,771,219,32,0,4988,15,60,229,207,199,202,89,21,3,1022,0,0,4,8,0,0,0,0,0,17,67,173,570,503,390,274,55,4,0,2042,5,0,19,41,39,33,6,0,0,149,55,89,197,131,98,103,32,4,0,706,10,27,59,54,66,49,23,0,0,285,236,124,178,177,165,153,49,4,0,1085,116,75,123,64,73,76,24,0,0,549,0,14,66,39,56,72,25,9,0,272,14,7,13,3,7,3,0,0,0,50,3,5,27,27,31,16,3,0,0,114,4,9,10,7,24,16,11,0,0,88,8,34,116,68,56,61,17,7,0,370,3,15,79,54,55,59,12,3,0,281,7,18,96,104,106,77,18,0,0,424,15,28,154,152,162,119,36,3,0,680,18,89,297,321,235,222,75,4,0,1266,9,9,22,19,7,3,0,0,0,74
UCL112011,11,12,34,20,20,18,5,4,0,126,281,470,1189,881,808,542,93,6,0,4267,4,10,19,23,23,12,8,0,0,97,10,28,171,159,133,62,4,0,0,573,29,63,219,128,155,107,8,0,0,711,3,7,34,33,21,21,5,0,0,119,50,115,255,176,140,113,19,0,0,872,0,17,51,57,53,22,3,0,0,216,108,142,251,164,149,90,16,0,0,928,211,124,124,83,67,48,14,0,0,667,10,17,74,83,92,85,14,0,0,373,0,6,14,7,5,5,0,0,0,41,0,6,53,36,37,12,0,0,0,151,5,16,30,23,23,15,3,0,0,113,7,27,100,63,52,34,4,0,0,281,7,30,131,95,97,67,10,0,0,428,8,27,95,105,102,65,12,0,0,405,14,50,114,124,97,74,19,4,0,482,33,142,411,287,264,221,42,0,0,1405,4,10,14,12,11,4,3,0,0,58
UCL112012,12,23,25,38,34,25,12,9,0,175,434,533,1236,1245,1298,1158,282,27,3,6217,25,40,68,63,54,48,14,4,0,317,0,0,3,7,5,9,0,0,0,30,40,77,168,151,107,135,20,3,4,706,5,6,25,34,30,30,0,0,0,123,41,86,225,179,137,120,36,5,0,826,8,19,46,38,47,40,14,0,0,217,262,203,299,254,259,186,68,5,0,1534,287,134,171,116,96,82,22,0,0,915,8,13,56,60,71,93,25,0,0,328,8,10,13,17,17,12,3,0,0,87,0,18,53,38,45,42,8,0,0,207,9,8,26,22,25,26,7,0,0,119,11,45,122,117,99,96,41,3,0,537,20,35,98,74,93,89,23,3,0,439,6,43,97,129,160,144,27,0,0,602,18,79,224,359,309,263,59,4,0,1315,41,176,573,587,663,642,161,9,0,2852,15,11,21,21,29,19,9,0,0,127
UCL112013,3,0,4,0,7,4,0,0,0,20,29,52,128,110,118,96,22,4,0,559,3,3,14,13,17,9,9,4,0,73,0,0,3,8,0,0,0,0,0,13,3,8,14,8,11,12,5,0,0,59,0,0,4,4,5,7,0,0,0,27,3,12,29,21,25,15,8,3,0,115,0,3,3,11,9,10,0,0,0,38,25,13,23,17,15,16,3,0,0,117,14,7,8,5,6,3,7,0,0,45,4,3,5,18,16,9,0,0,0,54,0,0,3,0,7,0,0,0,0,13,0,3,0,4,4,0,0,0,0,17,0,3,0,0,3,0,0,0,0,12,0,4,6,13,4,5,0,0,0,36,0,0,4,5,11,9,3,0,0,40,0,0,17,17,18,16,0,0,0,76,0,9,35,25,33,25,3,0,0,131,0,13,41,30,36,30,5,0,0,159,0,0,0,0,0,0,0,0,0,11
UCL112014,7,15,37,22,32,22,5,5,0,150,271,379,988,844,944,776,191,24,0,4412,11,5,19,11,15,13,6,0,0,79,0,9,44,54,47,27,5,0,0,180,10,51,112,127,132,114,31,0,0,575,3,11,28,33,35,26,0,0,0,126,75,143,285,231,187,176,43,0,0,1147,0,17,34,43,48,44,6,0,0,198,122,112,173,142,113,101,39,0,0,807,176,73,104,63,54,29,5,0,0,514,3,25,73,68,106,95,29,3,0,402,0,0,20,18,25,13,3,0,0,87,0,8,49,44,45,42,3,0,0,201,3,7,21,27,19,24,10,3,0,117,11,32,108,95,84,77,27,3,0,425,9,23,60,61,53,55,16,0,0,278,3,22,99,87,94,77,13,0,0,389,16,61,139,174,212,158,54,9,0,815,36,150,399,328,374,363,96,8,0,1762,16,9,27,14,9,12,4,0,0,98
UCL112015,15,18,44,43,47,18,11,9,3,212,454,643,1557,1358,1231,933,210,23,4,6417,6,15,37,26,18,14,7,0,0,123,0,3,15,19,15,15,0,0,0,61,30,54,189,150,152,143,23,5,0,741,0,7,28,26,28,27,3,0,0,121,65,165,325,240,199,133,29,0,0,1155,6,12,29,43,56,37,5,5,0,197,236,225,364,260,222,180,43,6,0,1540,361,200,259,181,128,74,15,4,0,1234,4,17,93,78,113,109,43,4,0,464,5,8,11,19,10,9,3,0,0,63,0,6,41,38,33,26,0,0,0,148,0,9,55,28,23,26,5,0,0,146,9,38,127,102,83,69,28,0,0,459,10,37,99,111,109,95,25,0,0,488,25,104,421,356,308,218,31,0,0,1466,20,72,215,187,213,163,28,3,0,899,27,186,657,569,541,471,105,6,0,2562,16,19,27,25,24,19,7,0,0,129
UCL112016,24,22,54,34,32,27,13,3,0,198,615,814,2294,2084,1849,1373,356,30,0,9417,4,23,70,62,60,43,41,19,0,325,8,93,378,313,203,104,22,0,0,1115,35,63,206,202,159,129,28,10,0,818,0,8,29,39,32,29,7,0,0,151,119,191,383,300,242,180,56,5,0,1479,10,38,89,72,68,59,8,0,0,347,354,223,401,290,262,222,60,7,0,1809,385,199,312,208,123,115,40,4,0,1380,16,37,103,131,125,133,55,12,0,611,5,9,30,32,23,11,10,0,0,124,0,15,64,59,70,47,18,3,0,284,0,14,51,46,45,29,23,4,0,219,14,37,209,163,140,117,48,7,0,737,17,42,107,122,122,113,28,0,0,546,18,73,299,371,435,275,44,3,0,1518,37,117,368,430,435,290,96,13,0,1789,61,290,1070,936,791,629,166,15,0,3956,26,15,28,17,26,13,10,0,0,140
UCL112017,19,24,39,46,55,33,28,13,5,264,795,906,1756,2045,2399,1980,481,50,8,10410,5,11,11,14,30,17,25,6,0,122,0,0,9,21,26,16,0,0,0,72,32,60,112,130,122,116,35,3,0,610,3,7,89,189,226,162,16,4,0,693,100,188,342,372,396,303,85,6,0,1790,9,24,39,60,83,60,18,0,0,297,444,274,346,341,348,327,102,27,0,2209,584,307,331,280,213,186,72,3,0,1976,8,26,66,85,151,165,66,13,0,580,16,12,33,36,35,36,9,3,0,173,3,17,46,101,109,75,23,5,0,374,3,16,40,53,69,67,35,5,0,291,11,35,142,205,206,179,71,15,0,863,18,45,90,135,176,167,45,3,0,687,12,51,178,276,334,223,43,0,0,1122,43,101,372,494,585,412,93,5,0,2107,101,336,876,896,1058,977,239,11,0,4510,47,31,35,36,50,35,16,3,0,258
UCL112018,15,19,51,30,32,21,7,5,3,193,555,670,1829,1484,1443,1257,325,40,7,7605,13,26,75,43,45,44,25,13,0,286,0,9,33,40,24,12,4,0,0,115,61,172,555,441,267,180,37,0,0,1717,0,9,21,23,26,38,5,0,0,129,85,135,294,204,168,183,40,5,0,1122,9,23,65,74,72,62,12,0,0,320,299,201,362,268,267,217,64,5,0,1673,368,143,262,167,114,102,39,6,0,1201,19,36,135,132,160,172,57,10,0,722,0,18,43,21,21,19,9,0,0,134,6,25,53,40,53,42,18,0,0,235,5,10,45,30,30,27,16,7,0,169,10,53,140,96,110,83,42,12,0,541,14,35,110,119,124,104,22,0,0,530,9,34,157,204,216,173,37,3,0,834,31,90,285,280,306,259,75,11,0,1341,49,225,797,579,556,553,144,12,0,2917,20,17,33,26,21,21,10,4,0,149
UCL112019,21,38,75,55,43,40,9,7,0,301,869,1255,2588,2349,2226,1854,479,36,0,11662,21,36,102,72,77,75,56,23,4,453,0,6,18,27,10,5,7,0,0,68,86,127,343,410,247,183,52,4,0,1452,0,17,71,74,76,63,8,0,0,313,176,286,546,395,284,256,88,5,0,2032,28,43,107,98,120,111,24,5,0,539,479,407,486,369,329,292,102,16,0,2474,511,332,373,205,146,130,44,4,0,1747,20,49,134,151,212,217,84,9,0,875,18,17,56,41,31,23,4,0,0,202,7,23,82,98,100,67,10,6,0,400,3,23,63,48,39,34,26,0,0,243,24,82,252,217,176,140,49,8,0,953,28,67,155,176,168,157,39,3,0,802,32,108,396,392,434,354,72,3,0,1794,50,164,474,538,680,490,127,10,0,2525,112,405,1175,970,916,790,195,10,0,4568,37,22,43,36,23,25,7,0,0,188
UCL113001,8,3,29,22,16,17,8,0,0,102,219,263,619,732,821,776,251,23,0,3700,9,11,21,24,33,35,21,5,0,151,0,6,4,9,10,12,0,0,0,33,4,23,58,59,50,65,23,0,0,280,0,0,8,12,10,9,0,0,0,50,52,69,164,154,144,130,49,5,0,758,4,10,8,23,27,23,4,0,0,108,140,92,146,120,131,122,55,4,0,807,152,88,106,121,117,89,43,4,0,714,3,8,21,33,42,64,36,8,0,212,4,6,4,6,15,12,0,0,0,47,0,8,17,25,25,20,9,4,0,115,4,3,16,19,24,25,9,5,0,113,4,22,61,90,75,75,33,4,0,360,9,14,39,57,72,61,17,0,0,268,5,19,56,83,113,94,28,4,0,397,11,22,105,150,190,153,50,9,0,689,17,91,269,308,331,409,107,0,0,1525,5,12,18,18,13,18,4,5,4,103
UCL113002,9,7,16,11,13,20,7,0,0,78,132,142,375,404,475,495,141,6,0,2170,3,3,9,13,11,9,11,4,0,58,0,0,3,3,4,0,5,0,0,9,10,7,27,19,42,24,8,0,0,137,0,0,3,15,9,12,0,0,0,40,21,34,126,111,114,70,22,0,0,504,0,0,9,18,15,18,0,0,0,56,95,56,95,98,112,118,35,7,0,610,96,49,77,91,81,90,21,4,0,505,0,6,16,15,42,32,18,0,0,134,6,4,3,4,5,8,0,0,0,40,0,0,14,8,11,16,6,0,0,48,0,3,17,12,13,20,14,0,0,82,4,3,24,28,31,34,27,0,0,150,8,14,32,40,53,47,9,0,0,198,3,13,47,67,75,91,27,0,0,324,0,7,45,51,52,72,27,4,0,264,5,42,137,125,158,194,51,0,0,716,3,7,3,11,11,3,7,3,0,50
UCL113003,6,10,21,23,20,21,6,0,0,97,240,281,795,629,665,730,163,17,0,3533,7,4,4,5,3,20,13,0,0,57,14,49,196,176,178,138,18,0,0,767,17,27,30,20,25,21,5,0,0,145,0,0,22,35,32,32,8,0,0,127,32,60,100,76,61,77,28,0,0,435,10,12,28,28,36,31,9,0,0,148,160,72,132,120,113,128,40,4,0,777,141,74,109,89,71,96,27,0,0,602,5,18,48,48,56,72,25,0,0,276,0,3,8,5,11,6,3,3,0,52,0,11,19,14,11,10,4,0,0,67,0,8,10,18,17,11,5,0,0,56,8,7,31,24,19,17,15,3,0,125,0,12,52,44,42,60,15,0,0,228,0,23,107,81,118,124,16,0,0,475,4,27,171,108,141,115,25,0,0,604,34,114,387,302,286,347,77,5,0,1555,12,10,15,6,18,9,11,0,0,85
UCL113004,5,16,80,43,29,8,11,3,0,187,107,217,825,604,454,369,120,11,0,2707,0,3,30,11,18,11,0,0,0,74,0,0,3,4,0,3,0,0,0,13,5,13,63,28,38,25,9,6,0,181,0,0,3,5,9,3,0,0,0,17,11,24,141,90,78,51,24,0,0,428,5,4,15,25,12,18,9,0,0,80,69,51,113,90,51,53,28,6,0,454,82,137,450,208,97,84,22,9,0,1082,0,8,18,20,15,35,11,0,0,104,4,5,26,30,17,16,9,0,0,107,0,0,13,26,15,14,13,0,0,90,3,6,22,28,28,24,14,0,0,127,3,7,120,157,114,61,37,3,0,509,3,9,76,48,32,40,12,0,0,234,3,6,15,31,28,25,11,0,0,115,3,16,76,86,100,78,30,4,0,384,0,22,148,127,153,141,49,4,0,639,3,10,25,26,38,24,3,0,0,132
UCL113005,10,8,23,22,12,16,6,0,0,105,204,310,639,653,664,565,134,14,0,3179,6,7,24,37,21,28,18,6,6,150,0,0,11,5,6,3,3,0,0,30,17,43,62,48,61,57,10,3,0,305,0,0,10,25,18,16,4,0,0,69,25,65,126,81,86,64,20,4,0,470,0,8,18,26,15,12,4,0,0,83,130,95,138,131,112,92,30,5,0,736,167,90,87,67,60,79,14,0,0,557,6,19,37,44,47,72,25,0,0,253,3,3,15,8,10,4,0,0,0,40,0,6,19,18,28,13,3,0,0,92,0,7,13,16,12,21,4,3,0,74,4,13,42,48,31,29,13,0,0,190,3,20,33,43,44,53,15,0,0,223,7,42,151,171,199,108,19,0,0,703,7,39,101,145,120,116,14,0,0,547,14,98,267,245,275,269,38,0,0,1212,0,5,20,17,19,12,8,4,0,88
UCL113006,4,4,3,7,11,12,4,0,0,45,126,149,320,332,349,303,88,7,0,1677,0,5,16,8,10,11,7,8,0,63,0,0,0,0,0,3,0,0,0,4,12,25,58,38,31,33,8,0,0,204,0,5,8,3,6,3,0,0,0,33,11,22,47,32,30,40,5,0,0,203,4,6,7,4,10,6,5,0,5,45,70,48,92,74,85,47,26,0,0,440,101,48,41,38,29,25,3,3,0,291,0,11,20,20,22,38,21,4,0,132,4,0,0,0,0,3,0,0,0,14,3,4,3,3,7,6,0,0,0,37,0,3,0,3,3,5,3,0,0,22,0,4,12,16,21,16,0,0,0,75,3,4,39,41,24,31,9,0,0,146,0,8,47,52,46,45,11,0,0,212,3,21,58,44,69,61,15,0,0,270,15,59,144,154,178,160,51,4,0,762,0,4,6,7,0,3,0,0,0,20
UCL113007,3,8,12,13,12,14,9,0,0,80,202,208,541,692,724,623,137,10,0,3137,5,5,3,8,11,8,8,0,0,46,0,0,23,42,25,23,0,0,0,113,13,11,47,68,69,86,18,0,0,316,0,0,8,12,17,23,3,0,0,68,60,85,136,147,168,135,31,6,0,764,3,3,24,13,26,30,7,0,0,106,80,45,77,67,75,80,26,0,0,455,155,86,63,60,68,36,9,5,0,488,3,5,23,46,61,51,13,0,0,199,0,6,16,21,10,10,0,0,0,64,3,3,28,37,42,31,14,0,0,169,4,8,8,19,29,26,4,0,0,100,3,13,74,115,112,82,29,0,0,431,4,11,19,28,48,40,5,0,0,151,10,28,99,174,157,119,19,0,0,609,6,34,141,210,193,195,53,3,0,834,16,40,197,238,218,226,63,9,0,1004,11,9,8,19,11,13,3,3,0,79
UCL113008,6,5,14,12,10,21,0,0,0,65,113,176,445,366,434,414,95,12,0,2049,0,3,3,0,0,0,4,0,0,14,3,13,80,75,69,64,11,0,0,323,3,20,55,28,66,35,6,0,0,210,0,15,19,17,34,38,4,0,0,118,18,28,59,42,46,42,15,0,0,253,3,3,30,25,19,20,0,0,0,102,52,52,103,74,72,72,15,0,0,436,97,59,72,49,45,53,13,0,0,395,5,16,22,30,42,50,18,6,0,194,0,3,11,9,5,5,5,0,0,30,0,5,30,18,20,15,0,0,0,85,0,6,5,3,19,5,3,5,0,44,8,15,35,26,14,25,10,0,0,127,5,15,31,34,24,37,4,0,0,150,9,28,100,91,105,103,11,0,0,447,3,19,58,53,81,43,21,0,0,280,9,43,127,102,118,140,35,7,0,580,5,7,11,9,6,6,0,0,0,49
UCL113009,4,7,14,25,13,5,0,0,6,71,192,200,457,564,573,351,71,0,6,2414,0,5,4,3,7,7,0,0,0,30,0,7,18,28,20,12,0,0,0,86,8,19,55,76,116,67,13,0,0,359,0,3,9,14,19,7,0,0,0,57,24,61,129,113,96,73,14,0,0,503,4,8,36,40,34,17,5,0,0,143,68,52,66,58,73,71,15,0,0,411,179,59,40,30,45,26,0,0,0,374,0,10,29,44,63,60,18,0,0,237,0,0,4,8,3,4,0,0,0,23,0,3,24,39,27,24,6,0,0,114,5,3,11,17,15,15,0,0,0,69,0,20,47,64,86,38,8,0,0,268,0,12,37,42,47,26,4,0,0,164,9,35,131,189,181,88,10,0,0,645,6,19,62,101,67,48,15,0,0,318,19,45,144,172,166,127,30,6,0,705,8,7,6,9,8,3,0,0,0,50
