UCL_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
UCL113014,3,3,0,0,0,0,9,4,0,0,0,0,0,5,4,29,4,6,4,0,48,26,80,23,8,7,0,147,33,33,6,9,6,0,92,111,52,9,18,43,0,228,216,34,8,56,30,0,341,404,41,11,60,11,0,522,142,8,0,15,0,0,161,25,0,0,3,0,0,27,7,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,15,0,8,12,4,47,981,294,58,189,118,7,1650
UCL113015,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,5,0,13,4,4,5,15,7,0,36,4,4,0,23,3,0,37,32,4,8,23,30,5,98,192,5,10,48,19,3,265,387,0,6,54,9,0,455,141,0,0,13,0,0,158,19,0,0,0,0,0,20,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,14,5,4,30,794,18,29,199,75,6,1126
UCL113016,0,4,0,0,0,0,15,0,6,3,0,3,0,14,8,32,23,19,4,0,85,58,93,83,32,5,5,282,100,31,20,47,3,3,209,266,64,34,79,6,4,451,537,41,17,113,9,5,715,447,31,35,73,21,5,601,63,3,3,9,0,0,85,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,35,22,22,17,6,9,112,1537,338,237,388,58,34,2590
UCL113017,0,0,0,3,0,0,4,0,0,4,0,0,0,4,3,9,12,4,3,0,37,5,29,48,10,11,0,108,12,13,16,30,0,4,76,21,13,17,35,9,0,95,185,11,24,62,7,0,289,340,13,8,106,10,0,473,171,4,7,48,3,0,231,25,0,0,4,0,0,29,5,0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,4,18,4,0,39,770,100,143,321,43,4,1389
UCL113018,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,3,5,0,22,7,0,0,5,0,0,8,9,0,0,8,0,0,19,25,0,0,11,0,0,34,41,0,0,11,5,0,50,17,0,0,9,0,0,21,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,8,103,0,0,50,13,0,172
UCL114001,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,17,0,6,0,0,23,0,4,4,5,0,0,19,10,9,0,5,0,0,17,14,3,3,9,0,0,30,59,3,0,39,0,0,100,115,0,0,29,0,0,150,73,0,0,20,0,0,95,49,0,0,3,0,0,48,6,0,0,0,0,0,6,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,7,0,0,21,342,47,11,109,10,0,518
UCL114002,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,8,6,5,3,0,23,11,19,14,9,22,3,71,9,0,3,12,6,0,34,45,4,5,13,3,0,68,118,0,0,29,3,0,160,194,0,0,25,8,0,225,70,0,0,8,0,0,81,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,13,0,0,23,466,33,29,112,51,9,699
UCL114003,4,5,0,0,0,0,10,0,6,0,0,0,0,8,3,58,12,7,4,0,86,56,40,11,19,18,4,154,57,21,12,31,15,0,135,123,12,12,46,10,4,215,253,11,0,81,12,0,359,229,0,3,45,6,0,287,15,4,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,10,4,0,40,755,175,55,254,63,12,1315
UCL114004,0,0,0,3,4,0,4,0,0,4,4,0,0,7,11,9,10,8,3,0,37,49,13,12,14,0,6,93,31,3,0,17,0,0,61,72,9,11,32,3,0,125,132,10,9,44,6,0,197,98,0,0,22,5,0,137,30,0,0,14,4,0,50,7,0,0,0,0,0,11,9,0,0,0,4,0,7,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,23,0,6,6,19,0,59,471,50,43,169,52,6,793
UCL114005,0,5,0,5,0,0,8,0,9,0,3,0,0,12,20,44,0,4,0,0,75,48,49,0,23,10,0,136,38,21,0,24,5,0,79,73,5,0,35,0,0,111,100,0,0,31,3,0,143,21,3,0,10,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,10,311,150,0,132,23,0,613
UCL114006,0,0,0,4,0,0,7,3,8,0,0,0,0,10,15,9,0,13,0,0,45,88,10,5,40,3,3,146,43,0,0,22,0,0,62,86,0,0,29,4,0,124,106,0,0,14,3,0,122,27,0,0,7,0,0,34,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,4,19,373,31,8,135,12,7,571
UCL114007,0,6,0,4,0,0,5,3,9,0,0,0,0,20,10,51,18,9,4,3,101,123,43,10,37,7,3,219,62,17,8,42,9,0,126,170,27,4,64,6,5,275,162,4,0,40,0,4,206,46,0,0,12,0,0,65,0,0,0,4,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,11,6,4,4,0,45,605,169,41,219,29,12,1079
UCL114008,0,0,0,0,0,0,6,0,0,0,4,3,0,11,45,8,12,21,10,0,90,93,23,18,29,6,0,172,50,7,0,11,0,0,72,119,14,6,34,5,0,174,120,4,4,15,0,0,142,36,0,0,7,0,0,44,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,5,7,0,30,482,71,34,129,34,0,751
UCL114009,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,5,0,10,6,0,0,6,0,0,8,0,0,0,5,0,0,11,6,0,0,4,42,0,56,68,0,0,18,14,0,97,237,0,0,29,0,0,273,151,0,0,20,0,0,173,22,0,0,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,3,3,21,510,4,3,93,63,4,676
UCL114010,7,4,0,0,0,0,14,4,10,0,0,0,0,14,27,50,7,11,0,3,99,73,24,4,24,3,5,130,56,20,4,21,3,0,101,135,8,4,40,3,0,192,103,0,0,38,5,3,150,59,0,0,14,7,0,79,12,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,9,4,0,35,484,134,19,161,30,10,841
UCL114011,0,0,0,3,0,0,7,6,0,0,0,0,0,6,18,9,18,8,0,0,56,99,19,18,32,3,0,164,59,10,9,25,0,0,98,161,8,6,29,4,0,212,91,0,0,25,0,0,120,13,0,0,4,0,0,16,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,8,0,24,464,41,52,134,18,3,715
UCL114012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,25,0,26,3,3,0,4,47,0,60,12,3,0,5,61,0,81,16,0,0,11,0,0,30,35,0,0,4,4,0,47,77,0,0,11,0,0,92,45,0,0,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,198,9,0,47,144,0,396
UCL114013,0,0,3,0,3,0,8,0,5,0,0,0,0,10,9,7,10,11,0,0,36,41,34,9,10,3,0,104,38,18,7,22,4,0,94,124,26,8,29,0,0,190,187,12,10,52,4,0,272,205,0,0,31,8,0,248,89,0,0,8,0,0,97,16,0,0,0,0,0,14,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,4,7,7,3,39,728,113,66,174,28,9,1125
UCL114014,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,9,0,0,0,0,10,0,0,0,0,0,0,7,0,3,0,0,0,0,5,0,0,0,0,0,0,3,5,0,0,3,0,0,16,19,5,0,4,0,0,34,61,0,0,20,0,0,85,73,0,0,8,0,0,86,32,0,0,3,0,0,35,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,9,206,30,0,69,0,0,309
UCL114015,0,6,26,3,0,0,33,6,3,13,0,0,0,20,14,21,22,14,6,4,86,95,28,12,19,18,0,177,79,18,10,28,6,0,138,151,28,20,40,7,0,246,379,4,4,63,9,0,463,163,3,0,22,4,0,190,12,0,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,11,12,6,8,11,9,52,912,120,103,209,60,21,1428
UCL114016,0,4,0,4,0,0,4,0,4,0,0,4,0,12,26,33,0,24,7,0,90,59,24,0,38,6,3,127,92,13,0,23,11,0,132,134,16,0,54,4,0,206,180,0,0,45,12,0,236,55,0,0,23,6,0,83,5,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,7,5,0,31,560,95,7,215,54,9,933
UCL114017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,4,0,0,4,0,0,0,11,5,0,10,5,0,0,14,0,0,21,46,0,0,45,0,0,94,83,0,0,32,0,0,115,103,0,0,40,0,0,152,98,0,0,27,0,0,121,43,0,0,15,0,0,60,21,0,0,5,0,0,26,8,0,0,8,0,0,14,4,0,0,3,0,0,10,419,0,6,195,12,0,631
UCL114018,0,0,0,5,0,0,5,0,0,0,0,0,0,4,0,9,3,4,5,0,27,8,9,11,19,0,0,43,21,0,4,16,0,0,50,44,0,3,29,6,0,81,161,0,0,45,4,0,209,165,7,3,55,7,0,237,106,0,0,24,0,0,137,23,0,0,6,0,0,26,6,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,10,0,0,13,0,0,22,546,33,29,210,24,5,846
UCL114019,0,0,0,5,4,0,7,0,15,15,0,8,0,36,13,23,4,11,3,0,53,121,65,19,26,8,0,244,70,28,9,29,5,3,142,97,26,3,25,7,0,157,140,7,0,17,5,0,169,101,0,0,16,7,0,125,26,0,0,5,0,0,32,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,12,3,5,47,592,165,59,146,44,10,1021
UCL114020,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,3,3,4,0,15,4,26,43,0,0,0,82,3,11,13,9,5,0,43,18,17,15,18,4,4,71,49,15,16,23,3,0,107,162,28,17,30,0,0,234,178,0,9,18,3,0,209,80,0,0,16,0,0,93,34,0,0,0,0,0,39,8,0,0,0,0,0,15,0,0,0,0,0,0,3,3,0,0,0,0,0,3,18,5,10,7,3,0,44,561,112,123,127,23,11,958
UCL114021,0,0,0,4,0,0,3,0,4,0,3,0,0,4,0,60,3,3,4,0,69,7,21,11,14,3,0,62,7,9,4,21,0,0,45,57,16,4,39,3,0,119,126,5,10,53,7,0,205,182,4,6,78,3,0,272,154,0,0,37,6,0,198,51,0,0,9,0,0,62,10,0,0,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,11,4,9,40,610,127,36,277,32,8,1095
UCL114022,5,0,0,0,0,0,5,0,0,0,0,0,0,4,6,6,18,13,14,0,56,21,23,70,18,13,3,150,55,9,12,15,6,0,98,80,17,16,15,3,0,131,169,7,12,35,10,0,233,161,11,8,24,0,0,215,44,0,6,5,0,0,52,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,5,6,0,3,40,547,80,149,139,55,14,981
UCL114023,0,4,0,0,3,0,5,0,0,0,0,0,0,4,13,20,5,7,3,0,48,61,27,21,14,12,3,129,61,24,11,15,3,0,112,42,36,15,18,0,0,109,72,13,8,30,5,0,127,152,4,0,36,10,4,206,15,0,0,0,0,0,18,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,9,8,4,33,419,126,61,134,50,13,799
UCL114024,0,0,0,3,0,0,4,0,12,0,6,0,0,19,16,79,0,14,7,0,115,71,34,16,42,7,3,169,51,15,6,40,4,0,122,119,16,5,58,12,0,211,190,5,3,90,8,0,299,131,0,3,34,4,0,187,21,0,0,7,0,0,31,3,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,9,6,0,20,6,0,39,621,174,36,324,52,3,1212
UCL114025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,14,0,0,0,3,0,0,10,4,0,0,3,0,0,13,5,0,0,9,0,0,14,13,0,5,14,3,0,36,81,0,0,32,0,0,107,95,0,0,35,3,0,133,119,0,0,18,4,0,139,52,0,0,10,0,0,58,21,0,0,0,0,0,20,11,0,0,0,0,0,11,0,0,0,0,0,0,0,13,0,0,3,0,0,18,411,18,3,124,11,0,576
UCL114026,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,25,4,0,4,0,30,0,11,6,0,0,0,21,0,5,0,3,0,0,6,0,6,0,3,15,0,22,46,7,0,14,0,0,65,208,0,0,21,0,0,226,92,4,0,10,0,0,113,67,0,0,4,0,0,67,16,0,0,0,0,0,17,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,0,0,16,441,67,8,60,23,6,601
UCL114027,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,5,0,15,0,8,8,7,7,0,28,3,0,0,6,0,0,15,8,4,5,9,5,0,35,39,5,0,26,0,0,71,126,3,0,28,0,0,160,96,0,0,20,0,0,112,24,0,0,4,0,0,33,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,6,6,0,27,320,16,27,116,30,4,522
UCL114028,4,0,0,0,0,0,8,0,0,4,0,0,0,4,7,4,0,5,9,0,31,15,26,16,13,6,0,73,30,13,5,8,6,0,67,72,16,4,12,8,0,121,113,10,4,38,5,0,167,103,10,6,28,0,0,141,25,0,0,7,0,0,33,4,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,4,6,0,25,376,90,31,126,45,8,670
UCL114029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,5,0,0,7,0,0,9,9,0,0,11,0,0,21,68,0,0,14,0,0,83,33,0,0,3,0,0,38,35,0,0,0,0,0,36,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,152,0,0,44,0,3,198
UCL114030,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,3,8,0,0,12,5,0,8,4,4,0,22,11,0,3,7,3,0,23,46,0,0,13,3,0,63,142,0,0,21,0,0,165,136,3,4,30,5,0,174,37,0,0,5,0,0,44,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,7,4,0,16,400,10,21,94,18,3,545
UCL114031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,4,0,0,7,0,0,8,14,0,0,7,0,0,20,65,0,0,26,0,0,92,155,0,0,50,0,0,206,95,0,0,14,0,0,114,16,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,17,362,0,0,119,5,0,488
UCL114032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,11,11,0,0,0,29,4,5,4,0,0,0,10,10,6,11,5,0,0,26,33,4,5,18,0,0,55,212,11,9,26,0,0,249,121,0,0,13,0,0,137,25,0,0,0,0,0,25,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,6,3,0,25,420,39,40,68,7,3,571
UCL114033,0,0,0,0,3,0,6,4,3,0,0,0,0,16,20,44,3,9,3,0,83,50,26,3,26,3,0,117,49,11,0,25,4,0,101,127,31,0,25,0,0,184,113,4,0,33,3,0,162,98,0,0,11,0,0,116,5,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,3,5,5,35,491,139,7,152,28,6,826
UCL114034,0,5,0,0,0,0,4,0,0,0,3,0,0,3,0,0,10,5,0,0,20,6,23,38,11,0,0,81,12,9,8,9,0,0,31,31,8,23,11,0,3,80,114,8,9,43,0,0,179,264,5,15,57,4,0,352,118,0,3,11,0,0,134,12,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,7,7,8,25,562,66,103,157,20,10,922
UCL114035,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,10,11,0,29,6,3,18,11,4,0,43,4,3,3,3,3,0,20,7,7,4,20,3,0,49,77,10,4,35,14,0,139,127,3,4,51,9,0,187,92,0,5,18,4,0,120,24,0,0,5,0,0,30,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,3,4,0,9,0,0,21,349,28,49,164,62,9,651
UCL114036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,8,13,8,13,6,0,43,10,3,7,9,0,0,32,21,4,11,13,0,0,55,53,0,0,35,5,0,96,208,0,0,44,3,0,260,145,0,0,21,0,0,169,47,0,0,6,0,0,49,12,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,5,10,4,3,26,521,17,32,154,25,6,753
UCL114037,0,0,0,4,0,0,3,0,0,4,0,0,0,5,0,5,28,3,0,0,34,3,16,11,4,0,0,40,4,4,4,9,0,0,27,13,11,3,15,0,0,41,69,15,13,39,4,0,140,129,3,6,43,5,0,183,49,0,0,9,0,0,64,6,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,3,25,285,62,65,140,14,7,576
UCL114038,0,6,3,3,3,0,16,5,3,0,0,0,0,8,19,10,10,12,4,0,46,79,22,16,19,0,0,137,70,15,4,28,5,0,132,236,22,20,48,8,0,342,224,0,3,21,5,0,262,93,0,0,12,0,0,105,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,16,4,0,45,749,80,54,167,34,6,1097
UCL115001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,7,17,3,0,9,3,0,33,8,0,0,3,0,0,12,14,6,0,13,0,0,26,38,3,0,16,3,0,59,14,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,6,0,5,89,17,0,60,8,0,183
UCL115002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,10,0,0,12,5,0,0,4,4,0,11,26,0,0,12,0,0,46,90,0,0,28,0,0,121,78,0,0,20,0,0,93,14,0,0,0,0,0,19,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,7,232,0,5,82,6,0,323
UCL115003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,0,0,0,0,0,4,16,0,0,5,0,0,22,21,0,3,0,0,0,26,39,0,0,3,0,0,43,19,0,3,0,0,0,24,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,100,5,7,14,4,0,142
UCL115004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,0,0,0,0,15,0,19,0,0,0,3,3,0,5,0,0,0,3,8,0,9,0,0,0,10,4,0,19,17,0,0,14,0,0,35,13,0,0,6,3,0,23,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,44,0,0,51,36,0,134
UCL115005,0,6,3,0,5,0,10,0,0,0,0,0,0,0,0,4,0,0,6,0,4,8,9,3,9,0,0,28,5,3,0,10,7,0,23,0,0,0,13,0,0,16,7,3,0,4,0,0,15,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,27,7,39,20,3,123
UCL115006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,13,0,0,18,11,0,0,12,0,0,19,23,0,0,9,0,0,29,27,0,0,8,0,0,30,22,0,0,12,0,0,26,25,0,0,0,0,0,27,15,0,0,6,0,0,23,0,0,0,0,0,0,0,121,5,3,56,3,0,186
UCL115007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,6,0,20,6,0,0,3,8,0,11,7,0,0,0,0,0,7,9,0,0,6,0,0,15,43,0,0,11,4,0,56,39,0,0,6,0,0,41,11,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,9,110,0,8,32,26,3,180
UCL115008,0,0,0,0,5,0,7,0,0,0,0,0,0,3,9,0,0,3,0,0,13,24,0,0,18,0,0,33,17,0,0,9,0,0,23,17,0,0,0,0,0,21,12,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,4,0,42,11,0,127
