UCL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
UCL121126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,88,204,9,9,13,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,128,98,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,10,17,26,0,0,0,142,131,270
UCL121127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,80,195,4,10,20,16,0,16,0,0,0,0,0,0,0,0,0,3,4,3,139,90,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,34,56,26,33,52,0,0,5,183,166,350
UCL121128,4,3,10,0,5,5,0,0,0,0,0,0,0,0,0,184,144,328,11,11,28,9,0,9,0,0,0,0,0,0,0,0,0,0,0,4,209,164,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,38,44,83,20,38,56,4,0,4,272,251,529
UCL122001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,30,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,30,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,21,9,17,27,0,0,0,73,59,131
UCL122002,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,24,20,46,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,35,35,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,9,10,4,0,4,37,47,86
UCL122003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,48,137,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,52,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,43,16,22,34,0,0,0,131,96,230
UCL122004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,48,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,23,31,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,15,5,4,12,0,0,0,35,48,87
UCL122005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,19,55,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,15,18,41,33,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,6,4,0,0,0,53,47,93
UCL122006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,18,34,32,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,9,0,0,0,41,43,86
UCL122007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,45,73,6,4,4,0,0,0,0,0,3,0,0,0,0,0,0,5,7,14,46,63,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,13,7,14,5,0,4,59,72,130
UCL122008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,41,104,5,6,5,4,0,4,0,0,0,0,0,0,0,0,0,0,4,3,64,50,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,10,15,0,0,4,73,66,138
UCL122009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,45,99,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,47,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,16,5,17,21,4,0,4,67,74,137
UCL122010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,49,113,3,0,9,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,70,52,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,27,10,13,18,0,0,0,93,83,171
UCL122011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,44,120,0,9,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,87,51,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33,41,9,19,33,0,0,0,112,105,209
UCL122012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,27,69,8,0,8,0,0,0,0,0,0,0,0,0,3,0,3,5,7,13,54,29,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,10,0,0,0,64,44,105
UCL122013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,25,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,3,22,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,5,0,0,0,28,16,47
UCL122014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,40,86,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,53,44,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,7,7,16,0,0,0,69,61,134
UCL122015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,30,27,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,36,9,11,15,0,0,0,55,53,112
UCL122016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,113,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,56,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,65,60,129
UCL122017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,30,79,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,53,39,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,18,7,6,17,3,0,3,68,58,128
UCL122018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,48,4,3,8,7,0,7,0,0,0,0,0,0,0,0,0,9,5,11,41,28,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,17,3,0,0,56,38,92
UCL122019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,33,75,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,10,18,44,46,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,11,8,7,12,0,0,0,58,64,118
UCL122020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,37,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,4,8,13,27,33,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,9,8,0,0,0,34,40,75
UCL122021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,22,51,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,23,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,23,10,4,12,0,0,0,54,36,88
UCL122022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,69,144,0,4,3,4,0,4,0,0,0,0,0,0,0,0,0,5,3,10,93,79,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,13,31,7,17,22,0,0,0,108,107,220
UCL122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,50,104,4,4,9,3,0,3,3,0,3,0,0,0,5,0,5,0,5,4,71,52,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,34,10,10,20,0,0,0,101,86,185
UCL122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,38,90,9,3,6,8,0,4,0,0,0,0,0,0,0,0,0,4,0,3,65,48,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,9,15,0,0,0,69,58,128
UCL122025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,37,96,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,59,50,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,5,10,17,0,0,0,73,63,132
UCL122026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,60,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,41,23,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,12,27,0,0,0,59,41,96
UCL122027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,55,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,41,29,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14,4,5,5,0,0,0,53,42,88
UCL122028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,29,67,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,48,34,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,6,11,12,0,0,0,59,54,112
UCL122029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,41,0,6,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,28,27,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,20,48,0,7,6,0,0,0,63,48,110
UCL122030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,56,111,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,64,66,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,15,0,8,11,0,4,3,77,86,165
UCL122031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,83,181,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,90,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,29,18,21,42,0,0,6,128,134,266
UCL122032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,55,147,6,8,17,3,0,8,0,0,0,0,0,0,0,0,0,6,3,5,104,67,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,19,22,10,8,20,3,0,3,121,99,220
UCL122033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,31,80,3,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,3,4,52,39,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,7,4,13,0,0,0,60,50,108
UCL122034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,53,99,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,55,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,7,8,16,0,0,0,60,60,124
UCL122035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,45,87,0,4,9,6,0,6,0,0,0,0,0,0,0,0,0,9,4,20,57,54,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,21,10,17,26,0,0,0,75,84,163
UCL122036,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,25,24,45,0,10,6,0,0,3,0,0,0,0,0,0,0,0,4,5,5,12,36,45,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,14,0,0,5,46,53,98
UCL122037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,48,86,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,50,51,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,20,7,12,21,0,0,0,71,68,142
UCL122038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,43,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,40,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0,6,10,0,0,0,61,62,122
UCL122039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,63,115,3,9,12,5,0,5,0,0,0,0,0,0,0,0,5,6,3,9,64,70,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,11,12,23,0,0,0,85,90,172
UCL122040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,28,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,4,10,11,0,0,0,28,30,58
UCL122041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,63,126,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,77,66,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,21,9,10,17,0,0,3,98,82,183
UCL122042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,40,92,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,64,39,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,27,7,8,21,0,0,0,78,73,143
UCL122043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,30,84,0,6,10,6,0,6,0,0,0,0,0,0,5,0,4,6,0,5,67,40,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,8,11,25,0,0,0,78,61,139
UCL122044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,19,21,36
UCL122045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,22,61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,44,27,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,7,8,0,0,0,50,33,84
UCL122046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,40,106,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,78,37,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,46,7,15,20,0,0,0,105,79,185
UCL122047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,18,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,35,44,78,3,15,21,0,0,0,68,77,148
UCL122048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,66,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21,51,37,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,7,0,0,6,56,47,97
UCL122049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,58,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,7,5,36,31,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,0,0,0,42,40,81
UCL122050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,28,21,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,9,0,0,0,33,30,61
UCL122051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,56,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,36,31,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,9,12,0,0,0,37,44,84
UCL122052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,63,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,39,39,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,24,3,9,6,0,0,0,50,66,114
