SA2_MAINCODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011321,21,14,14,9,19,7,0,91,0,4,0,0,0,3,0,8,0,3,0,0,0,0,0,4,47,65,41,34,56,29,10,284,3,4,5,0,3,0,0,16,0,5,3,0,0,0,0,13,9,12,10,0,3,0,3,28,50,80,52,34,54,29,13,311,21,11,8,3,7,4,3,64,3,0,0,0,0,0,0,10,80,95,59,39,63,34,15,387
117011322,16,31,18,33,23,12,7,143,3,0,0,4,3,0,0,11,0,0,0,5,0,0,0,6,41,69,66,66,86,47,21,407,0,9,3,0,5,0,0,21,10,12,6,4,3,0,3,37,11,20,7,3,12,0,3,51,57,92,78,71,94,51,26,459,48,43,27,15,30,19,8,182,0,0,0,0,0,0,0,5,102,132,104,86,123,71,34,643
117011323,22,33,30,19,18,3,3,131,3,3,0,0,0,0,0,6,0,3,0,0,0,0,0,8,41,76,55,46,55,17,15,300,0,3,3,3,0,3,0,9,4,8,4,3,3,0,0,23,4,10,6,5,3,3,0,32,41,81,64,51,60,23,15,332,37,44,29,21,15,7,4,162,0,4,0,3,0,0,0,5,83,129,94,72,75,27,19,498
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117021326,25,57,32,28,21,12,5,184,3,3,0,0,0,3,0,13,0,0,0,0,0,0,0,8,55,120,80,59,66,42,17,439,0,4,5,6,0,0,0,15,8,17,4,3,0,0,0,31,4,18,6,14,3,0,0,51,58,140,87,72,73,40,17,486,73,57,38,34,41,30,21,293,0,3,0,0,0,0,0,5,133,202,119,103,112,66,34,780
117021327,18,32,12,10,20,7,5,109,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,9,37,74,56,40,56,19,21,301,0,0,0,0,0,0,0,4,3,0,5,0,5,0,0,11,3,3,8,0,6,0,0,20,40,71,60,45,64,16,21,325,23,10,10,14,15,9,0,83,0,0,0,0,0,0,0,0,67,89,76,57,74,23,19,408
117021328,6,18,13,3,9,3,3,55,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,20,36,29,14,24,20,11,146,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,10,3,3,5,0,0,0,0,13,22,43,31,15,23,20,14,155,16,21,12,16,13,0,4,76,0,0,0,0,0,0,0,0,36,63,43,24,36,20,16,238
117031329,0,3,3,3,4,6,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,16,15,8,12,4,6,70,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,9,18,17,8,10,4,6,75,3,4,3,0,7,0,0,17,0,0,0,0,0,0,0,0,13,24,18,8,17,7,5,89
117031330,13,14,17,7,11,4,0,63,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,29,49,36,24,38,19,3,203,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0,10,35,53,34,27,42,21,3,213,23,18,0,10,8,3,3,59,0,0,0,0,0,0,0,0,54,68,42,34,46,25,8,273
117031331,16,25,17,8,14,9,5,94,4,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,31,63,47,17,41,17,21,240,0,4,0,0,0,0,0,10,3,0,7,0,0,0,3,14,3,4,7,6,4,0,3,17,35,65,53,19,46,17,21,258,45,49,21,11,29,18,8,181,0,0,0,0,0,0,0,3,83,109,74,32,73,44,29,446
117031332,9,25,12,11,17,0,3,73,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,23,47,41,24,48,17,15,220,0,0,0,0,4,0,0,5,0,0,0,0,3,0,0,8,0,0,0,0,6,0,0,10,23,52,46,25,52,17,21,236,16,19,6,4,8,3,10,70,0,0,0,0,0,0,0,3,41,75,50,33,60,22,26,307
117031333,7,13,4,9,7,3,5,52,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,19,25,12,19,18,12,14,126,0,0,3,0,0,0,0,3,0,6,3,0,3,0,0,12,0,5,3,0,3,0,0,17,20,35,20,17,22,12,14,146,13,20,13,6,15,3,3,79,0,0,0,0,0,0,0,0,40,55,29,26,36,15,12,223
117031334,20,28,24,9,6,9,12,101,0,0,3,0,0,0,0,5,0,0,0,0,0,4,0,4,40,56,48,29,26,22,14,236,5,6,0,0,3,4,0,16,0,0,0,0,3,0,0,4,5,6,0,0,3,6,0,22,43,60,54,31,36,31,16,263,27,29,16,9,23,12,3,121,0,0,0,0,0,0,0,8,70,89,71,34,59,44,24,387
117031335,8,15,15,5,5,8,8,70,3,4,0,0,0,0,0,9,8,0,0,0,0,0,0,11,30,44,28,21,27,27,15,190,0,3,0,0,0,0,0,3,3,4,3,0,0,0,0,10,3,4,3,0,3,0,0,21,35,51,34,18,29,28,20,211,31,26,17,16,17,9,5,124,0,0,0,0,0,0,0,0,62,76,50,36,40,39,22,328
117031336,4,11,3,6,3,7,3,32,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,21,29,9,7,20,6,7,100,0,6,0,3,0,0,0,6,0,0,0,0,0,4,0,3,0,5,0,3,0,4,0,11,21,35,13,14,20,13,7,107,6,11,3,3,10,8,4,49,0,0,0,0,0,0,0,0,30,43,20,15,25,13,7,158
117031337,7,16,3,11,8,5,3,60,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,36,26,20,16,27,24,17,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,37,26,24,16,29,29,24,181,13,18,13,5,17,24,19,116,0,0,0,0,0,0,0,0,52,46,41,25,46,49,39,300
117031338,26,35,27,14,15,17,3,143,0,0,0,0,4,3,0,12,0,0,0,0,0,0,0,3,60,81,59,42,54,40,22,355,0,3,3,3,3,4,0,22,5,4,3,0,4,3,0,25,5,5,7,6,4,8,3,46,69,92,65,47,60,46,23,401,65,77,37,39,47,30,23,317,0,0,0,0,0,0,0,4,136,163,101,86,110,73,50,719
118011339,12,38,17,14,17,14,3,113,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,29,88,32,30,46,26,13,264,0,0,0,0,0,3,0,3,3,4,0,0,0,0,0,3,3,4,0,0,0,3,0,7,31,94,32,30,50,27,13,275,8,10,10,6,7,0,5,47,0,0,0,0,0,0,0,0,35,104,40,34,58,36,17,322
118011340,26,35,27,13,23,3,6,141,0,3,0,0,0,0,0,7,3,0,0,0,0,0,0,5,44,82,56,32,56,22,23,309,0,0,0,4,0,0,0,8,9,11,3,3,0,0,0,20,9,14,4,5,0,0,0,30,49,90,65,39,56,25,23,339,20,31,23,9,11,14,0,101,0,3,0,0,0,0,0,4,69,120,81,49,66,35,24,446
118011341,17,29,20,16,17,11,7,115,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,4,33,74,55,34,59,29,21,309,0,0,0,3,0,0,0,3,0,3,0,0,0,0,3,12,3,5,0,3,0,0,3,16,30,79,56,37,59,29,28,321,8,11,10,0,15,11,7,65,0,0,0,0,0,0,0,7,39,91,69,36,74,40,29,386
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,13,33,23,16,28,17,6,136,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,8,40,103,70,36,66,46,32,394,0,9,0,0,4,3,0,22,0,3,0,0,4,0,0,8,0,13,0,0,8,5,0,29,41,117,75,36,71,49,33,428,24,23,38,28,31,20,20,178,0,0,0,0,0,0,0,7,67,142,111,59,106,65,49,610
118011344,7,24,14,13,16,10,9,96,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,60,30,38,32,27,20,228,0,0,0,4,3,0,0,9,4,0,3,0,0,0,0,5,4,0,3,0,6,0,0,14,25,66,33,37,31,27,22,243,6,17,6,4,9,3,5,52,0,0,0,0,3,0,0,3,29,79,37,41,49,33,23,298
118011345,14,21,19,5,9,3,3,70,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,30,75,48,20,45,27,14,260,0,3,3,0,0,3,0,7,0,3,0,0,0,0,0,5,0,5,3,0,3,4,0,18,31,83,53,17,46,27,19,276,4,5,8,9,6,6,5,41,0,0,0,0,0,0,0,0,33,87,57,29,54,40,24,318
118011346,14,21,19,14,13,7,6,89,0,4,0,0,0,0,0,5,0,0,0,0,4,0,0,8,22,44,40,32,35,22,18,207,0,3,3,0,0,0,0,11,3,0,3,3,0,0,0,13,3,3,4,3,3,5,0,26,22,50,45,33,37,24,19,231,8,16,19,15,21,16,10,108,0,0,3,0,0,0,0,3,33,61,62,49,56,46,29,339
118011347,13,7,5,0,5,7,4,39,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,25,29,19,12,27,14,6,135,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,3,0,0,0,3,3,0,6,29,32,19,14,27,19,6,141,7,17,7,10,6,0,0,44,0,0,0,0,0,0,0,0,39,44,29,16,31,15,9,185
118021348,20,61,33,27,22,17,10,185,6,0,0,0,0,0,3,15,0,0,0,3,0,0,0,8,47,136,77,62,62,37,27,441,0,0,0,4,5,0,0,13,3,8,3,4,0,0,0,24,6,8,3,5,9,3,0,30,56,140,80,65,65,41,24,474,45,51,25,16,23,8,10,181,0,0,0,0,0,0,0,0,96,195,108,80,94,48,41,659
118021350,22,42,35,24,50,13,12,187,3,3,0,3,3,0,0,6,0,3,0,0,0,0,0,0,56,114,86,59,102,38,34,481,3,11,3,0,3,0,0,22,3,9,0,7,3,0,0,19,5,14,3,6,5,0,0,37,59,126,86,61,102,42,37,517,64,61,35,33,37,15,11,258,0,0,0,0,0,0,0,0,129,189,129,98,139,55,44,779
118021564,8,15,15,7,6,4,3,66,0,4,0,0,0,0,0,8,3,3,0,0,0,0,0,4,19,47,40,14,34,24,19,191,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,19,47,38,14,32,26,18,193,16,10,9,3,5,6,3,44,3,0,0,0,0,0,0,3,34,53,45,14,38,39,25,244
118021565,10,19,13,14,15,12,4,77,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,22,36,28,20,24,29,15,177,0,0,0,0,0,0,0,3,4,4,0,0,3,3,0,10,3,4,0,0,3,3,0,14,22,42,23,27,32,32,18,190,20,17,21,12,10,21,13,113,0,0,0,0,0,0,0,4,43,68,45,35,45,50,30,308
118021566,13,6,17,6,8,4,0,57,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,28,33,36,11,27,14,6,155,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,36,36,13,27,14,9,156,7,7,6,6,10,10,3,46,0,0,0,0,0,0,0,5,35,38,40,18,39,23,12,213
118021567,8,24,6,11,24,6,3,90,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,17,57,35,38,43,20,16,229,0,0,3,4,0,0,0,13,0,3,0,0,0,0,0,12,0,3,5,5,5,3,0,17,22,60,39,38,47,25,18,249,48,46,16,22,21,12,9,169,0,0,0,0,0,0,0,0,65,105,57,61,67,34,21,419
118021568,10,17,12,7,16,0,0,59,0,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,26,42,36,16,44,24,8,194,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,10,25,39,34,16,45,24,8,199,8,13,10,7,11,3,9,65,0,0,0,0,0,0,0,0,34,51,48,26,60,35,13,266
118021569,21,39,14,7,20,15,3,122,9,4,0,0,0,0,0,11,0,3,0,0,0,0,0,3,48,87,56,42,62,44,16,361,0,3,0,0,3,0,0,7,3,3,3,0,0,0,0,12,5,6,3,0,3,0,0,17,50,94,59,42,65,44,16,376,13,8,6,5,4,3,3,50,0,0,0,0,0,0,0,0,64,107,70,54,68,42,20,423
118021570,8,13,3,13,4,7,0,49,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,31,53,41,33,32,24,10,226,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,6,3,3,0,0,3,0,0,12,34,50,40,33,37,24,10,230,11,14,6,4,7,11,5,62,0,0,0,0,0,0,0,0,46,67,54,35,46,35,20,295
119011354,23,45,32,28,26,18,9,186,0,0,3,3,8,0,0,16,3,3,3,6,3,0,3,28,49,95,77,45,83,42,32,437,4,10,5,4,3,3,0,32,8,7,12,5,11,6,0,48,16,19,20,13,11,9,3,87,69,115,95,58,95,55,36,519,190,175,99,70,87,36,28,688,3,9,8,3,4,0,0,28,264,299,199,139,189,94,59,1229
119011355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,11,7,11,4,0,3,0,0,28,0,0,0,0,0,0,0,0,7,13,9,7,3,0,3,38
119011356,14,34,19,14,22,14,4,130,3,0,0,0,3,0,3,10,0,0,0,0,0,0,0,3,41,63,53,34,51,40,16,290,0,15,3,4,6,4,3,34,6,5,3,4,3,0,0,28,6,20,8,12,10,4,4,59,46,85,60,47,61,40,19,349,85,75,53,30,44,9,15,315,3,0,0,0,0,0,0,3,136,161,109,71,102,50,35,663
119011357,38,58,48,33,36,17,9,236,3,0,3,0,4,0,0,16,5,8,0,4,3,0,3,22,70,110,84,63,74,43,23,467,4,3,5,0,3,3,0,19,9,17,7,9,12,3,5,65,15,23,12,8,18,3,5,87,87,132,100,68,95,47,32,555,136,191,115,68,105,60,24,704,6,5,0,0,3,0,0,22,228,332,217,137,204,105,58,1275
119011358,19,38,35,21,45,17,8,173,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,46,75,58,57,94,39,17,379,0,0,0,0,3,0,0,10,0,3,0,3,3,0,0,15,0,4,3,3,5,0,0,21,53,79,61,58,96,41,18,403,48,45,32,20,29,17,12,205,0,0,0,0,0,0,0,3,102,122,94,80,127,65,27,610
119011359,29,69,56,38,52,19,3,258,3,0,3,0,3,0,0,8,0,0,0,0,3,0,4,7,51,128,119,77,137,63,23,603,4,18,7,4,3,0,3,31,0,15,7,4,6,0,0,32,9,29,13,7,10,0,3,65,60,158,132,88,144,66,27,665,69,60,44,27,38,23,11,279,0,0,0,0,0,0,0,0,126,220,178,110,185,86,36,944
119011360,24,45,30,22,24,13,14,163,3,0,0,0,0,0,0,8,0,3,8,3,5,0,0,16,48,81,74,53,69,34,23,384,3,9,5,3,4,0,0,27,8,12,5,0,0,0,0,27,7,20,9,11,3,0,3,49,55,99,80,64,77,38,28,432,70,71,40,21,30,15,10,253,3,3,0,0,0,0,0,3,129,174,122,85,99,51,33,697
119011361,25,58,41,26,34,15,9,210,7,0,0,0,3,0,0,10,3,3,0,0,0,0,3,12,79,127,82,64,68,41,22,480,0,12,4,0,4,3,3,29,4,14,14,9,8,6,3,60,7,25,21,10,16,12,3,88,82,154,97,77,83,48,23,570,148,139,75,47,76,25,16,522,0,3,3,0,0,0,0,7,233,296,180,124,162,72,42,1104
119011571,25,42,27,21,22,12,7,160,10,8,0,0,0,0,0,19,3,0,0,3,3,4,0,10,68,68,52,53,54,48,16,352,3,8,3,8,7,4,8,43,3,16,8,4,3,5,0,44,9,24,12,10,12,12,10,88,79,92,70,64,61,59,20,441,129,110,62,38,59,30,22,446,3,6,4,0,0,0,0,10,204,212,133,98,121,82,42,894
119011572,16,38,30,12,39,23,13,184,4,0,0,0,0,0,0,6,6,8,0,0,0,3,0,17,47,79,50,34,94,48,24,370,0,4,11,0,6,3,3,20,6,14,10,9,18,10,0,67,6,22,18,9,22,12,3,88,46,94,69,44,112,54,29,460,124,107,44,46,49,37,23,436,0,3,0,0,0,0,0,8,176,207,119,91,161,90,47,903
119021362,22,40,39,29,55,26,6,216,0,0,6,0,3,0,0,14,0,0,3,0,4,0,0,11,44,83,75,59,107,52,34,449,0,0,3,3,0,4,3,18,5,13,5,3,6,3,0,28,5,12,8,11,5,3,3,48,42,99,84,64,113,57,36,497,89,88,43,31,36,24,19,337,0,9,5,0,0,0,0,18,134,197,134,98,151,73,49,843
119021363,36,60,50,32,54,38,17,287,4,0,0,0,3,0,0,14,3,3,0,0,3,4,0,17,65,119,107,80,123,83,46,627,0,3,6,13,11,6,0,35,3,18,9,5,7,5,4,64,3,22,15,21,18,14,4,98,71,143,125,98,141,99,48,726,94,110,55,43,62,37,22,428,0,0,0,0,0,0,3,8,172,253,184,140,200,140,72,1160
119021364,15,48,39,33,34,18,13,199,3,0,0,0,0,0,0,10,0,0,3,0,4,0,0,9,35,111,87,76,95,53,24,483,5,9,6,0,10,4,3,32,3,13,7,7,4,0,0,29,4,18,12,3,10,8,3,58,42,130,97,78,107,61,26,540,60,50,27,16,31,16,10,209,0,0,0,0,0,0,0,3,104,177,130,94,137,73,35,752
119021366,19,46,27,23,39,21,4,186,0,0,0,0,0,0,0,3,3,4,9,5,3,3,0,17,38,82,73,48,80,50,27,403,3,3,7,0,0,0,0,17,3,16,8,5,14,5,3,51,5,21,15,5,12,10,3,71,42,103,89,50,95,59,29,470,150,122,98,46,75,41,19,550,0,3,0,0,0,0,0,3,189,229,189,98,172,95,50,1028
119021367,23,26,29,21,22,9,6,136,3,5,3,0,0,0,0,10,0,0,0,0,0,0,0,7,40,61,59,36,48,25,11,271,0,3,5,0,8,0,0,12,0,3,3,3,4,0,0,13,0,5,9,0,8,0,0,27,44,67,63,37,56,26,11,306,43,82,35,15,34,14,13,241,0,0,0,0,3,0,0,8,84,154,104,53,93,43,23,549
119021573,19,33,18,7,8,9,8,100,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,33,56,27,22,23,24,19,205,0,3,4,0,0,4,0,10,5,17,3,3,4,4,3,37,4,17,10,3,6,4,3,49,40,70,32,23,32,36,22,255,85,84,51,30,34,29,7,318,0,3,3,0,0,0,0,8,127,162,87,54,63,62,24,579
119021574,11,17,9,7,15,8,3,71,0,0,0,0,0,0,4,7,0,0,0,3,4,0,0,5,24,25,21,28,36,15,13,165,0,6,3,3,0,0,0,14,0,9,5,3,0,0,0,18,0,11,10,4,0,3,0,30,29,40,26,34,37,20,13,195,70,66,35,28,22,13,15,241,3,7,3,0,0,3,0,10,96,109,69,60,59,32,30,455
119031368,18,35,30,21,46,32,14,193,0,3,0,0,0,3,0,8,3,3,4,0,0,6,0,12,55,89,65,53,90,67,32,460,3,0,0,0,0,8,0,16,3,10,5,10,8,4,4,47,11,11,5,12,12,8,4,62,64,105,75,66,102,77,35,524,82,77,45,31,52,28,17,335,0,3,5,3,0,0,0,18,148,186,124,95,154,109,49,875
119031369,29,52,37,22,37,22,9,203,3,3,0,3,3,0,0,8,0,3,0,3,0,0,3,11,49,94,75,65,103,68,37,481,4,7,3,0,3,0,0,18,0,10,6,4,0,0,0,32,5,15,10,3,3,4,3,48,49,116,83,66,109,67,36,525,63,40,31,16,31,21,8,206,3,0,0,0,0,0,0,7,113,157,110,82,137,93,47,739
119031370,8,30,19,14,18,17,6,112,3,0,0,0,0,0,3,8,0,0,0,3,0,0,0,4,28,62,50,33,53,42,29,290,0,3,0,0,0,0,0,6,0,5,3,4,3,3,0,21,0,12,4,5,3,3,0,34,26,75,52,40,54,44,29,317,52,38,26,20,23,23,9,188,3,5,3,0,0,0,0,13,81,112,81,64,84,63,33,518
119031371,7,16,12,12,12,5,5,76,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,20,34,31,25,48,28,26,217,0,3,0,0,0,3,0,11,0,0,6,0,3,0,0,12,3,3,9,3,4,3,0,26,25,38,34,29,54,31,26,240,12,22,11,9,15,18,7,89,0,0,0,0,0,0,0,0,38,62,51,39,67,46,27,329
119031372,29,41,18,20,24,14,3,157,3,0,0,0,0,0,0,9,3,3,0,0,3,3,0,10,37,68,50,48,83,45,22,357,4,3,3,0,3,0,0,14,0,7,0,3,3,3,0,25,4,10,6,5,6,5,0,40,45,78,51,52,89,49,22,398,44,39,22,20,26,15,8,173,0,0,3,0,0,0,0,5,85,126,82,75,118,62,33,577
119031373,16,40,24,13,33,17,6,143,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,36,63,38,24,46,38,20,263,0,7,4,0,3,0,0,19,0,8,3,5,3,5,5,39,3,19,11,9,8,8,7,58,35,80,47,38,59,44,22,316,56,68,45,30,39,24,8,280,0,0,0,0,0,0,0,4,94,148,90,67,99,65,27,598
119031374,19,46,36,30,44,25,11,201,3,0,4,0,0,3,0,7,0,0,3,3,0,0,3,7,42,95,76,55,116,67,31,482,3,0,0,0,0,0,3,11,3,8,4,3,9,4,0,31,7,8,4,3,7,4,6,44,43,102,82,58,122,74,34,520,51,52,27,38,27,26,12,236,0,0,0,0,0,0,0,3,100,158,106,98,151,101,47,766
119041375,16,23,17,16,17,14,3,115,3,0,0,0,0,3,0,9,4,4,3,0,0,0,0,12,50,58,47,34,39,34,11,274,5,3,6,3,0,0,0,18,0,3,0,0,3,4,0,13,4,10,6,4,3,3,0,31,55,65,48,42,44,42,15,308,52,39,29,16,24,18,8,190,8,0,0,0,0,0,0,9,110,98,77,59,71,58,27,510
119041376,32,42,39,26,48,38,12,245,12,0,0,0,3,0,0,11,0,0,0,0,4,4,3,12,66,96,88,63,122,76,35,543,0,3,4,0,3,3,0,15,0,8,8,0,0,4,0,23,0,10,8,3,4,3,0,38,67,110,95,72,122,82,34,578,79,95,59,37,34,23,15,330,0,0,0,0,0,0,0,0,143,201,157,107,162,102,49,918
119041377,7,30,19,9,15,8,8,99,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,23,58,36,26,39,32,12,231,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,14,0,3,0,3,0,0,0,14,25,61,38,25,43,34,17,247,38,40,30,16,26,9,9,160,0,0,0,0,0,0,0,0,61,106,69,43,66,46,23,407
119041378,18,20,19,3,15,8,3,91,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,23,36,38,11,39,24,13,181,0,0,0,0,3,0,0,6,4,3,0,0,3,0,0,11,4,4,4,0,3,0,0,15,25,39,38,11,43,25,11,195,20,17,15,14,18,11,3,96,0,0,0,3,0,0,0,3,50,61,51,30,62,29,19,293
119041379,26,53,22,20,36,18,15,194,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,49,73,59,49,74,43,26,363,3,6,0,0,6,3,0,19,0,3,3,0,0,3,0,17,4,13,5,0,6,7,0,37,47,87,64,46,79,48,32,406,33,54,18,19,28,18,13,184,0,0,0,0,0,0,0,6,82,139,85,71,104,68,45,598
119041380,14,24,27,9,21,10,4,117,3,3,0,3,0,0,0,15,0,0,3,0,0,0,0,12,41,76,71,42,65,35,18,346,0,0,3,0,0,0,0,8,0,4,4,3,6,3,0,15,0,4,4,3,3,6,0,23,42,83,75,50,65,39,18,369,34,59,27,15,8,11,7,155,0,0,0,0,0,0,0,0,79,137,100,62,80,46,25,526
119041381,21,23,14,15,19,10,0,104,4,0,0,4,0,0,0,8,3,0,0,0,0,3,0,5,38,54,33,41,65,31,19,284,0,0,4,0,0,0,0,8,3,0,0,3,0,0,0,14,5,0,6,3,3,3,0,20,40,59,37,46,68,38,19,297,39,53,23,15,17,11,7,162,0,0,0,0,0,0,0,0,78,107,63,58,85,46,27,468
