SUA_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
1022,0,0,0,3,3,5,4,0,3,14,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,11,0,0,0,3,3,8,27,11,0,52,4,3,11,45,28,35,47,17,4,197,0,0,0,0,0,0,7,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6,0,3,3,18,12,14,3,3,0,71,0,0,0,0,0,6,0,3,0,12,0,3,3,0,10,15,31,24,16,96,0,0,0,4,3,0,4,0,0,9,0,4,10,24,11,12,14,5,0,76,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,4,12,9,7,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,3,4,7,22,4,3,11,0,0,54
1023,0,0,5,8,5,7,9,3,0,41,0,0,3,21,3,6,0,0,0,32,0,7,14,49,5,0,0,0,0,66,0,7,3,32,32,70,183,55,44,422,24,105,167,718,475,391,232,89,28,2234,0,3,3,15,13,17,22,20,6,100,3,16,6,73,16,7,11,3,0,137,0,0,19,54,40,29,10,0,0,154,20,86,84,519,324,281,117,32,6,1462,0,0,0,54,28,53,64,57,77,335,0,34,20,106,109,185,236,118,75,888,3,3,47,45,22,18,15,4,0,170,4,35,91,241,128,88,39,16,10,664,0,0,0,8,27,28,32,31,13,142,6,15,21,100,29,19,19,5,0,204,3,7,23,106,11,3,0,0,0,152,9,28,48,269,86,43,5,0,0,497,0,0,3,33,78,117,119,88,29,464,0,0,5,4,9,9,3,0,0,31,10,77,81,249,90,88,42,14,5,654
1024,0,0,0,0,3,0,0,3,0,9,0,0,0,3,0,0,0,0,0,3,0,0,3,7,3,0,0,0,0,11,0,0,0,3,3,9,30,22,5,65,0,16,11,44,36,34,20,12,3,178,0,0,0,3,3,0,4,0,0,11,0,3,0,3,0,0,0,0,0,9,0,0,0,3,6,6,0,0,0,16,3,6,3,47,27,31,16,0,0,135,0,0,0,3,0,0,4,0,3,12,0,0,0,10,14,14,27,20,3,81,0,0,0,3,0,0,3,0,0,9,0,3,0,12,9,3,11,3,0,41,0,0,0,0,0,0,0,0,0,9,0,4,0,6,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,5,0,3,3,23,14,0,3,0,0,46,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,4,18,4,7,0,3,0,44
1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,11,41,4,0,0,0,0,55,0,0,3,0,0,10,21,7,4,44,6,16,17,47,26,36,26,12,0,178,0,0,0,0,0,0,5,0,0,8,0,3,0,11,0,0,0,0,0,18,0,3,0,0,3,0,4,3,0,7,0,7,9,50,19,25,9,0,0,116,0,0,0,4,0,0,0,5,9,20,0,0,0,5,10,4,11,4,7,43,0,3,3,3,3,0,0,0,0,10,0,9,10,32,8,11,6,0,0,71,0,0,0,0,0,3,3,3,0,6,0,0,0,18,7,3,0,0,0,28,0,3,0,4,3,0,0,0,0,17,0,0,0,13,4,3,0,0,0,29,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,6,0,9,3,16,4,0,4,0,0,40
1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,4,19,0,0,4,9,14,3,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,9,21,6,7,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1027,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,7,9,11,34,27,15,98,0,6,17,72,88,67,60,34,17,362,0,0,0,3,4,3,4,13,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,7,0,10,11,53,29,16,12,3,0,134,0,0,0,3,4,0,5,3,0,17,0,5,3,11,17,19,46,24,10,144,0,0,0,0,5,0,3,0,0,13,0,4,5,29,15,18,18,9,0,100,0,0,0,0,0,3,0,7,3,8,0,0,0,4,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,8,0,0,3,20,8,6,0,0,0,37,0,0,0,0,0,3,0,0,0,7,0,0,0,4,3,0,0,0,0,4,0,18,7,19,3,15,8,0,0,66
1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,13,22,52,53,27,18,8,0,185,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,5,4,37,13,17,3,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,14,0,0,0,3,0,0,0,0,0,3,0,8,9,24,16,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,19
1029,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,12,9,39,0,4,6,40,24,21,20,6,3,124,0,0,0,0,0,3,6,7,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,6,21,9,11,6,0,0,48,0,0,0,0,4,10,3,4,3,19,0,0,0,8,6,9,10,12,6,53,0,0,0,0,3,0,0,0,0,8,0,0,3,9,3,7,3,0,0,22,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,0,0,0,14,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,13,9,7,8,0,0,41
1030,3,39,96,644,475,608,451,225,123,2661,4,70,313,1042,554,429,212,118,57,2805,66,418,3067,9144,377,289,68,10,3,13439,24,137,196,787,435,548,948,592,371,4040,467,2948,5226,14491,7019,5424,2754,960,387,39687,6,28,59,487,353,280,409,175,63,1857,298,1061,1052,4888,982,545,186,65,20,9096,5,25,85,508,506,363,145,129,49,1811,242,1587,3259,17755,8295,7348,3338,827,473,43141,13,44,114,2035,675,1300,848,571,609,6218,21,178,234,1697,1300,1530,1457,864,412,7689,164,622,897,1946,804,866,517,201,59,6082,112,787,1627,6027,3358,2500,1523,774,277,16989,0,0,37,492,576,785,593,478,144,3099,80,500,847,4717,2430,1949,1118,612,269,12529,77,129,666,3806,773,846,361,61,17,6740,112,368,1457,9633,1713,1052,348,64,22,14767,11,41,126,1021,1127,1339,1144,633,154,5590,40,94,254,1746,1567,923,647,278,81,5623,342,1363,1550,4340,1549,1008,657,178,63,11049
1031,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,0,0,0,0,20,0,0,0,11,0,0,0,0,0,16,0,0,0,0,3,5,9,4,4,22,0,4,8,45,26,33,18,5,4,146,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,15,0,0,0,4,4,0,0,0,0,9,4,28,25,91,28,23,7,0,0,214,0,0,0,0,0,3,0,0,0,9,0,0,0,6,4,4,8,6,4,30,0,0,8,0,6,0,7,3,0,25,0,7,7,27,12,4,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,4,0,12,4,0,0,0,0,19,6,0,10,32,0,0,0,0,0,54,0,3,0,15,8,7,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,4,6,3,0,36
1032,0,0,0,0,0,4,0,0,0,3,0,0,3,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,17,4,3,36,0,3,3,18,11,34,18,7,5,97,0,0,0,0,4,5,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,8,0,0,3,21,22,30,16,5,0,92,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,6,7,11,4,34,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,4,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,4,0,0,25
1033,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,3,3,23,0,3,0,21,11,26,19,7,0,90,0,0,0,0,3,3,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,0,10,12,11,3,3,0,39,0,0,0,4,0,0,0,4,0,8,0,0,0,0,6,7,15,12,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,3,0,21,0,0,0,0,0,4,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,7,3,0,0,23
1034,0,0,0,0,0,0,0,0,0,3,0,10,6,40,4,0,0,0,0,57,0,4,0,16,0,3,0,0,0,27,0,0,0,0,0,12,17,8,6,43,3,11,24,45,37,47,20,8,3,184,0,0,0,0,5,0,7,0,0,10,3,11,5,18,3,0,3,0,0,41,0,0,0,5,3,0,0,0,0,12,7,31,14,92,30,13,10,3,0,203,0,0,0,3,3,0,0,3,3,11,0,0,8,4,15,9,18,0,6,61,0,0,4,3,6,0,0,0,0,20,0,9,14,34,20,6,4,3,0,94,0,0,0,0,4,3,0,4,3,10,0,3,3,24,8,3,3,0,0,41,0,0,7,13,3,0,0,0,0,24,0,0,3,18,6,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,20,12,3,3,0,0,55
1035,0,0,0,6,5,8,0,0,0,18,3,5,18,54,15,9,9,3,0,114,0,0,4,27,0,0,0,0,0,32,0,9,8,31,23,98,185,127,67,543,7,90,132,476,308,276,151,57,24,1522,0,3,5,11,22,32,38,30,10,143,0,7,11,56,8,9,3,0,0,96,0,3,0,25,20,12,0,3,0,68,10,36,57,339,164,248,108,21,8,998,0,3,3,57,27,60,48,43,47,278,0,14,7,67,196,255,265,195,76,1085,3,15,10,34,12,13,4,4,0,98,4,30,46,143,63,65,42,22,6,417,0,0,3,22,47,72,73,62,22,312,3,6,24,63,22,19,8,8,3,159,3,4,6,42,17,8,4,0,0,87,14,46,78,243,76,40,15,0,0,510,0,6,21,211,350,481,461,285,68,1886,0,3,7,76,112,47,63,28,3,338,13,32,63,152,73,54,44,7,6,444
