SUA_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
1023,0,0,7,16,32,82,161,177,58,534,4,20,116,117,53,102,31,9,7,447,39,189,182,1316,218,131,124,65,14,2273,0,19,47,138,57,28,30,8,6,338,8,20,23,219,20,6,8,3,0,303,16,31,9,66,12,12,7,0,0,154,13,65,21,234,112,78,87,57,20,688,0,8,20,54,72,181,252,373,176,1122,0,24,37,70,29,26,14,5,3,210,10,48,117,328,75,27,8,3,4,618,0,3,3,24,19,14,11,0,3,80,6,23,122,330,149,130,83,37,4,877,0,0,0,6,12,46,86,22,8,193,0,0,18,25,11,15,11,8,0,87,0,0,18,33,4,8,3,0,0,66,0,11,25,107,9,0,0,0,0,150,0,22,4,73,59,124,358,148,76,868,49,208,379,1514,941,802,463,187,45,4592,0,5,3,47,36,37,63,44,14,251,11,41,56,222,37,13,18,3,0,401
1024,0,0,4,3,0,7,10,3,0,25,0,0,0,11,7,4,3,0,0,21,4,13,7,105,9,9,5,0,0,158,0,3,0,16,6,0,3,3,3,38,0,0,0,6,4,0,0,0,0,11,0,0,3,14,0,0,0,0,0,16,0,0,0,3,14,3,10,7,0,36,0,0,0,4,10,12,16,12,3,60,0,3,0,7,3,3,0,3,0,16,0,7,3,20,5,0,0,0,0,33,0,3,0,5,10,3,0,0,3,28,0,0,4,11,8,3,0,4,0,29,0,0,0,3,0,6,13,14,0,36,0,0,0,0,3,3,3,3,0,15,0,0,0,3,0,0,0,0,0,3,0,0,3,25,4,0,0,0,0,37,0,0,0,5,5,18,53,34,7,127,5,30,36,100,74,76,56,23,6,408,0,0,0,3,6,3,11,3,0,27,3,5,0,11,0,0,0,0,0,14
1025,0,0,0,5,0,4,15,11,0,35,0,0,0,10,4,14,4,0,0,33,8,32,23,253,20,13,15,3,0,374,0,0,0,10,3,0,0,0,0,15,0,0,3,15,4,3,0,0,0,26,0,0,0,8,0,0,0,0,0,11,0,5,0,11,4,0,12,4,0,48,0,0,0,9,11,16,22,25,10,88,0,0,0,10,6,3,0,0,0,12,0,0,7,47,4,3,0,0,0,60,0,0,0,0,0,3,0,0,0,5,0,0,3,12,10,7,3,0,0,30,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,0,3,0,9,0,6,11,82,11,0,0,0,0,105,0,0,3,5,3,18,39,12,11,79,10,25,30,105,62,65,40,14,0,345,0,4,0,0,0,0,9,3,0,12,0,6,3,25,0,4,0,0,0,37
1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,27,4,3,0,15,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,0,4,0,19,0,4,0,3,3,3,5,0,0,14,0,0,4,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,9,12,3,5,25,0,3,8,26,15,7,4,0,0,67,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,7
1027,0,3,0,0,3,3,3,0,0,10,0,0,0,12,10,4,3,0,0,35,7,18,3,115,12,6,17,13,3,183,0,0,0,3,3,3,8,4,0,21,0,0,0,10,0,0,3,0,0,13,0,0,0,3,0,0,0,0,0,3,4,8,4,42,13,14,33,8,8,137,0,0,3,8,3,15,27,15,11,76,0,8,3,9,6,5,0,0,0,34,0,3,4,28,3,0,0,0,0,39,0,0,0,3,0,0,3,0,0,13,0,0,3,14,10,11,3,0,0,44,0,0,0,0,7,7,22,9,4,47,0,0,0,0,3,0,0,3,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,15,0,3,0,0,0,19,0,0,0,8,10,18,64,48,29,174,3,24,26,158,141,124,127,75,19,697,0,0,0,9,11,4,10,20,3,54,0,0,0,5,0,0,0,0,0,5
1028,0,0,0,0,0,3,0,0,0,3,0,0,3,3,3,3,0,0,0,15,0,3,3,22,0,5,0,0,0,30,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,6,3,0,0,23,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,11,3,0,28,0,22,40,98,101,51,31,13,3,357,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,11
1029,0,0,0,3,0,10,27,27,4,78,0,0,0,0,0,3,0,0,0,3,0,0,0,12,4,6,3,3,0,27,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,11,7,11,15,5,3,58,0,0,0,0,5,15,24,22,8,67,0,0,0,4,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,7,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,14,35,13,5,65,0,0,0,0,0,4,4,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,14,28,24,13,77,0,3,10,62,48,39,45,25,0,232,0,0,0,0,3,3,11,7,0,25,0,0,0,0,0,3,0,0,0,6
1030,53,371,516,1474,1979,4008,7740,8192,2282,26610,373,1305,4575,13732,6169,9080,3632,1136,280,40281,3216,8002,11281,77779,13153,8146,4562,2201,766,129113,163,809,4869,14116,3845,2907,1904,724,238,29580,120,1001,1742,11009,3066,2451,1340,620,244,21602,265,2582,5252,15214,7281,4652,2431,1158,325,39163,101,732,596,9756,2746,1713,1707,858,356,18561,61,312,807,4859,3466,5932,9742,9845,4396,39426,216,806,1192,5643,2461,1008,582,209,70,12188,410,2228,6222,22778,7911,5259,2571,1240,302,48920,192,811,2121,15628,13497,11495,7593,3321,1029,55683,192,875,2880,10556,4136,4711,3315,1062,280,28006,4,22,76,403,727,2586,4535,2430,774,11548,4,71,194,1291,927,1162,858,402,180,5087,16,142,783,2377,1148,784,453,241,95,6043,151,871,6713,20996,900,513,157,30,7,30329,54,290,360,1603,984,1171,1982,1213,673,8334,965,6037,10553,29590,14362,11041,5438,1840,634,80455,7,54,116,1072,749,582,791,375,107,3864,635,2166,3316,12112,2531,1337,441,122,36,22688
1031,0,0,0,0,0,0,0,5,3,10,0,0,5,13,0,8,0,0,0,25,5,8,7,162,19,11,7,0,0,213,0,0,3,8,0,0,3,0,0,13,0,0,0,10,3,0,0,0,0,17,0,0,0,5,3,0,0,0,0,4,0,5,0,10,7,9,8,5,0,42,0,0,0,0,4,4,3,9,3,25,0,3,0,5,6,0,0,0,0,14,0,0,75,84,3,0,0,0,0,159,0,0,0,0,3,5,0,0,0,14,0,0,0,30,5,3,3,0,0,41,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,24,3,0,3,0,0,45,0,3,3,31,3,0,0,0,0,42,0,0,0,0,3,6,16,12,3,43,3,13,21,84,48,63,36,14,4,281,0,0,0,0,0,0,0,0,0,5,0,0,3,23,0,3,0,0,0,31
1032,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,10,0,11,4,68,4,3,0,3,5,96,0,0,0,4,0,0,0,0,3,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,10,9,3,19,0,0,0,0,0,6,10,9,3,28,0,0,0,8,0,0,0,0,0,7,0,0,3,15,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,4,7,0,0,12,0,0,0,0,0,0,6,3,0,19,0,0,0,0,0,3,0,0,0,10,0,0,5,3,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,0,0,0,3,4,7,40,17,9,83,4,10,4,43,32,67,29,23,5,214,0,0,0,0,5,7,3,6,0,19,0,0,0,7,0,0,0,0,0,5
1033,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,5,0,3,0,17,0,0,4,0,0,35,0,0,0,3,0,0,4,0,0,15,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,3,0,27,0,0,0,3,5,7,34,23,4,78,0,0,0,0,0,3,0,0,0,12,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,3,0,0,0,11,0,0,0,0,0,9,18,5,0,36,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,3,0,0,4,10,18,3,3,48,0,5,3,38,25,41,39,14,3,172,0,0,0,0,4,4,9,0,0,14,0,0,0,0,0,0,0,0,0,0
1034,0,0,0,0,0,7,11,8,0,28,0,0,8,29,6,10,3,0,0,52,15,84,40,383,69,24,10,8,0,628,0,0,0,10,9,3,0,4,0,21,3,23,16,28,8,5,0,0,3,80,0,0,4,18,10,0,0,0,0,34,0,22,0,21,3,3,7,3,0,74,0,0,0,3,0,7,17,7,6,46,0,0,0,6,0,0,0,0,0,19,0,3,12,42,3,0,0,0,0,59,0,0,4,0,0,0,0,0,0,13,13,13,0,41,11,13,6,0,0,99,0,0,0,0,0,0,5,0,0,11,0,0,0,4,0,3,0,0,0,6,3,15,16,86,12,0,0,0,0,138,0,6,3,37,3,4,0,0,0,57,0,0,3,3,4,26,36,10,13,96,3,22,45,98,81,76,32,13,5,376,0,0,0,0,3,3,9,8,0,23,6,16,13,47,4,3,3,0,0,92
1035,0,7,6,26,60,164,216,259,100,845,7,9,60,68,32,58,15,6,0,247,28,98,271,853,129,94,83,51,15,1632,13,28,41,160,48,33,19,6,3,353,7,15,51,259,42,40,12,12,0,432,27,93,53,200,57,23,11,4,0,460,6,72,15,159,105,77,95,97,23,645,4,10,26,102,212,569,759,979,428,3085,3,19,29,73,38,20,14,6,0,204,8,21,72,172,60,24,7,3,0,365,6,13,26,185,152,141,96,26,22,670,3,20,159,119,60,58,38,14,3,477,0,3,4,17,43,162,244,153,43,668,0,0,0,12,13,14,3,3,0,48,3,14,31,95,21,13,15,5,0,210,3,0,13,58,4,0,3,0,0,81,0,11,9,52,51,166,409,244,114,1053,16,174,275,969,616,493,273,106,41,2976,0,6,3,30,41,49,73,52,14,270,0,19,66,164,27,15,7,3,0,301
