region_id,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sede_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Fl_u_a_1_or2_st_bl_NofB_0_ib,Flt_un_at_In_1_or2_s_b_NofB_1,Flt_un_at_In_1_or2_s_b_NofB_2,Flt_un_at_In_1_or2_s_b_NofB_3,Flt_un_at_In_1_or2_s_b_NofB_4,Flt_un_at_In_1_or2_s_b_NofB_5,Fl_un_at_In_1_or2_s_b_NoB_6_m,Flt_u_at_In_1_or2_s_b_NoB_NS,Flt_un_at_In_1_or2_s_b_Total,Flt_un_apt_3_st_bl_NoB_0_ib,Flt_un_apt_In_3_st_bl_NofB_1,Flt_un_apt_In_3_st_bl_NofB_2,Flt_un_apt_In_3_st_bl_NofB_3,Flt_un_apt_In_3_st_bl_NofB_4,Flt_un_apt_In_3_st_bl_NofB_5,Flt_un_apt_In_3_s_bl_NofB_6_m,Flt_un_apt_In_3_st_bl_NofB_NS,Flt_un_apt_In_3_st_bl_Total,Ft_un_ap_4_or_m_s_b_NofB_0_ib,Ft_un_apt_4_or_m_s_b_NofB_1,Ft_un_apt_4_or_m_s_b_NofB_2,Ft_un_apt_4_or_m_s_b_NofB_3,Ft_un_apt_4_or_m_s_b_NofB_4,Ft_un_apt_4_or_m_s_b_NofB_5,Ft_un_apt_4_or_m_s_b_NofB_6_m,Ft_un_apt_4_or_m_s_b_NofB_NS,Ft_un_apt_4_or_m_s_b_Total,Fl_un_at_At_to_a_h_NofB_0_ib,Flt_un_apt_At_to_a_hse_NofB_1,Flt_un_apt_At_to_a_hse_NofB_2,Flt_un_apt_At_to_a_hse_NofB_3,Flt_un_apt_At_to_a_hse_NofB_4,Flt_un_apt_At_to_a_hse_NofB_5,Fl_un_apt_At_to_a_hs_NofB_6_m,Flt_un_apt_At_to_a_hs_NofB_NS,Flt_un_apt_At_to_a_hse_Total,Flt_un_apart_Tot_NofB_0_i_b,Flt_un_apart_Tot_NofB_1,Flt_un_apart_Tot_NofB_2,Flt_un_apart_Tot_NofB_3,Flt_un_apart_Tot_NofB_4,Flt_un_apart_Tot_NofB_5,Flt_un_apart_Tot_NofB_6_or_m,Flt_un_apart_Tot_NofB_NS,Flt_un_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
LGA12350,13,68,592,2105,1169,208,47,129,4331,3,25,75,15,3,0,0,6,127,0,0,11,3,3,0,0,3,20,3,25,86,18,6,0,0,9,147,6,24,133,19,0,0,0,15,197,3,0,7,0,0,0,0,0,10,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,24,144,19,0,0,0,15,211,3,17,6,9,4,0,3,3,45,0,0,0,0,0,0,0,8,8,28,134,828,2151,1179,208,50,164,4742
LGA12500,3,25,345,1366,677,70,14,67,2567,0,13,119,12,3,0,0,15,162,0,0,0,0,0,0,0,0,0,0,13,119,12,3,0,0,15,162,0,23,87,9,0,0,3,4,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,26,87,9,0,0,3,4,129,3,20,16,6,3,0,0,4,52,0,0,0,0,0,0,3,0,3,6,84,567,1393,683,70,20,90,2913
LGA12600,10,85,868,5402,4580,675,128,177,11925,3,71,461,161,31,3,0,26,756,0,4,15,12,10,0,0,0,41,3,75,476,173,41,3,0,26,797,19,246,787,59,6,0,0,45,1162,0,6,13,0,0,0,0,0,19,0,0,16,0,0,0,0,0,16,0,4,0,0,0,0,0,0,4,19,256,816,59,6,0,0,45,1201,11,21,31,17,4,0,3,25,112,0,0,0,0,0,0,4,0,4,43,437,2191,5651,4631,678,135,273,14039
LGA12700,7,65,485,1446,776,152,36,50,3017,0,22,17,3,3,0,0,3,48,0,0,0,0,0,0,4,0,4,0,22,17,3,3,0,4,3,52,0,10,12,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,10,12,3,3,0,0,0,28,3,5,6,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,10,102,520,1457,782,152,40,53,3116
LGA12750,33,237,1724,5954,3214,570,148,210,12090,0,61,289,289,13,0,0,39,691,0,34,106,159,21,7,0,12,339,0,95,395,448,34,7,0,51,1030,6,106,451,178,18,3,0,37,799,3,8,19,15,0,0,4,4,53,0,0,0,0,0,0,0,0,0,0,16,16,11,0,0,0,0,43,9,130,486,204,18,3,4,41,895,12,99,131,37,9,0,0,24,312,4,0,3,3,0,0,0,0,10,58,561,2739,6646,3275,580,152,326,14337
LGA12850,126,352,2925,20309,13094,2849,693,998,41346,20,307,518,1507,495,87,24,125,3083,26,194,948,2561,548,86,24,120,4507,46,501,1466,4068,1043,173,48,245,7590,36,535,1348,316,23,5,7,121,2391,21,320,2247,174,0,4,3,117,2886,17,145,934,105,3,0,0,37,1241,0,49,45,55,10,3,0,6,168,74,1049,4574,650,36,12,10,281,6686,7,71,47,22,8,3,0,5,163,3,0,14,26,9,0,0,0,52,256,1973,9026,25075,14190,3037,751,1529,55837
LGA12900,5,34,417,1612,950,124,19,67,3228,4,11,87,10,0,3,0,4,119,0,0,4,0,3,0,0,0,7,4,11,91,10,3,3,0,4,126,5,31,104,8,0,0,0,19,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,31,107,8,0,0,0,19,170,0,10,6,0,0,0,3,13,32,0,0,3,0,0,0,3,0,6,14,86,624,1630,953,127,25,103,3562
LGA12950,0,27,248,691,421,75,16,33,1511,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,22,43,23,12,3,0,3,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,43,23,12,3,0,3,106,6,5,4,5,0,0,0,7,27,0,0,0,0,0,0,0,0,0,6,57,298,719,433,78,16,43,1650
LGA13010,15,98,488,1661,776,116,35,68,3257,0,39,53,8,3,0,0,5,108,0,5,4,0,3,0,0,0,12,0,44,57,8,6,0,0,5,120,0,17,40,6,3,0,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,40,6,3,0,3,0,69,4,8,0,3,0,0,0,0,15,0,4,0,0,0,0,0,0,4,19,171,585,1678,785,116,38,73,3465
LGA13050,11,37,247,965,479,61,16,27,1843,0,4,8,4,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,4,8,4,0,0,0,4,20,4,18,36,5,4,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,9,4,23,36,9,4,0,0,0,76,5,17,19,13,3,0,0,3,60,0,0,0,0,0,0,0,0,0,20,81,310,991,486,61,16,34,1999
LGA13100,88,841,5775,20606,14626,3307,662,627,46532,32,262,2340,2295,147,35,6,167,5284,31,159,938,1850,297,69,13,79,3436,63,421,3278,4145,444,104,19,246,8720,33,607,1484,979,54,12,6,141,3316,26,55,613,205,15,4,0,23,941,0,55,587,238,11,0,0,14,905,8,63,37,19,3,0,0,6,136,67,780,2721,1441,83,16,6,184,5298,27,158,337,60,19,0,5,28,634,0,15,67,21,6,0,0,3,112,245,2215,12178,26273,15178,3427,692,1088,61296
LGA13310,16,124,1217,4543,2657,424,95,157,9233,3,57,244,165,32,3,0,16,520,0,3,30,22,4,0,0,0,59,3,60,274,187,36,3,0,16,579,4,82,244,28,0,0,0,15,373,0,8,27,3,0,0,0,0,38,0,20,8,3,0,0,0,6,37,0,3,3,0,0,0,0,0,6,4,113,282,34,0,0,0,21,454,28,51,28,37,6,3,3,5,161,0,0,0,9,15,3,3,0,30,51,348,1801,4810,2714,433,101,199,10457
LGA13320,23,153,1389,5532,2962,422,85,187,10753,6,74,622,651,21,7,0,50,1431,0,54,153,143,21,3,0,18,392,6,128,775,794,42,10,0,68,1823,4,96,361,196,7,3,0,26,693,0,14,198,40,0,0,0,6,258,0,14,233,57,0,0,0,12,316,0,6,7,8,0,0,0,7,28,4,130,799,301,7,3,0,51,1295,19,113,199,44,13,5,0,28,421,0,0,9,4,0,0,0,0,13,52,524,3171,6675,3024,440,85,334,14305
LGA13340,9,69,437,1634,1058,190,39,85,3521,0,8,18,6,0,0,0,10,42,0,0,0,0,0,0,0,0,0,0,8,18,6,0,0,0,10,42,3,6,8,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,6,11,3,0,0,0,0,23,0,12,6,3,0,0,0,0,21,0,0,0,4,0,0,0,0,4,12,95,472,1650,1058,190,39,95,3611
LGA13380,47,260,1784,8178,4255,689,138,265,15616,5,93,561,224,14,0,4,21,922,0,0,33,105,19,0,0,0,157,5,93,594,329,33,0,4,21,1079,12,265,694,105,6,0,3,61,1146,7,7,16,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,9,19,277,714,105,6,0,3,61,1185,18,58,97,51,16,3,4,10,257,0,3,7,8,3,0,0,3,24,89,691,3196,8671,4313,692,149,360,18161
LGA13450,12,126,704,3576,2354,300,46,170,7288,3,37,178,206,20,3,3,14,464,0,0,48,9,0,0,0,0,57,3,37,226,215,20,3,3,14,521,3,75,296,117,40,4,3,37,575,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,3,75,302,117,40,4,6,37,584,11,28,6,6,4,0,0,5,60,0,0,0,0,0,0,0,0,0,29,266,1238,3914,2418,307,55,226,8453
LGA13500,5,14,131,637,381,75,21,22,1286,0,0,13,0,0,0,0,0,13,0,0,0,3,4,0,0,0,7,0,0,13,3,4,0,0,0,20,0,4,41,3,0,0,0,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,41,3,0,0,0,6,54,0,13,7,11,7,0,3,3,44,0,0,0,0,0,0,0,0,0,5,31,192,654,392,75,24,31,1404
LGA13550,9,56,481,2017,1129,205,41,70,4008,0,14,73,20,3,0,3,3,116,0,0,0,6,0,0,0,0,6,0,14,73,26,3,0,3,3,122,5,58,170,41,3,0,0,9,286,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,9,0,0,0,4,4,0,0,0,8,5,58,176,48,7,0,0,9,303,3,12,11,10,4,0,3,8,51,0,0,0,0,4,0,0,0,4,17,140,741,2101,1147,205,47,90,4488
LGA13650,6,30,250,726,406,85,12,27,1542,0,9,10,3,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,9,10,3,0,3,0,0,25,0,6,12,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,15,5,0,0,0,0,26,0,0,6,5,0,0,0,10,21,0,0,0,0,0,0,0,0,0,6,45,281,739,406,88,12,37,1614
LGA13660,11,50,345,861,494,102,20,44,1927,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,23,12,0,0,0,0,6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,27,12,0,0,0,0,6,45,6,11,10,6,3,0,5,0,41,0,0,0,0,0,0,0,0,0,17,88,371,867,497,102,25,50,2017
LGA13700,3,23,205,702,328,66,21,21,1369,0,3,8,9,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,3,8,9,0,0,0,3,23,0,3,11,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,11,4,0,0,0,0,21,3,8,3,3,3,0,0,3,23,0,0,0,0,0,0,0,0,0,6,40,227,718,331,66,21,27,1436
LGA13800,40,256,1316,8087,5956,1572,433,223,17883,8,133,446,675,36,3,3,39,1343,3,46,149,356,39,3,0,3,599,11,179,595,1031,75,6,3,42,1942,3,152,285,136,15,3,0,17,611,0,0,60,13,0,0,0,0,73,0,0,32,0,0,0,0,4,36,0,21,8,6,3,3,0,3,44,3,173,385,155,18,6,0,24,764,34,85,75,25,6,3,3,11,242,0,0,5,5,3,0,0,0,13,88,693,2376,9303,6058,1587,439,300,20844
LGA13850,0,15,172,501,286,58,22,24,1078,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,14,44,4,5,0,0,8,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,44,4,5,0,0,8,75,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,29,221,508,291,58,22,32,1164
LGA13950,42,302,2198,10676,5317,1202,250,356,20343,21,302,1179,1071,202,34,6,75,2890,3,43,401,988,321,36,4,26,1822,24,345,1580,2059,523,70,10,101,4712,24,245,2181,238,3,3,3,57,2754,24,152,3583,418,5,0,0,114,4296,0,26,552,121,3,3,0,19,724,7,42,26,13,7,0,0,3,98,55,465,6342,790,18,6,3,193,7872,9,7,30,13,4,0,0,7,70,3,3,8,3,0,0,0,0,17,133,1122,10158,13541,5862,1278,263,657,33014
LGA14000,43,341,2170,14322,17399,4339,841,306,39761,5,210,580,681,78,15,6,49,1624,8,38,325,1727,254,25,0,30,2407,13,248,905,2408,332,40,6,79,4031,22,509,643,166,32,0,3,49,1424,19,248,2370,529,16,0,0,48,3230,130,617,2731,353,4,3,3,50,3891,9,61,30,16,7,3,3,8,137,180,1435,5774,1064,59,6,9,155,8682,11,45,58,36,8,3,0,0,161,0,7,10,16,3,0,3,0,39,247,2076,8917,17846,17801,4388,859,540,52674
LGA14100,12,56,295,1021,1036,375,103,27,2925,0,10,30,28,7,0,0,0,75,0,23,48,240,49,4,0,5,369,0,33,78,268,56,4,0,5,444,0,63,280,74,5,0,0,7,429,30,70,225,68,0,0,0,9,402,3,124,85,19,0,0,0,19,250,0,0,3,0,0,0,0,0,3,33,257,593,161,5,0,0,35,1084,4,7,11,14,0,0,0,0,36,0,0,0,0,0,0,0,0,0,49,353,977,1464,1097,379,103,67,4489
LGA14150,33,152,2121,7479,4570,1357,300,238,16250,53,220,510,855,78,7,0,56,1779,13,105,196,761,438,58,7,24,1602,66,325,706,1616,516,65,7,80,3381,23,209,860,294,52,5,3,29,1475,15,230,2703,623,38,3,3,71,3686,27,280,1717,471,26,0,0,46,2567,0,4,10,15,3,0,0,0,32,65,723,5290,1403,119,8,6,146,7760,0,21,76,38,0,5,0,0,140,3,3,3,3,3,0,0,0,15,167,1224,8196,10539,5208,1435,313,464,27546
LGA14200,14,97,722,2683,1517,271,59,110,5473,0,4,19,37,3,0,0,0,63,0,0,0,7,0,0,0,3,10,0,4,19,44,3,0,0,3,73,10,155,229,22,9,3,0,30,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,10,155,233,22,9,3,0,30,462,17,22,15,4,3,3,3,6,73,0,0,0,0,0,0,0,0,0,41,278,989,2753,1532,277,62,149,6081
LGA14250,3,5,48,262,161,31,6,8,524,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,12,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,10,55,268,161,31,6,11,545
LGA14300,4,29,236,888,515,92,19,26,1809,3,11,31,4,0,0,0,4,53,0,0,0,0,0,0,0,0,0,3,11,31,4,0,0,0,4,53,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,3,0,0,0,0,3,0,3,0,3,0,0,3,4,13,7,43,276,898,515,92,22,34,1887
LGA14350,36,257,1665,4902,2076,302,73,154,9465,6,44,165,146,80,11,3,11,466,0,14,8,17,11,3,0,3,56,6,58,173,163,91,14,3,14,522,3,75,249,68,3,0,0,16,414,0,0,27,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,8,3,75,281,71,3,3,0,16,452,37,75,25,8,10,0,0,15,170,0,0,0,4,0,3,0,0,7,82,465,2144,5148,2180,322,76,199,10616
LGA14400,4,59,461,2721,2179,453,94,59,6030,0,9,107,123,8,0,0,7,254,0,11,122,244,23,0,0,8,408,0,20,229,367,31,0,0,15,662,6,67,168,57,3,3,0,10,314,0,12,109,22,0,0,0,8,151,0,56,76,26,0,0,0,8,166,0,11,6,6,0,0,0,0,23,6,146,359,111,3,3,0,26,654,5,10,31,10,3,0,4,0,63,0,0,0,3,0,0,0,0,3,15,235,1080,3212,2216,456,98,100,7412
LGA14450,12,73,1289,4606,3327,1171,250,171,10899,0,49,213,360,43,5,0,19,689,0,28,225,532,103,14,8,17,927,0,77,438,892,146,19,8,36,1616,9,126,964,287,9,0,0,36,1431,11,82,2104,634,16,0,4,40,2891,20,188,1418,714,20,0,0,45,2405,0,0,9,0,0,0,0,0,9,40,396,4495,1635,45,0,4,121,6736,6,20,34,19,0,0,0,0,79,0,4,8,4,0,0,0,0,16,58,570,6264,7156,3518,1190,262,328,19346
LGA14500,25,121,1017,8152,12633,5125,1054,227,28354,0,41,132,201,29,4,0,37,444,8,53,186,662,140,11,3,16,1079,8,94,318,863,169,15,3,53,1523,10,147,778,607,16,8,3,30,1599,37,179,799,390,13,0,3,37,1458,11,256,1451,969,14,0,0,36,2737,0,17,6,9,3,3,0,0,38,58,599,3034,1975,46,11,6,103,5832,0,5,11,0,4,0,0,0,20,7,7,9,12,6,3,0,4,48,98,826,4389,11002,12858,5154,1063,387,35777
LGA14550,30,186,687,1600,728,134,19,65,3449,0,3,9,5,0,0,0,3,20,0,3,8,0,3,0,0,0,14,0,6,17,5,3,0,0,3,34,0,11,40,9,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,14,40,12,0,0,0,0,66,12,15,13,4,3,0,3,5,55,0,0,0,0,0,0,0,0,0,42,221,757,1621,734,134,22,73,3604
LGA14600,8,40,338,1120,624,134,43,67,2374,4,9,16,3,0,0,0,3,35,0,0,0,0,0,0,0,0,0,4,9,16,3,0,0,0,3,35,6,20,19,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,19,0,0,0,0,0,45,3,6,3,3,0,0,0,4,19,0,0,0,0,0,0,0,0,0,21,75,376,1126,624,134,43,74,2473
LGA14650,79,819,7855,30088,17604,3115,526,877,60963,10,407,2094,1121,76,12,4,102,3826,0,59,442,663,84,8,3,32,1291,10,466,2536,1784,160,20,7,134,5117,51,888,1498,513,36,3,3,141,3133,0,52,96,64,6,0,0,3,221,0,58,126,100,0,0,4,0,288,7,52,20,9,6,3,0,5,102,58,1050,1740,686,48,6,7,149,3744,34,229,323,48,10,3,0,56,703,0,4,8,15,4,0,0,0,31,181,2568,12462,32621,17826,3144,540,1216,70558
LGA14700,9,64,594,2128,2146,770,151,56,5918,3,28,84,74,14,0,0,0,203,0,18,131,308,33,0,4,10,504,3,46,215,382,47,0,4,10,707,12,192,605,166,15,0,0,22,1012,48,172,1459,464,14,5,0,28,2190,82,270,1273,291,16,0,0,29,1961,0,8,7,3,3,0,0,0,21,142,642,3344,924,48,5,0,79,5184,3,13,10,4,0,0,0,0,30,0,12,6,18,0,0,0,5,41,157,777,4169,3456,2241,775,155,150,11880
LGA14750,3,56,342,1599,1080,177,47,70,3374,4,28,75,16,7,4,0,3,137,0,4,17,3,0,0,0,0,24,4,32,92,19,7,4,0,3,161,0,27,110,58,8,0,0,9,212,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,110,61,8,0,0,9,215,3,10,12,6,0,3,0,3,37,0,0,0,0,3,0,0,0,3,10,125,556,1685,1098,184,47,85,3790
LGA14800,18,182,2121,3568,1292,205,51,93,7530,17,279,1790,1125,208,18,0,44,3481,5,177,1510,2033,452,54,14,35,4280,22,456,3300,3158,660,72,14,79,7761,116,504,669,198,16,3,3,47,1556,58,564,887,92,9,3,0,51,1664,194,833,1126,298,7,3,5,32,2498,4,16,6,0,4,0,0,3,33,372,1917,2688,588,36,9,8,133,5751,10,53,132,34,15,0,0,13,257,0,4,9,6,0,0,0,0,19,422,2612,8250,7354,2003,286,73,318,21318
LGA14850,77,371,1725,6967,3640,748,145,201,13874,7,61,362,172,12,0,4,38,656,4,11,93,119,18,0,0,5,250,11,72,455,291,30,0,4,43,906,12,164,660,164,9,4,0,32,1045,3,28,38,0,0,0,0,6,75,0,0,32,5,0,0,0,9,46,3,21,13,10,3,0,0,3,53,18,213,743,179,12,4,0,50,1219,60,113,85,35,8,5,0,23,329,3,0,3,3,3,3,0,0,15,169,769,3011,7475,3693,760,149,317,16343
LGA14870,15,133,1313,3499,1598,267,64,158,7047,0,30,230,114,5,0,3,16,398,0,3,5,16,0,0,0,0,24,0,33,235,130,5,0,3,16,422,11,58,79,25,4,0,0,11,188,0,4,14,13,0,0,0,5,36,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,11,66,93,38,4,0,0,16,228,0,17,15,13,7,0,0,27,79,0,0,3,0,0,3,3,0,9,26,249,1659,3680,1614,270,70,217,7785
LGA14900,70,218,1445,16459,17898,2975,551,727,40343,29,156,444,1161,370,38,13,126,2337,16,119,804,1870,906,142,22,138,4017,45,275,1248,3031,1276,180,35,264,6354,199,353,462,305,21,3,3,116,1462,21,206,2112,255,14,3,4,97,2712,6,142,1857,474,0,0,0,67,2546,0,12,16,5,10,0,0,0,43,226,713,4447,1039,45,6,7,280,6763,4,24,33,19,4,0,0,5,89,0,12,17,12,5,0,0,0,46,345,1242,7190,20560,19228,3161,593,1276,53595
LGA14920,4,64,422,1455,687,111,28,54,2825,0,8,23,4,4,0,0,3,42,0,0,0,0,0,0,0,0,0,0,8,23,4,4,0,0,3,42,0,11,43,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,43,0,0,0,0,0,54,3,3,4,7,0,0,3,3,23,0,0,0,0,0,0,3,0,3,7,86,492,1466,691,111,34,60,2947
LGA14950,4,15,140,529,293,72,22,24,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,11,0,3,4,3,0,0,0,0,10,0,4,3,0,0,0,0,0,7,7,27,150,532,293,72,22,24,1127
LGA15050,16,142,1545,10029,7953,1150,177,251,21263,3,120,646,361,33,0,0,39,1202,0,44,146,55,20,11,0,6,282,3,164,792,416,53,11,0,45,1484,8,366,517,204,20,3,0,54,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,13,12,375,517,204,20,3,0,54,1185,16,46,55,24,4,0,0,13,158,0,0,3,3,0,0,0,0,6,47,727,2912,10676,8030,1164,177,363,24096
LGA15150,9,70,668,2364,2134,700,113,56,6114,4,62,230,383,86,18,0,4,787,3,46,299,528,95,12,9,9,1001,7,108,529,911,181,30,9,13,1788,18,307,1059,461,62,5,6,43,1961,22,477,1249,402,23,8,3,43,2227,106,641,1392,726,28,0,4,57,2954,0,9,5,4,0,0,0,0,18,146,1434,3705,1593,113,13,13,143,7160,3,14,16,7,8,0,0,3,51,3,6,7,5,0,0,0,0,21,168,1632,4925,4880,2436,743,135,215,15134
LGA15200,36,312,2269,4806,1950,401,108,163,10045,17,278,2656,1818,242,47,6,70,5134,11,239,899,1362,463,77,24,42,3117,28,517,3555,3180,705,124,30,112,8251,232,1407,2552,334,47,6,9,134,4721,197,1166,2912,297,9,0,6,83,4670,91,478,986,108,3,0,0,35,1701,3,55,41,17,6,0,0,9,131,523,3106,6491,756,65,6,15,261,11223,14,80,165,89,15,4,8,13,388,3,15,25,21,6,0,0,0,70,604,4030,12505,8852,2741,535,161,549,29977
LGA15270,27,183,1069,3512,2186,408,90,140,7615,7,13,143,124,4,0,0,13,304,0,0,0,0,0,0,0,0,0,7,13,143,124,4,0,0,13,304,8,61,155,44,0,0,0,22,290,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,66,158,44,0,0,0,22,298,14,44,37,23,5,0,0,19,142,0,0,3,0,0,0,0,0,3,56,306,1410,3703,2195,408,90,194,8362
LGA15300,3,92,513,1850,1251,218,53,95,4075,0,6,36,48,14,3,0,4,111,0,8,6,6,0,0,0,0,20,0,14,42,54,14,3,0,4,131,15,57,263,18,4,0,0,22,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,57,263,21,4,0,0,22,382,11,17,10,13,5,0,0,12,68,0,0,5,0,0,0,0,0,5,29,180,833,1938,1274,221,53,133,4661
