SED_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
SED10027,529,11,3,15,540,154,6,694,3210,483,463,27,4181,56,19,79,4261,436,0,4695,2772,749,403,32,3955,37,4,38,3997,380,0,4380,713,183,498,9,1411,8,0,8,1421,127,0,1549,40,10,13,82,139,0,0,0,143,6,12,160,6738,1428,1377,144,9685,108,21,125,9814,951,19,10784,58,12,8,0,76,22,3,21,97,22,0,121,75,30,14,0,121,23,14,32,148,18,0,171,135,45,17,0,189,44,12,53,247,40,0,293,6866,1466,1402,144,9878,149,38,185,10063,996,16,11078,2061,656,659,86,3476,164,53,215,3691,2174,26,5889,20,5,0,29,55,0,0,0,55,6,65,127,8948,2133,2066,266,13411,309,93,401,13810,3168,112,17094
SED10028,959,25,8,32,990,146,5,1139,6593,694,212,31,7526,133,24,156,7685,395,12,8092,4252,894,194,20,5365,76,32,110,5472,264,4,5749,694,148,256,10,1105,22,5,25,1132,55,0,1186,41,3,0,61,107,4,0,4,111,5,10,129,11584,1734,666,115,14104,238,65,298,14403,719,31,15155,260,36,9,6,311,32,4,35,343,12,0,356,241,31,8,5,292,30,9,37,321,17,0,334,502,72,17,10,596,61,11,71,662,28,0,694,12084,1807,684,123,14699,294,71,367,15067,746,31,15847,2811,468,204,52,3529,103,17,112,3640,785,8,4435,15,9,0,34,55,0,0,0,55,4,58,112,14907,2272,886,210,18283,400,86,482,18764,1533,98,20393
SED10029,450,36,9,48,493,407,3,905,1518,191,201,6,1912,73,10,83,1989,418,3,2413,1124,431,221,13,1787,41,11,49,1842,466,9,2309,335,99,305,7,751,17,3,16,765,156,0,921,18,13,8,39,82,0,0,0,82,30,8,122,2992,735,724,71,4526,124,24,152,4678,1068,28,5764,48,31,10,5,101,58,6,64,164,42,0,198,81,43,18,11,146,45,32,78,226,47,3,275,127,74,32,15,249,99,38,138,389,84,3,470,3124,804,755,88,4773,222,60,289,5061,1148,25,6237,1944,1059,846,175,4023,278,222,501,4526,6614,60,11201,13,12,13,43,77,0,0,0,77,50,134,262,5082,1873,1605,306,8871,506,290,789,9667,7814,225,17701
SED10030,182,5,0,5,187,33,0,220,2160,435,120,19,2733,39,7,46,2774,208,0,2986,2869,743,184,39,3832,45,11,58,3887,207,12,4107,690,182,144,9,1015,7,6,11,1028,70,0,1100,32,7,3,36,87,0,0,0,85,6,5,102,5748,1360,444,104,7662,95,24,118,7784,490,22,8297,47,14,0,4,66,7,5,10,75,5,0,81,92,28,4,3,128,4,0,5,134,7,0,141,143,43,3,5,195,11,6,12,212,13,0,222,5897,1404,449,113,7861,106,27,132,7995,503,22,8514,1528,357,112,42,2034,49,15,62,2098,337,3,2432,12,3,0,16,32,0,0,0,32,0,27,62,7429,1768,562,165,9923,149,41,196,10120,839,51,11012
SED10031,117,0,0,0,117,11,0,138,3764,439,70,11,4285,27,11,38,4324,185,12,4519,4158,582,117,33,4888,26,4,34,4925,210,0,5135,536,68,70,6,685,12,0,12,697,43,0,736,44,4,5,74,127,5,0,5,129,5,10,148,8501,1099,264,132,9991,69,16,86,10076,446,20,10542,30,3,0,0,36,10,0,10,37,3,0,45,98,11,4,0,117,11,0,11,127,6,0,137,125,15,4,0,150,18,0,18,168,14,0,180,8621,1118,264,129,10137,83,16,104,10246,458,20,10723,1388,269,76,56,1790,32,25,59,1842,275,4,2122,12,4,0,0,18,0,0,0,18,0,43,62,10024,1385,342,188,11948,117,44,162,12104,732,68,12909
SED10032,439,16,9,27,461,248,10,717,2993,406,279,16,3686,93,19,107,3801,415,11,4228,1962,659,296,40,2955,63,28,86,3044,462,3,3509,546,149,401,18,1105,20,5,28,1131,139,0,1267,44,9,18,106,169,4,3,9,181,15,27,224,5539,1222,985,170,7925,179,53,236,8155,1032,46,9235,269,40,24,5,345,66,3,76,417,20,0,437,178,40,15,3,242,46,24,79,320,41,0,357,452,79,42,10,588,117,34,153,741,61,0,799,5988,1307,1030,186,8506,294,92,387,8892,1085,46,10025,3083,1090,820,210,5196,388,120,507,5707,4511,62,10275,34,4,5,71,111,0,0,0,113,40,196,349,9109,2395,1851,464,13821,678,211,892,14716,5638,302,20655
SED10033,306,5,0,8,315,40,3,356,3318,480,233,22,4061,40,8,43,4103,212,0,4318,3872,943,277,43,5136,36,12,43,5181,204,8,5395,962,245,296,30,1527,3,0,4,1532,69,6,1605,61,17,0,79,159,3,0,3,161,4,7,171,8217,1679,809,173,10871,78,19,103,10977,489,25,11486,51,15,0,0,56,10,0,10,69,0,0,69,68,25,8,0,102,13,0,13,113,8,0,125,115,35,8,0,162,24,0,24,187,8,0,195,8327,1718,817,173,11038,97,25,126,11165,499,25,11688,1850,403,155,74,2476,41,9,51,2532,464,4,3000,12,12,3,20,50,4,0,4,55,10,60,123,10195,2128,977,270,13566,146,39,183,13745,968,93,14810
SED10034,445,5,5,10,455,48,0,502,4093,498,189,16,4794,69,25,87,4881,236,11,5122,5415,920,306,36,6674,45,4,52,6725,192,5,6925,1200,216,208,9,1628,10,0,12,1644,53,5,1699,19,8,3,34,69,0,0,0,69,0,0,76,10729,1648,707,98,13175,119,29,149,13327,478,22,13822,51,8,3,0,64,6,0,6,70,0,0,70,112,16,7,3,133,12,0,12,142,7,0,150,167,22,6,3,198,19,0,19,212,7,0,223,10898,1670,718,94,13375,135,29,162,13539,483,22,14046,1566,274,118,27,1981,22,5,23,2008,221,4,2234,9,7,0,7,17,0,0,0,17,0,33,52,12462,1945,833,131,15374,156,33,194,15563,707,56,16328
SED10035,286,9,7,9,299,62,0,365,3401,574,160,12,4152,64,18,89,4234,288,3,4525,2502,689,137,20,3349,68,4,76,3427,184,3,3612,844,181,182,8,1211,16,3,20,1229,60,3,1291,34,13,5,35,83,0,0,5,90,4,3,95,6789,1455,479,67,8793,157,34,188,8974,538,14,9522,109,16,9,3,133,20,3,18,153,17,0,170,86,25,3,5,120,16,4,19,139,19,0,155,198,43,15,6,250,37,3,42,291,30,0,329,6982,1492,495,76,9049,189,37,232,9274,568,15,9850,1525,469,129,45,2164,67,23,89,2252,625,16,2897,13,8,0,24,45,0,0,0,45,0,29,73,8523,1968,624,143,11251,256,60,319,11567,1196,56,12822
SED10036,597,20,5,23,625,210,4,832,3919,576,481,32,5013,86,12,93,5105,471,12,5596,3189,810,467,27,4494,67,16,88,4584,489,9,5080,812,196,453,24,1486,6,0,8,1496,132,5,1628,31,10,11,80,142,4,0,4,143,20,30,192,7956,1592,1416,162,11127,172,31,192,11320,1112,57,12493,131,39,13,6,182,46,5,50,229,29,3,265,147,32,4,0,182,22,5,23,209,47,0,254,277,74,19,6,367,68,5,73,437,77,3,521,8235,1665,1430,164,11495,235,30,270,11766,1188,62,13016,2500,920,631,120,4169,257,43,295,4469,2833,28,7329,24,7,5,41,75,0,0,0,72,10,88,177,10754,2593,2066,320,15740,497,76,569,16307,4036,184,20520
SED10037,664,13,6,20,684,85,3,773,5547,669,190,29,6437,71,10,77,6515,381,9,6907,5271,998,154,20,6449,102,12,110,6562,231,8,6803,925,111,145,11,1193,11,0,11,1197,30,0,1228,41,6,8,57,113,0,0,0,113,11,11,136,11784,1788,505,112,14182,178,14,196,14382,657,28,15072,118,7,7,0,132,13,3,10,143,4,0,146,174,15,0,5,192,7,9,14,208,15,0,217,299,24,4,5,328,19,5,24,352,23,0,366,12076,1811,509,113,14514,192,24,221,14736,676,28,15443,2066,402,103,32,2604,41,11,50,2652,439,4,3095,14,0,6,15,31,0,0,0,31,0,38,69,14163,2213,611,161,17148,236,38,268,17421,1116,67,18606
SED10038,366,11,4,10,380,55,0,433,3756,555,185,23,4522,49,22,73,4596,209,3,4807,4978,899,205,21,6102,39,10,51,6151,229,8,6394,1047,177,190,14,1420,9,3,9,1430,19,0,1451,31,9,0,48,84,0,0,0,84,8,11,105,9817,1641,572,103,12131,96,39,134,12266,464,21,12751,62,0,3,0,68,7,0,7,75,9,0,87,141,31,3,3,173,4,3,8,186,0,0,186,198,32,8,3,247,12,3,17,263,13,0,276,10021,1672,583,101,12375,111,41,151,12526,474,26,13029,1613,366,140,31,2153,40,17,51,2209,361,0,2572,11,0,0,10,26,0,0,0,31,0,16,43,11649,2040,727,140,14556,151,60,211,14769,840,43,15645
SED10039,185,0,0,0,189,28,0,220,2929,374,133,21,3460,25,17,38,3501,144,5,3656,4447,727,170,45,5385,33,16,47,5432,182,3,5622,762,121,91,20,1000,8,4,10,1006,25,5,1030,48,7,0,53,115,0,0,0,115,10,10,134,8186,1238,397,139,9962,71,28,95,10062,359,25,10444,32,5,6,0,42,10,0,10,53,5,0,61,71,19,10,5,104,0,3,6,105,16,0,120,104,22,16,5,146,12,3,17,159,14,0,175,8291,1261,414,140,10114,77,33,112,10223,377,25,10620,1416,285,104,43,1853,34,12,44,1892,320,3,2216,21,0,0,13,36,0,0,0,36,0,27,60,9732,1549,515,198,11994,112,43,153,12148,697,52,12899
SED10040,490,16,7,20,515,160,6,685,3054,588,281,43,3958,101,25,132,4090,420,6,4514,2395,821,294,40,3554,70,19,91,3641,409,8,4057,594,166,338,5,1105,10,9,14,1121,108,4,1229,31,7,9,58,108,0,3,3,112,15,16,139,6074,1585,926,148,8722,181,59,235,8961,948,29,9941,78,23,8,0,110,28,4,27,140,25,0,165,99,44,16,7,165,32,22,51,215,24,0,240,178,72,20,7,273,56,25,80,352,52,0,409,6245,1652,943,153,8999,242,82,317,9313,1002,31,10344,1924,691,427,90,3125,107,27,129,3261,1358,26,4644,12,8,5,43,66,3,0,3,67,12,56,141,8180,2357,1377,277,12187,352,101,454,12643,2375,109,15123
SED10041,834,29,0,28,866,98,0,970,6317,690,165,32,7207,164,32,188,7396,358,7,7765,4818,859,132,33,5842,94,6,100,5944,225,6,6183,751,136,139,4,1026,17,0,17,1044,36,0,1080,42,0,0,53,101,0,0,0,101,3,13,115,11927,1685,434,119,14174,269,38,308,14480,628,27,15132,208,9,0,0,220,29,5,32,250,9,0,260,176,22,12,3,212,27,0,25,244,12,0,250,384,35,12,3,435,56,4,62,494,21,0,513,12310,1726,448,126,14606,327,45,367,14975,651,27,15651,2866,390,106,36,3398,63,14,77,3474,597,10,4076,18,0,0,18,34,0,0,0,34,8,26,69,15194,2112,547,178,18036,390,56,444,18483,1250,65,19795
SED10042,220,3,0,3,226,28,0,249,2709,334,92,18,3157,31,12,38,3191,198,15,3405,3890,639,111,22,4666,37,12,53,4718,171,13,4906,610,98,133,10,847,7,0,5,856,19,0,880,34,13,0,37,83,6,0,6,83,7,7,98,7247,1085,342,83,8752,76,24,99,8851,400,33,9281,42,8,0,0,50,7,0,7,53,16,0,71,81,8,4,5,90,0,4,7,96,9,0,107,123,13,3,5,138,10,4,14,156,26,0,177,7362,1091,347,88,8894,83,29,114,9007,420,33,9463,1372,271,73,32,1751,48,10,62,1811,382,10,2199,3,6,0,16,25,3,0,3,25,0,34,65,8739,1366,421,142,10666,139,46,180,10849,802,83,11733
SED10043,500,31,10,44,537,331,8,876,1680,318,264,25,2290,83,23,105,2399,433,11,2842,1561,744,331,32,2674,66,22,91,2762,532,7,3301,406,194,407,18,1021,9,4,19,1032,140,0,1178,22,8,5,52,84,0,0,0,87,51,11,150,3674,1264,1007,126,6063,159,49,217,6279,1153,32,7468,76,18,20,10,128,59,9,68,193,57,0,254,157,71,37,9,271,100,32,136,402,62,0,473,230,96,52,18,401,162,39,199,603,122,0,722,3908,1363,1058,142,6466,320,92,411,6879,1280,38,8195,3079,1835,1120,294,6322,646,170,815,7134,5120,79,12331,32,24,19,74,145,9,0,9,149,24,159,334,7014,3211,2200,503,12931,970,263,1226,14159,6423,274,20857
SED10044,625,13,8,21,650,74,0,726,5864,619,156,25,6664,130,11,139,6803,352,4,7158,4383,746,141,7,5277,74,11,85,5359,188,5,5557,861,162,156,6,1196,21,0,19,1210,24,0,1240,37,14,0,45,89,0,0,0,89,11,13,117,11141,1546,456,80,13224,221,24,243,13467,580,28,14069,164,16,5,0,185,14,0,14,201,10,0,205,110,14,5,0,131,17,0,15,147,4,0,151,277,32,4,0,317,30,0,31,348,15,0,358,11411,1573,461,87,13537,254,24,277,13818,589,28,14433,2362,401,93,15,2866,64,13,75,2942,366,0,3314,30,0,0,12,43,3,0,3,49,3,30,83,13808,1975,551,114,16451,315,38,356,16805,960,62,17824
SED10045,77,0,0,0,77,17,0,88,2303,362,33,29,2731,25,8,34,2767,180,3,2948,3007,776,63,39,3889,24,27,46,3934,247,15,4187,273,77,46,5,406,0,0,0,410,27,4,441,28,12,0,50,90,0,0,0,90,16,3,106,5612,1224,149,121,7117,47,34,77,7201,468,22,7681,29,3,0,0,35,10,5,12,46,20,0,72,62,15,0,3,83,3,13,18,98,17,0,107,96,21,0,3,121,13,13,29,146,34,0,180,5707,1247,156,123,7238,59,46,105,7342,500,22,7864,1068,305,51,70,1484,52,16,66,1558,413,0,1975,8,0,0,0,7,0,0,0,7,0,43,48,6779,1554,205,197,8728,107,71,178,8908,915,63,9886
SED10046,533,19,16,29,561,312,0,881,2343,396,328,36,3103,101,7,101,3202,478,0,3683,1700,603,421,24,2751,47,23,68,2819,524,6,3343,445,145,345,16,949,6,0,6,959,132,7,1100,38,12,25,48,129,5,3,10,135,24,8,166,4530,1154,1119,127,6928,157,27,186,7114,1153,21,8297,134,40,22,5,198,57,7,68,263,40,0,308,140,46,30,14,228,43,46,89,314,66,0,383,276,80,47,19,423,104,55,158,578,107,0,687,4806,1235,1165,148,7353,263,78,339,7694,1263,21,8981,2632,1200,804,154,4793,392,172,565,5357,4713,56,10129,11,0,11,47,73,0,0,0,73,18,126,223,7451,2441,1981,350,12226,649,254,905,13129,5998,209,19330
SED10047,375,14,0,19,391,74,3,464,5898,765,390,70,7125,140,21,162,7292,445,14,7745,4003,1058,394,67,5514,67,8,79,5596,405,19,6017,1291,291,412,23,2016,23,3,30,2049,92,7,2151,66,22,5,121,220,0,0,0,222,36,30,282,11259,2142,1204,280,14888,233,36,272,15156,969,66,16193,209,44,15,9,276,34,3,36,313,29,0,344,247,48,20,20,332,19,10,27,361,25,0,384,452,95,38,29,607,54,13,64,674,57,0,733,11713,2236,1241,303,15493,289,48,340,15835,1027,66,16921,3523,987,519,177,5211,222,33,259,5470,1729,38,7237,49,9,9,61,132,6,0,6,136,12,111,263,15287,3234,1765,549,20834,511,86,597,21435,2768,222,24423
SED10048,623,19,4,24,648,154,6,804,5131,803,493,41,6463,158,15,175,6645,586,27,7261,3758,1108,450,49,5365,122,31,151,5519,523,22,6063,952,207,421,19,1595,38,0,42,1633,125,0,1759,69,13,17,133,238,0,0,0,238,19,18,278,9905,2131,1384,239,13662,321,52,375,14038,1254,66,15357,217,49,32,4,300,44,0,42,340,47,5,386,334,75,35,8,444,62,7,66,514,76,6,592,542,122,64,11,739,102,10,115,855,122,6,980,10453,2253,1446,248,14408,426,62,484,14892,1376,69,16337,3699,1173,699,206,5776,274,60,334,6104,2324,48,8471,33,3,5,55,99,4,0,5,100,16,138,254,14184,3428,2152,514,20277,701,120,823,21100,3714,246,25065
SED10049,261,6,0,6,272,34,0,295,4050,461,126,33,4670,54,9,61,4729,226,9,4971,5437,709,126,39,6312,42,10,59,6367,188,9,6565,799,112,125,13,1045,10,3,8,1056,34,0,1096,31,13,0,34,78,0,0,0,78,3,8,92,10325,1297,371,114,12103,105,29,133,12238,460,29,12722,88,15,5,0,101,16,0,16,120,10,0,126,202,15,6,6,227,10,5,14,239,9,0,249,287,25,8,5,327,27,5,29,354,18,0,378,10612,1319,380,121,12432,133,26,162,12594,479,29,13099,2054,380,109,68,2609,75,16,88,2693,374,15,3086,17,10,0,12,36,5,0,5,42,0,35,76,12684,1714,490,195,15082,203,42,251,15329,859,78,16261
SED10050,489,12,0,12,497,54,0,555,4880,594,113,16,5593,80,17,102,5704,318,7,6017,4876,766,115,16,5778,56,6,61,5836,180,0,6019,973,131,118,0,1217,9,0,16,1231,27,0,1252,47,6,4,43,97,7,0,7,99,10,14,124,10771,1494,345,77,12687,155,28,182,12867,527,17,13416,79,6,0,0,88,10,0,10,103,13,0,108,126,23,7,0,162,11,0,15,172,15,0,185,211,29,7,0,251,17,0,24,274,25,0,293,10981,1529,357,77,12939,178,33,206,13145,546,17,13706,2558,346,67,38,3008,54,9,57,3074,256,0,3332,13,9,0,17,37,0,0,0,37,0,34,70,13554,1882,420,126,15985,229,36,267,16253,806,57,17115
SED10051,468,15,3,22,486,89,0,579,4468,698,179,27,5373,94,8,103,5479,343,4,5822,3751,880,192,33,4857,45,13,57,4912,168,9,5098,857,172,148,7,1185,15,0,15,1203,56,0,1257,26,7,0,55,87,3,0,5,95,7,6,108,9102,1766,518,123,11506,154,23,175,11685,580,23,12286,67,9,5,4,84,9,0,13,99,15,4,114,104,19,6,4,138,7,5,11,146,16,0,166,176,31,9,10,218,14,8,26,248,35,4,277,9278,1792,524,127,11726,170,30,199,11926,611,25,12569,1689,349,111,55,2208,36,16,56,2264,495,3,2762,24,5,5,8,44,0,0,0,44,3,40,84,10994,2147,638,192,13977,205,51,260,14228,1114,68,15417
SED10052,455,10,3,11,468,61,0,521,4072,643,260,15,4988,74,12,83,5072,254,6,5334,4491,973,213,26,5698,38,23,62,5757,190,11,5957,1004,194,158,11,1366,10,0,10,1378,44,0,1422,37,8,5,59,103,0,0,0,103,8,8,126,9598,1813,647,110,12167,116,33,146,12314,492,28,12835,54,11,0,0,64,15,0,15,80,3,0,82,87,16,5,4,112,3,0,3,118,4,0,118,140,30,7,4,179,21,0,21,194,7,0,200,9741,1837,648,109,12339,135,33,170,12507,496,28,13039,1727,343,138,57,2270,73,5,78,2348,381,7,2734,9,4,3,12,27,0,0,0,27,10,35,70,11478,2185,797,179,14636,208,41,247,14886,888,70,15839
SED10053,214,0,0,0,213,25,0,235,5506,513,130,23,6177,36,6,50,6222,263,15,6499,4305,569,102,33,5002,27,7,33,5038,130,14,5175,785,77,85,18,961,3,0,3,963,18,0,979,49,3,0,59,112,0,0,0,114,8,9,127,10640,1163,314,133,12250,73,15,83,12339,408,37,12781,82,0,0,0,85,7,0,7,92,0,0,91,97,19,3,0,119,0,0,0,122,5,4,132,178,19,0,0,204,12,0,12,213,12,4,225,10825,1181,318,133,12452,83,15,97,12552,417,43,13007,1471,217,40,18,1744,17,4,20,1773,228,0,2000,5,0,0,10,19,0,0,0,19,0,32,47,12304,1397,359,156,14218,102,18,119,14339,647,71,15050
SED10054,557,11,4,11,568,217,3,796,3900,624,384,26,4931,77,18,96,5023,545,17,5587,2398,663,312,43,3417,65,24,91,3509,347,20,3874,609,164,290,14,1074,22,0,22,1095,86,0,1178,53,25,18,80,172,12,0,12,186,39,20,245,6964,1473,1000,158,9596,177,41,220,9812,1022,52,10887,162,41,18,6,222,43,12,50,272,28,0,306,219,57,16,3,297,20,21,42,336,33,9,382,381,98,29,9,520,65,29,92,611,67,13,687,7342,1574,1030,171,10111,243,72,310,10424,1084,65,11570,3446,1106,593,179,5325,271,78,353,5678,2366,27,8073,36,4,8,55,97,0,0,0,97,24,84,211,10824,2681,1627,407,15541,511,151,667,16206,3474,176,19859
SED10055,564,10,3,13,579,137,3,716,4815,557,390,35,5797,82,3,87,5882,301,3,6192,3964,974,413,38,5388,35,12,46,5439,379,6,5817,1044,229,443,12,1722,8,4,12,1729,88,0,1822,79,14,17,84,197,0,0,0,195,13,17,231,9896,1764,1263,173,13102,130,24,150,13247,781,29,14061,68,7,0,0,76,15,5,13,94,15,0,109,103,33,22,6,160,21,8,33,199,22,0,218,171,37,27,0,245,37,12,45,287,34,0,324,10070,1805,1293,177,13341,164,30,193,13536,820,29,14384,2405,806,412,105,3738,113,24,140,3878,1588,9,5480,19,4,6,50,75,0,0,0,75,13,85,167,12491,2620,1707,334,17151,277,57,336,17487,2426,124,20035
SED10056,90,0,0,0,90,6,0,97,3520,263,49,22,3857,28,14,41,3903,149,8,4051,4863,422,47,69,5393,33,13,39,5435,129,21,5585,477,50,51,8,579,0,0,0,579,15,0,594,55,5,0,61,127,0,0,0,127,9,14,150,8916,743,146,164,9964,64,25,85,10048,298,34,10380,38,3,6,0,47,15,0,15,66,4,0,64,104,19,0,0,127,7,0,5,134,14,0,146,144,27,6,0,173,22,0,24,196,18,0,212,9060,771,150,164,10140,81,23,106,10246,315,38,10590,1604,245,54,74,1974,45,13,61,2036,384,8,2427,23,0,0,15,42,0,0,0,42,10,46,92,10686,1015,205,257,12154,124,34,164,12321,709,85,13113
SED10057,38,0,0,0,38,12,0,51,1762,332,56,17,2178,32,0,30,2208,162,7,2373,2555,602,69,27,3263,41,12,58,3314,204,3,3528,235,51,34,4,331,0,6,6,336,12,6,355,47,17,0,42,113,0,0,0,116,8,0,120,4611,1004,168,97,5881,72,24,97,5975,388,18,6379,35,5,0,0,46,19,0,19,67,8,0,72,64,12,6,4,81,26,7,34,109,11,0,123,99,20,6,4,126,44,7,46,176,21,0,198,4712,1026,171,99,6003,116,25,147,6152,411,15,6574,822,304,70,43,1235,69,3,75,1311,478,4,1797,6,0,0,8,17,3,0,3,19,3,46,63,5534,1332,237,151,7253,188,33,225,7476,893,62,8439
SED10058,211,4,0,4,219,28,0,242,2819,390,55,19,3285,52,8,64,3342,184,0,3526,3814,639,93,28,4569,38,18,57,4623,139,10,4777,522,79,72,6,675,13,8,16,689,16,0,704,36,0,6,14,56,0,0,0,56,0,0,56,7191,1104,225,66,8583,103,29,133,8711,345,14,9068,54,8,0,0,62,8,0,8,75,0,0,74,81,17,9,0,98,9,0,5,109,3,0,113,137,23,9,0,162,17,0,18,176,3,0,184,7330,1123,229,66,8746,115,31,146,8887,345,15,9252,982,152,33,14,1179,33,12,38,1220,194,6,1420,8,8,0,12,31,0,0,0,31,0,17,44,8317,1285,260,92,9950,146,40,183,10138,540,34,10712
SED10059,134,0,0,4,134,27,0,169,2332,332,73,7,2752,50,18,68,2817,199,4,3023,1663,358,46,0,2074,25,0,25,2099,73,0,2174,424,56,68,3,554,0,0,0,557,22,0,581,4,9,0,14,25,0,0,0,32,6,0,33,4425,754,195,30,5401,80,20,99,5501,299,4,5802,52,3,7,0,63,8,0,7,70,0,0,75,40,6,0,0,44,9,0,10,54,7,0,61,90,8,7,0,112,14,3,16,124,9,0,132,4515,767,195,28,5510,98,20,116,5628,306,4,5936,609,157,37,9,818,17,9,24,841,192,0,1028,9,9,0,3,17,0,0,0,17,0,5,32,5131,931,239,49,6342,112,31,139,6482,498,12,6997
