SED_CODE_2021,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
SED10033,277,2320,134,2731,235,2202,136,2574,383,4213,283,4873,539,3674,249,4457,701,4384,245,5332,693,4144,228,5057,605,2918,159,3688,268,1588,112,1973,36,442,54,540,3731,25886,1609,31229,342,2046,116,2506,306,1934,99,2340,513,4056,236,4798,781,3647,229,4659,864,4571,204,5642,818,4014,198,5029,706,2965,156,3825,333,1702,149,2185,55,698,92,846,4716,25647,1474,31835,616,4375,247,5232,542,4140,231,4913,893,8269,520,9674,1319,7325,472,9116,1566,8954,456,10978,1506,8157,420,10086,1313,5887,314,7510,602,3297,256,4153,89,1148,152,1388,8449,51534,3078,63057
SED10034,297,2181,50,2522,244,1969,60,2274,443,3623,136,4196,739,4214,146,5105,838,4241,135,5213,722,3771,139,4636,649,2863,107,3611,292,1631,119,2041,36,503,132,678,4263,24992,1027,30278,440,1819,62,2328,314,1724,50,2086,503,3822,127,4452,1008,4443,127,5580,1053,4448,128,5633,743,3999,110,4856,665,3097,106,3875,301,1817,182,2297,59,731,343,1132,5087,25896,1248,32227,738,3999,114,4848,559,3696,108,4359,940,7448,264,8649,1753,8651,278,10686,1889,8689,264,10842,1466,7770,249,9483,1313,5956,215,7488,599,3443,300,4338,96,1233,475,1810,9344,50885,2272,62505
SED10035,284,1610,147,2038,789,5162,506,6457,1470,15695,1264,18424,1043,9246,597,10887,759,5145,326,6225,496,3622,240,4357,273,2374,172,2818,112,1315,113,1544,25,499,50,575,5245,44671,3406,53320,337,1552,126,2017,974,4806,451,6237,1725,14754,1086,17567,1136,7932,476,9540,832,4457,240,5528,513,3533,196,4246,313,2560,154,3030,158,1550,122,1825,29,668,75,782,6017,41812,2939,50762,618,3166,273,4055,1760,9968,963,12697,3199,30449,2344,35990,2172,17174,1077,20424,1587,9601,567,11749,1008,7159,441,8601,582,4932,328,5849,266,2862,227,3363,56,1170,131,1358,11260,86480,6341,104085
SED10036,249,2841,207,3289,267,2790,213,3276,377,5036,426,5833,530,5196,414,6136,564,4897,290,5750,411,4388,229,5027,250,2758,177,3182,127,1349,205,1683,21,389,134,548,2789,29640,2289,34721,336,2574,177,3078,332,2404,148,2886,490,5082,411,5986,681,5453,359,6492,583,5307,253,6136,379,4365,204,4945,294,2850,196,3339,128,1562,215,1909,7,693,287,988,3228,30290,2246,35765,583,5411,376,6372,597,5194,363,6160,872,10114,839,11819,1212,10647,775,12631,1140,10204,545,11889,791,8753,430,9975,547,5609,372,6520,249,2912,424,3586,28,1080,422,1534,6021,59929,4538,70485
SED10037,465,2240,70,2772,332,2087,71,2493,428,3476,134,4045,886,4825,193,5902,1191,4752,167,6108,911,4091,111,5109,768,2847,104,3714,454,1663,102,2219,51,526,66,638,5487,26513,1002,33003,581,1972,50,2604,432,1733,63,2230,498,3569,150,4217,1226,4953,155,6338,1465,4881,146,6490,963,4236,96,5294,791,3154,145,4087,492,1773,105,2369,53,742,110,908,6499,27017,1017,34529,1051,4212,119,5375,767,3822,132,4718,928,7044,288,8260,2114,9777,349,12238,2653,9640,306,12600,1876,8329,201,10406,1553,6003,244,7798,942,3435,203,4590,106,1268,175,1550,11987,53530,2019,67533
SED10038,442,2193,141,2770,344,2362,184,2886,466,3868,193,4532,757,4084,186,5032,943,4135,191,5272,754,3928,149,4837,752,2874,146,3764,357,1823,135,2312,48,713,86,851,4861,25981,1411,32245,452,2103,163,2720,479,2038,122,2637,563,3748,169,4484,992,4334,203,5528,1060,4399,168,5626,828,4215,137,5187,828,3307,146,4284,388,2173,193,2758,52,1199,223,1468,5641,27523,1527,34693,896,4292,300,5490,824,4396,303,5521,1029,7624,366,9016,1749,8415,395,10559,2002,8534,353,10897,1581,8151,289,10015,1577,6186,294,8052,740,4000,331,5069,98,1916,305,2319,10495,53503,2939,66940
SED10039,242,1873,116,2231,203,1757,189,2146,383,3701,504,4592,576,3464,445,4487,711,3473,334,4514,823,4143,260,5224,1170,3542,289,4999,551,2000,186,2738,76,641,141,863,4732,24589,2472,31791,313,1787,121,2224,220,1571,94,1884,458,3868,211,4535,815,3482,200,4498,828,3802,217,4849,1077,4358,201,5629,1334,3713,233,5281,553,2146,202,2904,106,994,245,1350,5709,25725,1728,33158,551,3661,244,4456,421,3330,287,4031,843,7569,715,9129,1384,6948,643,8985,1541,7272,550,9367,1895,8500,464,10858,2503,7257,520,10277,1104,4147,387,5637,192,1637,390,2215,10435,50315,4205,64951
SED10040,206,2004,103,2317,283,3690,305,4277,529,7820,583,8932,441,5762,351,6561,435,4374,246,5052,376,4481,238,5088,299,3325,184,3810,126,1875,172,2171,32,811,138,980,2726,34138,2325,39189,237,1666,94,1994,401,3046,208,3648,600,7306,487,8390,659,5635,359,6654,559,4955,222,5735,441,4873,224,5538,370,3681,203,4254,145,2192,208,2537,37,1184,300,1518,3451,34531,2297,40278,444,3667,197,4308,682,6731,512,7929,1133,15125,1071,17323,1104,11398,707,13214,985,9328,467,10781,820,9355,459,10631,674,7008,386,8062,271,4058,382,4711,68,1994,441,2501,6173,68669,4619,79463
SED10041,615,2327,82,3026,415,1928,72,2419,452,3222,143,3828,802,5051,186,6040,1228,4517,137,5877,955,3729,131,4812,786,2657,99,3538,577,1790,100,2468,134,1010,110,1253,5964,26240,1067,33270,815,2002,65,2876,534,1618,71,2226,463,3496,164,4120,1239,5386,193,6817,1668,4823,147,6636,1039,3983,115,5143,876,3175,136,4189,567,2289,163,3021,115,1621,247,1986,7326,28396,1296,37016,1429,4333,148,5902,954,3548,145,4642,917,6722,311,7950,2044,10438,374,12857,2898,9336,284,12520,1996,7715,239,9960,1660,5836,236,7733,1152,4081,261,5487,252,2628,358,3235,13289,54631,2359,70283
SED10042,235,1918,108,2263,182,2042,114,2336,340,3780,221,4334,553,3549,235,4336,578,3964,212,4758,666,4177,212,5059,836,3815,213,4863,502,2287,224,3014,95,785,127,1009,3988,26309,1666,31967,269,1853,104,2228,248,1739,97,2085,478,3846,194,4522,813,3480,197,4497,745,4001,170,4916,807,4587,192,5589,982,4081,277,5340,484,2638,298,3420,68,1274,218,1564,4905,27508,1749,34159,503,3773,210,4489,431,3779,209,4418,820,7623,419,8862,1371,7031,438,8836,1334,7962,377,9671,1474,8768,402,10646,1815,7893,493,10201,985,4929,518,6432,164,2060,343,2573,8891,53815,3419,66127
SED10043,188,2584,285,3063,304,2940,354,3598,508,6741,839,8086,504,5796,649,6946,367,4465,413,5249,313,4284,402,5001,195,3153,267,3611,91,1770,190,2050,20,632,96,745,2494,32355,3495,38344,245,2453,259,2959,331,2520,236,3093,557,5878,642,7080,539,5315,538,6390,391,4570,406,5372,325,4391,356,5077,248,3082,239,3571,85,1813,200,2100,21,847,176,1040,2756,30876,3046,36673,438,5039,543,6018,638,5464,587,6689,1069,12613,1478,15163,1044,11105,1189,13334,761,9034,820,10611,646,8678,758,10080,443,6232,505,7180,172,3583,390,4146,40,1477,271,1786,5244,63231,6546,75022
SED10044,504,1949,59,2515,367,2022,96,2478,642,5493,291,6424,874,5815,294,6979,1104,4550,192,5839,856,3568,146,4577,670,2712,141,3521,383,1539,155,2073,55,566,185,814,5448,28209,1559,35221,496,1704,61,2257,414,1707,74,2194,738,5786,271,6797,1256,6059,282,7599,1452,4579,183,6214,931,3977,166,5072,779,3013,184,3982,374,1878,208,2457,83,978,487,1552,6522,29683,1910,38118,998,3655,120,4771,780,3726,166,4671,1380,11277,560,13224,2127,11869,579,14576,2551,9126,375,12049,1789,7549,311,9649,1447,5729,325,7498,756,3421,369,4538,143,1543,674,2363,11974,57894,3472,73341
SED10045,254,1776,242,2272,185,1452,182,1822,396,2784,325,3502,655,2952,375,3988,841,3560,459,4861,1124,4435,510,6065,1196,3805,449,5448,443,1701,229,2378,85,581,132,796,5176,23051,2906,31130,301,1563,249,2113,196,1327,170,1693,506,2889,343,3731,961,3165,405,4528,1081,3787,406,5271,1360,4418,454,6231,1439,3480,398,5319,560,1838,271,2667,96,919,244,1256,6493,23373,2935,32807,556,3337,489,4379,386,2777,352,3510,893,5674,668,7229,1614,6117,782,8519,1915,7349,866,10129,2487,8849,970,12301,2632,7284,854,10767,1011,3540,498,5047,182,1497,375,2052,11674,46423,5842,63936
SED10046,191,3076,274,3533,220,3174,280,3674,361,5907,607,6879,324,5734,575,6635,351,5219,406,5971,269,4939,409,5624,161,2864,227,3256,53,1302,120,1475,6,352,35,396,1932,32559,2940,37435,200,2873,210,3275,309,2981,286,3580,468,6279,643,7385,492,5905,576,6971,378,5429,402,6205,323,5013,369,5704,176,3068,241,3487,54,1542,173,1765,16,542,61,619,2416,33623,2955,38998,386,5942,482,6807,527,6155,568,7255,830,12187,1247,14265,816,11637,1149,13606,727,10650,804,12180,595,9953,780,11325,338,5928,472,6741,105,2841,291,3236,19,897,96,1012,4348,66190,5896,76428
SED10047,262,3026,369,3657,236,3248,383,3866,516,7624,984,9126,756,8297,897,9943,503,5696,632,6831,332,4478,428,5235,296,3223,268,3797,133,1573,164,1875,22,328,54,395,3060,37492,4187,44734,315,2898,278,3487,313,3105,348,3770,689,8714,920,10328,819,8207,809,9834,553,5501,486,6541,433,4645,331,5406,365,3541,295,4203,140,1751,193,2080,18,504,140,660,3647,38859,3807,46308,573,5921,651,7145,549,6352,735,7633,1208,16340,1902,19451,1569,16499,1708,19785,1052,11203,1120,13372,768,9119,760,10644,669,6764,564,7992,276,3318,358,3960,37,832,191,1060,6699,76348,7996,91048
SED10048,237,3004,225,3466,273,3082,214,3573,527,6695,490,7717,800,7911,498,9208,597,5573,357,6529,498,4954,266,5716,355,3420,201,3975,126,1337,179,1642,14,289,84,383,3419,36267,2521,42211,287,2750,222,3262,375,2816,178,3368,674,7797,548,9018,843,7937,543,9323,642,5472,367,6484,533,5226,271,6026,390,3637,222,4256,116,1497,236,1850,23,482,217,716,3891,37612,2802,44300,523,5752,454,6728,644,5898,395,6940,1202,14495,1038,16732,1648,15840,1040,18530,1242,11048,724,13009,1029,10178,535,11749,749,7060,422,8227,241,2834,420,3493,36,770,300,1104,7311,73881,5328,86510
SED10049,226,2463,139,2830,213,2393,113,2720,429,5511,317,6251,608,4960,286,5852,600,4466,211,5272,501,4031,187,4713,554,3174,159,3887,262,1612,107,1984,30,433,64,525,3412,29043,1577,34033,299,2327,115,2739,274,2362,120,2755,559,5854,275,6687,845,5077,272,6193,758,4780,182,5717,642,4416,166,5226,712,3418,166,4292,314,1887,155,2354,44,800,127,962,4434,30913,1577,36923,523,4792,255,5568,485,4757,231,5471,985,11366,591,12943,1444,10034,558,12042,1354,9248,387,10990,1137,8445,354,9936,1267,6592,316,8181,575,3501,263,4334,67,1226,197,1494,7842,59959,3159,70959
SED10050,457,1826,77,2364,274,1692,73,2042,628,4849,259,5731,863,5036,263,6159,1352,4679,205,6232,1063,3618,171,4847,654,2282,105,3049,340,1375,78,1789,71,503,34,609,5700,25856,1271,32818,549,1731,58,2333,339,1607,74,2019,760,5326,320,6412,1225,5091,216,6533,1717,4613,199,6527,1044,3666,134,4839,680,2523,104,3302,365,1561,91,2017,58,811,74,948,6736,26928,1272,34937,1010,3559,136,4704,613,3293,150,4059,1384,10177,575,12140,2084,10129,478,12692,3066,9287,406,12759,2106,7281,305,9690,1338,4808,209,6353,702,2939,167,3803,129,1318,113,1558,12438,52780,2541,67759
SED10051,343,1930,121,2387,295,2239,206,2742,484,5378,671,6532,618,5293,598,6513,772,4634,497,5910,573,3961,401,4930,371,2929,278,3574,178,1818,238,2229,20,655,138,818,3665,28842,3143,35648,370,1712,90,2168,427,2026,160,2615,581,5483,418,6481,862,5417,362,6639,976,4818,279,6077,619,4162,221,4999,429,3437,214,4082,185,2319,237,2744,35,971,294,1304,4480,30350,2273,37106,711,3638,212,4565,720,4268,368,5353,1062,10856,1090,13012,1478,10714,961,13151,1752,9458,779,11980,1184,8127,619,9937,798,6370,493,7659,369,4134,477,4978,62,1625,432,2118,8141,59189,5421,72752
SED10052,282,1991,86,2360,226,1923,94,2240,365,4025,214,4607,613,4391,239,5240,793,4272,227,5290,571,3901,144,4622,499,3106,135,3744,308,1907,148,2361,66,807,130,1000,3718,26325,1424,31461,358,1852,67,2278,290,1686,63,2044,435,4119,197,4742,824,4597,218,5638,863,4528,170,5561,644,4219,123,4991,583,3424,151,4159,338,2435,201,2981,72,1268,266,1614,4418,28122,1462,34002,636,3838,156,4634,522,3609,157,4288,803,8146,409,9352,1432,8983,460,10881,1660,8793,396,10857,1219,8123,270,9612,1084,6535,290,7904,647,4340,352,5344,137,2073,400,2612,8136,54444,2885,65469
SED10053,354,1917,142,2414,230,1992,145,2370,611,4919,522,6058,857,4430,421,5701,1173,4545,360,6080,1145,4236,386,5763,851,2867,269,3986,378,1350,130,1858,46,418,50,518,5639,26668,2434,34750,418,1667,139,2224,272,1779,134,2184,757,4947,394,6098,1161,4307,313,5776,1365,4486,283,6133,1167,3971,304,5446,899,2609,238,3747,411,1404,154,1971,49,600,89,736,6501,25762,2057,34315,769,3580,281,4638,505,3772,281,4558,1371,9869,921,12156,2013,8734,734,11480,2538,9028,646,12213,2313,8206,689,11212,1748,5475,513,7731,793,2747,293,3825,94,1019,138,1253,12133,52430,4490,69060
SED10054,251,2838,281,3363,231,3009,293,3533,402,5423,549,6369,482,5598,519,6603,417,4971,397,5784,326,4408,296,5026,191,2836,165,3194,67,1157,115,1336,5,297,53,358,2357,30534,2673,35563,282,2667,218,3166,316,2676,238,3231,499,5873,576,6954,541,5736,507,6788,483,5085,381,5957,373,4604,259,5236,239,3122,235,3597,68,1333,146,1544,9,612,177,806,2819,31712,2749,37286,525,5504,501,6530,547,5683,535,6761,901,11292,1124,13321,1024,11333,1030,13392,900,10055,782,11739,701,9012,557,10265,428,5959,401,6789,132,2489,259,2881,20,912,235,1162,5184,62242,5420,72849
SED10055,255,2869,143,3263,203,2692,156,3056,308,5030,255,5589,495,5230,288,6012,479,4989,210,5678,394,4662,192,5249,297,2998,106,3401,96,1064,64,1216,9,250,13,269,2541,29778,1420,33740,336,2682,115,3136,295,2413,111,2825,407,5155,295,5861,684,5457,255,6400,568,5285,248,6101,466,4770,174,5411,288,2907,126,3320,78,1128,73,1284,9,396,37,441,3142,30199,1442,34779,594,5549,257,6400,499,5108,270,5882,714,10185,550,11451,1183,10688,539,12416,1048,10276,460,11784,862,9440,365,10663,587,5908,232,6727,177,2184,136,2498,19,645,49,711,5682,59977,2860,68518
SED10056,372,1962,313,2641,224,1727,234,2190,524,4069,575,5166,749,3412,480,4641,919,3793,556,5272,999,4371,509,5880,996,3775,524,5298,538,2041,305,2881,103,687,181,966,5426,25839,3684,34944,416,1813,255,2482,208,1597,212,2015,620,4001,491,5111,1044,3293,447,4781,1145,3698,449,5286,1156,4266,491,5916,1220,3302,429,4950,682,2070,379,3129,116,1054,245,1420,6597,25101,3391,35089,793,3771,564,5124,435,3319,450,4210,1142,8066,1067,10279,1792,6709,929,9432,2060,7493,1007,10555,2158,8645,998,11797,2213,7079,949,10242,1218,4110,682,6005,218,1742,427,2392,12024,50941,7075,70033
SED10057,154,1568,197,1925,133,1242,130,1503,259,2433,232,2926,429,2524,254,3201,557,3263,318,4139,839,4301,381,5531,1223,4771,454,6438,651,2907,328,3884,79,942,179,1196,4322,23956,2471,30747,207,1458,166,1835,133,1106,100,1338,340,2680,290,3309,626,2722,270,3612,708,3487,263,4459,1107,4757,337,6200,1410,4784,444,6640,635,3004,394,4037,98,1436,340,1875,5273,25432,2602,33308,362,3033,362,3756,270,2348,236,2849,593,5114,524,6233,1049,5250,524,6816,1270,6745,581,8601,1948,9062,719,11726,2629,9548,897,13079,1288,5919,724,7924,182,2380,509,3075,9589,49391,5072,64054
SED10058,209,1544,94,1848,305,2514,205,3029,673,5636,378,6685,748,4164,291,5205,862,3715,291,4870,755,3870,247,4871,749,3032,232,4011,326,1491,157,1969,37,526,103,663,4656,26480,2006,33143,289,1432,87,1804,504,2729,157,3392,890,5544,312,6745,992,3950,221,5169,976,3831,221,5036,859,3992,220,5067,799,3157,229,4183,321,1796,191,2307,50,916,244,1216,5685,27341,1885,34906,494,2967,185,3652,813,5242,368,6420,1563,11178,690,13432,1744,8117,517,10377,1835,7549,512,9899,1611,7856,470,9934,1549,6185,456,8185,650,3283,350,4280,86,1439,344,1877,10343,53824,3893,68054
SED10059,255,1069,73,1393,700,3103,302,4102,1420,9152,788,11365,884,5902,488,7274,779,4335,424,5537,583,3219,343,4141,356,1883,251,2486,130,911,171,1210,13,292,84,388,5111,29861,2925,37889,348,1126,85,1553,1012,3435,297,4741,1734,8525,655,10912,1012,4704,374,6083,943,3298,241,4482,617,2458,194,3264,376,1665,170,2215,132,999,146,1272,9,427,122,560,6179,26631,2281,35089,600,2193,159,2946,1709,6537,595,8842,3155,17671,1443,22274,1887,10607,866,13360,1721,7635,663,10020,1198,5669,535,7405,731,3547,418,4704,263,1909,315,2487,28,721,208,954,11290,56498,5205,72986
SED10060,333,1187,50,1566,273,1479,85,1839,799,5667,350,6817,707,5085,264,6063,866,3756,187,4806,872,3193,200,4266,878,2409,140,3427,551,1591,140,2284,75,557,66,694,5354,24914,1485,31750,342,1067,72,1476,399,1621,80,2106,1017,6473,350,7840,1104,5307,302,6712,1325,4059,219,5607,1115,3577,200,4891,1017,3100,169,4288,574,2056,193,2828,81,892,139,1109,6978,28151,1728,36855,673,2254,122,3048,672,3102,166,3939,1813,12136,698,14653,1813,10392,571,12771,2191,7811,410,10411,1991,6771,400,9161,1891,5504,316,7710,1132,3647,328,5110,155,1451,206,1805,12328,53071,3215,68609
SED10061,322,1746,383,2457,251,1778,398,2424,535,3335,617,4488,700,2884,545,4124,910,3099,550,4558,1015,3757,563,5338,1067,3101,451,4617,581,1853,334,2766,83,541,122,745,5465,22085,3965,31515,433,1852,453,2740,301,1729,358,2387,667,3470,574,4718,992,2850,502,4341,1073,3344,522,4943,1190,3756,499,5441,1299,2914,412,4633,653,2015,354,3023,115,907,213,1237,6727,22828,3897,33455,756,3601,841,5195,549,3500,757,4807,1199,6803,1201,9207,1697,5728,1049,8466,1980,6446,1075,9502,2211,7511,1066,10782,2369,6019,863,9251,1238,3867,685,5787,200,1441,335,1980,12193,44913,7858,64966
SED10062,315,2015,97,2425,264,2223,119,2603,374,4240,288,4899,539,4259,244,5037,665,4190,181,5035,557,4209,177,4938,502,3080,151,3730,255,1747,135,2140,46,706,114,862,3515,26667,1501,31682,351,1798,82,2230,397,1972,100,2469,437,4102,255,4796,800,4413,225,5442,849,4506,199,5564,601,4538,154,5294,534,3396,157,4090,261,2079,205,2543,54,1129,332,1512,4290,27932,1714,33932,671,3809,178,4658,661,4198,216,5070,810,8342,541,9694,1333,8668,476,10482,1522,8695,385,10594,1155,8750,327,10233,1039,6474,308,7822,516,3823,345,4680,102,1834,438,2377,7802,54598,3210,65612
SED10063,347,2029,206,2585,194,1795,190,2182,495,3788,333,4621,801,3429,348,4583,841,3544,347,4730,779,3725,337,4835,903,3043,292,4243,484,1762,199,2438,86,621,101,802,4930,23731,2350,31015,379,1788,202,2370,243,1729,147,2123,640,4066,333,5044,1024,3638,334,4992,978,3677,297,4951,954,3808,294,5064,1149,2965,256,4367,600,1935,244,2779,125,988,189,1300,6088,24593,2301,32982,730,3819,408,4954,434,3531,341,4305,1135,7857,675,9663,1827,7070,678,9573,1819,7219,641,9684,1731,7532,635,9896,2056,6000,549,8607,1079,3699,445,5219,206,1606,290,2104,11017,48328,4651,63999
SED10064,192,1707,283,2184,123,1272,246,1640,319,2640,602,3562,516,2593,539,3645,678,3285,444,4399,991,4442,425,5861,1233,4532,422,6191,513,2407,230,3151,57,786,92,939,4621,23671,3285,31571,259,1559,244,2063,139,1245,117,1505,451,2833,337,3624,731,2768,345,3842,908,3590,354,4855,1306,4750,390,6442,1446,4110,387,5939,653,2336,305,3300,101,1128,182,1410,6003,24320,2662,32983,454,3261,533,4245,264,2515,364,3147,770,5477,940,7186,1246,5361,879,7480,1580,6873,799,9261,2299,9192,819,12309,2680,8641,807,12129,1167,4749,540,6452,157,1911,276,2346,10623,47990,5944,64553
SED10065,309,2078,133,2522,400,3360,291,4059,861,9799,924,11585,871,9130,673,10679,619,5050,342,6012,564,4485,307,5347,402,3038,194,3637,177,1461,103,1749,34,583,66,678,4242,38990,3040,46270,328,1790,126,2246,531,2845,254,3632,1026,9375,751,11152,1079,7932,604,9619,846,5160,314,6324,647,4676,249,5579,432,3251,187,3865,176,1693,147,2021,41,821,81,938,5116,37544,2718,45370,643,3866,260,4771,934,6204,550,7693,1885,19179,1672,22740,1951,17059,1275,20294,1468,10207,656,12332,1205,9160,556,10927,833,6289,382,7498,359,3159,252,3767,72,1402,146,1622,9359,76529,5753,91643
SED10066,230,2152,142,2522,209,2566,185,2957,431,5273,449,6155,572,4843,399,5811,543,4223,319,5079,421,3686,210,4312,469,2904,203,3578,216,1516,195,1930,22,421,108,553,3105,27583,2210,32897,315,1953,125,2386,299,2471,204,2973,535,5525,476,6536,736,4892,373,5997,613,4373,288,5283,560,4044,197,4792,556,3362,210,4120,238,1819,252,2307,42,734,245,1021,3886,29169,2361,35419,540,4103,265,4910,505,5042,386,5931,968,10794,931,12689,1304,9735,772,11803,1158,8596,608,10361,980,7727,404,9114,1020,6268,408,7696,458,3338,449,4237,66,1157,356,1577,6993,56753,4573,68318
SED10067,361,1958,92,2407,243,1653,77,1972,333,2629,157,3117,585,3191,170,3939,1022,3996,194,5222,985,3992,178,5150,896,3240,181,4322,532,2125,172,2831,82,806,148,1033,5034,23590,1377,29999,421,1728,104,2252,263,1427,77,1768,341,2540,134,3011,845,3482,177,4506,1288,4177,193,5660,1019,4265,177,5459,981,3499,172,4649,533,2371,243,3155,106,1302,336,1742,5799,24803,1603,32203,780,3681,194,4662,506,3081,152,3739,674,5171,290,6134,1429,6668,347,8443,2315,8178,389,10881,2006,8255,355,10608,1871,6742,351,8967,1064,4503,422,5986,186,2112,482,2778,10836,48393,2981,62205
SED10068,349,1807,146,2303,214,1430,112,1754,356,2690,210,3255,571,2951,215,3739,768,3539,204,4503,867,4201,273,5340,1257,4803,291,6349,655,3105,251,4008,107,1029,189,1323,5138,25562,1881,32580,428,1634,117,2182,254,1371,110,1742,395,2921,164,3485,778,3175,189,4142,954,3972,191,5113,1089,4921,252,6262,1524,4871,283,6680,773,3333,355,4467,118,1473,317,1913,6325,27685,1979,35986,782,3438,263,4487,469,2807,223,3494,753,5614,374,6740,1342,6128,406,7875,1718,7508,395,9623,1954,9124,524,11604,2788,9674,577,13034,1429,6446,606,8476,224,2505,503,3233,11462,53243,3863,68567
SED10069,228,1929,154,2311,114,1626,96,1839,250,2913,237,3402,463,3003,214,3682,577,3716,247,4546,732,4487,271,5492,1030,4375,295,5701,593,2624,280,3497,86,660,119,862,4081,25345,1905,31327,240,1678,114,2035,178,1440,97,1719,357,2915,190,3458,706,3062,185,3951,739,3884,202,4832,932,4658,223,5816,1229,4455,298,5983,625,2639,305,3566,65,957,217,1241,5070,25688,1836,32594,467,3611,267,4342,287,3065,194,3549,607,5826,419,6855,1168,6066,399,7634,1323,7603,449,9372,1666,9142,497,11307,2265,8838,587,11681,1216,5263,588,7066,146,1625,339,2101,9149,51031,3739,63917
SED10070,210,2349,124,2688,205,2478,175,2858,362,5117,391,5871,501,5797,414,6713,451,4643,312,5408,331,4201,214,4750,308,3346,197,3853,148,1871,143,2157,10,602,105,722,2520,30410,2086,35006,284,2172,128,2585,298,2085,131,2515,446,4992,359,5800,614,5762,364,6740,501,4564,255,5313,400,4420,216,5032,405,3759,232,4395,126,2101,195,2426,11,837,195,1040,3086,30691,2075,35843,487,4519,257,5269,511,4563,303,5370,809,10107,750,11674,1114,11556,779,13453,951,9208,569,10721,727,8624,431,9779,709,7105,427,8241,273,3968,340,4582,27,1441,297,1766,5598,61094,4159,70856
